GID_0,GID_1,GID_2,crop_type,LD_2020,LD_2021,LD_2022,LD_2023,LD_2024,production_2020,production_2021,production_2022,production_2023,production_2024,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,AFG.14_1,AFG.14.13_1,OPUL,0,0,0,0,0,0.03449324093752924,0.03449324093752924,0.03449324093752924,0.03449324093752924,0.03449324093752924,0,0,0,0,0
AFG,AFG.14_1,AFG.14.1_1,OPUL,0,0,0,0,0,0.02442030637670234,0.02442030637670234,0.02442030637670234,0.02442030637670234,0.02442030637670234,0,0,0,0,0
AFG,AFG.16_1,AFG.16.5_1,OPUL,0,0,0,0,0,0.313134673640535,0.313134673640535,0.313134673640535,0.313134673640535,0.313134673640535,0,0,0,0,0
AFG,AFG.18_1,AFG.18.1_1,OPUL,0,0,0,0,0,0.0703643226434471,0.0703643226434471,0.0703643226434471,0.0703643226434471,0.0703643226434471,0,0,0,0,0
AFG,AFG.19_1,AFG.19.2_1,OPUL,0,0,0,0,0,0.026726849132783455,0.026726849132783455,0.026726849132783455,0.026726849132783455,0.026726849132783455,0,0,0,0,0
AFG,AFG.19_1,AFG.19.3_1,OPUL,1.4697810548068302e-5,0,0,0,0,2.3959983211434386,2.3959983211434386,2.3959983211434386,2.3959983211434386,2.3959983211434386,6.134e-6,0,0,0,0
AFG,AFG.19_1,AFG.19.4_1,OPUL,0.07911874041477415,0.06204977416019592,0.047115407659645274,0.03440210971856237,0.022943232504054122,1.9418171153034813,1.9418171153034813,1.9418171153034813,1.9418171153034813,1.9418171153034813,0.04074,0.03195,0.02426,0.01772,0.01182
AFG,AFG.19_1,AFG.19.7_1,OPUL,0.0158910547912022,0.01344627713101725,0.01100149947083229,0.00855672181064734,0.00611194415046238,0.004311845148857269,0.004311845148857269,0.004311845148857269,0.004311845148857269,0.004311845148857269,3.685,3.118,2.551,1.984,1.417
AFG,AFG.1_1,AFG.1.5_1,OPUL,0,0,0,0,0,0.4052604766328832,0.4052604766328832,0.4052604766328832,0.4052604766328832,0.4052604766328832,0,0,0,0,0
AFG,AFG.1_1,AFG.1.7_1,OPUL,0,0,0,0,0,0.4211272041181488,0.4211272041181488,0.4211272041181488,0.4211272041181488,0.4211272041181488,0,0,0,0,0
AFG,AFG.1_1,AFG.1.9_1,OPUL,0,0,0,0,0,0.02732380813394667,0.02732380813394667,0.02732380813394667,0.02732380813394667,0.02732380813394667,0,0,0,0,0
AFG,AFG.20_1,AFG.20.5_1,OPUL,0,0,0,0,0,0.002874189378235591,0.002874189378235591,0.002874189378235591,0.002874189378235591,0.002874189378235591,0,0,0,0,0
AFG,AFG.21_1,AFG.21.4_1,OPUL,0,0,0,0,0,1.4916006975055804,1.4916006975055804,1.4916006975055804,1.4916006975055804,1.4916006975055804,0,0,0,0,0
AFG,AFG.22_1,AFG.22.17_1,OPUL,0,0,0,0,0,0.0038079445762183015,0.0038079445762183015,0.0038079445762183015,0.0038079445762183015,0.0038079445762183015,0,0,0,0,0
AFG,AFG.23_1,AFG.23.3_1,OPUL,0,0,0,0,0,2.75160520177551,2.75160520177551,2.75160520177551,2.75160520177551,2.75160520177551,0,0,0,0,0
AFG,AFG.24_1,AFG.24.2_1,OPUL,0,0,0,0,0,6.463335524136382e-4,6.463335524136382e-4,6.463335524136382e-4,6.463335524136382e-4,6.463335524136382e-4,0,0,0,0,0
AFG,AFG.28_1,AFG.28.7_1,OPUL,0,0,0,0,0,0.0029681981553112496,0.0029681981553112496,0.0029681981553112496,0.0029681981553112496,0.0029681981553112496,0,0,0,0,0
AFG,AFG.28_1,AFG.28.9_1,OPUL,0,0,0,0,0,0.0013413717165296482,0.0013413717165296482,0.0013413717165296482,0.0013413717165296482,0.0013413717165296482,0,0,0,0,0
AFG,AFG.2_1,AFG.2.5_1,OPUL,3.4043442246736515e-4,2.094586424672641e-5,1.8481644923582127e-5,1.6017425600437843e-5,1.3553206277293558e-5,0.8088690503538092,0.8088690503538092,0.8088690503538092,0.8088690503538092,0.8088690503538092,4.209e-4,2.59e-5,2.285e-5,1.98e-5,1.676e-5
AFG,AFG.30_1,AFG.30.2_1,OPUL,0,0,0,0,0,0.4972542821792429,0.4972542821792429,0.4972542821792429,0.4972542821792429,0.4972542821792429,0,0,0,0,0
AFG,AFG.30_1,AFG.30.4_1,OPUL,0,0,0,0,0,1.9412557538794961,1.9412557538794961,1.9412557538794961,1.9412557538794961,1.9412557538794961,0,0,0,0,0
AFG,AFG.31_1,AFG.31.10_1,OPUL,0,0,0,0,0,2.6101933649938447,2.6101933649938447,2.6101933649938447,2.6101933649938447,2.6101933649938447,0,0,0,0,0
AFG,AFG.31_1,AFG.31.12_1,OPUL,0,0,0,0,0,4.749940864776833,4.749940864776833,4.749940864776833,4.749940864776833,4.749940864776833,0,0,0,0,0
AFG,AFG.31_1,AFG.31.2_1,OPUL,0,0,0,0,0,0.047290540493649294,0.047290540493649294,0.047290540493649294,0.047290540493649294,0.047290540493649294,0,0,0,0,0
AFG,AFG.31_1,AFG.31.3_1,OPUL,0,0,0,0,0.00125494490152279,0.07330758557844101,0.07330758557844101,0.07330758557844101,0.07330758557844101,0.07330758557844101,0,0,0,0,0.01712
AFG,AFG.31_1,AFG.31.4_1,OPUL,0.007233835814234514,0.0061987228960703284,0.005227877862251416,0.004289172426483011,0.0034183986521114933,29.94374581665711,29.94374581665711,29.94374581665711,29.94374581665711,29.94374581665711,2.416e-4,2.07e-4,1.746e-4,1.432e-4,1.142e-4
AFG,AFG.31_1,AFG.31.6_1,OPUL,0,0,0,0,0,2.4322455657797786,2.4322455657797786,2.4322455657797786,2.4322455657797786,2.4322455657797786,0,0,0,0,0
AFG,AFG.31_1,AFG.31.8_1,OPUL,0,0,0,0,0,3.8600318050817695,3.8600318050817695,3.8600318050817695,3.8600318050817695,3.8600318050817695,0,0,0,0,0
AFG,AFG.31_1,AFG.31.9_1,OPUL,0,0,0,0,0,0.054641619473198524,0.054641619473198524,0.054641619473198524,0.054641619473198524,0.054641619473198524,0,0,0,0,0
AFG,AFG.32_1,AFG.32.1_1,OPUL,0,0,0,0,0,0.4366731565844876,0.4366731565844876,0.4366731565844876,0.4366731565844876,0.4366731565844876,0,0,0,0,0
AFG,AFG.33_1,AFG.33.1_1,OPUL,0,0,0,0,0,0.09769583434003,0.09769583434003,0.09769583434003,0.09769583434003,0.09769583434003,0,0,0,0,0
AFG,AFG.34_1,AFG.34.5_1,OPUL,0,0,0,0,0,0.11775874176039534,0.11775874176039534,0.11775874176039534,0.11775874176039534,0.11775874176039534,0,0,0,0,0
AFG,AFG.3_1,AFG.3.11_1,OPUL,0.00491925746090668,0.00440144088607439,0.00388362431124211,0.00336580773640983,0.00284799116157755,4.669870539045039,4.669870539045039,4.669870539045039,4.669870539045039,4.669870539045039,0.001053,9.425e-4,8.316e-4,7.207e-4,6.099e-4
AFG,AFG.3_1,AFG.3.3_1,OPUL,0,0,0,0,0,0.16818042122713373,0.16818042122713373,0.16818042122713373,0.16818042122713373,0.16818042122713373,0,0,0,0,0
AFG,AFG.3_1,AFG.3.4_1,OPUL,0,0,0,0,0,1.6298627901355944,1.6298627901355944,1.6298627901355944,1.6298627901355944,1.6298627901355944,0,0,0,0,0
AFG,AFG.4_1,AFG.4.13_1,OPUL,0,0,0,0,0,0.7429535997562854,0.7429535997562854,0.7429535997562854,0.7429535997562854,0.7429535997562854,0,0,0,0,0
AFG,AFG.4_1,AFG.4.1_1,OPUL,0,0,0,0,0,16.240513397253064,16.240513397253064,16.240513397253064,16.240513397253064,16.240513397253064,0,0,0,0,0
AFG,AFG.4_1,AFG.4.4_1,OPUL,0,0,0,0,0,1.491286140947782,1.491286140947782,1.491286140947782,1.491286140947782,1.491286140947782,0,0,0,0,0
AFG,AFG.4_1,AFG.4.6_1,OPUL,0,0,0,0,0,1.347252193844399,1.347252193844399,1.347252193844399,1.347252193844399,1.347252193844399,0,0,0,0,0
AFG,AFG.4_1,AFG.4.8_1,OPUL,0,0,0,0,0,0.426873551553334,0.426873551553334,0.426873551553334,0.426873551553334,0.426873551553334,0,0,0,0,0
AFG,AFG.8_1,AFG.8.8_1,OPUL,0,0,0,0,0,0.01091659055770755,0.01091659055770755,0.01091659055770755,0.01091659055770755,0.01091659055770755,0,0,0,0,0
AGO,AGO.4_1,AGO.4.1_1,OPUL,0.14075367939533212,0.23098992084553172,0.21585848702864596,0.2104393563158501,0.2118574742306865,2.957511149646114,2.957511149646114,2.957511149646114,2.957511149646114,2.957511149646114,0.04759,0.0781,0.07299,0.07115,0.07163
AGO,AGO.5_1,AGO.5.1_1,OPUL,0,0,0,0,0,919.7693477364165,919.7693477364165,919.7693477364165,919.7693477364165,919.7693477364165,0,0,0,0,0
AGO,AGO.5_1,AGO.5.2_1,OPUL,0,0,0,0,0,364.0352607471422,364.0352607471422,364.0352607471422,364.0352607471422,364.0352607471422,0,0,0,0,0
AGO,AGO.5_1,AGO.5.5_1,OPUL,0.0533655418373387,0.05013126657446968,0.04689699131160068,0.04366271604873166,0.04042844078586265,252.25660267131659,252.25660267131659,252.25660267131659,252.25660267131659,252.25660267131659,2.116e-4,1.987e-4,1.859e-4,1.731e-4,1.603e-4
ALA,ALA.2_2,ALA.2.2_2,OPUL,0.003999748603588417,0.003229880804407443,0.0025328919426602053,0.001835903080912966,0.0013117179906269605,1.4382884799187607,1.4382884799187607,1.4382884799187607,1.4382884799187607,1.4382884799187607,0.002781,0.002246,0.001761,0.001276,9.12e-4
ALA,ALA.2_2,ALA.2.3_2,OPUL,3.763405893771844e-5,3.367257904953755e-5,2.9711099161356668e-5,2.5749619273175776e-5,2.1788139384994885e-5,0.6242870119631645,0.6242870119631645,0.6242870119631645,0.6242870119631645,0.6242870119631645,6.028e-5,5.394e-5,4.759e-5,4.125e-5,3.49e-5
ALA,ALA.2_2,ALA.2.4_2,OPUL,9.154149714149896e-4,8.509808167824395e-4,0.00191110971188892,0.00232183733049805,0.00217240857468768,1.230670119271583,1.230670119271583,1.230670119271583,1.230670119271583,1.230670119271583,7.438e-4,6.915e-4,0.001553,0.001887,0.001765
ALA,ALA.2_2,ALA.2.5_2,OPUL,0,0,0,0,0,0.05107240008213586,0.05107240008213586,0.05107240008213586,0.05107240008213586,0.05107240008213586,0,0,0,0,0
ALA,ALA.2_2,ALA.2.7_2,OPUL,6.35469398414067e-6,0,0,0,0,0.24588227623971168,0.24588227623971168,0.24588227623971168,0.24588227623971168,0.24588227623971168,2.584e-5,0,0,0,0
ALB,ALB.10_1,ALB.10.1_1,OPUL,0,0,0,0,0,0.04173571037509271,0.04173571037509271,0.04173571037509271,0.04173571037509271,0.04173571037509271,0,0,0,0,0
ALB,ALB.10_1,ALB.10.3_1,OPUL,0,0,0,0,0,7.137910361289757,7.137910361289757,7.137910361289757,7.137910361289757,7.137910361289757,0,0,0,0,0
ALB,ALB.11_1,ALB.11.1_1,OPUL,0,0,0,0,0,0.7933048925912815,0.7933048925912815,0.7933048925912815,0.7933048925912815,0.7933048925912815,0,0,0,0,0
ALB,ALB.11_1,ALB.11.2_1,OPUL,0.007840985694306205,0.005900434956511805,0.003959884218717412,0.002784637208215846,0.0023746939250070985,2.8116489255295516,2.8116489255295516,2.8116489255295516,2.8116489255295516,2.8116489255295516,0.002789,0.002099,0.001408,9.904e-4,8.446e-4
ALB,ALB.12_1,ALB.12.1_1,OPUL,0.02438738987719426,0.02280005330245861,0.02121271672772296,0.01962538015298732,0.01803804357825168,3.642570983678397,3.642570983678397,3.642570983678397,3.642570983678397,3.642570983678397,0.006695,0.006259,0.005824,0.005388,0.004952
ALB,ALB.12_1,ALB.12.2_1,OPUL,0.006830946366676091,0.0060858431329217,0.00534073989916729,0.004657676514646966,0.004036652979360704,5.314715755319872,5.314715755319872,5.314715755319872,5.314715755319872,5.314715755319872,0.001285,0.001145,0.001005,8.764e-4,7.595e-4
ALB,ALB.12_1,ALB.12.3_1,OPUL,0.014930444297871081,0.010819232067738861,0.0067949335299007626,0.004063565497163434,0.0032831375786783025,1.8082611754785838,1.8082611754785838,1.8082611754785838,1.8082611754785838,1.8082611754785838,0.008257,0.005983,0.003758,0.002247,0.001816
ALB,ALB.1_1,ALB.1.1_1,OPUL,0.010432865658305427,0.006613189083758883,0.002793512509212349,7.73214944196698e-4,5.522963887119272e-4,2.42006702665779,2.42006702665779,2.42006702665779,2.42006702665779,2.42006702665779,0.004311,0.002733,0.001154,3.195e-4,2.282e-4
ALB,ALB.1_1,ALB.1.2_1,OPUL,0,0,0,0,0,1.2232929354427056,1.2232929354427056,1.2232929354427056,1.2232929354427056,1.2232929354427056,0,0,0,0,0
ALB,ALB.1_1,ALB.1.3_1,OPUL,0,0,0,0,0,0.040224052749232436,0.040224052749232436,0.040224052749232436,0.040224052749232436,0.040224052749232436,0,0,0,0,0
ALB,ALB.2_1,ALB.2.2_1,OPUL,0,0,0,0,0,0.1533921983405643,0.1533921983405643,0.1533921983405643,0.1533921983405643,0.1533921983405643,0,0,0,0,0
ALB,ALB.3_1,ALB.3.1_1,OPUL,0,0,0,0,0,0.2846535567941955,0.2846535567941955,0.2846535567941955,0.2846535567941955,0.2846535567941955,0,0,0,0,0
ALB,ALB.3_1,ALB.3.2_1,OPUL,0,0,0,0,0,0.9010198396779777,0.9010198396779777,0.9010198396779777,0.9010198396779777,0.9010198396779777,0,0,0,0,0
ALB,ALB.4_1,ALB.4.1_1,OPUL,0.025381870068389024,0.015464955160822427,0.005548040253255829,5.589226092172219e-4,4.976022287065947e-4,1.242646009554768,1.242646009554768,1.242646009554768,1.242646009554768,1.242646009554768,0.02043,0.01245,0.004465,4.498e-4,4.004e-4
ALB,ALB.4_1,ALB.4.2_1,OPUL,6.845030947816922e-4,2.2816769826056407e-4,0,0,0,0.0313978624336448,0.0313978624336448,0.0313978624336448,0.0313978624336448,0.0313978624336448,0.0218,0.007267,0,0,0
ALB,ALB.4_1,ALB.4.3_1,OPUL,0,0,0,0,0,0.14462152829500122,0.14462152829500122,0.14462152829500122,0.14462152829500122,0.14462152829500122,0,0,0,0,0
ALB,ALB.4_1,ALB.4.4_1,OPUL,0,0,0,0,0,0.49192254831758364,0.49192254831758364,0.49192254831758364,0.49192254831758364,0.49192254831758364,0,0,0,0,0
ALB,ALB.5_1,ALB.5.1_1,OPUL,0.00984775236079389,0.00686909177163591,0.00490649412259708,0.00294389647355825,9.812988245194167e-4,5.9162650346283145,5.9162650346283145,5.9162650346283145,5.9162650346283145,5.9162650346283145,0.001665,0.001161,8.293e-4,4.976e-4,1.659e-4
ALB,ALB.5_1,ALB.5.2_1,OPUL,0,0,0,0,0,2.8050069092380583,2.8050069092380583,2.8050069092380583,2.8050069092380583,2.8050069092380583,0,0,0,0,0
ALB,ALB.5_1,ALB.5.3_1,OPUL,0.0017448051282564624,0.00101463677800802,3.38212259336008e-4,0,0,1.5965792241857435,1.5965792241857435,1.5965792241857435,1.5965792241857435,1.5965792241857435,0.001093,6.355e-4,2.118e-4,0,0
ALB,ALB.6_1,ALB.6.1_1,OPUL,0,0,0,0,0,0.799240872570474,0.799240872570474,0.799240872570474,0.799240872570474,0.799240872570474,0,0,0,0,0
ALB,ALB.6_1,ALB.6.3_1,OPUL,0,0,0,0,0,0.08776652472053321,0.08776652472053321,0.08776652472053321,0.08776652472053321,0.08776652472053321,0,0,0,0,0
ALB,ALB.7_1,ALB.7.1_1,OPUL,0,0,0,0,0,0.09238750330398522,0.09238750330398522,0.09238750330398522,0.09238750330398522,0.09238750330398522,0,0,0,0,0
ALB,ALB.7_1,ALB.7.2_1,OPUL,0.02518731366734517,0.02131234233390745,0.01743737100046973,0.01356239966703201,0.00968742833359429,0.0819465703678404,0.0819465703678404,0.0819465703678404,0.0819465703678404,0.0819465703678404,0.3074,0.2601,0.2128,0.1655,0.1182
ALB,ALB.7_1,ALB.7.3_1,OPUL,6.021223093163985e-4,5.497638476367118e-4,4.974053859570249e-4,4.450469242773381e-4,3.926884625976513e-4,0.5452321874319096,0.5452321874319096,0.5452321874319096,0.5452321874319096,0.5452321874319096,0.001104,0.001008,9.123e-4,8.163e-4,7.202e-4
ALB,ALB.7_1,ALB.7.4_1,OPUL,0.04688999663045283,0.04358136915500866,0.04027274167956448,0.0369641142041203,0.03365548672867613,0.13382073712553003,0.13382073712553003,0.13382073712553003,0.13382073712553003,0.13382073712553003,0.3504,0.3257,0.3009,0.2762,0.2515
ALB,ALB.8_1,ALB.8.3_1,OPUL,0.06063376875887332,0.05130549664212357,0.04197722452537383,0.03264895240862409,0.023320680291874347,0.10360956238820829,0.10360956238820829,0.10360956238820829,0.10360956238820829,0.10360956238820829,0.5852,0.4952,0.4051,0.3151,0.2251
ALB,ALB.9_1,ALB.9.1_1,OPUL,0,0,0,0,0,0.799180934388618,0.799180934388618,0.799180934388618,0.799180934388618,0.799180934388618,0,0,0,0,0
ALB,ALB.9_1,ALB.9.2_1,OPUL,0,0,0,0,0,0.25180058888916795,0.25180058888916795,0.25180058888916795,0.25180058888916795,0.25180058888916795,0,0,0,0,0
ARG,ARG.10_1,ARG.10.3_1,OPUL,0.0914485972685835,0.07427203591833252,0.05758497549888389,0.041448757855219245,0.026208793915376814,0.0027067603691554266,0.0027067603691554266,0.0027067603691554266,0.0027067603691554266,0.0027067603691554266,33.79,27.44,21.27,15.31,9.683
ARG,ARG.10_1,ARG.10.9_1,OPUL,0.08553122286022256,0.06675521336509115,0.052074986698097694,0.04305675121924781,0.03629490300246891,0.007949265878097874,0.007949265878097874,0.007949265878097874,0.007949265878097874,0.007949265878097874,10.76,8.398,6.551,5.416,4.566
ARG,ARG.11_1,ARG.11.18_1,OPUL,0.0850222328811534,0.07872428970477166,0.07242634652838993,0.0661284033520082,0.05983046017562647,0.017590315520973513,0.017590315520973513,0.017590315520973513,0.017590315520973513,0.017590315520973513,4.833,4.475,4.117,3.759,3.401
ARG,ARG.11_1,ARG.11.19_1,OPUL,2.3148992461286428e-5,2.1434252278968913e-5,1.97195120966514e-5,1.8004771914333887e-5,1.6290031732016373e-5,0.015795391396849413,0.015795391396849413,0.015795391396849413,0.015795391396849413,0.015795391396849413,0.001466,0.001357,0.001248,0.00114,0.001031
ARG,ARG.11_1,ARG.11.6_1,OPUL,1.963481527387844e-4,1.8195138147474493e-4,1.6755461021070552e-4,1.5315783894666608e-4,1.3876106768262664e-4,0.012851693018556393,0.012851693018556393,0.012851693018556393,0.012851693018556393,0.012851693018556393,0.01528,0.01416,0.01304,0.01192,0.0108
ARG,ARG.14_1,ARG.14.11_1,OPUL,0.0273032003110863,0.021115909761914887,0.015514730602755211,0.01094130135789495,0.007636771440627937,2.5378998461104896,2.5378998461104896,2.5378998461104896,2.5378998461104896,2.5378998461104896,0.01076,0.00832,0.006113,0.004311,0.003009
ARG,ARG.14_1,ARG.14.12_1,OPUL,0.03744802288300697,0.026856170440233598,0.01759567078198661,0.009643421434347977,0.0038023133628948586,0.7982626156526694,0.7982626156526694,0.7982626156526694,0.7982626156526694,0.7982626156526694,0.04691,0.03364,0.02204,0.01208,0.004763
ARG,ARG.14_1,ARG.14.14_1,OPUL,0.03423260554784112,0.02496399674578325,0.016535897260291754,0.009663896497499805,0.005448177591019278,4.532340335000935,4.532340335000935,4.532340335000935,4.532340335000935,4.532340335000935,0.007553,0.005508,0.003648,0.002132,0.001202
ARG,ARG.14_1,ARG.14.3_1,OPUL,0.012985895466558187,0.008853353335308059,0.005116510914225019,0.002072802932656416,3.6871300174722065e-4,0.23586464826654258,0.23586464826654258,0.23586464826654258,0.23586464826654258,0.23586464826654258,0.05506,0.03754,0.02169,0.008788,0.001563
ARG,ARG.14_1,ARG.14.6_1,OPUL,0.32133106041797715,0.34242761853872244,0.3398072347815815,0.3191192840526141,0.2984894803464529,1.833187133589951,1.833187133589951,1.833187133589951,1.833187133589951,1.833187133589951,0.1753,0.1868,0.1854,0.1741,0.1628
ARG,ARG.14_1,ARG.14.7_1,OPUL,0.14105270187494826,0.10593842165109045,0.06819636494935064,0.0383543747019906,0.02174250695421637,0.05856553359379738,0.05856553359379738,0.05856553359379738,0.05856553359379738,0.05856553359379738,2.408,1.809,1.164,0.6549,0.3713
ARG,ARG.14_1,ARG.14.9_1,OPUL,0.10734237367783415,0.09779961627787132,0.1278763930406617,0.11617834698007937,0.10602433401327285,2.504369395737051,2.504369395737051,2.504369395737051,2.504369395737051,2.504369395737051,0.04286,0.03905,0.05106,0.04639,0.04234
ARG,ARG.16_1,ARG.16.1_1,OPUL,0.2563831232757014,0.23110817468643544,0.20644165747102355,0.1820935375573296,0.159502383468836,111.08098208533207,111.08098208533207,111.08098208533207,111.08098208533207,111.08098208533207,0.002308,0.002081,0.001858,0.001639,0.001436
ARG,ARG.16_1,ARG.16.3_1,OPUL,0,0,0,0,0,0.011065898096128353,0.011065898096128353,0.011065898096128353,0.011065898096128353,0.011065898096128353,0,0,0,0,0
