GID_0,GID_1,crop_type,LD_2020,LD_2021,LD_2022,LD_2023,LD_2024,production_2020,production_2021,production_2022,production_2023,production_2024,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AGO,AGO.10_1,PMIL,117007.76110705422,124871.85464201591,126603.22640088652,128707.54350385103,125727.94870919742,7967.615426684813,5070.300726072154,5070.300726072154,4345.972050918989,4753.044766355071,14.69,24.63,24.97,29.62,26.45
AGO,AGO.12_1,PMIL,4.971059860064789,4.4682633005509516,3.912712303022437,3.498842126156398,3.0577788434788307,0.17201944489632057,0.10946691947947672,0.10946691947947672,0.09382878812526574,0.10261741794633239,28.9,40.82,35.74,37.29,29.8
AGO,AGO.13_1,PMIL,6735.247902902103,6334.222130604057,5847.209594929325,5500.239695515154,5121.156945237453,266.07129889109507,169.31809929433325,169.31809929433325,145.12979939514275,158.72362393848792,25.31,37.41,34.53,37.9,32.26
AGO,AGO.15_1,PMIL,77431.13339322575,81691.91648789449,87755.02371491947,92235.11821545685,96587.99319948936,1241.1048745201124,789.7940110582533,789.7940110582533,676.9662951927885,740.3754715091802,62.39,103.4,111.1,136.2,130.5
AGO,AGO.16_1,PMIL,1005.9764995643782,1182.2009127905103,1321.1393292207085,1356.1224849904875,1363.7411154915935,168.9738435934587,107.52880955947371,107.52880955947371,92.16755105097747,100.80057833275242,5.953,10.99,12.29,14.71,13.53
AGO,AGO.18_1,PMIL,52.37858872128577,31.055576542371355,17.7802637800224,6.5555180799347035,0.7214362922310529,0.004026078265493015,0.003977506951099412,0.00405580552222769,0.004095609815143609,0.0040760639255047765,13010,7808,4384,1601,177
AGO,AGO.2_1,PMIL,19544.37972903651,19005.37812586509,17313.03344963813,15857.432968252913,15693.958771466338,1430.843935876306,910.5370501031039,910.5370501031039,780.4603286598033,853.5634461109388,13.66,20.87,19.01,20.32,18.39
AGO,AGO.3_1,PMIL,1149.5292039106107,1054.8060298605064,900.3108124176996,750.6066052910505,636.7859744056456,23.909119371414373,15.214894145445513,15.214894145445513,13.041337838953295,14.26287648320193,48.08,69.33,59.17,57.56,44.65
AGO,AGO.4_1,PMIL,145.33717691977427,111.42284201498668,83.30560864622454,61.78090319309699,46.42368907668636,0.025789205562059728,0.025478080062575015,0.025979624695561785,0.026234592687878092,0.026109390709041874,5636,4373,3207,2355,1778
AGO,AGO.5_1,PMIL,102219.60510790799,109078.2261455872,112873.85157208983,115616.20562610657,121611.35740890855,2556.6642325663915,1628.4654147435704,1621.189901816872,1393.9394876177234,1523.8550765446475,39.98,66.98,69.62,82.94,79.81
AGO,AGO.7_1,PMIL,1653.7017760157812,1465.2515847335662,1271.297797512049,1088.952931810414,903.2754015669562,4.177425335206478,2.658361576949577,2.658361576949577,2.2785956373853518,2.4920240954204482,395.9,551.2,478.2,477.9,362.5
AGO,AGO.8_1,PMIL,51849.40299579497,60441.41972243661,61769.018648980105,74826.04521176183,83656.85681116125,2535.4649756435783,1613.4777117731862,1613.4777117731862,1382.980895805588,1512.5201063793793,20.45,37.46,38.28,54.1,55.31
