GID_0,GID_1,crop_type,LD_2020,LD_2021,LD_2022,LD_2023,LD_2024,production_2020,production_2021,production_2022,production_2023,production_2024,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,AFG.14_1,MAIZ,0,0,0,0,0,0.04454282311426666,0.04331983599958892,0.05097145439088415,0.05949401268132136,0.0560468345272616,0,0,0,0,0
AFG,AFG.16_1,MAIZ,0,0,0,0,0,10.42250088043909,10.136336165490617,11.926725589516945,13.92090478776415,13.114305321593113,0,0,0,0,0
AFG,AFG.18_1,MAIZ,3.0967444685260626,1.9961754174378454,0.8956063663496292,0.323739225755176,0.2805739956544858,4.150059029378818,4.036113204592138,4.749015211559566,5.543062771048625,5.221888857409749,0.7462,0.4946,0.1886,0.0584,0.05373
AFG,AFG.19_1,MAIZ,93.10378140999144,84.2038943193977,75.90980585469536,67.7213724277828,59.31218288155074,372.99805891134673,406.48817129120624,429.98265179331605,486.62312205311775,471.2356004051498,0.2496,0.2071,0.1765,0.1392,0.1259
AFG,AFG.21_1,MAIZ,0,0,0,0,0,5.574753990088621,5.421691121130209,6.379328899231577,7.445969101032356,7.014537754177827,0,0,0,0,0
AFG,AFG.22_1,MAIZ,0,0,0,15.251170607916546,22.216010181482105,327.40386054234756,318.41451782125745,374.6563369417097,437.2998402245679,411.96198876595827,0,0,0,0.03488,0.05393
AFG,AFG.23_1,MAIZ,0,0,0,0,0,3.542002161223337,3.4447514101377057,4.05320069520656,4.730906277684825,4.4567900089319625,0,0,0,0,0
AFG,AFG.27_1,MAIZ,0,0,0,0,0,10.701748250136607,10.407916398013832,12.246275262688703,14.293883988282953,13.465673511289134,0,0,0,0,0
AFG,AFG.30_1,MAIZ,0,0,0,0,0,2.1782423043439234,2.1184355367301,2.492616554261452,2.9093884540093464,2.740813838374394,0,0,0,0,0
AFG,AFG.31_1,MAIZ,8.898083066198671,5.445852996770581,3.101068507787028,1.3096745151124616,0.3103906588600366,62.348155134088834,115.6442810591285,75.31099979745962,68.7160877216936,80.84552466826531,0.1427,0.04709,0.04118,0.01906,0.003839
AFG,AFG.32_1,MAIZ,0,0,0,0,0.7333592413035838,10.329331148023194,10.045724541749832,11.820109159878772,13.796461816835992,12.997072775235035,0,0,0,0,0.05642
AFG,AFG.33_1,MAIZ,0,0,0,0,0,0.06896176541649177,0.06706832120678281,0.0789146541435923,0.09210938731229583,0.0867724222393976,0,0,0,0,0
AFG,AFG.3_1,MAIZ,5.079119841443147,4.471031367440901,3.863205140494488,3.2556411606039077,2.6487285755805727,0.03469931700078781,0.033746597469041524,0.03970728683638368,0.04634644733635779,0.04366106012551441,146.4,132.5,97.29,70.25,60.67
AFG,AFG.4_1,MAIZ,0,0,0,0,0,14.555491317570747,14.155849420524238,16.656208788724914,19.441169743752873,18.314717305773797,0,0,0,0,0
AGO,AGO.10_1,MAIZ,85440.98324455322,86658.71833792438,84107.44315837118,82790.6801741328,79957.57136949383,26432.784248627057,26415.27312725523,27479.76076640161,28589.62257580652,28040.318423952463,3.232,3.281,3.061,2.896,2.852
AGO,AGO.11_1,MAIZ,223.35562632051483,206.18596407819254,189.88408237162048,172.25001224041893,154.74424407588472,92.40446563318393,92.34324976588137,96.06451539356718,99.94440131326806,98.02412851322052,2.417,2.233,1.977,1.723,1.579
AGO,AGO.12_1,MAIZ,39606.68180234004,41455.25869355207,42590.38925696344,45969.81650137081,49925.189442945,2869.7262883650696,2867.8254050719747,2983.393362427501,3103.8874872020615,3044.251280708858,13.8,14.46,14.28,14.81,16.4
AGO,AGO.13_1,MAIZ,46144.235877702726,44950.543036946096,42725.930473650085,41641.99114902965,40217.20554291627,3905.567274127722,3902.9799241944047,4060.2629424364018,4224.250206163307,4143.087953301688,11.81,11.52,10.52,9.858,9.707
AGO,AGO.14_1,MAIZ,115149.24312718071,118100.15588185242,117361.62172029047,121555.46511855442,129513.23627253108,15114.463317992233,15104.450328095221,15713.13230510526,16347.759571325325,16033.66335749003,7.618,7.819,7.469,7.436,8.078
AGO,AGO.15_1,MAIZ,181057.3833653063,196341.28078083042,217164.10414196804,233692.4433513208,249946.45303041543,7709.769928566742,7704.897583183597,8014.907182756109,8338.654468679757,8178.428893547296,23.48,25.48,27.1,28.03,30.56
AGO,AGO.16_1,MAIZ,3829.1742610589536,4980.498248260344,5719.602761239068,6031.779045643032,6223.043750476065,1031.349987976633,1030.6667419497894,1072.2007439492918,1115.5051477918394,1094.0724895791645,3.713,4.832,5.334,5.407,5.688
AGO,AGO.17_1,MAIZ,211964.96316930032,250986.1936068528,265289.76053886366,285223.5806745389,297464.71945307526,6897.991653247497,6893.618862545829,7171.25099352413,7460.750582908062,7317.450385724394,30.73,36.41,36.99,38.23,40.65
AGO,AGO.18_1,MAIZ,17872.65664444066,17975.176624895746,18692.102979546966,19483.040212779426,19635.352405169568,1109.9412884586602,1109.636938408595,1153.9852503268057,1200.2967577339425,1177.3361892686723,16.1,16.2,16.2,16.23,16.68
AGO,AGO.1_1,MAIZ,21411.509466204207,22271.46978694697,22162.704468212294,22916.524002326798,25392.24175308478,3815.9045954774806,3813.3766450396383,3967.0488135043975,4127.271313677572,4047.97235607784,5.611,5.84,5.587,5.552,6.273
AGO,AGO.2_1,MAIZ,254150.46351813994,281495.3866412751,281167.70884509763,278177.62058608927,290575.2813708635,26622.84699670641,26605.209963065237,27677.351712504715,28795.193891419687,28241.940013511394,9.546,10.58,10.16,9.661,10.29
