GID_0,GID_1,GID_2,commodity,area__ha,yield_mt_ha,production_mt,LD_2020_CO2e,LD_2021_CO2e,LD_2022_CO2e,LD_2023_CO2e,LD_2024_CO2e,LD_2020_CO2,LD_2021_CO2,LD_2022_CO2,LD_2023_CO2,LD_2024_CO2,LD_2020_CH4,LD_2021_CH4,LD_2022_CH4,LD_2023_CH4,LD_2024_CH4,LD_2020_N2O,LD_2021_N2O,LD_2022_N2O,LD_2023_N2O,LD_2024_N2O,EF_2020_CO2e,EF_2020_CO2,EF_2020_CH4,EF_2020_N2O,EF_2021_CO2e,EF_2021_CO2,EF_2021_CH4,EF_2021_N2O,EF_2022_CO2e,EF_2022_CO2,EF_2022_CH4,EF_2022_N2O,EF_2023_CO2e,EF_2023_CO2,EF_2023_CH4,EF_2023_N2O,EF_2024_CO2e,EF_2024_CO2,EF_2024_CH4,EF_2024_N2O
CIV,CIV.2_1,CIV.2.2_1,COCO,407467.1618,0.486951386,198416.6992,1502414.972,1564830.487,1599628.502,1637434.491,1751338.642,1500743.769,1563265.792,1598179.767,1636106.013,1750140.859,13.7995097,10.67015584,8.885350253,7.620314206,6.374257787,1657.402945,1554.024928,1439.849531,1320.857374,1191.409086,7.572018777,7.563596086,6.95E-05,0.008353142,7.88658663,7.878700726,5.38E-05,0.007832128,8.061965089,8.054663612,4.48E-05,0.007256695,8.25250343,8.245808038,3.84E-05,0.006656987,8.826568779,8.820532073,3.21E-05,0.006004581
CIV,CIV.2_1,CIV.2.3_1,COCO,517059.0868,0.493499878,255168.5963,3059811.662,2934297.527,2854304.651,2809114.306,2809079.255,3054683.492,2929810.057,2850362.402,2805661.157,2806099.569,166.7561365,139.283072,118.5824319,106.8229716,97.77094244,4961.413758,4348.187042,3823.666163,3346.32563,2881.915474,11.99133321,11.97123602,0.000653514,0.019443669,11.49944613,11.48185983,0.000545847,0.017040447,11.18595584,11.17050626,0.000464722,0.014984862,11.00885589,10.99532308,0.000418637,0.013114175,11.00871853,10.99704121,0.000383162,0.011294162
CIV,CIV.3_1,CIV.3.1_1,COCO,255930.6997,0.487321871,124720.6274,1338543.999,1291640.597,1295263.009,1329202.155,1392214.575,1336336.91,1289654.035,1293470.071,1327596.723,1390804.117,26.34206876,23.96429193,21.64457905,19.34084996,17.69669289,2180.746352,1962.597829,1771.293175,1586.090534,1392.761228,10.73233856,10.7146423,0.000211209,0.01748505,10.35627084,10.34034275,0.000192144,0.015735952,10.38531506,10.37093942,0.000173545,0.014202087,10.65743641,10.64456419,0.000155073,0.012717147,11.16266494,11.15135601,0.000141891,0.011167048
CIV,CIV.3_1,CIV.3.2_1,COCO,130035.4119,0.493549582,64178.92318,759301.8627,761812.6739,805194.5175,848755.2456,901976.927,758066.5953,760711.7906,804211.7808,847888.7964,901228.5678,21.53832766,19.02126208,18.18192134,16.65620498,17.76761697,1213.729069,1081.862015,964.5548134,849.7930419,730.5915954,11.83101593,11.81176869,0.000335598,0.018911646,11.87013799,11.85298464,0.000296379,0.016856967,12.54608955,12.5307771,0.000283301,0.015029152,13.2248284,13.21132787,0.000259528,0.013240999,14.0540988,14.04243828,0.000276845,0.011383669
CIV,CIV.4_1,CIV.4.2_1,COCO,15.442747,0.498940457,7.705011242,97.91090567,90.38547244,82.86003922,75.33460599,67.80917276,97.46831066,89.97702254,82.48573441,74.99444629,67.50315817,0,0,0,0,0,0.442595016,0.408449908,0.374304801,0.340159694,0.306014586,12.7074319,12.64998942,0,0.057442488,11.73073855,11.67772761,0,0.053010943,10.75404521,10.70546581,0,0.048579397,9.777351858,9.733204007,0,0.044147852,8.80065851,8.760942204,0,0.039716306
CIV,CIV.5_1,CIV.5.1_1,COCO,283721.9961,0.5137997,145776.2764,1064492.815,1099234.843,1113495.773,1103739.301,1114050.371,1062658.036,1097546.587,1111957.773,1102351.701,1112812.444,7.889966287,5.90786815,4.830408759,4.040095262,3.271978937,1826.888568,1682.348152,1533.169627,1383.559675,1234.655602,7.302236283,7.28965002,5.41E-05,0.012532139,7.540560581,7.528979437,4.05E-05,0.011540617,7.638388088,7.627837674,3.31E-05,0.010517278,7.571460377,7.561941683,2.77E-05,0.00949098,7.642192536,7.633700567,2.24E-05,0.008469524
CIV,CIV.5_1,CIV.5.2_1,COCO,354567.1115,0.4876321,172898.3051,1824929.815,1867455.417,1913401.574,1992077.84,2091292.38,1822052.529,1864797.467,1910956.83,1989846.484,2089292.461,29.21116538,24.52405951,21.91573961,18.89471669,18.03360757,2848.074498,2633.42563,2422.828672,2212.462253,1981.884757,10.55493178,10.53829029,0.00016895,0.016472541,10.80088908,10.78551618,0.000141841,0.015231067,11.06663002,11.05249024,0.000126755,0.014013027,11.52167362,11.50876801,0.000109282,0.012796321,12.09550538,12.08393836,0.000104302,0.011462719
CIV,CIV.6_1,CIV.6.1_1,COCO,27189.09767,0.53568021,14564.66154,84900.65758,86459.34618,100844.8123,102041.711,101102.6803,84711.66466,86285.18999,100681.3817,101894.8708,100973.6009,2.309086855,2.050197575,1.794121918,1.53804626,1.289621384,186.683832,172.1059923,161.6364037,145.302156,127.7896935,5.82922283,5.816246702,0.00015854,0.012817588,5.936241355,5.924283907,0.000140765,0.011816683,6.923937914,6.912716882,0.000123183,0.011097848,7.006116185,6.996034234,0.000105601,0.00997635,6.941642959,6.932780459,8.85E-05,0.008773956
CIV,CIV.6_1,CIV.6.2_1,COCO,25578.66055,0.457482328,11701.78518,152415.7773,148287.3572,147217.6066,157049.0868,160650.6834,152159.4916,148051.6584,147001.563,156852.042,160475.3773,3.455950129,3.119502739,2.785857201,2.452211663,2.118566124,252.8297456,232.5793381,213.2576785,194.5926032,173.1875442,13.02500216,13.00310074,0.000295335,0.021606083,12.67219958,12.65205745,0.000266583,0.019875543,12.58078185,12.5623194,0.000238071,0.018224371,13.42095111,13.40411224,0.000209559,0.016629309,13.72873292,13.71375177,0.000181046,0.014800096
CIV,CIV.6_1,CIV.6.3_1,COCO,113881.8759,0.487572705,55525.69433,703540.4652,713262.1037,707825.234,762935.1183,782445.2679,702404.0471,712206.3562,706857.2364,762049.5495,781655.1456,13.91878554,12.63938499,11.40107317,10.183228,9.017157678,1122.499341,1043.108207,956.5965231,875.3855297,781.1051463,12.67053881,12.65007229,0.000250673,0.020215854,12.84562242,12.82660874,0.000227631,0.018786045,12.74770613,12.7302728,0.00020533,0.017227998,13.74021752,13.72426871,0.000183397,0.015765413,14.09158908,14.07735923,0.000162396,0.014067454
CIV,CIV.6_1,CIV.6.4_1,COCO,8195.212562,0.45396153,3720.311234,47255.0298,45847.85048,45746.60905,48950.52986,52658.85213,47180.44658,45778.93507,45682.80712,48891.69062,52605.89033,0.007751556,0,0,0,0,74.57547236,68.91540633,63.80193272,58.8392398,52.96179312,12.70190229,12.68185472,2.08E-06,0.020045493,12.32365993,12.30513583,0,0.018524097,12.29644677,12.27929715,0,0.017149622,13.15764375,13.14182808,0,0.015815677,14.15442118,14.14018533,0,0.01423585
CIV,CIV.7_1,CIV.7.1_1,COCO,236625.5656,0.470975359,111444.8107,1410667.21,1445111.637,1422505.387,1462432.433,1438980.328,1408550.699,1443137.395,1420694.617,1460780.38,1437501.415,16.90928881,15.08936217,13.36607451,12.39157261,13.25982614,2099.602004,1959.152554,1797.404023,1639.661369,1465.652373,12.6579892,12.63899763,0.000151728,0.018839836,12.96706081,12.94934583,0.000135398,0.017579576,12.76421377,12.74796563,0.000119934,0.016128198,13.1224812,13.10765724,0.00011119,0.014712766,12.91204425,12.8987739,0.000118981,0.013151374
CIV,CIV.7_1,CIV.7.2_1,COCO,58721.39443,0.500454808,29387.40418,497160.363,487661.1777,487125.6123,496643.561,497476.3216,496535.9142,487085.7035,486587.8906,496150.2604,497029.5876,18.9862073,17.39836644,18.69383638,17.12422689,17.56487235,605.4625557,558.0758588,519.027889,476.176392,429.1690998,16.91746436,16.89621551,0.000646066,0.020602791,16.59422434,16.574642,0.000592035,0.018990308,16.57600002,16.55770233,0.000636117,0.017661577,16.89987853,16.88309241,0.000582706,0.016203418,16.92821586,16.91301432,0.000597701,0.014603845
CIV,CIV.7_1,CIV.7.3_1,COCO,212517.7681,0.499403424,106132.101,1546140.125,1481824.193,1444371.631,1436335.677,1424103.394,1543660.513,1479576.263,1442339.18,1434504.55,1422476.497,30.73988425,27.82463044,25.11946583,22.99302327,20.58880794,2448.872579,2220.106186,2007.332008,1808.133989,1606.307715,14.56807234,14.54470889,0.000289638,0.023073816,13.96207349,13.94089299,0.00026217,0.020918329,13.60918721,13.590037,0.000236681,0.018913524,13.53347068,13.5162174,0.000216645,0.017036636,13.41821541,13.40288644,0.000193992,0.015134985
CIV,CIV.8_1,CIV.8.1_1,COCO,364318.1679,0.507223056,184790.5746,4995763.722,4841252.24,4726366.59,4497472.67,4300003.581,4988585.113,4834670.796,4720348.009,4491994.283,4295087.489,148.3704126,136.8812169,127.0482378,130.7197537,123.5553807,7030.23934,6444.563056,5891.531971,5347.666997,4792.53625,27.03473234,26.99588506,0.000802911,0.038044361,26.1985886,26.16297291,0.000740737,0.034874955,25.57688129,25.54431155,0.000687526,0.03188221,24.33821465,24.30856819,0.000707394,0.028939068,23.26960447,23.24300089,0.000668624,0.02593496
CIV,CIV.8_1,CIV.8.2_1,COCO,344018.4124,0.484340225,166621.9551,1379214.98,1380519.24,1488386.571,1501100.968,1444589.017,1376708.56,1378314.369,1486419.529,1499374.509,1443106.026,35.76673672,32.55874819,32.07098743,31.74944399,31.01223064,2470.653315,2172.312821,1934.971468,1694.708695,1451.979111,8.277510483,8.262467927,0.000214658,0.014827898,8.285338142,8.272105363,0.000195405,0.013037374,8.932715799,8.920910378,0.000192478,0.011612944,9.009022648,8.998661119,0.000190548,0.010170981,8.669859957,8.660959622,0.000186123,0.008714212
CIV,CIV.8_1,CIV.8.3_1,COCO,296888.9673,0.477303577,141706.166,2440805.674,2375338.42,2417572.862,2360837.8,2280405.892,2435784.883,2370720.295,2413316.383,2356934.624,2276909.163,163.9844171,154.2643832,149.2346999,175.7733502,171.7604835,4856.806989,4463.860231,4107.244929,3727.401896,3324.968212,17.22441403,17.18898303,0.001157214,0.034273787,16.76242105,16.72983161,0.001088622,0.031500819,17.06046343,17.03042606,0.001053128,0.028984236,16.66009226,16.63254812,0.001240407,0.026303738,16.09249587,16.06781996,0.001212089,0.023463822
CIV,CIV.9_1,CIV.9.1_1,COCO,457293.4601,0.513832164,234972.0884,2076151.984,2088793.534,2166573.775,2244474.204,2204465.635,2072250.94,2085204.452,2163276.167,2241479.674,2201799.839,20.83113416,17.35372794,14.59256698,11.79608715,9.196807887,3880.213398,3571.728138,3283.016118,2982.734546,2656.598996,8.835738743,8.819136581,8.87E-05,0.016513508,8.889538961,8.874264458,7.39E-05,0.015200649,9.220558026,9.206523982,6.21E-05,0.013971941,9.55208859,9.539344393,5.02E-05,0.012693995,9.381819137,9.370473978,3.91E-05,0.011306019
CIV,CIV.9_1,CIV.9.2_1,COCO,127957.7875,0.441285624,56465.93212,240575.9188,246473.715,259164.5131,270616.2028,286772.9935,240139.2942,246078.724,258807.798,270296.8511,286493.456,4.145702743,3.140051395,2.242891068,1.733060964,1.121731583,432.4789609,391.8509435,354.4722124,317.6186085,278.4157893,4.260549854,4.252817321,7.34E-05,0.007659113,4.364998606,4.358003397,5.56E-05,0.006939599,4.58975002,4.583432669,3.97E-05,0.00627763,4.792557081,4.786901429,3.07E-05,0.00562496,5.078690508,5.073739956,1.99E-05,0.004930686
GHA,GHA1_2,GHA1.1_2,COCO,68647.12729,0.833850314,57241.42864,260179.9001,266138.6035,281666.4882,282609.9701,285109.5049,259842.2429,265820.7603,281366.6283,282333.567,284859.7341,1.731548633,1.582833254,1.434117875,1.790500177,1.615882353,335.9256957,316.2603946,298.4257301,274.6125775,248.1549487,4.545307592,4.539408765,3.02E-05,0.005868576,4.649405332,4.643852654,2.77E-05,0.005525026,4.920675372,4.915436861,2.51E-05,0.005213457,4.937157874,4.932329149,3.13E-05,0.004797445,4.980824408,4.976460945,2.82E-05,0.004335233
GHA,GHA1_2,GHA1.2_2,COCO,59334.06263,0.891487073,52895.54981,269653.884,306447.3489,400048.9687,428952.4448,441690.1976,269297.7818,306099.8814,399700.177,428626.6322,441395.1297,7.2151708,6.701726635,6.18828247,5.900654871,5.375630369,348.8870309,340.7657725,342.6035125,319.9119653,289.6923061,5.097855774,5.091123597,0.000136404,0.006595773,5.793442927,5.78687399,0.000126697,0.006442239,7.562998592,7.55640462,0.000116991,0.006476982,8.109424069,8.103264522,0.000111553,0.006047994,8.350233606,8.344655293,0.000101627,0.005476686
GHA,GHA1_2,GHA1.3_2,COCO,32935.64316,0.751416051,24748.37091,189838.2898,190854.2163,198797.1486,192685.4691,187948.7498,189538.6814,190575.9329,198539.3318,192452.8133,187742.3421,0.521126853,0.436751944,0.352377035,0.268002125,0.183627216,299.0871966,277.846714,257.4644355,232.3877488,206.2239766,7.670738833,7.658632649,2.11E-05,0.012085127,7.711789074,7.700544557,1.76E-05,0.011226869,8.032736755,8.022319229,1.42E-05,0.010403288,7.785783952,7.776383101,1.08E-05,0.009390022,7.594388756,7.586048506,7.42E-06,0.00833283
GHA,GHA1_2,GHA1.4_2,COCO,34934.42003,0.837104476,29243.75937,160755.8873,156400.6002,161557.6683,160742.11,158855.2515,160458.414,156134.6692,161318.6746,160532.9735,158676.6442,1.127681766,0.951449311,1.749050594,1.534171911,1.327151226,296.3455409,264.9795263,237.2447031,207.6023006,177.2802176,5.497100603,5.486928408,3.86E-05,0.010133634,5.348170125,5.339076528,3.25E-05,0.009061062,5.52451777,5.5163453,5.98E-05,0.008112661,5.496629484,5.489477993,5.25E-05,0.007099029,5.432107736,5.426000198,4.54E-05,0.006062156
GHA,GHA1_2,GHA1.5_2,COCO,22058.88158,0.750787067,16561.52301,81766.83051,79742.70256,80166.56002,79116.47454,80075.9091,81629.16085,79615.12503,80048.70925,79009.3411,79980.26415,0.276585515,0.232730157,0.188874799,0.145019441,0.101164082,137.3930707,127.3448001,117.6618944,106.9884218,95.54378268,4.937156471,4.928843851,1.67E-05,0.00829592,4.814937763,4.807234515,1.41E-05,0.007689196,4.840530667,4.833414729,1.14E-05,0.007104533,4.777125539,4.770656723,8.76E-06,0.006460059,4.83505708,4.82928195,6.11E-06,0.005769022
GHA,GHA1_2,GHA1.6_2,COCO,5231.941764,0.890088559,4656.891508,19932.58006,19545.76899,19918.0705,19496.68545,21222.21683,19900.19467,19515.9228,19890.59337,19471.85495,21200.17187,0,0,0,0,0,32.3853863,29.84619117,27.47713334,24.8305047,22.04495549,4.280232861,4.273278568,0,0.006954293,4.197170786,4.190761749,0,0.006409037,4.277117144,4.271216827,0,0.005900316,4.186630807,4.181298816,0,0.005331991,4.557163678,4.552429843,0,0.004733835
GHA,GHA10_2,GHA10.1_2,COCO,5809.05726,0.770031782,4473.158713,11955.56347,12862.83596,13590.497,19998.53644,21907.29946,11931.89681,12839.81649,13568.4205,19968.22111,21878.59751,0.395597281,0.370074876,0.558692896,6.953160544,7.243590293,23.27106948,22.64939562,21.51781149,23.36216973,21.4583606,2.672734021,2.667443204,8.84E-05,0.00520238,2.875559932,2.870413799,8.27E-05,0.005063401,3.038232684,3.033297356,0.000124899,0.004810429,4.470786244,4.46400908,0.001554418,0.005222746,4.897501043,4.891084559,0.001619346,0.004797138
GHA,GHA10_2,GHA10.2_2,COCO,12379.62313,0.936115225,11588.75369,37766.02429,42289.08045,45865.92525,48578.08233,50491.65314,37708.16652,42232.6858,45812.43479,48528.24972,50445.27283,0.247075464,0.223541181,0.200006899,0.485799988,1.590011897,57.61069403,56.17110245,53.29044994,49.34681111,44.79030203,3.258851238,3.253858658,2.13E-05,0.004971259,3.649148268,3.644281943,1.93E-05,0.004847036,3.957796195,3.953180474,1.73E-05,0.004598463,4.191829738,4.187529654,4.19E-05,0.004258164,4.356952827,4.352950644,0.000137203,0.00386498
GHA,GHA10_2,GHA10.3_2,COCO,24657.05142,0.917235162,22616.31455,90606.33574,106663.691,110360.0325,115988.3409,115086.7016,90482.76607,106539.423,110242.6492,115863.7603,114972.3863,0.589956181,0.548281737,0.514713498,12.29444745,11.94215593,122.9797204,123.7197459,116.8685723,112.2861799,102.3731957,4.006237867,4.000774126,2.61E-05,0.005437655,4.716227783,4.710733164,2.42E-05,0.005470376,4.879664735,4.874474531,2.28E-05,0.005167445,5.128525282,5.123016841,0.00054361,0.004964831,5.088658518,5.083603965,0.000528033,0.00452652
GHA,GHA10_2,GHA10.4_2,COCO,1819.870902,0.776462819,1413.06209,6795.159983,7780.829664,7815.270161,9154.620961,9603.29653,6785.582109,7771.176464,7806.181,9145.956874,9595.331912,0.264613472,0.248576292,0.232539112,0.216501932,0.200464751,9.313260986,9.404624004,8.856622525,8.447584586,7.764152816,4.80881911,4.802041012,0.000187262,0.006590836,5.506360774,5.499529368,0.000175913,0.006655492,5.530733728,5.524301483,0.000164564,0.006267681,6.478569501,6.472438075,0.000153215,0.005978212,6.796089568,6.790453144,0.000141865,0.005494559
GHA,GHA10_2,GHA10.8_2,COCO,1998.014375,0.693545212,1385.713303,5506.228218,5493.080667,5261.951739,5710.957157,5791.829364,5497.184472,5484.723471,5254.406365,5703.738493,5785.3874,0,0,0,0.297693685,0.282427343,9.043745554,8.35719571,7.545374022,6.920969991,6.159535918,3.973569573,3.967043154,0,0.006526419,3.964081643,3.958050673,0,0.00603097,3.797287454,3.791842335,0,0.005445119,4.121312212,4.116102863,0.000214831,0.004994518,4.179673639,4.175024797,0.000203814,0.004445029
GHA,GHA14_2,GHA14.1_2,COCO,6.422149186,0.664364955,4.266650857,0.810300237,0.662972921,0.515645605,0.36831829,0.220990974,0.805884443,0.659359998,0.512835554,0.36631111,0.219786666,0,0,0,0,0,0.004415794,0.003612923,0.002810051,0.002007179,0.001204308,0.189914822,0.188879866,0,0.001034956,0.155384854,0.154538072,0,0.000846782,0.120854887,0.120196278,0,0.000658608,0.086324919,0.085854485,0,0.000470434,0.051794951,0.051512691,0,0.000282261
GHA,GHA14_2,GHA14.10_2,COCO,7213.643799,1.183335489,8536.160716,20348.92104,23901.19129,26018.97128,34153.53683,37296.54266,20315.61335,23868.45093,25987.96781,34123.64556,37269.64238,1.123268308,1.04550772,0.967747131,1.124882709,1.035076163,32.18441785,31.69485629,30.03572124,28.76638601,25.86519767,2.383849334,2.379947383,0.000131589,0.003770362,2.799993122,2.796157631,0.00012248,0.003713011,3.048088262,3.044456246,0.00011337,0.003518645,4.001041916,3.997540194,0.000131779,0.003369944,4.369240915,4.366089583,0.000121258,0.003030074
GHA,GHA14_2,GHA14.14_2,COCO,287.4842016,0.973256027,279.7957319,262.9769959,305.2063072,341.9253536,663.4160498,849.7942546,262.6089848,304.833063,341.5599896,663.0227417,849.4309921,0,0,0,0,0,0.368011021,0.373244131,0.365364007,0.393308076,0.363262524,0.939889233,0.938573948,0,0.001315285,1.090818309,1.089484321,0,0.001333988,1.222053501,1.220747676,0,0.001305824,2.371072801,2.369667104,0,0.001405697,3.037195202,3.035896889,0,0.001298313
GHA,GHA14_2,GHA14.15_2,COCO,1139.651893,0.959018934,1092.947743,2671.161429,2860.283756,4366.663536,6131.568354,6357.852841,2666.691126,2855.912866,4362.004118,6126.887393,6353.526218,0.178691862,0.167163355,0.155634848,0.144106341,0.132577833,4.291611205,4.203725926,4.503783095,4.536854776,4.19404552,2.443997387,2.439907253,0.000163495,0.003926639,2.617036151,2.613036976,0.000152947,0.003846228,3.995308616,3.991045449,0.000142399,0.004120767,5.610120329,5.605837452,0.000131851,0.004151026,5.817160866,5.813202192,0.000121303,0.003837371
GHA,GHA14_2,GHA14.16_2,COCO,2.06497632,0.563585589,1.163790896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,GHA14_2,GHA14.17_2,COCO,407.7961074,0.878949121,358.4320303,962.226988,1059.522901,1512.859501,2083.112979,2197.735355,960.4349091,1057.765027,1511.039381,2080.785374,2195.574625,0.187555972,0.176188944,0.164821915,0.562296077,0.529962833,1.604523005,1.581685496,1.655297862,1.765308777,1.630766838,2.684545204,2.679545431,0.000523268,0.004476506,2.955993917,2.951089571,0.000491555,0.004412791,4.22077095,4.215692945,0.000459841,0.004618164,5.811737798,5.805243946,0.001568766,0.004925087,6.131526116,6.125497833,0.001478559,0.004549724
GHA,GHA14_2,GHA14.18_2,COCO,0.076502694,0.584199528,0.044692838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,GHA14_2,GHA14.2_2,COCO,2305.568439,1.089659746,2512.28512,4662.180574,4822.369499,5459.03129,6591.423098,7807.415602,4653.807311,4814.395107,5451.012077,6583.850973,7799.286515,0,0,0.304516095,0.288899885,1.217836921,8.373262926,7.97439135,7.714697396,7.283225374,6.911250926,1.85575297,1.852420043,0,0.003332927,1.919515209,1.916341051,0,0.003174159,2.172934611,2.169742611,0.000121211,0.003070789,2.623676367,2.620662328,0.000114995,0.002899044,3.107694879,3.104459144,0.000484753,0.002750982
