GID_0,commodity,area__ha,yield_mt_ha,production_mt,LD_2020_CO2e,LD_2021_CO2e,LD_2022_CO2e,LD_2023_CO2e,LD_2024_CO2e,LD_2020_CO2,LD_2021_CO2,LD_2022_CO2,LD_2023_CO2,LD_2024_CO2,LD_2020_CH4,LD_2021_CH4,LD_2022_CH4,LD_2023_CH4,LD_2024_CH4,LD_2020_N2O,LD_2021_N2O,LD_2022_N2O,LD_2023_N2O,LD_2024_N2O,EF_2020_CO2e,EF_2020_CO2,EF_2020_CH4,EF_2020_N2O,EF_2021_CO2e,EF_2021_CO2,EF_2021_CH4,EF_2021_N2O,EF_2022_CO2e,EF_2022_CO2,EF_2022_CH4,EF_2022_N2O,EF_2023_CO2e,EF_2023_CO2,EF_2023_CH4,EF_2023_N2O,EF_2024_CO2e,EF_2024_CO2,EF_2024_CH4,EF_2024_N2O
CIV,COCO,4635351.456,0.491129894,2276559.669,27108133.04,26766993.64,26859185.74,26991262,26947295.87,27062898.71,26726138.56,26822295.22,26958139.81,26918043.59,828.7486274,716.8836536,645.5684206,635.1585678,596.2535109,44405.5797,40138.19293,36244.95987,32487.02812,28656.02667,11.90749947,11.88762987,0.000364036,0.019505564,11.75765081,11.73970484,0.000314898,0.017631074,11.79814705,11.78194254,0.000283572,0.015920936,11.85616278,11.84161355,0.000278999,0.014270229,11.83685024,11.82400091,0.00026191,0.012587426
GHA,COCO,2806576.251,0.728542292,2044709.494,16787835.76,17622425.96,18783119.54,19764361.99,20497084.84,16761816.99,17598370.03,18760969.78,19744203.23,20479197.91,295.7521977,268.088674,236.2912353,236.4827755,217.6691193,25723.01518,23787.84649,21913.47052,19922.27886,17669.25616,8.210376979,8.197652058,0.000144643,0.012580279,8.618547533,8.606782568,0.000131113,0.011633851,9.186204494,9.175371776,0.000115562,0.010717156,9.666097824,9.656238839,0.000115656,0.00974333,10.02444841,10.01570051,0.000106455,0.008641451
