GID_0,GID_1,commodity,area__ha,yield_mt_ha,production_mt,LD_2020_CO2e,LD_2021_CO2e,LD_2022_CO2e,LD_2023_CO2e,LD_2024_CO2e,LD_2020_CO2,LD_2021_CO2,LD_2022_CO2,LD_2023_CO2,LD_2024_CO2,LD_2020_CH4,LD_2021_CH4,LD_2022_CH4,LD_2023_CH4,LD_2024_CH4,LD_2020_N2O,LD_2021_N2O,LD_2022_N2O,LD_2023_N2O,LD_2024_N2O,EF_2020_CO2e,EF_2020_CO2,EF_2020_CH4,EF_2020_N2O,EF_2021_CO2e,EF_2021_CO2,EF_2021_CH4,EF_2021_N2O,EF_2022_CO2e,EF_2022_CO2,EF_2022_CH4,EF_2022_N2O,EF_2023_CO2e,EF_2023_CO2,EF_2023_CH4,EF_2023_N2O,EF_2024_CO2e,EF_2024_CO2,EF_2024_CH4,EF_2024_N2O
HND,HND.1_1,OILP,82470.37954,10.5652318,871318.6765,265010.3647,291197.5993,344085.9028,378209.701,402316.1379,263274.8077,288820.0329,341576.6167,375565.5086,399588.0134,1089.782651,1603.938708,1728.552323,1853.299744,1941.654997,645.7743105,773.6276605,780.7337691,790.8926521,786.4694488,0.30414861,0.302156736,0.001250728,0.000741146,0.334203326,0.331474627,0.001840818,0.000887881,0.394902476,0.392022604,0.001983835,0.000896037,0.434065872,0.43103117,0.002127006,0.000907696,0.461732485,0.458601456,0.00222841,0.00090262
HND,HND.3_1,OILP,87158.25506,10.94548209,953989.1201,300285.3989,292220.5967,282852.6897,294298.9449,310774.9904,297743.8204,289804.915,280573.919,291832.884,308340.0337,1751.456791,1675.57397,1590.016637,1753.12349,1747.957981,790.1216274,740.1076963,688.7540461,712.9374286,686.9986903,0.314768159,0.312104,0.00183593,0.000828229,0.306314391,0.303782201,0.001756387,0.000775803,0.29649467,0.294105995,0.001666703,0.000721973,0.308492978,0.305907979,0.001837677,0.000747322,0.325763663,0.323211269,0.001832262,0.000720133
HND,HND.18_1,OILP,39280.35374,10.87910643,427335.1489,78399.09632,85732.08171,91696.38067,95355.67104,116081.4754,77606.5069,84898.29477,90788.52519,94458.50874,114853.1271,580.1304824,610.5084636,670.2152,665.2964058,924.1589277,212.4589407,223.2784713,237.6402798,231.8658954,304.1894108,0.183460444,0.181605719,0.001357554,0.000497172,0.200620244,0.198669112,0.001428641,0.00052249,0.214577202,0.212452744,0.00156836,0.000556098,0.223140248,0.221040813,0.001556849,0.000542586,0.271640364,0.268765926,0.002162609,0.000711829
HND,HND.6_1,OILP,24495.65187,10.93451106,267847.9764,39889.23034,46012.07941,46448.70117,47871.20179,48056.03581,39498.51136,45601.35721,45987.34793,47389.86838,47561.4986,235.3541744,252.9471792,298.8146954,320.1487994,339.9518119,155.3647993,157.7750193,162.5385494,161.1846095,154.5853951,0.14892489,0.147466156,0.000878686,0.000580048,0.171784308,0.170250893,0.000944368,0.000589047,0.173414419,0.171691974,0.001115613,0.000606831,0.17872527,0.17692823,0.001195263,0.000601776,0.17941534,0.177569005,0.001269197,0.000577139
IDN,IDN.6_1,OILP,2653.557304,1.544240409,4097.730417,132699.677,121675.9155,110757.3811,100151.0359,89280.02066,132676.7232,121655.0784,110738.5416,100134.1514,89265.02607,7.703544745,7.037508827,6.382286981,5.737879208,5.097557415,15.25030749,13.79958854,12.45721452,11.14661215,9.897033419,32.3837011,32.3780995,0.001879954,0.003721647,29.6934896,29.68840456,0.001717416,0.003367617,27.02895746,27.02435991,0.001557518,0.003040028,24.44061119,24.43649074,0.001400258,0.002720192,21.78767551,21.78401627,0.001243995,0.002415248
IDN,IDN.23_1,OILP,150061.9026,4.435731424,665634.297,8415455.032,7854127.853,7228239.96,6601142.73,5973803.132,8382223.538,7823552.014,7200338.689,6575888.71,5951191.336,14343.61012,13201.09408,12041.20687,10901.30512,9766.491137,18887.88365,17374.74519,15860.06423,14352.71523,12845.30509,12.64276055,12.592836,0.021548785,0.028375767,11.79946389,11.753529,0.019832353,0.026102539,10.85917597,10.81725915,0.018089823,0.023826994,9.917071221,9.879131439,0.016377319,0.021562463,8.97460236,8.94063206,0.014672458,0.019297841
IDN,IDN.22_1,OILP,37747.51758,9.025388339,340686.005,1413827.352,1316935.179,1232811.344,1119781.1,1002964.224,1408615.184,1312110.535,1228367.951,1115709.491,999264.2549,2821.115678,2613.079965,2409.470586,2212.628669,2015.666121,2391.052501,2211.563944,2033.922702,1858.980703,1684.302511,4.149942561,4.134643523,0.008280691,0.007018347,3.865539412,3.851377856,0.007670054,0.006491502,3.618614579,3.60557209,0.007072408,0.00597008,3.286842088,3.27489088,0.006494627,0.005456581,2.94395487,2.933094522,0.005916492,0.004943856
IDN,IDN.19_1,OILP,6497.367305,5.838504866,37934.91063,150900.0097,132260.4138,114919.7935,100989.8439,85234.56768,150449.527,131895.5055,114616.5637,100717.7757,85000.11808,277.5192864,220.1669083,180.1514285,162.4869728,139.8476783,172.9634481,144.741376,123.0784388,109.581218,94.60192228,3.977866488,3.965991339,0.00731567,0.00455948,3.48650917,3.476889844,0.005803807,0.003815519,3.029394076,3.021400651,0.004748961,0.003244464,2.662187474,2.6550155,0.00428331,0.002888664,2.246863542,2.24068323,0.003686517,0.002493796
IDN,IDN.35_1,OILP,422163.3228,11.00513904,4645966.066,15272523.22,13706698.35,12134784.84,10642739.32,9181292.188,15174266.98,13616790.06,12053363.49,10569761.79,9116646.314,57834.17882,52930.65695,47900.7623,42898.98985,37985.45289,40422.0614,36977.6298,33520.58483,30078.54382,26660.42065,3.28726534,3.266116619,0.012448257,0.008700464,2.950236431,2.930884528,0.01139282,0.007959083,2.611897001,2.594371831,0.010310183,0.007214987,2.290748397,2.275040677,0.009233599,0.00647412,1.976185805,1.962271395,0.008176007,0.005738402
IDN,IDN.28_1,OILP,75709.36139,5.708992336,432224.164,1182673.026,1057132.863,929259.7607,840248.6329,725380.5513,1180057.719,1054805.655,927231.1981,838505.5367,723910.1114,1562.552976,1381.832417,1194.181676,1014.662142,846.7557017,1052.754172,945.3752547,834.3809812,728.4340791,623.684203,2.736249208,2.730198396,0.003615145,0.002435667,2.445797693,2.440413432,0.003197027,0.002187234,2.149948657,2.145255345,0.002762876,0.001930436,1.94401124,1.939978388,0.002347537,0.001685315,1.678250806,1.674848775,0.001959066,0.001442965
IDN,IDN.12_1,OILP,2398930.803,11.10802344,26647379.58,59310683.38,54053311.83,48795693.54,43889013.35,38899657.81,58484823.73,53320787.94,48155613.82,43339045.82,38437895.68,516113.5985,457558.833,399617.2772,343442.3514,288470.6414,309746.0556,274965.0554,240462.4427,206525.1787,173291.4859,2.225760443,2.19476829,0.019368268,0.011623884,2.028466313,2.000976785,0.017170875,0.010318653,1.831162925,1.807142562,0.014996494,0.009023868,1.64702924,1.626390531,0.01288841,0.0077503,1.459792986,1.442464373,0.010825479,0.006503134
IDN,IDN.26_1,OILP,48345.43618,8.998532689,435037.9878,684509.5553,682741.0173,660307.4014,654700.0221,618886.3594,680314.956,678655.2121,656504.1351,651086.5793,615565.1136,2716.053649,2707.470492,2546.243949,2464.487777,2299.754481,1478.545687,1378.334765,1257.022388,1148.954983,1021.491345,1.573447778,1.563805863,0.006243256,0.003398659,1.569382529,1.559990693,0.006223527,0.003168309,1.517815501,1.509073123,0.005852923,0.002889454,1.504926099,1.49662006,0.005664994,0.002641045,1.42260303,1.414968648,0.00528633,0.002348051
IDN,IDN.4_1,OILP,36294.45426,5.901754977,214200.9761,356730.1318,347051.9105,318938.561,302273.3523,280172.8236,356571.5902,346901.9537,318768.6959,302106.7604,280019.3785,74.76787369,70.52161202,89.85905487,90.88082673,84.87513694,83.77375209,79.43517749,80.00606613,75.71104707,68.5699904,1.665399189,1.664659035,0.000349055,0.000391099,1.620216289,1.619516214,0.000329231,0.000370844,1.488968757,1.488175739,0.000419508,0.000373509,1.411167016,1.41038928,0.000424278,0.000353458,1.307990415,1.307274055,0.000396241,0.00032012
IDN,IDN.34_1,OILP,2170954.461,14.02647596,30450840.55,54629823.78,50422435.64,45621007.95,41363869.5,36815999.63,54468016.17,50276320.31,45490281.95,41248379.28,36715756.77,95234.74871,85920.90123,76904.10402,67969.8137,59051.50748,66572.86888,60194.42611,53821.89666,47520.40142,41191.34704,1.79403336,1.788719627,0.003127492,0.002186241,1.655863507,1.651065107,0.002821627,0.001976774,1.498185506,1.493892488,0.002525517,0.001767501,1.358381862,1.354589185,0.002232116,0.001560561,1.209030653,1.205738696,0.001939241,0.001352716
IDN,IDN.1_1,OILP,473619.5412,10.40513716,4928076.285,5664349.752,5373930.344,4986014.741,4822872.158,4722952.776,5609228.34,5325188.533,4943609.023,4786595.167,4692515.882,35851.25395,31664.85529,27526.21058,23536.3587,19759.7872,19270.15813,17076.95594,14879.50724,12740.63229,10677.10613,1.149403829,1.138218651,0.007274898,0.00391028,1.090472232,1.080581595,0.006425399,0.003465238,1.01175681,1.003151887,0.005585589,0.003019334,0.97865209,0.971290802,0.004775973,0.002585316,0.958376556,0.952200333,0.004009635,0.002166587
IDN,IDN.8_1,OILP,845625.8615,12.58563,10642734.21,11968751.92,11146650.67,10361626.47,9858456.984,9402999.117,11857367.97,11052245.79,10282928.88,9794770.507,9351893.279,65533.97813,55098.44868,45578.28027,36522.21509,29167.54704,45849.97018,39306.42968,33119.3036,27164.26218,21938.29085,1.124593707,1.11412798,0.006157626,0.004308101,1.047348403,1.038478043,0.005177095,0.003693264,0.973586887,0.966192398,0.004282572,0.003111917,0.926308671,0.920324638,0.003431657,0.002552376,0.883513478,0.878711532,0.002740607,0.00206134
IDN,IDN.25_1,OILP,176109.8326,13.77934522,2426678.18,2167268.456,2141936.738,2009251.76,1939524.092,1791321.499,2152061.237,2128126.526,1996953.568,1928421.095,1781580.285,8911.417437,8077.729375,7211.99616,6589.1916,5803.078795,6295.801751,5732.482689,5086.196255,4513.805029,3938.135054,0.893100896,0.886834214,0.00367227,0.002594411,0.88266205,0.876971056,0.003328719,0.002362276,0.827984434,0.822916522,0.002971962,0.00209595,0.799250641,0.794675252,0.002715313,0.001860076,0.738178434,0.734164217,0.002391367,0.00162285
IDN,IDN.14_1,OILP,1596566.153,18.1713308,29011731.71,33467744.79,29789547.74,26232601.05,22905674.45,19606953.98,32988984.57,29368255.09,25867804.8,22593788.12,19346205.32,338365.3014,297517.0993,257405.526,220207.4896,184141.7373,140394.9217,123775.5557,107390.7267,91678.83534,76606.93128,1.153593489,1.137091191,0.011663051,0.004839247,1.026810397,1.012288938,0.010255062,0.004266397,0.904206661,0.891632566,0.008872463,0.003701631,0.789531445,0.778781093,0.007590291,0.003160061,0.675828461,0.666840763,0.006347147,0.00264055
IDN,IDN.27_1,OILP,103297.5003,13.70667452,1415865.215,1195857.337,1114918.218,1029958.28,974205.3059,944546.7016,1189398.13,1109072.873,1024691.341,969498.9837,940306.6958,4352.520866,3944.674822,3564.266486,3194.476378,2906.127505,2106.685543,1900.670423,1702.672669,1511.845857,1333.878333,0.844612413,0.840050393,0.003074107,0.001487914,0.787446577,0.783318116,0.002786052,0.001342409,0.727440909,0.723720966,0.002517377,0.001202567,0.688063592,0.684739602,0.002256201,0.001067789,0.667116256,0.664121617,0.002052545,0.000942094
IDN,IDN.31_1,OILP,958583.1731,19.37315825,18570783.51,16565132.71,15449202.46,14252295.88,13478473.48,12368945.7,16091091.97,15023021.13,13877511.5,13154372.83,12093955.36,318470.4994,287007.1933,252749.6197,219009.319,186592.495,155570.2449,139174.1457,122034.7546,105091.3244,88397.84567,0.891999667,0.86647351,0.017149007,0.00837715,0.831909028,0.808960005,0.01545477,0.007494253,0.767457973,0.747276575,0.013610068,0.00657133,0.725789166,0.708336987,0.011793219,0.00565896,0.666043287,0.651235601,0.010047637,0.004760049
IDN,IDN.13_1,OILP,401668.345,18.09339375,7267543.523,6358059.024,5792378.643,5215280.215,4735875.227,4256805.774,6229302.488,5676761.698,5112649.682,4645697.23,4178582.97,84771.15413,76064.83486,67457.00914,59223.80973,51285.55679,43985.38186,39552.10998,35173.52382,30954.18707,26937.24684,0.874856684,0.857140032,0.011664348,0.006052304,0.797020152,0.781111483,0.010466375,0.005442294,0.717612519,0.703490755,0.009281955,0.004839809,0.651647315,0.639238997,0.008149082,0.004259237,0.585728281,0.574964974,0.007056794,0.003706513
IDN,IDN.3_1,OILP,317052.5877,18.96950368,6014330.228,4543264.924,4256190.432,3986147.991,3803441.014,3503454.77,4520990.138,4235919.317,3968029.761,3787447.123,3489586.123,12155.81098,11081.45709,9899.910728,8758.182753,7633.499867,10118.97459,9189.65777,8218.318732,7235.708147,6235.147318,0.755406629,0.75170301,0.002021141,0.001682477,0.707674882,0.704304412,0.001842509,0.00152796,0.662775046,0.659762536,0.001646054,0.001366456,0.632396438,0.629737141,0.001456219,0.001203078,0.582517859,0.580211926,0.001269219,0.001036715
IDN,IDN.24_1,OILP,4966652.466,18.87605489,93750804.6,84510306.89,75735520.33,66769953.65,58559810.4,50667924.65,83006592.38,74457813.01,65706580.94,57700703.15,50000229.06,941025.9171,798472.31,663551.2926,535124.979,414729.3252,562688.5897,479235.0137,399821.4192,323982.2688,252966.2647,0.901435537,0.885396053,0.010037524,0.00600196,0.807838617,0.794209856,0.008516965,0.005111796,0.712206727,0.700864182,0.00707782,0.004264725,0.624632617,0.615468885,0.005707951,0.003455781,0.540453225,0.533331199,0.004423742,0.002698284
IDN,IDN.16_1,OILP,18276.99382,9.648000499,176336.4455,117883.3679,112311.4531,103861.8114,97348.65637,91468.20733,116494.9922,111036.3934,102719.7527,96326.74775,90564.23253,932.0552823,858.7251872,770.3237153,690.3448823,613.6300276,456.3204957,416.3344773,371.7349391,331.563739,290.3447759,0.668513917,0.66064047,0.005285664,0.002587783,0.636915714,0.62968488,0.004869811,0.002361023,0.588997987,0.582521398,0.004368488,0.0021081,0.552062032,0.546266811,0.00391493,0.00188029,0.518714138,0.513587717,0.003479882,0.001646539
IDN,IDN.5_1,OILP,373890.9046,17.85978065,6677609.545,3620914.565,3419092.261,3291594.892,3235140.477,3049463.512,3606725.134,3406539.666,3280474.094,3225127.175,3040725.198,8099.109896,7141.709952,6320.539817,5770.584672,5097.007864,6090.320505,5410.884318,4800.257967,4242.718138,3641.305779,0.542247123,0.540122196,0.001212876,0.000912051,0.512023388,0.510143584,0.001069501,0.000810303,0.492930123,0.491264737,0.000946527,0.000718859,0.484475838,0.482976304,0.000864169,0.000635365,0.456669934,0.455361335,0.000763298,0.000545301
IDN,IDN.30_1,OILP,612649.7506,16.44440422,10074660.14,5938221.681,5677107.877,5278291.027,4901155.405,4494672.811,5868433.947,5617311.947,5228252.685,4860205.845,4462267.488,43308.90012,37068.67143,30963.97551,25391.31836,20126.90902,26478.83405,22727.2594,19074.36683,15558.24104,12278.41356,0.589421539,0.582494483,0.004298795,0.002628261,0.563503661,0.557568381,0.003679397,0.002255883,0.523917527,0.518950775,0.003073451,0.001893301,0.486483448,0.482418839,0.002520315,0.001544294,0.44613642,0.442919903,0.001997775,0.001218742
IDN,IDN.32_1,OILP,2207042.758,19.25517274,42496989.55,20720144.42,19886076.51,18554421.81,17689243.18,17182737.8,20502716.8,19699037.35,18397031.24,17559625.22,17078126.12,136968.6721,117230.1701,98077.62363,80236.2905,64484.87366,80458.95021,69808.98781,59312.94254,49381.66935,40126.8023,0.487567346,0.48245104,0.003223021,0.001893286,0.467940829,0.463539596,0.002758552,0.001642681,0.436605557,0.432901988,0.002307872,0.001395698,0.416246971,0.413196921,0.001888046,0.001162004,0.404328353,0.401866728,0.001517399,0.000944227
IDN,IDN.17_1,OILP,281920.6955,11.92792567,3362729.102,629466.9729,625265.6648,612495.588,728834.4154,787256.8833,623030.3173,619418.5794,607303.2573,724139.9838,782913.9561,3992.658082,3624.509737,3208.72058,2915.683909,2775.122505,2443.997503,2222.575608,1983.61006,1778.747666,1567.804645,0.18718932,0.185275203,0.001187327,0.00072679,0.185939945,0.184201153,0.001077848,0.000660944,0.182142412,0.180598329,0.000954201,0.000589881,0.216738962,0.215342944,0.000867059,0.00052896,0.23411249,0.232821001,0.000825259,0.00046623
IDN,IDN.9_1,OILP,24926.38317,13.37555846,333404.2953,59985.14348,52242.99674,45716.76172,39985.40319,33728.97955,59743.98672,52038.4897,45548.60798,39847.0283,33614.38529,172.8304825,146.5185183,120.1293306,98.42706758,81.41203841,68.32627967,57.98851496,48.02440578,39.94782199,33.182218,0.179917129,0.179193812,0.000518381,0.000204935,0.156695632,0.156082241,0.000439462,0.000173929,0.137121094,0.13661674,0.000360311,0.000144043,0.119930678,0.119515642,0.000295218,0.000119818,0.101165402,0.100821692,0.000244184,9.95254664139919e-05
KHM,KHM.2_1,OILP,7.193081783,12.05502749,86.7127986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAO,LAO.13_1,OILP,3.587205054,5.410714286,19.40934163,56.43094095,50.27033937,44.1097378,37.94913623,31.78853465,56.25839248,50.1168194,43.97524632,37.83367324,31.69210016,0,0,0,0,0,0.172548469,0.153519975,0.13449148,0.115462986,0.096434492,2.90741139,2.89852142,0,0.00888997,2.590007447,2.582097855,0,0.007909592,2.272603504,2.26567429,0,0.006929214,1.95519956,1.949250724,0,0.005948836,1.637795617,1.632827159,0,0.004968458
LAO,LAO.3_1,OILP,57.84681484,5.743234672,332.2278327,669.7184069,578.1971846,483.7476879,389.6579296,297.8713741,667.2902318,576.1195687,482.0230877,388.2846458,296.8409043,0,0,0,0,0,2.428175052,2.077615899,1.724600166,1.373283818,1.030469755,2.01584076,2.008531996,0,0.007308765,1.740363472,1.734109885,0,0.006253588,1.45607213,1.450881113,0,0.005191017,1.172863593,1.168730033,0,0.00413356,0.896587657,0.893485961,0,0.003101696
LBR,LBR.15_1,OILP,10333.59123,9.786841245,101133.2169,315617.1967,292750.6926,271863.01,250135.277,228502.0852,315189.7868,292356.9713,271501.0069,249806.9072,228207.7667,152.7635264,140.537055,128.9487644,116.5640202,104.1178563,274.6463471,253.1842672,233.054404,211.8057676,190.2006517,3.120806461,3.116580254,0.001510518,0.002715689,2.894703655,2.890810559,0.001389623,0.002503473,2.688167334,2.684587865,0.001275039,0.00230443,2.473324637,2.470077734,0.001152579,0.002094324,2.25941676,2.256506554,0.001029512,0.001880694
LBR,LBR.10_1,OILP,6201.425261,9.513382622,58996.53132,154676.9523,142161.9658,129700.9637,117535.1609,105622.7599,154570.7601,142064.4311,129611.9477,117454.3962,105550.0037,21.37132732,19.63520316,17.899079,16.17415027,14.47537327,84.82082718,77.89955882,71.11695003,64.59057932,58.28084009,2.621797397,2.619997425,0.000362247,0.001437726,2.409666512,2.408013283,0.00033282,0.001320409,2.198450669,2.196941834,0.000303392,0.001205443,1.992238498,1.990869524,0.000274154,0.00109482,1.790321525,1.789088296,0.00024536,0.000987869
LBR,LBR.5_1,OILP,6474.519325,10.14588965,65689.75861,169004.0935,155114.8997,141427.2313,127973.1977,114546.5857,168966.2819,155080.3229,141395.8223,127944.8741,114521.398,14.7149211,13.3574808,12.08817216,10.85914927,9.63440201,23.09665936,21.21931229,19.32083814,17.46442034,15.55332688,2.572761677,2.572186068,0.000224006,0.000351602,2.361325464,2.360799099,0.000203342,0.000323023,2.152957086,2.152478944,0.000184019,0.000294123,1.948145349,1.947714177,0.00016531,0.000265862,1.743751052,1.743367617,0.000146665,0.000236769
LBR,LBR.4_1,OILP,418.785159,8.376387174,3507.906634,7304.104153,7141.771958,6641.671024,6255.506454,5876.218076,7298.370963,7135.462039,6635.854518,6250.164064,5871.384372,0.478022118,0.973461975,0.907851917,0.842241859,0.776631801,5.255167567,5.336456789,4.908654448,4.500148731,4.05707214,2.082183169,2.080548807,0.00013627,0.001498092,2.035907081,2.034108311,0.000277505,0.001521265,1.893343158,1.891685045,0.000258802,0.001399312,1.783259108,1.781736151,0.000240098,0.001282859,1.675135255,1.67375731,0.000221395,0.001156551
LBR,LBR.7_1,OILP,8361.839935,9.393083897,78543.46404,178705.852,166128.0142,153528.737,142078.4009,130934.9598,178240.8327,165700.8764,153136.7996,141719.2414,130609.8418,192.7104414,176.800518,162.2266773,149.0699193,135.0340085,272.3089174,250.3373017,229.7106796,210.0895359,190.0839493,2.275247905,2.26932737,0.002453552,0.003466984,2.115109337,2.109671102,0.00225099,0.003187245,1.954697807,1.949707738,0.002065438,0.002924631,1.808914372,1.804341624,0.001897929,0.002674819,1.667038262,1.662898924,0.001719227,0.002420112
LBR,LBR.1_1,OILP,7551.023382,10.09491876,76226.96756,179583.1908,165500.1738,151542.7533,137861.4814,123961.4885,179309.3294,165248.6023,151313.3238,137654.2758,123776.4816,107.8427014,99.00225441,90.25321331,81.48380834,72.74917325,166.0187639,152.5692088,139.1762287,125.7217742,112.2578111,2.355901023,2.352308312,0.001414758,0.002177953,2.17114991,2.167849615,0.001298783,0.002001512,1.988046464,1.985036644,0.001184006,0.001825814,1.808565732,1.805847461,0.001068963,0.001649308,1.626215662,1.623788608,0.000954376,0.001472678
LBR,LBR.9_1,OILP,495.8159644,9.907764069,4912.427597,9613.82016,9037.669529,8579.870634,7894.520826,7290.988096,9604.25213,9028.6843,8570.969096,7886.317842,7283.571896,1.536988522,1.498209714,1.630953493,1.548175369,1.434821494,8.031042225,7.487019229,7.270585066,6.654809041,5.981379402,1.957040581,1.955092862,0.000312878,0.001634842,1.839756281,1.8379272,0.000304984,0.001524098,1.746564293,1.744752248,0.000332006,0.001480039,1.607050826,1.605380982,0.000315155,0.001354688,1.48419248,1.482682798,0.00029208,0.001217602
LBR,LBR.11_1,OILP,330.9075006,10.42991859,3451.338292,4928.539723,4724.83406,4904.387075,4840.106388,4675.435499,4916.606429,4713.744745,4894.065847,4830.63324,4666.869179,0.269875943,0.249885132,0.229894321,0.209903511,0.1899127,11.66341788,10.83942947,10.09133363,9.263244092,8.37640739,1.428008299,1.424550714,7.81945783828885e-05,0.00337939,1.368986074,1.365773027,7.24023873915636e-05,0.003140645,1.421010246,1.418019746,6.66101964002383e-05,0.00292389,1.402385388,1.399640612,6.08180054089134e-05,0.002683957,1.354673203,1.352191175,5.50258144175884e-05,0.002427003
LBR,LBR.3_1,OILP,655.2473867,9.68376185,6345.259645,4966.446113,5127.088561,5193.906782,5486.343401,6127.34678,4946.421525,5107.409879,5175.441384,5469.147568,6111.267984,6.774915522,6.887712985,6.480956127,6.076543626,5.936891224,13.24967209,12.79096883,11.98444201,11.11928959,10.14190536,0.782701795,0.779545961,0.001067713,0.002088121,0.808018718,0.804917397,0.00108549,0.002015831,0.818549133,0.815639024,0.001021385,0.001888724,0.864636549,0.861926521,0.000957651,0.001752377,0.965657376,0.963123391,0.000935642,0.001598344
LBR,LBR.14_1,OILP,276.204246,9.190639582,2538.493676,2875.809741,2817.204683,2733.760429,2570.314013,2392.607818,2870.908902,2812.642393,2729.337086,2566.271731,2388.955693,1.271625003,1.178537167,1.216001756,1.126591539,1.037181323,3.629214376,3.383752879,3.20734081,2.91569111,2.614944036,1.132880404,1.130949795,0.000500937,0.001429672,1.109793855,1.107996612,0.000464266,0.001332977,1.076922292,1.075179785,0.000479025,0.001263482,1.012535126,1.010942731,0.000443803,0.001148591,0.942530541,0.941091843,0.000408581,0.001030116
LBR,LBR.12_1,OILP,665.7968511,9.937179487,6616.142811,5741.050157,5962.758461,6140.117347,6161.306948,6199.484946,5732.355349,5954.480758,6131.305989,6153.163587,6192.068045,0.090877684,0.074354469,0.847941657,0.79089996,0.733858262,8.603930778,8.203348632,7.963416123,7.352461292,6.683042066,0.867733711,0.866419531,1.37357500419048e-05,0.001300445,0.901243917,0.899992779,1.12383409433766e-05,0.001239899,0.928050908,0.926719112,0.000128163,0.001203634,0.931253621,0.930022789,0.000119541,0.001111291,0.937024052,0.935903021,0.000110919,0.001010112
LBR,LBR.6_1,OILP,153.759776,8.8202935,1356.206353,777.1907983,819.0439567,797.7205799,935.5512755,1015.986813,775.0144754,817.0187563,793.5410343,927.9246482,1008.910951,0,0,1.846127167,4.64629299,4.40316652,2.176322868,2.025200428,2.333418419,2.980334218,2.672695034,0.573062349,0.571457635,0,0.001604714,0.603922814,0.60242953,0,0.001493283,0.588200002,0.585118211,0.001361244,0.001720548,0.689829592,0.684206092,0.003425948,0.002197552,0.74913881,0.743921417,0.003246679,0.001970714
LBR,LBR.2_1,OILP,1086.454326,10.2947123,11184.73472,4957.281419,5282.970949,5518.509473,5360.316831,5750.5335,4945.185683,5271.441422,5507.722304,5350.362856,5739.849181,3.503348624,3.287570565,3.075164933,2.866131727,3.879558956,8.59238732,8.241955906,7.712004105,7.087843707,6.804759981,0.443218507,0.442137056,0.000313226,0.000768225,0.472337618,0.471306791,0.000293934,0.000736893,0.493396546,0.492432091,0.000274943,0.000689512,0.479252925,0.478362965,0.000256254,0.000633707,0.514141251,0.513185992,0.000346862,0.000608397
LBR,LBR.8_1,OILP,584.4974609,10.8628307,6349.296961,1800.983241,1845.928166,1883.978035,1842.847505,1795.735181,1795.737561,1840.97443,1879.357568,1838.629514,1791.948902,0.319869352,0.299232619,0.278595887,0.257959155,0.237322422,4.925809956,4.654503324,4.34187072,3.960031848,3.54895671,0.283650812,0.28282463,5.03787039253889e-05,0.000775804,0.290729537,0.289949335,4.71284649624606e-05,0.000733074,0.296722306,0.295994593,4.38782259995323e-05,0.000683835,0.29024434,0.289580016,4.06279870366038e-05,0.000623696,0.282824255,0.282227924,3.73777480736755e-05,0.000558953
LBR,LBR.13_1,OILP,4.283279422,10.05785868,43.08061912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,MEX.4_1,OILP,16329.69258,15.87918241,259302.1671,122486.9655,114068.1688,104656.6807,95594.21926,86968.70952,121431.7849,113079.2211,103751.9587,94764.91344,86194.29522,665.8740862,630.2187599,579.0452688,533.5651856,503.0647519,389.3065678,358.7289784,325.6768041,295.740632,271.3495469,0.472371546,0.468302237,0.002567946,0.001501363,0.439904418,0.436090536,0.002430442,0.00138344,0.403608971,0.400119906,0.002233091,0.001255974,0.368659546,0.365461324,0.002057697,0.001140525,0.335395228,0.332408696,0.001940072,0.001046461
MEX,MEX.27_1,OILP,14346.61249,16.65127281,238889.3584,26250.84571,25930.53051,25749.22675,28112.82293,28549.22202,25979.89733,25636.48748,25469.98237,27772.26527,28199.3166,183.1850689,206.3849962,196.7874333,248.1217454,257.1234474,87.76331351,87.6580421,82.45695301,92.43592074,92.78197081,0.109887045,0.108752845,0.00076682,0.000367381,0.108546193,0.107315318,0.000863935,0.00036694,0.107787249,0.106618321,0.00082376,0.000345168,0.117681353,0.116255766,0.001038647,0.00038694,0.119508136,0.118043419,0.001076329,0.000388389
MEX,MEX.5_1,OILP,66315.43021,23.27029953,1543179.925,221525.9727,206812.279,194272.6971,186783.5639,179038.8732,219862.5415,205251.2636,192751.0729,185346.2875,177496.8032,993.6321756,951.3504496,961.0614983,932.1023083,1062.475781,669.7990506,609.6649978,560.5626942,505.1740662,479.5942526,0.143551616,0.142473692,0.000643886,0.000434038,0.134016958,0.1330054,0.000616487,0.000395071,0.125891151,0.12490512,0.00062278,0.000363252,0.121038099,0.120106725,0.000604014,0.000327359,0.116019442,0.115020161,0.000688498,0.000310783
