GID_0,crop_type,LD_2020,LD_2021,LD_2022,LD_2023,LD_2024,production_2020,production_2021,production_2022,production_2023,production_2024,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,MAIZ,109.68131319891222,95.45760560075084,83.10995507513184,86.23798412210724,83.59417672080049,824.352407574519,900.4579227246362,950.4430620889248,1074.9187467871204,1041.5553935290507,0.1331,0.106,0.08744,0.08023,0.08026
AGO,MAIZ,2064607.3311469208,2246073.637316066,2358003.8950772253,2478419.36641395,2614689.090722033,408023.49920757394,407813.28519123857,424239.22243788425,441399.3855701029,432904.4177196811,5.06,5.508,5.558,5.615,6.04
ALB,MAIZ,188.05884669838886,179.30560623704937,166.7467734109501,152.461250208261,141.42613775755075,4468.765052818878,4637.346644199962,4495.397412747718,4580.047408269565,4568.95915138236,0.04208,0.03867,0.03709,0.03329,0.03095
ARE,MAIZ,0,0,0,0,0,0.13020290947506793,0.11498181633127919,0.10570827126288419,0.1066866217446617,0.10778579033489497,0,0,0,0,0
ARG,MAIZ,3682852.023244881,3673639.206584054,3627105.4716132674,3618338.134584786,3532541.697571603,11583279.96765462,11998316.90871381,11711517.88919647,8233843.605511636,9377118.768261984,0.3179,0.30620000000000003,0.3097,0.4394,0.3767
ARM,MAIZ,5.933808061490694,4.953604476738502,4.0497634414326615,3.3752744014868767,2.8561048160007316,98.12035064116499,96.77468252863824,88.03677890073108,98.2642179623087,94.7295832871267,0.06047,0.05119,0.046,0.03435,0.03015
ATG,MAIZ,14.0819001168435,11.770573413213121,9.596595804772623,7.5175181055334255,5.629708620568813,4.613323517118219,4.4485619629354245,4.70959984697202,4.590495109008555,4.62250814664768,3.052,2.646,2.038,1.638,1.218
AUS,MAIZ,25134.792973461634,26163.974632429974,25513.538487974132,25266.52801738744,24315.300100267697,22832.00848574944,26083.710435323672,36694.847336611536,32982.86484952333,34150.95297887021,1.101,1.003,0.6953,0.7661,0.712
AUT,MAIZ,1342.9359414079954,1301.939280822208,1221.68067369351,1228.9427016563432,1135.9563180881773,10632.16214529312,10695.068898646761,9232.106926527855,9250.733726550303,9338.538624418503,0.1263,0.1217,0.1323,0.1328,0.1216
AZE,MAIZ,251.21150078835714,212.52839290391844,189.06663792176784,166.3336597821502,162.65655894139934,7268.581137094132,6453.839695689052,6230.926662047781,6632.965094510021,6476.377202411667,0.03456,0.03293,0.03034,0.02508,0.02512
