GID_0,GID_1,GID_2,crop_type,LD_2020,LD_2021,LD_2022,LD_2023,LD_2024,LD_2025,production_2020,production_2021,production_2022,production_2023,production_2024,production_2025,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AFG,AFG.19_1,AFG.19.3_1,GROU,1.3598882673685515e-5,1.15067468777339e-5,9.41461108178228e-6,7.322475285830662e-6,5.230339489879045e-6,3.138203693927427e-6,1.3071197987499297,1.322567180654711,1.3033435612698603,1.3110098640364825,1.3123075010303873,1.3108032469640434,1.04e-5,8.7e-6,7.223e-6,5.585e-6,3.986e-6,2.394e-6
AFG,AFG.19_1,AFG.19.4_1,GROU,8.009547371304224e-4,5.910975127963421e-4,4.267500051726912e-4,2.6240249754904007e-4,9.8054989925389e-5,1.3704693490196332e-5,1.5057224639937703,1.5235169079048518,1.5013724682179017,1.5102035824757685,1.5116983813256526,1.5099655721819045,5.319e-4,3.88e-4,2.842e-4,1.738e-4,6.486e-5,9.076e-6
AFG,AFG.31_1,AFG.31.12_1,GROU,0,0,0,0,0,0,0.001819227021567809,0.0018407264239948332,0.0018139713187086143,0.0018246411480248692,0.0018264471770405384,0.0018243535819106862,0,0,0,0,0,0
AFG,AFG.31_1,AFG.31.2_1,GROU,1.9066792718369543e-4,1.427690970746897e-4,9.4870266965684e-5,6.205574542228348e-5,4.432553244448821e-5,2.659531946669292e-5,0.029914774051577886,0.030268303192374234,0.029828350992965037,0.030003802176011767,0.030033499926371575,0.02999907353289649,0.006374,0.004717,0.003181,0.002068,0.001476,8.865e-4
AFG,AFG.31_1,AFG.31.4_1,GROU,6.634287104288997e-4,5.557772512382131e-4,4.609802599912864e-4,3.7148361687434927e-4,2.8529203655757964e-4,2.0394179791432838e-4,3.3612652216702084,3.4009882429357843,3.3515546077519858,3.3712685443727026,3.374605424513404,3.370737227518305,1.974e-4,1.634e-4,1.375e-4,1.102e-4,8.454e-5,6.05e-5
AFG,AFG.31_1,AFG.31.8_1,GROU,0,0,0,0,0,0,0.05821487802959924,0.05890285433775668,0.05804669665515805,0.0583881289255006,0.05844592147014656,0.058378926870966366,0,0,0,0,0,0
AGO,AGO.10_1,AGO.10.11_1,GROU,2.914131026604236,2.525745044746641,2.146057728003939,1.7697425437681746,1.3921311345679193,1.037619627546925,134.51426017328663,133.52691579833183,135.83312163764236,140.22392134889222,149.48357802349904,146.22755170007744,0.02166,0.01892,0.0158,0.01262,0.009313,0.007096
AGO,AGO.10_1,AGO.10.12_1,GROU,0.0879863783892409,0.07086099391114692,0.05702174219809371,0.04476776422432775,0.03432755754385702,0.02581343271185661,6.812677467369503,6.76267192322033,6.879473194225699,7.101851864100769,7.570821133986395,7.405914772845501,0.01292,0.01048,0.008289,0.006304,0.004534,0.003486
AGO,AGO.10_1,AGO.10.13_1,GROU,0.1536981051874842,0.12910021662405194,0.10632479848819955,0.0843118379288645,0.06481673689148003,0.0478327925458463,39.07494699121425,38.788134061018354,39.45806207315475,40.73354220251133,43.42337295540691,42.47753230010541,0.003933,0.003328,0.002695,0.00207,0.001493,0.001126
AGO,AGO.10_1,AGO.10.1_1,GROU,0.7813737926115956,0.7971978605714438,0.7969277644326372,0.7880158459266122,0.7583411110323908,0.6969371498590718,93.95940600050366,93.26973718123362,94.88064245252131,97.94765506668394,104.41560753353647,102.14124421416363,0.008316,0.008547,0.008399,0.008045,0.007263,0.006823
AGO,AGO.10_1,AGO.10.2_1,GROU,0.5417003318801836,0.5190504210689955,0.4729175586481595,0.4275896628291266,0.3781475644453888,0.3278351383949527,30.594436318573123,30.36987094858824,30.89440319964782,31.893063430766727,33.9991150575471,33.258552013337585,0.01771,0.01709,0.01531,0.01341,0.01112,0.009857
AGO,AGO.10_1,AGO.10.3_1,GROU,0.042601891617776236,0.04200690440207229,0.03908720461254066,0.036757120034880734,0.03420826842600627,0.030907283627311672,2.502307448498229,2.4839403312832995,2.5268416269678062,2.6085216719546382,2.780774843012902,2.7202044699453314,0.01703,0.01691,0.01547,0.01409,0.0123,0.01136
AGO,AGO.10_1,AGO.10.4_1,GROU,2.087697313024975,1.901893635869994,1.6866647439689346,1.4732735040849743,1.249509034858572,1.0256612847524953,115.03527507297554,114.19090785407721,116.1631524529638,119.91812127131277,127.83688877798821,125.05236702336433,0.01815,0.01666,0.01452,0.01229,0.009774,0.008202
AGO,AGO.10_1,AGO.10.5_1,GROU,6.8923473260278865,6.669383548769549,6.4094417265553805,6.167718044683246,5.7222889874896605,5.21559433804162,333.60847456396925,331.15976429062226,336.8793795276371,347.76899072498503,370.73384169485354,362.65857909074396,0.02066,0.02014,0.01903,0.01774,0.01544,0.01438
AGO,AGO.10_1,AGO.10.6_1,GROU,2.5714709646914414e-4,2.2436054134012962e-4,1.9208721141245887e-4,1.5981388148478815e-4,1.2754055155711743e-4,9.668096483225722e-5,0.036628520801155084,0.03635966481570531,0.03698764959923763,0.03818327375350973,0.04070469807447361,0.03981807514124024,0.00702,0.006171,0.005193,0.004185,0.003133,0.002428
AGO,AGO.10_1,AGO.10.7_1,GROU,2.3594950052099364e-5,1.7893851576093603e-5,1.2192753100087837e-5,6.4916546240820705e-6,3.4388217535192338e-6,3.0342544883993235e-6,0.0010855530992295462,0.0010775850611579076,0.001096196536945677,0.0011316310420197348,0.001206358056003024,0.001180081366364246,0.02174,0.01661,0.01112,0.005737,0.002851,0.002571
AGO,AGO.10_1,AGO.10.8_1,GROU,0.5342817922036557,0.47432373808782674,0.41086978814584746,0.34631489255050457,0.2806572044618955,0.21441736523167418,19.994940669798805,19.848176362635765,20.190983503454543,20.843656161404056,22.220062540868632,21.736068850740548,0.02672,0.0239,0.02035,0.01661,0.01263,0.009865
AGO,AGO.10_1,AGO.10.9_1,GROU,0.11118459937824267,0.10506627213228661,0.09845633909358012,0.09150898032017163,0.08457043726824215,0.07795049454079667,3.0182696562487443,2.9961153392019493,3.047862649092273,3.146384675813148,3.3541555153675784,3.2810958602851334,0.03684,0.03507,0.0323,0.02908,0.02521,0.02376
AGO,AGO.11_1,AGO.11.1_1,GROU,0.004362910150066018,0.004065417204878364,0.0038064381545522396,0.0034543203168300863,0.0031022024791079227,0.0027500846413857773,0.6780556396640376,0.6730786623467908,0.6847037188542286,0.7068367365953429,0.7535125494160921,0.7370996649483305,0.006434,0.00604,0.005559,0.004887,0.004117,0.003731
AGO,AGO.11_1,AGO.11.9_1,GROU,3.7090991467972426e-4,3.2226321775267916e-4,2.6584136961501286e-4,2.2865828224720214e-4,2.097311056928063e-4,1.903346544430953e-4,1.3225558725797255,1.3128482170518072,1.3355230328834413,1.3786937564628894,1.4697355039868838,1.4377219707765914,2.804e-4,2.455e-4,1.991e-4,1.659e-4,1.427e-4,1.324e-4
AGO,AGO.12_1,AGO.12.1_1,GROU,2.4993577863504175,2.5403384512900313,2.3924001750417863,2.3303429150260726,2.140040368734227,1.8966099184939924,49.57772673504499,49.21382264374765,50.06381760152246,51.68212831409843,55.09494661070576,53.89487768792573,0.05041,0.05162,0.04779,0.04509,0.03884,0.03519
AGO,AGO.12_1,AGO.12.2_1,GROU,2.4572509479336793,2.2674643190527295,2.040956959776082,1.8012640518870393,1.5499676570156822,1.278447823198344,17.473606620071017,17.345349086748712,17.64492872662563,18.215300275360047,19.41814373567836,18.995180972869633,0.1406,0.1307,0.1157,0.09889,0.07982,0.0673
AGO,AGO.12_1,AGO.12.3_1,GROU,0.7622684214773858,0.6829810882032553,0.5997978832272542,0.5212190870258501,0.43655098794691327,0.35142850860760205,2.8516841563127193,2.8307525888546965,2.879643841311392,2.972728202434023,3.169031673886453,3.100004355391915,0.2673,0.2413,0.2083,0.1753,0.1378,0.1134
AGO,AGO.12_1,AGO.12.4_1,GROU,1.5736347768309715,1.7004720778620763,1.727497983198241,1.730803064732423,1.6394156627730114,1.4952380392432094,22.65960240359107,22.493415572988106,22.881933193180974,23.621542004988182,25.181169713699667,24.63270483830408,0.06945,0.0756,0.0755,0.07327,0.0651,0.0607
AGO,AGO.12_1,AGO.12.5_1,GROU,4.148664553489795,3.7357172522359074,3.3365962321782616,2.993406936528098,2.594917498768392,2.1278776178518157,102.40534525016965,101.65368262742757,103.40939094332147,106.75209497912884,113.80144675372574,111.32264265247963,0.04051,0.03675,0.03227,0.02804,0.0228,0.01911
AGO,AGO.12_1,AGO.12.6_1,GROU,0.22665245696330058,0.2127844992082306,0.19953983616243376,0.18286162753496873,0.16337563844087621,0.1429772082622569,0.17770214351509106,0.17639779696037622,0.17944444584730138,0.18524497970467374,0.19747759234493734,0.19317616841956164,1.275,1.206,1.112,0.9871,0.8273,0.7401
AGO,AGO.12_1,AGO.12.7_1,GROU,0.8938027716838423,0.8220841623476366,0.7403783763682154,0.6526703709045691,0.5603266002505386,0.46939990312565066,1.1298787933086718,1.1215854014443674,1.1409568276967572,1.1778382072100968,1.255616501470344,1.228266872601631,0.7911,0.733,0.6489,0.5541,0.4463,0.3822
AGO,AGO.12_1,AGO.12.8_1,GROU,3.0551980587297947,3.1073990614852005,2.9757366387620783,2.8569073656826176,2.6466132028168237,2.388320423274091,27.782134206755586,27.578211337180694,28.05452752888847,28.961388903257113,30.873848029233812,30.201359029320386,0.11,0.1127,0.1061,0.09865,0.08572,0.07908
AGO,AGO.12_1,AGO.12.9_1,GROU,4.5738429404905725,4.1621215274406405,3.8127923002199697,3.4371894936617604,2.9614586090507893,2.4083762067189993,135.50255190306262,134.5079533955054,136.8311031941792,141.2541626155605,150.58185105200644,147.30190232895802,0.03375,0.03094,0.02786,0.02433,0.01967,0.01635
AGO,AGO.13_1,AGO.13.1_1,GROU,0.019188344114547038,0.017446931024874764,0.014983790631575025,0.012604355476048486,0.010422145126870577,0.008886892091081337,0.08001889084732308,0.07943154641509374,0.0808034458188411,0.083415413668007,0.08892373268024058,0.08698681079081234,0.2398,0.2196,0.1854,0.1511,0.1172,0.1022
AGO,AGO.13_1,AGO.13.2_1,GROU,0.44463610702765666,0.4028351784026,0.3564466314784352,0.3178114344829092,0.2793363037751104,0.23607185846152887,7.114132863350923,7.061914614845062,7.1838842463915995,7.416102990203252,7.905823766032558,7.733620433526779,0.0625,0.05704,0.04962,0.04285,0.03533,0.03053
