GID_0,GID_1,GID_2,crop_type,LD_2020,LD_2021,LD_2022,LD_2023,LD_2024,LD_2025,production_2020,production_2021,production_2022,production_2023,production_2024,production_2025,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AFG,AFG.14_1,AFG.14.10_1,REST,0,0,0,0,0,0,3.6506889733829286,3.6506889733829286,3.6506889733829286,3.6506889733829286,3.6506889733829286,3.6506889733829286,0,0,0,0,0,0
AFG,AFG.14_1,AFG.14.13_1,REST,0,0,0,0,0,0,1.4458416384283508,1.4458416384283508,1.4458416384283508,1.4458416384283508,1.4458416384283508,1.4458416384283508,0,0,0,0,0,0
AFG,AFG.14_1,AFG.14.1_1,REST,0,0,0,0,0,0,2.1128730241633926,2.1128730241633926,2.1128730241633926,2.1128730241633926,2.1128730241633926,2.1128730241633926,0,0,0,0,0,0
AFG,AFG.14_1,AFG.14.9_1,REST,0,0,0,0,0,0,1.3675827014288862,1.3675827014288862,1.3675827014288862,1.3675827014288862,1.3675827014288862,1.3675827014288862,0,0,0,0,0,0
AFG,AFG.16_1,AFG.16.5_1,REST,0,0,0,0,0,0,2.391601938773559,2.391601938773559,2.391601938773559,2.391601938773559,2.391601938773559,2.391601938773559,0,0,0,0,0,0
AFG,AFG.19_1,AFG.19.1_1,REST,0,0,0,0,0,0,0.18394815951714819,0.18394815951714819,0.18394815951714819,0.18394815951714819,0.18394815951714819,0.18394815951714819,0,0,0,0,0,0
AFG,AFG.19_1,AFG.19.2_1,REST,0,0,0,0,0,0,7.706684516516914,7.706684516516914,7.706684516516914,7.706684516516914,7.706684516516914,7.706684516516914,0,0,0,0,0,0
AFG,AFG.19_1,AFG.19.3_1,REST,0.012300609582701353,0.006364542603583202,0.00455507859973056,0.0027456145958779194,0.0016567943345564393,0.001288617815766119,165.9001441679996,165.9001441679996,165.9001441679996,165.9001441679996,165.9001441679996,165.9001441679996,7.414e-5,3.836e-5,2.746e-5,1.655e-5,9.987e-6,7.767e-6
AFG,AFG.19_1,AFG.19.4_1,REST,0.384717723881087,0.21958948059035505,0.12167913160603075,0.05367218731364,0.014862894706175083,3.152079502745155e-4,252.33912109032946,252.33912109032946,252.33912109032946,252.33912109032946,252.33912109032946,252.33912109032946,0.001525,8.702e-4,4.822e-4,2.127e-4,5.89e-5,1.249e-6
AFG,AFG.19_1,AFG.19.5_1,REST,0,0,0,0,0,0,2.4061611533580565,2.4061611533580565,2.4061611533580565,2.4061611533580565,2.4061611533580565,2.4061611533580565,0,0,0,0,0,0
AFG,AFG.19_1,AFG.19.6_1,REST,0.0025750074326925934,0.0020027835587609058,0.0014305596848292188,8.583358108975312e-4,2.8611193696584375e-4,0,0.6021019810114946,0.6021019810114946,0.6021019810114946,0.6021019810114946,0.6021019810114946,0.6021019810114946,0.004277,0.003326,0.002376,0.001426,4.752e-4,0
AFG,AFG.19_1,AFG.19.7_1,REST,6.122945320678124e-4,4.762290804971874e-4,3.4016362892656246e-4,2.0409817735593747e-4,6.80327257853125e-5,0,0.8120662632188254,0.8120662632188254,0.8120662632188254,0.8120662632188254,0.8120662632188254,0.8120662632188254,7.54e-4,5.864e-4,4.189e-4,2.513e-4,8.378e-5,0
AFG,AFG.1_1,AFG.1.5_1,REST,0,0,0,0,0,0,4.927794747234395,4.927794747234395,4.927794747234395,4.927794747234395,4.927794747234395,4.927794747234395,0,0,0,0,0,0
AFG,AFG.1_1,AFG.1.7_1,REST,0,0,0,0,0,0,10.301096988997568,10.301096988997568,10.301096988997568,10.301096988997568,10.301096988997568,10.301096988997568,0,0,0,0,0,0
AFG,AFG.20_1,AFG.20.5_1,REST,0,0,0,1.0100759425917029e-4,9.58277176304949e-5,9.064784100181951e-5,17.542905032641958,17.542905032641958,17.542905032641958,17.542905032641958,17.542905032641958,17.542905032641958,0,0,0,5.758e-6,5.462e-6,5.167e-6
AFG,AFG.21_1,AFG.21.4_1,REST,0,0,0,0,2.3489532016967072e-4,0.014643539020106367,10.95664112133741,10.95664112133741,10.95664112133741,10.95664112133741,10.95664112133741,10.95664112133741,0,0,0,0,2.144e-5,0.001336
AFG,AFG.22_1,AFG.22.14_1,REST,0,0,0,0,0,0,0.0043073293315967825,0.0043073293315967825,0.0043073293315967825,0.0043073293315967825,0.0043073293315967825,0.0043073293315967825,0,0,0,0,0,0
AFG,AFG.22_1,AFG.22.17_1,REST,0,0,0,0,0,0,0.10894181624464457,0.10894181624464457,0.10894181624464457,0.10894181624464457,0.10894181624464457,0.10894181624464457,0,0,0,0,0,0
AFG,AFG.22_1,AFG.22.18_1,REST,0,0,0,0,0,0,0.278717264034575,0.278717264034575,0.278717264034575,0.278717264034575,0.278717264034575,0.278717264034575,0,0,0,0,0,0
