GID_0,crop_type,LD_2020,LD_2021,LD_2022,LD_2023,LD_2024,production_2020,production_2021,production_2022,production_2023,production_2024,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AGO,COCO,120506.10330877455,145305.36199299342,153023.27531570967,162500.70821364352,168341.66433343946,188.1431109745777,193.01343695317738,192.18752834640216,191.13281645701687,192.16101999038767,640.5,752.8,796.2,850.2,876
ARG,COCO,3.0012526423765293,3.622879257914117,3.7583586169613894,3.6040079873677313,3.582869448912533,0.2586687782355534,0.2897255256661778,0.28867067412002556,0.2839900101229627,0.286629322211392,11.6,12.5,13.02,12.69,12.5
BEN,COCO,1937.3017642291502,1673.277165577756,1473.891258070695,1295.9173193610022,1070.0224131414072,706.9719852951233,545.3172679809501,821.5048067832784,776.7583842632313,787.1196700706465,2.74,3.068,1.794,1.668,1.359
BFA,COCO,3723.1723062787783,3827.4492461728923,3906.1096108366705,4225.11826983742,5346.941341622682,3085.558107386519,3101.879383354508,3077.858801020069,3075.9059349665395,3078.207802374743,1.207,1.234,1.269,1.374,1.737
BLZ,COCO,14241.528142876641,14639.257328122692,14555.469525797045,14785.835688944886,18936.944908949983,124.63543057648644,181.9541536731187,369.02689531740924,236.625466128715,288.7888193833812,114.3,80.46,39.44,62.49,65.57
BOL,COCO,57344.63804305091,57014.111127799646,57236.774951530184,57995.05490862005,58509.049363289225,621.7205800240339,621.7371906472764,621.8586343290665,621.8023217309308,621.8228237139409,92.24,91.7,92.04,93.27,94.09
BRA,COCO,8808069.185172766,8899925.609664803,9069776.274906857,9323269.689296253,9544334.917910362,207257.29566239406,232138.306134203,231293.19782403938,227543.2901064312,229657.7707358967,42.5,38.34,39.21,40.97,41.56
BRN,COCO,22.1858603443393,15.545581120297008,10.915630145452843,7.430994573797318,4.989688713854982,0.26906403336178764,0.2046563539876487,0.18788749071864205,0.10251873225824487,0.13558616840366824,82.46,75.96,58.1,72.48,36.8
CAF,COCO,105229.11315956117,122957.18784739713,129089.7934759466,135769.55082324948,139522.94564741774,166.758094917561,172.27827324229474,172.94493365751026,173.7891341907631,173.82077530068685,631,713.7,746.4,781.2,802.7
CIV,COCO,44892506.46633135,46442803.04540393,47569698.68774672,49221103.99771837,50183046.444691144,2051806.7170537112,2052722.7402895007,2051379.7867686993,2051270.655374494,2051399.764556497,21.88,22.62,23.19,24,24.46
CMR,COCO,1042812.897161019,902071.8671179842,781567.3060128812,671176.0636017397,570228.7997361746,91237.5483900184,96054.35930965935,94427.93630657108,96322.1323001716,95723.88712175885,11.43,9.391,8.277,6.968,5.957
COD,COCO,2063244.6110412378,2186025.8559254725,2282659.7156639234,2402251.1852099015,2526765.180266199,22293.682133848295,18297.815839556813,33786.40475563968,29587.722136972323,30871.340732642835,92.55,119.5,67.56,81.19,81.85
COG,COCO,935627.7754432294,1025589.9989147693,1073926.323842045,1155722.4897201275,1242310.0363637393,5731.2312917815725,12215.648910447553,7643.093114930215,7641.544536834873,8654.580347782665,163.3,83.96,140.5,151.2,143.5
COL,COCO,2394063.3399472157,2456879.2048384966,2509361.7266329424,2509279.634561899,2474016.5656167124,58350.58275046915,63516.767186750054,57195.796666208276,55060.423254927446,56293.528346022795,41.03,38.68,43.87,45.57,43.95
CRI,COCO,124797.5475091786,126489.16092709046,129347.92410573196,129424.62066429891,128342.1103999217,720.5481916164919,635.1845868647384,724.3031810523725,722.5527433975266,711.7221465319641,173.2,199.1,178.6,179.1,180.3
CUB,COCO,1924.1088268261333,1730.8255969294974,1542.3124918287076,1439.7011662091068,1281.789167529143,756.9870287993177,706.5852291646137,685.9444921713538,666.0429815727364,682.6426366760857,2.542,2.45,2.248,2.162,1.878
DMA,COCO,29186.156544624926,27352.700879710137,25565.84975319447,23782.89219605755,22026.142801585105,113.53473728869646,113.53473728869646,113.53473728869646,113.53473728869646,113.53473728869646,257.1,240.9,225.2,209.5,194
DOM,COCO,789515.1498986679,794931.9216319053,786332.2114582359,826986.4241076706,833728.8646042844,57249.13712779691,52051.406076945445,65338.24454150825,48593.36252125218,53186.76893394547,13.79,15.27,12.03,17.02,15.68
ECU,COCO,3471273.228898832,3385017.252363688,3500401.8147465913,3531685.8848794294,3655793.61270643,227868.87527926927,209977.5782723948,234286.54657970942,261045.49734268,250477.97250333262,15.23,16.12,14.94,13.53,14.6
FJI,COCO,10.841333262135237,10.088402789608043,9.1053275789469,8.234199887621209,7.499283375219815,3.713676434325138,32.786457663041936,53.58712665837735,48.155364752787506,46.11938177713931,2.919,0.3077,0.1699,0.171,0.1626
GAB,COCO,325697.75189851463,325615.131176268,349435.82087749866,356865.45406412974,382395.4932519445,30.164329454264173,30.164329454264173,30.164329454264173,31.23817958283598,30.907433743235757,10800,10790,11580,11420,12370
GHA,COCO,3404552.645366527,3204801.151284462,3061361.2617954444,3104031.2272384167,3172076.388008922,548946.3715867021,716613.6614837662,469859.6715866954,449791.400975826,473441.5239132291,6.202,4.472,6.515,6.901,6.7
GIN,COCO,1974710.5663231728,2141242.3888154826,2218457.390771205,2322108.3432834144,2362950.6958000576,17648.3801793483,18322.972408736627,19106.188663116223,18243.595627279643,18572.76290555274,111.9,116.9,116.1,127.3,127.2
GNB,COCO,187.2932086559717,161.40305283016403,135.86914359699793,110.75373280688781,85.85004933721447,21.196349248474373,22.047988280779148,22.967114975066117,21.919343473621552,22.32338632107208,8.836,7.321,5.916,5.053,3.846
GNQ,COCO,84741.39181673579,86681.86541278378,83350.87838989041,88667.19133804094,95416.75250146656,333.5214597169019,200.11601303620324,333.5214597169019,333.52173892824146,315.1561697714392,254.1,433.2,249.9,265.9,302.8
GRD,COCO,1543.036610087734,1347.9734315490855,1155.1421198281882,964.5670075576315,776.8744668510981,276.1154778161345,360.1283504726207,221.81447475767396,186.46759540829865,211.93630266355794,5.588,3.743,5.208,5.173,3.666
GTM,COCO,97752.93433299477,94543.29141383777,91157.80925693664,90949.05931941149,91813.73618625225,10547.320321730953,10501.988383815778,10521.223472164456,10524.189222430052,10518.100755810055,9.268,9.002,8.664,8.642,8.729
GUY,COCO,6501.141850759386,6445.70398985924,6488.647405827139,8750.524194470801,10792.46388074097,196.2919020212518,196.69809201406522,196.91742894723356,196.63309979747774,196.72391519185027,33.12,32.77,32.95,44.5,54.86
