GID_0,crop_type,LD_2020,LD_2021,LD_2022,LD_2023,LD_2024,production_2020,production_2021,production_2022,production_2023,production_2024,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,SUGB,0.6888768918409042,0.3868327533509515,0.28361658244212634,0.21137266398857374,0.15469189219381274,35.006621236426625,29.09481228866503,34.72485437921923,33.073732456515906,33.30390323182275,0.01968,0.0133,0.008168,0.006391,0.004645
ALA,SUGB,16.97192174470948,11.759188308613059,7.595821987034328,3.8233108045902813,1.0447795189581122,0.06847835671164797,0.0654662837972139,0.06176861499826467,0.06838087862380221,0.06578600650989871,247.8,179.6,123,55.91,15.88
ALB,SUGB,6.509552025063479,5.684103597448961,5.004682823319255,4.837810456382137,4.4572171191574155,595.8414963402372,539.6956466102297,469.70433973349094,451.87761925651864,464.4993070079409,0.01092,0.01053,0.01065,0.01071,0.009596
ARM,SUGB,54.0258898939174,46.72253473896744,39.41917958401749,36.59878005340348,29.12376732233935,310.229915554936,310.9732225712264,312.0552731632942,311.08554727431834,311.4687707335288,0.1741,0.1502,0.1263,0.1176,0.0935
AUT,SUGB,166.22871233656844,161.93996115095536,155.31036241102717,150.7018407609171,137.3924363478328,13363.176287007467,19085.83931912647,17185.852691127624,16978.77126872413,17492.659150632957,0.01244,0.008485,0.009037,0.008876,0.007854
AZE,SUGB,54.77208555785802,58.565040075652945,49.556995412454,63.71543762297441,62.776769911269774,2088.739405748809,1600.1010520243854,1888.7210674036878,1849.4106489152928,1806.4394117390332,0.02622,0.0366,0.02624,0.03445,0.03475
BEL,SUGB,288.4014948406911,260.0504059040926,243.33285918656375,234.90690004734498,223.48858877507746,156676.77483425353,149441.15883014194,155469.1465226885,155671.09767721067,154152.80889996735,0.001841,0.00174,0.001565,0.001509,0.00145
BGR,SUGB,0.7306516401681279,0.48554570010273657,0.3128268663231398,0.18228267673172982,0.3070342644319757,25.792233789583815,24.826031336247635,24.25242596573686,24.415180009338837,24.44737934236348,0.02833,0.01956,0.0129,0.007466,0.01256
BIH,SUGB,21.832198009973578,19.13151997249048,17.02104087313207,15.24261182171435,12.730151013571932,877.9322513625683,805.7389468346415,658.1317393708935,564.2479718344148,620.6981637921241,0.02487,0.02374,0.02586,0.02701,0.02051
BLR,SUGB,2542.839455263231,2431.8275473672634,2283.654935006738,2134.7945136096414,1973.5569926848664,51496.68864335302,49773.303342031984,54293.82796010822,62231.284354365154,59428.13227207877,0.04938,0.04886,0.04206,0.0343,0.03321
BRA,SUGB,0,0,0,0,0,0.3154333281511114,0.41431946588323987,0.37973428024701406,0.3686898651214573,0.3828902729979025,0,0,0,0,0
CAN,SUGB,3670.9219465165293,3675.7733007186143,3556.976007733619,3401.7770176046524,3208.512119015825,119874.49143842376,130311.16106367597,137521.7932932959,126121.10924297954,130114.24670309105,0.03062,0.02821,0.02586,0.02697,0.02466
CHE,SUGB,42.653278878268594,38.29085569164463,33.945742486097465,35.21641235380658,30.596076896951594,7133.742259298944,6027.105325438008,7400.565224374549,6560.171501188486,6802.406761616832,0.005979,0.006353,0.004587,0.005368,0.004498
CHL,SUGB,4287.702781187232,3584.7997433775163,2957.2650074710386,2422.4742733308663,1971.259574036069,422971.5107996367,250706.85509692307,226813.51411071443,202744.13096321473,223140.3547950833,0.01014,0.0143,0.01304,0.01195,0.008834
CHN,SUGB,4717.033406661287,4572.878753053151,4212.260339331703,4060.343543657361,3875.570758458597,92979.2760745527,60912.14584643151,69309.26417624805,71070.56666071904,68154.9144166718,0.05073,0.07507,0.06077,0.05713,0.05686
COL,SUGB,17421.564385345933,16516.72313565429,15636.134515450776,14111.708986725647,12614.762808119847,21415.933396067376,21359.55152081831,21538.477553291275,21437.989808451926,21478.83071159906,0.8135,0.7733,0.726,0.6583,0.5873
CZE,SUGB,113.19486499965966,115.36780551421617,109.69429256464923,144.20885295836922,134.25253859468157,24581.635003114872,27733.606187306523,27065.018829367164,25786.192173377167,26655.64756000617,0.004605,0.00416,0.004053,0.005592,0.005037
DEU,SUGB,1396.1393164114402,1293.1320128942302,1179.422042161435,1091.9713483237224,1003.2570073649575,217772.36214902572,243042.3444916101,214644.7250977288,240086.17673179833,234099.79100826618,0.006411,0.005321,0.005495,0.004548,0.004286
DNK,SUGB,1443.5902695765221,1262.991573317488,1102.849629314472,979.399781260991,863.2927158807381,100052.90341138172,100619.91939647711,89619.80928562676,89181.83831782895,90176.96310303656,0.01443,0.01255,0.01231,0.01098,0.009573
DZA,SUGB,0.03892658561912906,0.03648464315118255,0.03404270068323604,0.03160075821528953,0.02915881574734302,213.1908912659937,151.69272151732554,112.40763843651618,87.53428132041364,107.89171534739515,1.826e-4,2.405e-4,3.029e-4,3.61e-4,2.703e-4
ECU,SUGB,7118.710295821898,6877.987448037832,6950.552823081076,6986.120427733618,7188.671894895237,3231.503943095304,3237.450101184024,3218.4780318670314,3229.1463435724077,3224.862587557498,2.203,2.125,2.16,2.163,2.229
EGY,SUGB,2755.9557413280254,2693.6376606092194,2517.207331706011,2618.6326337261253,2640.3990784305965,940933.856402708,1298815.267239617,1146872.1079519996,1170591.7027515986,1192155.9837252279,0.002929,0.002074,0.002195,0.002237,0.002215
ESP,SUGB,2208.954752195084,1843.8775237054042,1498.4635652385364,1169.8983966387593,887.9553519184904,312402.2429983936,321834.0449524864,256954.6481818883,371138.4943855512,339817.7846202882,0.007071,0.005729,0.005832,0.003152,0.002613
