GID_0,crop_type,LD_2020,LD_2021,LD_2022,LD_2023,LD_2024,production_2020,production_2021,production_2022,production_2023,production_2024,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AGO,RCOF,752144.59936138,839824.945925083,868646.185304139,914531.2337551016,956358.2762509928,10379.592562757807,8162.746540179363,13278.359362351332,15893.698643419859,14413.16357892647,72.46,102.9,65.42,57.54,66.35
BDI,RCOF,26.892307000728557,24.998588526198755,26.978352724425864,30.695713938941815,31.97335597892306,31.265559068718545,34.986938269526476,34.419274436094334,34.258806271119404,34.73455060229717,0.8601,0.7145,0.7838,0.896,0.9205
BEN,RCOF,8301.296747887296,8317.506320993145,9062.961642089478,9494.78379130982,9711.796309463118,1261.5217428677763,1322.3892002215753,1434.7112387481584,1310.7901310067418,1355.5068381225742,6.58,6.29,6.317,7.244,7.165
BGD,RCOF,37103.4179140285,41748.15283281612,44091.96771194071,45028.01171691233,45908.32898752774,0.623900813972716,0.623900813972716,0.59931738495336,0.5895274370663924,0.5962674741664052,59470,66910,73570,76380,76990
BLZ,RCOF,2.4478571747036413,2.3403997319182546,2.236025491702585,2.241049201958234,2.919684263993026,0.001314856274471617,0.0012116988513118517,0.001205284918265649,0.001204361792951974,0.0012069624781244827,1862,1932,1855,1861,2419
BOL,RCOF,722.3185841572916,707.4621576185747,754.465939479782,708.3806022607317,720.9585508302611,7.046135129806191,5.676848991243507,6.044954757075949,6.474849127812912,6.174515250291513,102.5,124.6,124.8,109.4,116.8
BRA,RCOF,3897762.971131811,3778112.8241934627,3718128.2394448826,3638430.3995466796,3564940.399667378,572028.2261757549,460865.2578333289,490749.2039922823,525648.843923732,501266.95839064685,6.814,8.198,7.576,6.922,7.112
BRN,RCOF,8.81388133901905,5.4804504652277695,3.3550727156733373,1.8520848642484202,0.5805075340390043,0.015794805382841805,0.01545764981602659,0.014336764905561827,0.02233036475031132,0.019710200838416132,558,354.5,234,82.94,29.45
CAF,RCOF,1135978.631624733,1296239.059980684,1365148.6428408453,1463551.7103417218,1514234.0989167246,7805.7302573487805,7989.885495476651,8213.341393767743,8425.055083320825,8308.49858952286,145.5,162.2,166.2,173.7,182.3
CHN,RCOF,10470.453382432988,10032.78754438449,9851.49100517883,9861.653025389833,10676.627275946212,4232.870063694225,4428.409708493337,4689.526961970119,4696.175231670694,4675.43765638087,2.474,2.266,2.101,2.1,2.284
CIV,RCOF,4637803.2396996,4897337.344035388,5094782.512878921,5530903.715537749,5787182.752045257,110898.35565426537,110913.97352147664,110913.69456173074,110863.83438535394,110877.66566896532,41.82,44.15,45.93,49.89,52.19
CMR,RCOF,191678.89573573784,174356.02999815677,161895.72546609948,149528.97516206154,140463.12524592702,24991.832088789688,22474.848948684918,22017.844782792436,20358.309932877626,21328.877599127158,7.67,7.758,7.353,7.345,6.586
COD,RCOF,4065171.6135358918,4164831.2175943144,4214626.759490762,4307099.277787407,4409493.837316212,40707.57807075253,41245.03909106339,44806.47280423231,47622.09599385861,45985.558811455056,99.86,101,94.06,90.44,95.89
