GID_0,crop,yield_mt,yield_kg,yield_factor_kg
AFG,BANA,58.839999999999996,58839.99999999999,1.699524133242692e-5
AFG,BARL,1.5367207161333831,1536.7207161333831,6.507363306171521e-4
AFG,BEAN,1.3359612525775668,1335.9612525775667,7.485247031458642e-4
AFG,CHIC,1.020902934537246,1020.902934537246,9.795250519612612e-4
AFG,CITR,8.560079840319363,8560.079840319362,1.1682134029753299e-4
AFG,CNUT,1.3733333333333333,1373.3333333333333,7.281553398058253e-4
AFG,COTT,1.5459171637725906,1545.9171637725906,6.468651900853746e-4
AFG,GROU,2.5450013329778725,2545.0013329778726,3.929271026470989e-4
AFG,LENT,1.0846090871878837,1084.6090871878837,9.219911688115636e-4
AFG,MAIZ,1.646012508085413,1646.0125080854132,6.075287976779512e-4
AFG,MILL,1.3916887029288703,1391.6887029288703,7.185514963910075e-4
AFG,OCER,1.8139616055846424,1813.9616055846423,5.512795843756013e-4
AFG,OFIB,10.518471337579617,10518.471337579618,9.50708489766259e-5
AFG,ONIO,17.675741108471332,17675.74110847133,5.6574714115988996e-5
AFG,OOIL,1.239146918850717,1239.146918850717,8.070068083028276e-4
AFG,OPUL,0.5872706849107223,587.2706849107224,0.0017027922995203162
AFG,ORTS,4.6087890625000005,4608.789062500001,2.1697673433063522e-4
AFG,PMIL,1.13375,1133.75,8.820286659316428e-4
AFG,POTA,16.11582425223565,16115.82425223565,6.205081318513857e-5
AFG,RAPE,0.3689608484711723,368.96084847117226,0.0027103146692761693
AFG,REST,1.2857075978197463,1285.7075978197463,7.777818235621861e-4
AFG,RICE,2.3433020054343188,2343.3020054343187,4.267482371802329e-4
AFG,SESA,0.63702356434328,637.02356434328,0.0015698006415679764
AFG,SORG,0.7259836065573771,725.9836065573771,0.001377441571638252
AFG,SOYB,1.1424242424242426,1142.4242424242425,8.753315649867373e-4
AFG,SUGB,41.780261599741635,41780.261599741636,2.3934747215804505e-5
AFG,SUGC,39.125627898249654,39125.62789824965,2.5558695252140264e-5
AFG,SUNF,1.4214954848510422,1421.4954848510422,7.03484471570298e-4
AFG,SWPO,0.1,100,0.01
AFG,TEAS,8.416504854368933,8416.504854368934,1.188141654170031e-4
AFG,TEMF,10.534821580436132,10534.821580436132,9.492329721625916e-5
AFG,TOBA,2.059843474426808,2059.843474426808,4.854737810979884e-4
AFG,TOMA,28.999962260081947,28999.962260081946,3.4482803495799246e-5
AFG,TROF,14.100028144330809,14100.028144330809,7.092184425192581e-5
AFG,VEGE,9.018801456998649,9018.801456998648,1.1087947825084823e-4
AFG,WHEA,1.7833629016525032,1783.3629016525033,5.607383663041201e-4
AGO,BANA,20.89127991413399,20891.27991413399,4.78668613943299e-5
AGO,BARL,0.84,840,0.0011904761904761906
AGO,BEAN,0.40859154888911187,408.5915488891119,0.0024474319224634554
AGO,CASS,9.767590335600557,9767.5903356005565,1.0237939610911368e-4
AGO,CITR,9.227919530177259,9227.919530177258,1.0836678806417715e-4
AGO,CNUT,4.113333333333333,4113.333333333333,2.4311183144246355e-4
AGO,COCO,0.11046769452895376,110.46769452895376,0.009052420295943612
AGO,COFF,0.5578947368421053,557.8947368421053,0.001792452830188679
AGO,COTT,1.8504192538343152,1850.4192538343152,5.404180690013179e-4
AGO,COWP,0.38182719722325525,381.82719722325527,0.0026189857801441462
AGO,GROU,0.5496109183167754,549.6109183167755,0.0018194689491660295
AGO,MAIZ,0.9086616091815805,908.6616091815805,0.0011005196983073675
AGO,OCER,0.7,700,0.0014285714285714286
AGO,OFIB,0.7879976944222754,787.9976944222755,0.0012690392460261639
AGO,OILP,12.061829708900085,12061.829708900084,8.29061613481517e-5
AGO,ONIO,1.8437559219517954,1843.7559219517955,5.423711393107839e-4
AGO,OOIL,0.25153971594895425,251.53971594895424,0.003975515342487439
AGO,OPUL,1.2719967813987043,1271.9967813987043,7.86165511284067e-4
AGO,ORTS,15.664222133652185,15664.222133652185,6.383974840676276e-5
AGO,PIGE,0.6456521739130435,645.6521739130435,0.0015488215488215487
AGO,PLNT,5.6775472502486855,5677.5472502486855,1.7613239589616775e-4
AGO,PMIL,0.20094922211585173,200.94922211585174,0.004976381542912754
AGO,POTA,7.158098507411737,7158.098507411737,1.397019053264727e-4
AGO,RCOF,0.3678012747695306,367.8012747695306,0.002718859527136261
AGO,REST,0.8175597949886104,817.5597949886104,0.0012231521243212934
AGO,RICE,1.0290202125413086,1029.0202125413086,9.717982094154991e-4
AGO,RUBB,0.4355163727959697,435.51637279596974,0.002296124927703875
AGO,SESA,0.2154732528814987,215.47325288149872,0.0046409472481021025
AGO,SORG,0.22031990423341244,220.31990423341244,0.004538854550974091
AGO,SOYB,1.0762361223316583,1076.2361223316584,9.291641297390266e-4
AGO,SUGC,39.19878579261404,39198.78579261404,2.5510994276471266e-5
AGO,SUNF,0.7106809036325155,710.6809036325154,0.0014071012670928442
AGO,SWPO,1.0121116883500236,1012.1116883500237,9.88033249206154e-4
AGO,TEAS,0.19789473684210526,197.89473684210526,0.0050531914893617025
AGO,TEMF,4.883519815262445,4883.519815262445,2.0477033734453252e-4
AGO,TOBA,1.032529489582185,1032.529489582185,9.68495340897868e-4
AGO,TOMA,2.266021208346315,2266.0212083463152,4.4130213623630406e-4
AGO,TROF,14.183853283884352,14183.853283884351,7.050270331942849e-5
AGO,VEGE,1.0253538086191705,1025.3538086191704,9.752731121628016e-4
AGO,WHEA,1.0396209274476609,1039.620927447661,9.61889063213711e-4
AGO,YAMS,4.554509803921569,4554.509803921569,2.1956259686585153e-4
ALA,BARL,3.325496046546322,3325.4960465463223,3.0070701814201376e-4
ALA,OCER,3.8710150307945663,3871.0150307945664,2.583301774973319e-4
ALA,OPUL,2.209891598915989,2209.891598915989,4.5251088356122385e-4
ALA,POTA,24.28924267923258,24289.24267923258,4.11704890599576e-5
ALA,RAPE,1.301231527093596,1301.231527093596,7.685027446526595e-4
ALA,TEMF,3.0990078328981725,3099.0078328981726,3.2268392141003604e-4
ALA,WHEA,3.5371462474043307,3537.1462474043306,2.8271378395333e-4
ALB,BANA,50.71111111111111,50711.11111111111,1.971954425942156e-5
ALB,BARL,3.2542092357989376,3254.2092357989377,3.0729431562027113e-4
ALB,BEAN,1.8029503909336093,1802.9503909336092,5.546464312210926e-4
ALB,CHIC,1.117142857142857,1117.1428571428569,8.951406649616371e-4
ALB,CITR,24.848653003010934,24848.653003010935,4.0243630102558435e-5
ALB,COTT,1.1372452130945028,1137.2452130945028,8.793178361937866e-4
ALB,COWP,0,0,Inf
ALB,LENT,1.05,1050,9.523809523809524e-4
ALB,MAIZ,7.044397155328163,7044.397155328163,1.4195678891324733e-4
ALB,OCER,2.1907516868912227,2190.7516868912226,4.564643295649111e-4
