GID_0,GID_1,crop,yield_mt,yield_kg,yield_factor_kg
AFG,AFG.10_1,BARL,0.5333938856889676,533.3938856889677,0.001874787144791381
AFG,AFG.10_1,MAIZ,0.8427895981087472,842.7895981087472,0.0011865357643758762
AFG,AFG.10_1,MILL,1.9397727272727272,1939.7727272727273,5.155243116578794e-4
AFG,AFG.10_1,ONIO,15.880026809651477,15880.026809651477,6.297218587768537e-5
AFG,AFG.10_1,OOIL,0.6350678733031674,635.0678733031674,0.0015746348414677593
AFG,AFG.10_1,OPUL,0.6594133333333333,659.4133333333333,0.0015164995147201553
AFG,AFG.10_1,POTA,13.656576305220884,13656.576305220884,7.322479497425002e-5
AFG,AFG.10_1,REST,1.1730547550432275,1173.0547550432275,8.524751259059085e-4
AFG,AFG.10_1,RICE,1.400482093663912,1400.4820936639119,7.140398328005901e-4
AFG,AFG.10_1,SESA,0.35916768239596036,359.16768239596036,0.0027842148640131862
AFG,AFG.10_1,SUGB,14.242857142857142,14242.857142857141,7.021063189568707e-5
AFG,AFG.10_1,SUNF,0.9894736842105263,989.4736842105262,0.0010106382978723404
AFG,AFG.10_1,TEMF,13.255886384044615,13255.886384044616,7.543818429250006e-5
AFG,AFG.10_1,TROF,11.445709828393136,11445.709828393135,8.736898060435891e-5
AFG,AFG.10_1,VEGE,8.315300285986654,8315.300285986654,1.2026023903012239e-4
AFG,AFG.10_1,WHEA,1.3104433418485706,1310.4433418485705,7.63100523361319e-4
AFG,AFG.11_1,BARL,3.1759967631539023,3175.9967631539025,3.148617818511114e-4
AFG,AFG.11_1,BEAN,0.6,600,0.0016666666666666668
AFG,AFG.11_1,COTT,1.1217638584650602,1121.7638584650601,8.914532166942222e-4
AFG,AFG.11_1,MAIZ,1.9621347760737724,1962.1347760737724,5.096489864987756e-4
AFG,AFG.11_1,MILL,1.4922592259225922,1492.2592259225921,6.701248567464866e-4
AFG,AFG.11_1,ONIO,15.86951570282721,15869.51570282721,6.30138952395281e-5
AFG,AFG.11_1,OOIL,1.9475241701282944,1947.5241701282944,5.134724463697538e-4
AFG,AFG.11_1,OPUL,0.7309582899303472,730.9582899303472,0.0013680671165180844
AFG,AFG.11_1,POTA,18.52722651122433,18527.22651122433,5.3974619428016985e-5
AFG,AFG.11_1,REST,1.2124876061944063,1212.4876061944062,8.247506983916034e-4
AFG,AFG.11_1,RICE,1.5622112497654341,1562.211249765434,6.401182939568191e-4
AFG,AFG.11_1,SESA,0.8655189732880425,865.5189732880425,0.001155376174136396
AFG,AFG.11_1,SUGB,14.525186104218362,14525.186104218361,6.884593373365337e-5
AFG,AFG.11_1,SUGC,32.2314032016008,32231.4032016008,3.1025642716986466e-5
AFG,AFG.11_1,SUNF,1.0711067580803135,1071.1067580803135,9.336137527432333e-4
AFG,AFG.11_1,TEMF,7.464075585789872,7464.075585789872,1.3397506342296462e-4
AFG,AFG.11_1,TROF,15.547552723098796,15547.552723098797,6.431880423948092e-5
AFG,AFG.11_1,VEGE,8.312258147449713,8312.258147449713,1.2030425213716568e-4
AFG,AFG.11_1,WHEA,1.963660873015849,1963.660873015849,5.092529029537418e-4
AFG,AFG.12_1,BANA,58.839999999999996,58839.99999999999,1.699524133242692e-5
AFG,AFG.12_1,BARL,1.227202905611906,1227.202905611906,8.148611736715058e-4
AFG,AFG.12_1,BEAN,2.977922077922078,2977.922077922078,3.358046227649367e-4
AFG,AFG.12_1,CHIC,1.071413160733549,1071.4131607335491,9.333467579540878e-4
AFG,AFG.12_1,CITR,8.715558698727014,8715.558698727014,1.1473733750953441e-4
AFG,AFG.12_1,COTT,1.9265460729746444,1926.5460729746444,5.190636310378865e-4
AFG,AFG.12_1,GROU,6.703333333333333,6703.333333333333,1.491795126802586e-4
AFG,AFG.12_1,LENT,1.2042025862068966,1204.2025862068965,8.304250559284116e-4
AFG,AFG.12_1,MAIZ,0.5355272226051,535.5272226051,0.0018673187053600154
AFG,AFG.12_1,MILL,1.4217447916666666,1421.7447916666665,7.033611136550967e-4
AFG,AFG.12_1,OCER,1.7,1700,5.88235294117647e-4
AFG,AFG.12_1,ONIO,16.662633425939468,16662.633425939468,6.001452318114706e-5
AFG,AFG.12_1,OOIL,1.3827274111417502,1382.7274111417503,7.232083431211339e-4
AFG,AFG.12_1,OPUL,0.4095488455994996,409.5488455994996,0.002441711192070863
AFG,AFG.12_1,POTA,13.811723851643702,13811.723851643703,7.240225845385637e-5
AFG,AFG.12_1,RAPE,1.6740932642487045,1674.0932642487046,5.973382853605695e-4
AFG,AFG.12_1,REST,1.4529825769575098,1452.9825769575098,6.882394984349792e-4
AFG,AFG.12_1,RICE,2.6120571161094235,2612.0571161094235,3.8284002054651405e-4
AFG,AFG.12_1,SESA,0.5740217903163662,574.0217903163663,0.0017420941449781205
AFG,AFG.12_1,SOYB,2.5714285714285716,2571.4285714285716,3.8888888888888887e-4
AFG,AFG.12_1,SUGB,26.955217831813577,26955.217831813578,3.709856867933606e-5
AFG,AFG.12_1,SUGC,48.33900919608424,48339.00919608424,2.0687225837492055e-5
AFG,AFG.12_1,SUNF,0.8096511627906978,809.6511627906979,0.0012350998132988652
AFG,AFG.12_1,TEAS,6.8,6800,1.4705882352941175e-4
AFG,AFG.12_1,TEMF,7.806574247506209,7806.574247506209,1.2809716122529004e-4
AFG,AFG.12_1,TOMA,34.50288065843621,34502.88065843621,2.8983087235514423e-5
AFG,AFG.12_1,TROF,14.625611180886176,14625.611180886177,6.837321104959179e-5
AFG,AFG.12_1,VEGE,8.589292443222325,8589.292443222324,1.164240252163127e-4
AFG,AFG.12_1,WHEA,1.8395267326114015,1839.5267326114015,5.436180851693277e-4
AFG,AFG.13_1,BARL,1.8968611384155358,1896.8611384155358,5.271867190211448e-4
AFG,AFG.13_1,COTT,1.3029934687953557,1302.9934687953557,7.674635552275795e-4
AFG,AFG.13_1,MAIZ,1.1760548929959713,1176.0548929959714,8.503004459702762e-4
AFG,AFG.13_1,MILL,1.4281318681318682,1428.1318681318683,7.002154509079716e-4
AFG,AFG.13_1,ONIO,16.511430668912208,16511.43066891221,6.056410374437172e-5
AFG,AFG.13_1,OOIL,3.4865856369969612,3486.585636996961,2.868135488739385e-4
AFG,AFG.13_1,OPUL,0.584290937378452,584.290937378452,0.0017114761431808558
AFG,AFG.13_1,POTA,15.806488166702302,15806.488166702302,6.326515981624459e-5
AFG,AFG.13_1,REST,1.1961066440964876,1196.1066440964876,8.360458533823945e-4
AFG,AFG.13_1,RICE,2.2277672737346044,2227.7672737346043,4.488799219694125e-4
AFG,AFG.13_1,SESA,0.8285128415440611,828.5128415440611,0.0012069818955809377
AFG,AFG.13_1,SUGB,14.440793201133145,14440.793201133145,6.924827369742624e-5
AFG,AFG.13_1,SUNF,1.0585836909871245,1058.5836909871246,9.446584228664098e-4
AFG,AFG.13_1,TEMF,7.796970008877681,7796.970008877681,1.2825495017441306e-4
AFG,AFG.13_1,TROF,13.444656102215216,13444.656102215216,7.437899433033728e-5
AFG,AFG.13_1,VEGE,8.452058146527591,8452.058146527592,1.1831437771294034e-4
AFG,AFG.13_1,WHEA,1.9688343810578997,1968.8343810578997,5.079147385991285e-4
AFG,AFG.14_1,BARL,2.163853247794707,2163.853247794707,4.621385489146045e-4
AFG,AFG.14_1,CITR,0.10000000000000002,100.00000000000001,0.009999999999999998
AFG,AFG.14_1,MAIZ,0.7650094451624916,765.0094451624916,0.0013071734033134653
AFG,AFG.14_1,MILL,1.1649382716049383,1164.9382716049383,8.584145824501907e-4
AFG,AFG.14_1,ONIO,16.931805728518057,16931.80572851806,5.906044612333998e-5
AFG,AFG.14_1,OOIL,0.5483985765124555,548.3985765124555,0.0018234912394548995
AFG,AFG.14_1,OPUL,0.4620199146514936,462.0199146514936,0.002164408866995074
AFG,AFG.14_1,POTA,15.189938914840099,15189.938914840099,6.583304946822604e-5
AFG,AFG.14_1,REST,1.1663883089770357,1166.3883089770356,8.573474136388043e-4
AFG,AFG.14_1,RICE,2.354203703427623,2354.2037034276227,4.2477207836519906e-4
AFG,AFG.14_1,SESA,1.1357097551693518,1135.7097551693519,8.805066571351979e-4
AFG,AFG.14_1,SUGB,14.651219512195123,14651.219512195123,6.825370401198601e-5
AFG,AFG.14_1,SUNF,1.0132142857142858,1013.2142857142859,9.869580542826927e-4
AFG,AFG.14_1,TEMF,13.984352734613559,13984.352734613558,7.150849374135397e-5
AFG,AFG.14_1,TROF,15.556118966357875,15556.118966357875,6.428338598866656e-5
AFG,AFG.14_1,VEGE,8.222727272727273,8222.727272727272,1.2161415146489774e-4
AFG,AFG.14_1,WHEA,1.9196221214085334,1919.6221214085333,5.209358596400444e-4
AFG,AFG.15_1,BARL,1.0476911976911978,1047.6911976911979,9.54479719027615e-4
AFG,AFG.15_1,BEAN,0.5674698795180723,567.4698795180723,0.001762208067940552
AFG,AFG.15_1,CITR,7.71437908496732,7714.3790849673205,1.2962806066254342e-4
AFG,AFG.15_1,COTT,1.2655573593073592,1265.5573593073593,7.901656867985035e-4
AFG,AFG.15_1,LENT,0.4833333333333334,483.33333333333337,0.002068965517241379
AFG,AFG.15_1,MAIZ,1.6172563584607555,1617.2563584607556,6.183311599107038e-4
AFG,AFG.15_1,MILL,1.5372549019607842,1537.254901960784,6.505102040816328e-4
AFG,AFG.15_1,ONIO,17.306808199121523,17306.808199121522,5.778072932308565e-5
AFG,AFG.15_1,OOIL,1.333400048386742,1333.4000483867421,7.499624746600864e-4
AFG,AFG.15_1,OPUL,0.6723755024184208,672.3755024184209,0.0014872641796186347
AFG,AFG.15_1,PMIL,1.2076923076923076,1207.6923076923076,8.280254777070065e-4
AFG,AFG.15_1,POTA,17.66201252778339,17662.01252778339,5.6618689315667784e-5
AFG,AFG.15_1,RAPE,0.2421951219512195,242.1951219512195,0.004128902316213495
AFG,AFG.15_1,REST,1.3037285486819603,1303.7285486819603,7.670308370641857e-4
AFG,AFG.15_1,SESA,0.6471740952380952,647.1740952380952,0.0015451792761144128
AFG,AFG.15_1,SORG,0.8234234234234235,823.4234234234234,0.0012144420131291029
AFG,AFG.15_1,SUGB,14.79023746701847,14790.237467018469,6.761216662206761e-5
AFG,AFG.15_1,SUGC,32.16820512820513,32168.20512820513,3.108659609743655e-5
AFG,AFG.15_1,SUNF,1.0043388429752067,1004.3388429752067,9.956799012548858e-4
AFG,AFG.15_1,TEMF,7.955971020087651,7955.971020087651,1.2569175999700702e-4
AFG,AFG.15_1,TOMA,2.3,2300,4.347826086956522e-4
AFG,AFG.15_1,TROF,14.971304347826088,14971.304347826088,6.679444734855085e-5
AFG,AFG.15_1,VEGE,9.035761199304922,9035.761199304921,1.1067136215119599e-4
AFG,AFG.15_1,WHEA,2.0158252334278886,2015.8252334278886,4.960747506367459e-4
AFG,AFG.16_1,BARL,2.0648286937901497,2064.82869379015,4.843016774260455e-4
AFG,AFG.16_1,COTT,1.5258823529411765,1525.8823529411766,6.553585196607555e-4
AFG,AFG.16_1,MAIZ,2.054220205903561,2054.220205903561,4.868027279286468e-4
AFG,AFG.16_1,MILL,1.2924528301886793,1292.4528301886794,7.737226277372261e-4
AFG,AFG.16_1,ONIO,18.63136395107316,18631.36395107316,5.367293573492779e-5
AFG,AFG.16_1,OOIL,2.0670813893208915,2067.0813893208915,4.837738877464012e-4
AFG,AFG.16_1,OPUL,0.6162743091095189,616.2743091095189,0.001622654044178708
AFG,AFG.16_1,POTA,18.7036516190026,18703.651619002598,5.3465495421440414e-5
AFG,AFG.16_1,REST,1.314156270518713,1314.1562705187132,7.609445105073296e-4
AFG,AFG.16_1,SESA,0.7607714016933209,760.771401693321,0.0013144552986274264
AFG,AFG.16_1,SUGB,15.986868686868688,15986.868686868687,6.255133632400328e-5
AFG,AFG.16_1,SUNF,1.03125,1031.25,9.696969696969697e-4
AFG,AFG.16_1,TEMF,14.01967115751305,14019.67115751305,7.132834920055215e-5
AFG,AFG.16_1,TROF,13.206779218063977,13206.779218063977,7.571868837121312e-5
AFG,AFG.16_1,VEGE,9.76937816341287,9769.37816341287,1.0236066034838152e-4
AFG,AFG.16_1,WHEA,1.8591216164191107,1859.1216164191108,5.378884260009406e-4
AFG,AFG.17_1,BARL,0.8742930591259642,874.2930591259642,0.0011437812408115258
AFG,AFG.17_1,BEAN,0.3954343314556774,395.4343314556774,0.00252886489728595
AFG,AFG.17_1,CHIC,0.47549668874172185,475.49668874172187,0.002103064066852368
AFG,AFG.17_1,CITR,6.999863760217983,6999.863760217983,1.4285992331497304e-4
AFG,AFG.17_1,CNUT,0.8800000000000001,880.0000000000001,0.0011363636363636363
AFG,AFG.17_1,GROU,1.2419296663660957,1241.9296663660957,8.051985769258694e-4
AFG,AFG.17_1,LENT,0.3,300,0.0033333333333333335
AFG,AFG.17_1,MAIZ,0.9841035309843548,984.1035309843547,0.0010161532486320263
AFG,AFG.17_1,MILL,1.3557077625570777,1355.7077625570778,7.376220949814751e-4
AFG,AFG.17_1,ONIO,15.61612400077988,15616.12400077988,6.403637675712995e-5
AFG,AFG.17_1,OOIL,1.0858082381446867,1085.8082381446868,9.20972935063279e-4
AFG,AFG.17_1,OPUL,0.5912273851360146,591.2273851360146,0.0016913966185276505
AFG,AFG.17_1,POTA,16.526726953026877,16526.72695302688,6.050804874082158e-5
AFG,AFG.17_1,RAPE,0.1,100,0.01
AFG,AFG.17_1,REST,1.1402351404310909,1140.235140431091,8.770120868419543e-4
AFG,AFG.17_1,RICE,0.7911945480171705,791.1945480171705,0.0012639116415881799
AFG,AFG.17_1,SESA,0.8572565365668814,857.2565365668814,0.0011665119568580646
AFG,AFG.17_1,SORG,0.7892857142857144,789.2857142857143,0.0012669683257918551
AFG,AFG.17_1,SUGB,13.333986928104576,13333.986928104576,7.499632370962208e-5
AFG,AFG.17_1,SUGC,9.522319201995012,9522.319201995013,1.0501643336956094e-4
AFG,AFG.17_1,SUNF,0.9065,906.5,0.0011031439602868175
AFG,AFG.17_1,TEMF,13.013576642335765,13013.576642335765,7.684282557239492e-5
AFG,AFG.17_1,TROF,12.741407287210503,12741.407287210503,7.848426609859448e-5
AFG,AFG.17_1,VEGE,8.161457109283194,8161.457109283195,1.2252714026549948e-4
AFG,AFG.17_1,WHEA,1.725790417878819,1725.790417878819,5.794446357102312e-4
AFG,AFG.18_1,BARL,1.0976576340135162,1097.6576340135161,9.110308797685512e-4
AFG,AFG.18_1,BEAN,0.48001407459535533,480.01407459535534,0.0020832722474710456
AFG,AFG.18_1,CHIC,0.5006048387096774,500.60483870967744,0.0019975835682641964
AFG,AFG.18_1,CITR,6.374535809018567,6374.535809018566,1.568741677762983e-4
AFG,AFG.18_1,CNUT,1.6285714285714286,1628.5714285714287,6.140350877192982e-4
AFG,AFG.18_1,COTT,1.0108949416342412,1010.8949416342411,9.892224788298693e-4
AFG,AFG.18_1,GROU,1.3382716049382717,1338.2716049382716,7.472324723247233e-4
AFG,AFG.18_1,LENT,0.8141595615103532,814.1595615103532,0.0012282604630287617
AFG,AFG.18_1,MAIZ,0.9420800752693669,942.0800752693668,0.0010614808934517293
AFG,AFG.18_1,MILL,1.518566392479436,1518.566392479436,6.585158244989554e-4
AFG,AFG.18_1,OFIB,1.0666666666666664,1066.6666666666665,9.375000000000002e-4
AFG,AFG.18_1,ONIO,14.736616743471583,14736.616743471583,6.785818057207781e-5
AFG,AFG.18_1,OOIL,0.6546224387752931,654.6224387752932,0.001527598109638374
AFG,AFG.18_1,OPUL,0.5704588788610653,570.4588788610653,0.0017529747314942732
AFG,AFG.18_1,ORTS,4.609418166596902,4609.418166596903,2.169471208419982e-4
AFG,AFG.18_1,PMIL,1.4378378378378376,1437.8378378378377,6.954887218045113e-4
AFG,AFG.18_1,POTA,13.32898454009565,13328.984540095651,7.502446994306618e-5
AFG,AFG.18_1,RAPE,0.23456299659477867,234.56299659477867,0.004263247036051294
AFG,AFG.18_1,REST,1.9278343607611899,1927.8343607611898,5.18716763407598e-4
AFG,AFG.18_1,RICE,2.486087500101146,2486.0875001011464,4.0223845699691386e-4
AFG,AFG.18_1,SESA,0.4499819476810976,449.9819476810976,0.0022223113730524594
AFG,AFG.18_1,SORG,0.7878048780487804,787.8048780487804,0.0012693498452012386
AFG,AFG.18_1,SOYB,0.8090909090909091,809.0909090909091,0.0012359550561797752
AFG,AFG.18_1,SUGB,14.655357142857143,14655.357142857143,6.823443401973924e-5
AFG,AFG.18_1,SUGC,7.831559220389805,7831.559220389805,1.2768849367779235e-4
AFG,AFG.18_1,SUNF,0.7254237288135593,725.4237288135594,0.001378504672897196
AFG,AFG.18_1,SWPO,0.1,100,0.01
AFG,AFG.18_1,TEMF,8.591563860667634,8591.563860667633,1.1639324530636639e-4
AFG,AFG.18_1,TOBA,2.5243309002433088,2524.330900243309,3.9614457831325305e-4
AFG,AFG.18_1,TOMA,2.88248031496063,2882.48031496063,3.4692344464932047e-4
AFG,AFG.18_1,TROF,14.28594813012823,14285.948130128229,6.999885418112772e-5
AFG,AFG.18_1,VEGE,8.987899073120495,8987.899073120496,1.1126070640808959e-4
AFG,AFG.18_1,WHEA,1.5100124715540384,1510.0124715540385,6.622461859343744e-4
AFG,AFG.19_1,BARL,1.430788517700691,1430.788517700691,6.989153097251733e-4
AFG,AFG.19_1,BEAN,8.075360923965352,8075.360923965352,1.2383347436921205e-4
AFG,AFG.19_1,CITR,9.740069991251094,9740.069991251094,1.0266866674451401e-4
AFG,AFG.19_1,COTT,1.9384092376392101,1938.4092376392102,5.158869348032516e-4
AFG,AFG.19_1,GROU,3.0131329113924052,3013.1329113924053,3.318804810166465e-4
AFG,AFG.19_1,LENT,1.795726495726496,1795.726495726496,5.568776772965254e-4
AFG,AFG.19_1,MAIZ,2.5140946528502357,2514.094652850236,3.9775749845627224e-4
AFG,AFG.19_1,MILL,1.3280674846625766,1328.0674846625766,7.529737845016747e-4
AFG,AFG.19_1,OCER,1.5421281216069491,1542.1281216069492,6.484545518552418e-4
AFG,AFG.19_1,ONIO,25.62624395486298,25626.243954862977,3.9022495913227055e-5
AFG,AFG.19_1,OOIL,2.685329719963866,2685.329719963866,3.723937483600547e-4
AFG,AFG.19_1,OPUL,0.7615329512893982,761.5329512893983,0.0013131408145988148
AFG,AFG.19_1,POTA,15.324881647972024,15324.881647972024,6.525335875153935e-5
AFG,AFG.19_1,RAPE,0.3214285714285714,321.4285714285714,0.0031111111111111114
AFG,AFG.19_1,REST,4.025178486435031,4025.178486435031,2.484361882013504e-4
AFG,AFG.19_1,RICE,2.350937882181316,2350.937882181316,4.2536215336840406e-4
AFG,AFG.19_1,SESA,1.006041439476554,1006.041439476554,9.939948403321264e-4
AFG,AFG.19_1,SORG,1.6500000000000004,1650.0000000000005,6.060606060606058e-4
AFG,AFG.19_1,SOYB,0.4777777777777778,477.77777777777783,0.002093023255813953
AFG,AFG.19_1,SUGB,14.203237410071942,14203.237410071943,7.040648347473724e-5
AFG,AFG.19_1,SUNF,2.2993393109957525,2299.3393109957524,4.349075385341626e-4
AFG,AFG.19_1,TEMF,10.2620986368371,10262.0986368371,9.744595480795456e-5
AFG,AFG.19_1,TOBA,1.3399999999999999,1339.9999999999998,7.46268656716418e-4
AFG,AFG.19_1,TOMA,26.028496,26028.496,3.841943076541956e-5
AFG,AFG.19_1,TROF,14.307945452771275,14307.945452771275,6.989123653713065e-5
AFG,AFG.19_1,VEGE,29.1975625048985,29197.5625048985,3.424943434343977e-5
AFG,AFG.19_1,WHEA,1.8033875492069378,1803.3875492069378,5.545119796572637e-4
AFG,AFG.2_1,BARL,0.7930558409006863,793.0558409006862,0.0012609452555879092
AFG,AFG.2_1,BEAN,4.213812154696132,4213.812154696132,2.373148026747083e-4
AFG,AFG.2_1,CITR,7.410386209906174,7410.386209906174,1.3494573314724192e-4
AFG,AFG.2_1,COTT,1.6559555725775563,1655.9555725775563,6.038809353100355e-4
AFG,AFG.2_1,MAIZ,0.6336590364757224,633.6590364757224,0.0015781357834992597
AFG,AFG.2_1,MILL,1.5741749174917492,1574.1749174917493,6.352534199905654e-4
AFG,AFG.2_1,ONIO,17.965313073094052,17965.31307309405,5.5662820677345224e-5
AFG,AFG.2_1,OOIL,0.8806332502538539,880.6332502538538,0.0011355464941980526
AFG,AFG.2_1,OPUL,0.26554839339779274,265.5483933977927,0.0037657919417422173
AFG,AFG.2_1,POTA,7.733451024447654,7733.451024447654,1.293083769249606e-4
AFG,AFG.2_1,REST,1.3063933758653454,1306.3933758653454,7.654662205689824e-4
AFG,AFG.2_1,RICE,2.640808276162962,2640.808276162962,3.7867194261181984e-4
AFG,AFG.2_1,SESA,0.4144821934798016,414.4821934798016,0.002412648880291963
AFG,AFG.2_1,SUGB,10.431153846153846,10431.153846153846,9.586667158290624e-5
AFG,AFG.2_1,SUNF,0.9927835051546392,992.7835051546392,0.0010072689511941848
AFG,AFG.2_1,TEMF,13.136696760488583,13136.696760488583,7.612263708542875e-5
AFG,AFG.2_1,TROF,13.900492029606925,13900.492029606925,7.193989952802252e-5
AFG,AFG.2_1,VEGE,9.349616944569625,9349.616944569625,1.0695625349451483e-4
AFG,AFG.2_1,WHEA,1.4361392823150565,1436.1392823150566,6.963112925843794e-4
AFG,AFG.20_1,BARL,1.4902015013828527,1490.2015013828527,6.7105018956969e-4
AFG,AFG.20_1,CITR,8.43211289092296,8432.112890922961,1.1859423764077976e-4
AFG,AFG.20_1,COTT,1.001288394145537,1001.288394145537,9.98713263678007e-4
AFG,AFG.20_1,MAIZ,1.191251696182435,1191.2516961824351,8.394531593991991e-4
AFG,AFG.20_1,MILL,1.4030107526881719,1403.0107526881718,7.127529123237279e-4
AFG,AFG.20_1,ONIO,16.58284753363229,16582.847533632288,6.030327408919746e-5
AFG,AFG.20_1,OOIL,0.9846095844504023,984.6095844504023,0.0010156309828714379
AFG,AFG.20_1,OPUL,0.646745297103613,646.745297103613,0.0015462037443154276
AFG,AFG.20_1,POTA,18.302495680552887,18302.49568055289,5.4637357519638086e-5
AFG,AFG.20_1,REST,1.1777654046028212,1177.7654046028213,8.490655236534399e-4
AFG,AFG.20_1,RICE,2.288476114636526,2288.476114636526,4.369720066572895e-4
AFG,AFG.20_1,SESA,0.49077380952380956,490.7738095238096,0.002037598544572468
AFG,AFG.20_1,SUGB,14.685454545454546,14685.454545454546,6.809458957533738e-5
AFG,AFG.20_1,SUGC,18.98370927318296,18983.70927318296,5.2676744339560354e-5
AFG,AFG.20_1,SUNF,0.8641975308641976,864.1975308641976,0.001157142857142857
AFG,AFG.20_1,TEMF,13.304227053140098,13304.227053140097,7.51640810101762e-5
AFG,AFG.20_1,TROF,13.668587394650057,13668.587394650058,7.316044965929721e-5
AFG,AFG.20_1,VEGE,8.641015032409323,8641.015032409323,1.1572714504596527e-4
AFG,AFG.20_1,WHEA,1.6679992104048236,1667.9992104048235,5.995206674931818e-4
AFG,AFG.21_1,BARL,1.8008501594048882,1800.8501594048882,5.552932845509265e-4
AFG,AFG.21_1,MAIZ,1.1308459256037076,1130.8459256037077,8.842937639503322e-4
AFG,AFG.21_1,MILL,1.086833855799373,1086.8338557993732,9.20103836169599e-4
AFG,AFG.21_1,ONIO,17.460599415204676,17460.599415204677,5.7271802429027766e-5
AFG,AFG.21_1,OPUL,0.6678833647996644,667.8833647996644,0.0014972674162949933
AFG,AFG.21_1,POTA,19.284294234592444,19284.294234592446,5.185567010309278e-5
AFG,AFG.21_1,REST,1.2673734548407471,1267.3734548407472,7.890334109338402e-4
AFG,AFG.21_1,RICE,2.7534965034965033,2753.4965034965035,3.6317460317460316e-4
AFG,AFG.21_1,SESA,0.6455354236736465,645.5354236736465,0.0015491016655742114
AFG,AFG.21_1,SUGB,15.527868852459017,15527.868852459016,6.440033783783784e-5
AFG,AFG.21_1,SUNF,0.9880952380952382,988.0952380952383,0.001012048192771084
AFG,AFG.21_1,TEMF,7.484619347799733,7484.619347799733,1.3360732904793237e-4
AFG,AFG.21_1,TROF,15.813096954788362,15813.096954788361,6.323871932608307e-5
AFG,AFG.21_1,VEGE,8.976173942740052,8976.173942740052,1.1140604074509966e-4
AFG,AFG.21_1,WHEA,2.0559329826690753,2055.9329826690755,4.863971775489341e-4
AFG,AFG.22_1,BARL,1.6265916923635046,1626.5916923635045,6.147824341503668e-4
AFG,AFG.22_1,BEAN,0.18159389421370253,181.59389421370253,0.005506793079855341
AFG,AFG.22_1,CHIC,0.13317307692307692,133.17307692307693,0.007509025270758122
AFG,AFG.22_1,CITR,7.36838265099311,7368.38265099311,1.3571499301345596e-4
AFG,AFG.22_1,CNUT,0.36000000000000004,360.00000000000006,0.0027777777777777775
AFG,AFG.22_1,COTT,1.0554660821412092,1055.4660821412092,9.474487308690337e-4
AFG,AFG.22_1,GROU,0.687037037037037,687.037037037037,0.0014555256064690029
AFG,AFG.22_1,LENT,0.4,400,0.0025
AFG,AFG.22_1,MAIZ,1.4682284480470393,1468.2284480470394,6.810929193819584e-4
AFG,AFG.22_1,MILL,1.294607843137255,1294.607843137255,7.724346838318818e-4
AFG,AFG.22_1,OFIB,0.2,200,0.005
AFG,AFG.22_1,ONIO,4.551923076923077,4551.923076923077,2.1968736797634136e-4
AFG,AFG.22_1,OOIL,1.2252502969624979,1225.250296962498,8.161597695418536e-4
AFG,AFG.22_1,OPUL,0.15012690355329952,150.1269035532995,0.006661031276415891
AFG,AFG.22_1,ORTS,0.10000000000000002,100.00000000000001,0.009999999999999998
AFG,AFG.22_1,PMIL,0.2846153846153846,284.6153846153846,0.003513513513513514
AFG,AFG.22_1,POTA,1.873288814691152,1873.2888146911519,5.338205151056056e-4
AFG,AFG.22_1,RAPE,0.09807778274474743,98.07778274474744,0.01019598906107566
AFG,AFG.22_1,REST,0.8582608695652175,858.2608695652175,0.0011651469098277608
