GID_0,GID_1,GID_2,crop_type,LD_2020,LD_2021,LD_2022,LD_2023,LD_2024,LD_2025,production_2020,production_2021,production_2022,production_2023,production_2024,production_2025,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AFG,AFG.19_1,AFG.19.3_1,BEAN,0.01612784232214658,0.01009785803666924,0.00698225590185313,0.00386665376703702,0.00192404391635747,0.00115442634981448,2.7200978573679335,2.9723004503148758,2.9063652475125212,2.866254190822193,2.9149729686402797,2.910666663538631,0.005929,0.003397,0.002402,0.001349,6.601e-4,3.966e-4
AFG,AFG.19_1,AFG.19.4_1,BEAN,0.03687926033947812,0.02639228179645845,0.01688538748568183,0.00968910990740156,0.00499991371033479,0.00248713074901278,5.281379723957852,5.771059776133787,5.643039071940312,5.56515888798406,5.6597519426594625,5.651390760951452,0.006983,0.004573,0.002992,0.001741,8.834e-4,4.401e-4
AFG,AFG.2_1,AFG.2.5_1,BEAN,1.856814608685517,1.69535246879982,1.5338903289141228,1.3724281890284258,1.2109660491427283,1.0495039092570313,4.441043804078944,4.0419056237351025,5.759715513822521,5.6586678732291436,5.052382029668878,5.440826001383255,0.4181,0.4194,0.2663,0.2425,0.2397,0.1929
AFG,AFG.31_1,AFG.31.12_1,BEAN,0,0,0,0,0,0,9.689361699986065e-4,0.0010587741932196488,0.0010352871695089602,0.0010209990608885846,0.0010383533578519108,0.0010368193929025486,0,0,0,0,0,0
AFG,AFG.31_1,AFG.31.2_1,BEAN,0.01319440398172305,0.00999298998615298,0.00679157599058289,0.00454201036869812,0.00324429312049866,0.00194657587229919,0.021501243083413245,0.023494799764666806,0.02297360938933988,0.022656548156452523,0.023041649847465616,0.023007610295347636,0.6137,0.4253,0.2956,0.2005,0.1408,0.08461
AFG,AFG.31_1,AFG.31.4_1,BEAN,0.10559577458402633,0.08975034540988622,0.07769921664656687,0.06629391351531924,0.05567556983288198,0.04598155646285817,7.078200173915759,7.734478194364046,7.5629025421577705,7.458526117731573,7.585301432336845,7.574095626105698,0.01492,0.0116,0.01027,0.008888,0.00734,0.006071
AFG,AFG.31_1,AFG.31.8_1,BEAN,0,0,0,0,0,0,0.031005751501164937,0.03388054914996313,0.033128969383179704,0.03267175294413847,0.033227086758462976,0.03317800020611404,0,0,0,0,0,0
AGO,AGO.10_1,AGO.10.10_1,BEAN,1329.4497428593975,1364.9387622191937,1307.4420706665182,1341.9549490039572,1247.378892022095,1188.0166478940896,324.67679615700905,321.2102444875851,337.3403985201561,345.49211578463155,349.5368969365402,344.2600633600733,4.095,4.249,3.876,3.884,3.569,3.451
AGO,AGO.10_1,AGO.10.11_1,BEAN,11995.177240839465,11377.156249886917,10735.37917255084,10011.998573652694,8989.83555549253,7976.170475729891,1028.141282783237,1017.1638895034524,1068.2426159626077,1094.0563394697567,1106.864789384637,1090.1548473544135,11.67,11.19,10.05,9.151,8.122,7.317
AGO,AGO.10_1,AGO.10.12_1,BEAN,729.4975516270752,722.7904917054896,732.6496493849706,665.892602827158,643.5164947854465,666.8998514615757,110.80423345542873,109.6211843277713,115.12601058653699,117.90799190927615,119.28837658824617,117.48752261151314,6.584,6.594,6.364,5.648,5.395,5.676
AGO,AGO.10_1,AGO.10.13_1,BEAN,3716.6923009830975,3795.816689906202,3584.330885206366,3485.1978901570633,3283.632018985286,3522.119511472835,591.746048280201,585.4280166998082,614.8263445751055,629.6834163925141,637.0553114313045,627.4379151366935,6.281,6.484,5.83,5.535,5.154,5.613
AGO,AGO.10_1,AGO.10.1_1,BEAN,6378.0091590411585,6368.836525497529,6456.7244576654475,6449.73924910023,6669.955695662739,6831.508714749805,584.475918489635,578.2355095815757,607.272652688677,621.9471920823639,629.2285167930715,619.7292788190988,10.91,11.01,10.63,10.37,10.6,11.02
AGO,AGO.10_1,AGO.10.2_1,BEAN,12017.818960454337,12513.051024328408,11656.273330894075,11250.539378988762,10553.287964142126,10134.35038301889,1354.6654726148915,1340.2018031713465,1407.502463380267,1441.5142869888855,1458.390532644964,1436.3737321363196,8.871,9.337,8.282,7.805,7.236,7.056
AGO,AGO.10_1,AGO.10.3_1,BEAN,1385.919894331386,1559.088802654671,1519.468685375145,1596.2281486177358,1664.2338833283407,1726.6518304522963,359.0461860046593,355.21267473983556,373.0503223746904,382.0649579379379,386.5379084629087,380.7024838429874,3.86,4.389,4.073,4.178,4.305,4.535
AGO,AGO.10_1,AGO.10.4_1,BEAN,22216.01539801974,21983.214218717756,20726.30958970396,19846.58228900332,18496.837702627097,17258.872289078925,1379.470240531007,1364.7417322980966,1433.2747094818208,1467.9093107488875,1485.0945709663147,1462.674629137608,16.1,16.11,14.46,13.52,12.45,11.8
AGO,AGO.10_1,AGO.10.5_1,BEAN,994.5424575437916,1013.821011932517,1048.873924183709,1135.2310740819657,1135.71361946056,1180.7318240778243,15.610442762118028,15.443771145735258,16.219308077385374,16.6112422016476,16.805715060208858,16.552005187850675,63.71,65.65,64.67,68.34,67.58,71.33
AGO,AGO.10_1,AGO.10.6_1,BEAN,0.9939647717802456,0.8868324014660041,0.7758800390370972,0.7623802985717943,0.6475299141418408,0.5378735931398219,0.1852993393448608,0.1833209111302419,0.192526702616249,0.19717904562786023,0.1994874806134044,0.19647588943372776,5.364,4.838,4.03,3.866,3.246,2.738
AGO,AGO.10_1,AGO.10.7_1,BEAN,73.75660346329501,97.97085760829694,96.87035128898292,98.54237423474528,93.344936948784,94.23593323410084,124.00879178579892,122.68475850323433,128.8455957930376,131.95910627765565,133.50399162093595,131.4885295860206,0.5948,0.7986,0.7518,0.7468,0.6992,0.7167
AGO,AGO.10_1,AGO.10.8_1,BEAN,2920.7147228249846,2851.323078780618,2702.8290649119585,2526.13608671726,2307.5229588587436,2138.224529362456,168.90790234044985,167.1044843636566,175.49593861698852,179.7367389449218,181.8409715475643,179.09578340677191,17.29,17.06,15.4,14.05,12.69,11.94
AGO,AGO.10_1,AGO.10.9_1,BEAN,552.5713135293475,495.53525558420614,437.36873542948706,378.77765412338874,319.67507194308416,262.0484420271915,3.1648612025863545,3.1310701986859235,3.2883025580465812,3.3677632833283337,3.407190711133916,3.3557535710107613,174.6,158.3,133,112.5,93.82,78.09
AGO,AGO.11_1,AGO.11.1_1,BEAN,64.48716502924732,59.53727086780617,54.93015767348764,49.77410144555213,44.62125413230707,61.155158446275806,6.507293065164397,6.437815147723176,6.761101692122314,6.924481440389418,7.005548448107441,6.899788187612679,9.91,9.248,8.124,7.188,6.369,8.863
AGO,AGO.11_1,AGO.11.7_1,BEAN,0,0,0,0,0,0,0.0286901778664605,0.028383854824111168,0.029809201487887148,0.030529530815400285,0.030886949306813048,0.030420660074960037,0,0,0,0,0,0
AGO,AGO.11_1,AGO.11.9_1,BEAN,6.285180531639829,5.504080687341715,4.778698925908531,4.144399354534421,3.597981112478543,4.901762851927863,8.227649271476595,8.139803229951411,8.548558187637731,8.755131220900973,8.857630201707998,8.72390972508322,0.7639,0.6762,0.559,0.4734,0.4062,0.5619
AGO,AGO.12_1,AGO.12.1_1,BEAN,490.43236954840364,583.1536283175861,619.0716643601064,833.9152340272999,920.7992465591446,1064.2250724297264,41.2086425998072,40.768660776375704,42.81593289583636,43.850565512957544,44.36393740419315,43.6941909009471,11.9,14.3,14.46,19.02,20.76,24.36
AGO,AGO.12_1,AGO.12.2_1,BEAN,578.1437958321027,579.3593892104052,569.0037942134538,556.3634870514275,560.067925316942,544.600993230479,14.117926042648302,13.967189923925854,14.668577655922071,15.023038901143888,15.19891818120716,14.96946554691451,40.95,41.48,38.79,37.03,36.85,36.38
AGO,AGO.12_1,AGO.12.3_1,BEAN,74.73625848280228,75.03310986516118,75.19522719123933,85.96950358268944,85.56334510996734,87.06285556457304,2.2380494531533834,2.214153954122001,2.3253417040295052,2.38153280416959,2.409414132161926,2.373040068354538,33.39,33.89,32.34,36.1,35.51,36.69
AGO,AGO.12_1,AGO.12.4_1,BEAN,506.60621339081547,644.6751099039004,740.0799750949501,824.8626629893546,960.0698208203582,1190.2308865754808,17.50113005120454,17.31474659782453,18.183866530447606,18.623098218920244,18.841190431089256,18.55678080919026,28.95,37.23,40.7,44.29,50.96,64.14
AGO,AGO.12_1,AGO.12.5_1,BEAN,1029.1591067807647,996.2283744751068,1005.0445826119083,1089.4734634469082,1190.7442522335084,1430.5017354458935,81.91242663618523,81.03785332924363,85.10731586694959,87.16390552869544,88.18435984907417,86.85307209362064,12.56,12.29,11.81,12.5,13.5,16.47
AGO,AGO.12_1,AGO.12.6_1,BEAN,32.98301372024144,33.003072877114775,34.320546797332945,35.95205785487295,36.874332100246,42.09765170654835,0.1040904715466086,0.10297910478993859,0.10815038699810046,0.11076380472310336,0.11206055023244803,0.11036881216631962,316.9,320.5,317.3,324.6,329.1,381.4
AGO,AGO.12_1,AGO.12.7_1,BEAN,168.1296989345833,163.6722420643096,157.84554253040466,150.05724258807538,141.61577411537357,141.79030545614506,1.0274749024374017,1.0165046240544244,1.0675502443053446,1.0933472368842778,1.1061473851197814,1.089448273485278,163.6,161,147.9,137.2,128,130.1
AGO,AGO.12_1,AGO.12.8_1,BEAN,820.2806327204196,893.0225450004729,892.7746933813671,956.2436109795666,1008.3556400988952,1298.4545675705076,21.19158413763139,20.965323061263867,22.018134720058484,22.550195539682857,22.814197529087508,22.46977974488004,38.71,42.6,40.55,42.41,44.2,57.79
AGO,AGO.12_1,AGO.12.9_1,BEAN,934.9452473364549,938.0490774454084,975.7863079885873,1068.1232130999683,1176.3675982130121,1288.8222400294305,106.3623607865592,105.22673722579749,110.51088836644578,113.18134681305085,114.50639522203522,112.77773310846864,8.79,8.915,8.83,9.437,10.27,11.43
