GID_0,GID_1,crop_type,LD_2020,LD_2021,LD_2022,LD_2023,LD_2024,production_2020,production_2021,production_2022,production_2023,production_2024,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AGO,AGO.10_1,OFIB,0.024366250700655193,0.021693256673846646,0.018203037012326607,0.015422011928748086,0.01252293540368822,1.2615007992922698,1.2615007992922698,1.2615007992922698,1.2615007992922698,1.2615007992922698,0.01932,0.0172,0.01443,0.01223,0.009927
AGO,AGO.11_1,OFIB,0.0031686503032741595,0.002856487266703897,0.0025528644962784907,0.002275125422316879,0.002045011863787543,0.7186101031738928,0.7186101031738928,0.7186101031738928,0.7186101031738928,0.7186101031738928,0.004409,0.003975,0.003553,0.003166,0.002846
AGO,AGO.12_1,OFIB,0.012000097040100235,0.010198835605938728,0.008425875292883099,0.006678470841528961,0.004958068262076615,5.892461078166193e-4,5.892461078166193e-4,5.892461078166193e-4,5.892461078166193e-4,5.892461078166193e-4,20.37,17.31,14.3,11.33,8.414
AGO,AGO.14_1,OFIB,13.759906146794783,12.921799084544233,11.931710454552254,10.970049978867959,9.835556254423247,276.5205187820358,276.5205187820358,276.5205187820358,276.5205187820358,276.5205187820358,0.04976,0.04673,0.04315,0.03967,0.03557
AGO,AGO.16_1,OFIB,3.7087803067012567e-4,3.6101405034602086e-4,3.304972355753879e-4,2.999804208047549e-4,2.7271112056648163e-4,0.2678019923677124,0.2678019923677124,0.2678019923677124,0.2678019923677124,0.2678019923677124,0.001385,0.001348,0.001234,0.00112,0.001018
AGO,AGO.17_1,OFIB,0.040535066494298874,0.03235655797934794,0.025512942523956215,0.019310168060852225,0.01414670595674512,0.23322652227340912,0.23322652227340912,0.23322652227340912,0.23322652227340912,0.23322652227340912,0.1738,0.1387,0.1094,0.0828,0.06066
AGO,AGO.18_1,OFIB,0.013260307254645928,0.012023119186083672,0.010873147225265372,0.00970339444281734,0.008619896108277965,0.27010738980067767,0.27010738980067767,0.27010738980067767,0.27010738980067767,0.27010738980067767,0.04909,0.04451,0.04025,0.03592,0.03191
AGO,AGO.1_1,OFIB,5.911371512532,4.856190938572722,4.161521240650514,3.6129736794941607,3.4219245400566303,271.6605601846981,271.6605601846981,271.6605601846981,271.6605601846981,271.6605601846981,0.02176,0.01788,0.01532,0.0133,0.0126
AGO,AGO.2_1,OFIB,5.663049543937148,4.96507906586663,4.2126030657764115,3.520458300639901,2.9572145839524415,220.45333701900748,220.45333701900748,220.45333701900748,220.45333701900748,220.45333701900748,0.02569,0.02252,0.01911,0.01597,0.01341
AGO,AGO.3_1,OFIB,0.005386223192585787,0.005787424101072517,0.00567548121821738,0.005400251145874827,0.004908497630367126,0.1867864951368988,0.1867864951368988,0.1867864951368988,0.1867864951368988,0.1867864951368988,0.02884,0.03098,0.03038,0.02891,0.02628
AGO,AGO.5_1,OFIB,0.0014111752858912952,0.0012210616388096391,0.001030947991727994,8.408343446463427e-4,6.507206975646913e-4,0.004333266275173731,0.004333266275173731,0.004333266275173731,0.004333266275173731,0.004333266275173731,0.3257,0.2818,0.2379,0.194,0.1502
AGO,AGO.6_1,OFIB,0.31942432953968,0.2865491682210078,0.256317806046752,0.22818887154662268,0.23326240263898526,3.020477014920076,3.020477014920076,3.020477014920076,3.020477014920076,3.020477014920076,0.1058,0.09487,0.08486,0.07555,0.07723
AGO,AGO.7_1,OFIB,0.13745349559210204,0.08292444500402138,0.0467546435064703,0.025974245391746538,0.014650848956568896,0.34684790292441403,0.34684790292441403,0.34684790292441403,0.34684790292441403,0.34684790292441403,0.3963,0.2391,0.1348,0.07489,0.04224
AGO,AGO.8_1,OFIB,0.3473800668767229,0.3436203231729477,0.3153834867682707,0.2875827241748694,0.2518018245402481,80.2030808020334,80.2030808020334,80.2030808020334,80.2030808020334,80.2030808020334,0.004331,0.004284,0.003932,0.003586,0.00314
AGO,AGO.9_1,OFIB,0.022696330867944443,0.02185359914278161,0.021361123836292188,0.020378867386609028,0.02052726039454742,0.8276830392790263,0.8276830392790263,0.8276830392790263,0.8276830392790263,0.8276830392790263,0.02742,0.0264,0.02581,0.02462,0.0248
ALB,ALB.7_1,OFIB,0,0,0,0,0,0.0030528253428168057,0.0030528253428168057,0.0030528253428168057,0.0030528253428168057,0.0030528253428168057,0,0,0,0,0
ARG,ARG.11_1,OFIB,4.576314850760701e-5,4.207271127383724e-5,3.8382274040067466e-5,1.1522408280216368e-4,1.0740378679937515e-4,0.5083640848860155,0.5083640848860155,0.5083640848860155,0.5083640848860155,0.5083640848860155,9.002e-5,8.276e-5,7.55e-5,2.267e-4,2.113e-4
ARG,ARG.14_1,OFIB,0,0,0,0,0,0.02130393121891292,0.02130393121891292,0.02130393121891292,0.02130393121891292,0.02130393121891292,0,0,0,0,0
ARG,ARG.16_1,OFIB,1.96175492842998e-4,1.792365254449223e-4,1.6229755804684652e-4,1.4535859064877078e-4,1.2841962325069506e-4,0.16712585770415259,0.16712585770415259,0.16712585770415259,0.16712585770415259,0.16712585770415259,0.001174,0.001072,9.711e-4,8.698e-4,7.684e-4
ARG,ARG.1_1,OFIB,15.902866925658824,15.770775131392524,14.953304199932456,16.44177567022676,16.542881163104376,300.15667184930714,300.15667184930714,300.15667184930714,300.15667184930714,300.15667184930714,0.05298,0.05254,0.04982,0.05478,0.05511
ARG,ARG.21_1,OFIB,11.71780755502363,9.753001835289929,7.906735600475064,6.139215489934262,4.498777960208434,12.777017211784129,12.777017211784129,12.777017211784129,12.777017211784129,12.777017211784129,0.9171,0.7633,0.6188,0.4805,0.3521
