GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AGO,AGO.17_1,ACOF,59.09,46.24,35.58,25.96,18.27,12.71
AGO,AGO.18_1,ACOF,275.1,164.9,96.21,36.85,5.91,2.193
ARG,ARG.17_1,ACOF,1177,1022,866.6,711.5,556.4,401.3
BDI,BDI.10_1,ACOF,1.152,0.6925,0.4115,0.2021,0.0584,0.005075
BDI,BDI.11_1,ACOF,2.25,2.072,1.888,1.839,1.793,1.769
BDI,BDI.12_1,ACOF,7.025,7.879,8.013,7.956,8.544,9.056
BDI,BDI.13_1,ACOF,32.89,21.06,13.64,9.623,6.306,7.136
BDI,BDI.14_1,ACOF,1.033,1.131,1.125,1.219,1.299,1.414
BDI,BDI.15_1,ACOF,0.5215,0.3338,0.2452,0.2074,0.2001,0.237
BDI,BDI.16_1,ACOF,5.093,3.325,1.943,0.995,0.3247,0.01959
BDI,BDI.17_1,ACOF,1.1,0.7297,0.4428,0.2398,0.1014,0.0385
BDI,BDI.1_1,ACOF,6.73,6.332,5.459,4.814,4.41,5.172
BDI,BDI.2_1,ACOF,4.185,3.96,3.682,3.403,3.124,3.024
BDI,BDI.3_1,ACOF,2.659,2.042,1.465,1.106,1.043,1.04
BDI,BDI.4_1,ACOF,17.45,17.18,12.24,8.817,6.901,5.944
BDI,BDI.5_1,ACOF,1.088,0.8741,0.6977,0.6383,0.7473,0.8053
BDI,BDI.6_1,ACOF,0.61240000000000006,0.6782,0.717,0.7463,0.8176,0.95
BDI,BDI.7_1,ACOF,5.545,3.61,1.912,0.9095,0.4513,0.33
BDI,BDI.8_1,ACOF,43.95,25.39,13.12,6.113,1.429,0
BDI,BDI.9_1,ACOF,3.382,3.826,4.147,4.393,4.728,5.047
BGD,BGD.2_1,ACOF,794.2,880.2,920.7,963.1,1042,1045
BLZ,BLZ.2_1,ACOF,154.1,142.6,127.9,119.1,125.2,127.9
BLZ,BLZ.3_1,ACOF,0.1644,0.1909,0.1859,0.2152,0.2298,0.3252
BLZ,BLZ.4_1,ACOF,2.77,2.705,2.746,2.856,2.813,2.822
BLZ,BLZ.5_1,ACOF,7631,5201,3473,2453,1695,1201
BLZ,BLZ.6_1,ACOF,69.95,69.12,67.75,69.28,120.5,118.7
BOL,BOL.1_1,ACOF,1.535,1.443,1.304,1.16,1.016,0.8717
BOL,BOL.2_1,ACOF,55.75,44.03,35.13,28.78,25.44,25.72
BOL,BOL.3_1,ACOF,50.88,52.06,54.67,63.41,66.42,65.45
BOL,BOL.4_1,ACOF,271.5,172.5,95.15,41.77,10.62,1.268
BOL,BOL.6_1,ACOF,169.4,151.2,132.4,111.8,94.85,78.24
BOL,BOL.8_1,ACOF,14.49,13.15,12.36,11.25,10.43,9.609
BOL,BOL.9_1,ACOF,553.4,484.5,416.2,347.6,278.9,210.2
BRA,BRA.11_1,ACOF,6.611,4.897,3.892,2.95,2.486,2.389
BRA,BRA.12_1,ACOF,1836,1378,992.4,684.8,453.5,302.2
BRA,BRA.13_1,ACOF,2.807,2.879,2.986,3.163,3.31,3.405
BRA,BRA.15_1,ACOF,68.1,64.83,76.39,78.7,86.67,83.53
BRA,BRA.16_1,ACOF,0.8086,0.9009,0.9653,0.9761,0.9682,1.03
BRA,BRA.17_1,ACOF,27.72,25,22.69,19.64,17.27,15.44
BRA,BRA.18_1,ACOF,129.8,149.8,144.9,147.9,143.3,144.2
BRA,BRA.19_1,ACOF,3.654,3.635,3.644,3.733,3.817,3.881
BRA,BRA.1_1,ACOF,2271,1891,1532,1203,953.7,832.1
BRA,BRA.20_1,ACOF,9.222,8.995,9.276,9.392,9.93,9.35
BRA,BRA.22_1,ACOF,185400,122700,75490,43990,23040,11710
BRA,BRA.25_1,ACOF,0.986,1.097,1.179,1.283,1.372,1.4
BRA,BRA.27_1,ACOF,2.328,2.514,3.633,3.853,3.65,3.983
BRA,BRA.2_1,ACOF,16750,14400,12070,9744,7425,5130
BRA,BRA.4_1,ACOF,2679,2217,1780,1455,1122,924.4
BRA,BRA.5_1,ACOF,9.136,9.235,9.327,9.682,10.15,10.32
BRA,BRA.6_1,ACOF,66.01,67.72,72.69,75.37,81.42,87.84
BRA,BRA.7_1,ACOF,0.1244,0.1013,0.07918,0.06206,0.05945,0.0511
BRA,BRA.8_1,ACOF,3.179,2.988,2.86,2.827,2.831,2.876
BRA,BRA.9_1,ACOF,4.894,5.277,5.775,6.208,6.184,6.101
BWA,BWA.2_1,ACOF,0,0,0,0,0,0
CAF,CAF.13_1,ACOF,73.39,60.03,48.47,38.15,28.51,20.47
CAF,CAF.14_1,ACOF,6.686,7.187,6.776,6.435,9.936,16.7
CAF,CAF.3_1,ACOF,13.78,8.091,4.553,3.162,2.169,1.529
CAF,CAF.6_1,ACOF,86.08,71.87,58.4,45.26,33.93,25.1
CAF,CAF.7_1,ACOF,114.8,97.04,80.7,65.31,50.92,37.78
CHN,CHN.26_1,ACOF,0.9291,0.8725,0.8241,0.7847,0.7904,0.7809
CHN,CHN.29_1,ACOF,0.6579,0.6007,0.5435,0.4863,4.294,5.856
CHN,CHN.30_1,ACOF,4.224,3.939,3.74,3.589,3.471,3.463
CMR,CMR.1_1,ACOF,250.4,214.1,181,149.3,117.6,87.03
CMR,CMR.4_1,ACOF,0.1458,0.1373,0.1354,0.1533,0.1607,0.2148
CMR,CMR.7_1,ACOF,5.216,5.574,6.073,6.332,6.631,7.053
COD,COD.10_1,ACOF,553,448.3,362.7,286.6,221.9,171.7
COD,COD.11_1,ACOF,45.39,46.57,44.42,46.45,45.57,46.27
COD,COD.12_1,ACOF,48.49,52.24,53.13,56.39,60.32,65.68
COD,COD.13_1,ACOF,95.88,99.93,105.1,110.5,117.5,124.7
COD,COD.14_1,ACOF,9.81,9.489,8.906,8.677,9.978,10.42
COD,COD.15_1,ACOF,81.27,81.66,82.02,82.41,88.24,94.56
COD,COD.16_1,ACOF,281.2,240.8,207.2,187.7,170.2,151.8
COD,COD.17_1,ACOF,174,161.4,149.8,143.8,144.8,142.5
COD,COD.18_1,ACOF,2038,1763,1508,1282,1067,864.1
COD,COD.19_1,ACOF,24.4,20.15,17.52,16.14,16.14,14.65
COD,COD.1_1,ACOF,289.1,293.1,303.8,317.8,323.9,334.2
COD,COD.20_1,ACOF,74.73,71.35,66.84,63.2,61.1,60.08
COD,COD.21_1,ACOF,258.9,241.3,223,202.7,184.2,168.2
COD,COD.22_1,ACOF,21.14,20.99,20.36,21.28,22.35,22.71
COD,COD.23_1,ACOF,73.88,74.01,73.21,72.44,71.98,70.8
COD,COD.24_1,ACOF,91.83,75.57,60.71,48.21,37.74,29.33
COD,COD.25_1,ACOF,541,556.1,576.5,588,589.6,577.8
COD,COD.2_1,ACOF,861.7,659.1,505.2,397.2,343.8,312.8
COD,COD.3_1,ACOF,36.97,35.07,32.9,32.21,32.7,34.09
COD,COD.4_1,ACOF,22.85,20.33,18.15,16.27,16.04,16.13
COD,COD.5_1,ACOF,297.5,312.8,351,387.3,409.6,429.8
COD,COD.6_1,ACOF,92.42,96.55,101.6,103.4,107.4,113.5
COD,COD.7_1,ACOF,72.58,76.8,79.03,82.43,84.29,85.07
COD,COD.8_1,ACOF,10.16,9.646,8.918,8.428,7.906,7.376
COD,COD.9_1,ACOF,118.2,119.1,122.2,125.9,127.9,135.7
COG,COG.11_1,ACOF,770.2,619.9,493.6,395,307.6,277.7
COG,COG.7_1,ACOF,96.81,94,94.66,89.99,88.12,81.74
COG,COG.9_1,ACOF,57.36,70.71,76.24,93.93,115.5,122.5
COL,COL.10_2,ACOF,39.75,40.99,42.01,44.25,45.4,46.82
COL,COL.11_2,ACOF,10.24,10.54,11.16,10.93,10.73,10.6
COL,COL.12_2,ACOF,8.395,8.346,8.381,9.082,9.741,10.21
COL,COL.13_2,ACOF,73.59,69.24,68.43,61.48,64.78,57.72
COL,COL.14_2,ACOF,5.315,5.317,5.177,5.104,5.072,4.944
COL,COL.15_2,ACOF,3.156,2.787,2.446,2.168,1.938,1.697
COL,COL.17_2,ACOF,719.8,710.1,664.3,611.6,564.4,554.3
COL,COL.18_2,ACOF,3.221,3.072,3.158,3.202,3.477,3.435
COL,COL.19_2,ACOF,19.03,17.95,17.21,16.89,15.37,14.64
COL,COL.20_2,ACOF,17.81,18.92,21.22,23.48,24.88,25.19
COL,COL.21_2,ACOF,18.96,19.77,21.05,20.41,21.29,20.53
COL,COL.22_2,ACOF,13.06,14.27,14.46,14.8,14.09,13.72
COL,COL.23_2,ACOF,23.5,24.53,24.63,24.01,23.26,22.41
COL,COL.24_2,ACOF,73.78,73.8,79,77.7,77.55,76.99
COL,COL.25_2,ACOF,4.012,3.596,3.184,2.899,2.592,2.289
COL,COL.26_2,ACOF,3.127,2.746,2.429,2.233,2.045,1.831
COL,COL.28_2,ACOF,9.463,9.427,9.218,9.318,9.217,9.269
COL,COL.29_2,ACOF,121.8,124.9,123,120.3,121.8,116.1
COL,COL.2_2,ACOF,15.12,14.82,14.66,14.86,14.77,14.37
COL,COL.30_2,ACOF,3.428,3.098,2.779,2.528,2.305,2.118
COL,COL.31_2,ACOF,3.591,3.358,3.111,2.853,2.61,2.37
COL,COL.33_2,ACOF,19.14,17.96,16.78,36.51,34.25,32.83
COL,COL.3_2,ACOF,22.26,23.37,23.39,24,23.87,23.54
COL,COL.4_2,ACOF,5.262,6.295,6.722,7.442,9.002,8.975
COL,COL.5_2,ACOF,0.2938,0.302,0.2804,0.271,0.2536,0.2421
COL,COL.6_2,ACOF,77.52,80.39,81.3,82.61,80.71,78.49
COL,COL.7_2,ACOF,4.368,4.06,3.731,3.371,3.141,2.944
COL,COL.8_2,ACOF,2.853,2.49,2.146,1.921,1.753,1.682
COL,COL.9_2,ACOF,6.431,6.762,7.414,7.168,7.206,7.413
CRI,CRI.1_1,ACOF,7.058,6.858,6.835,6.783,6.79,6.786
CRI,CRI.2_1,ACOF,3.376,3.296,3.263,3.139,3.184,2.978
CRI,CRI.3_1,ACOF,18.03,16.12,14.2,12.2,10.41,8.63
CRI,CRI.4_1,ACOF,9.198,9.084,9.754,10.52,10.8,11.49
CRI,CRI.5_1,ACOF,11.59,11.63,11.34,10.7,9.929,9.334
CRI,CRI.6_1,ACOF,21.5,21.41,21.04,20.82,21.09,21.25
CRI,CRI.7_1,ACOF,6.021,5.794,5.58,5.352,5.092,4.727
CUB,CUB.10_1,ACOF,0.8867,0.8358,0.7551,0.7373,0.6618,0.6071
CUB,CUB.11_1,ACOF,3.31,3.335,3.112,2.924,2.688,2.551
CUB,CUB.12_1,ACOF,6.054,6.156,6.036,6.761,6.518,6.672
CUB,CUB.13_1,ACOF,10.41,9.437,8.892,9.616,8.887,8.232
CUB,CUB.14_1,ACOF,4.978,4.84,4.62,4.306,4.04,3.763
CUB,CUB.15_1,ACOF,1.88,1.564,1.296,1.046,0.9602,0.8107
CUB,CUB.16_1,ACOF,3.305,3.305,3.185,3.264,3.199,3.024
CUB,CUB.1_1,ACOF,3.213,3.24,3.027,3.016,2.814,2.683
CUB,CUB.2_1,ACOF,8.539,9.323,9.52,9.78,9.477,9.509
CUB,CUB.3_1,ACOF,3.576,3.57,3.453,3.527,3.363,3.607
CUB,CUB.4_1,ACOF,3.984,3.545,2.907,2.358,2.418,2.266
CUB,CUB.5_1,ACOF,5.558,5.723,5.628,5.946,6.244,6.301
CUB,CUB.6_1,ACOF,17,15.91,14.53,13.34,12.48,12.63
CUB,CUB.7_1,ACOF,2.065,1.931,1.723,2.002,1.866,1.79
CUB,CUB.8_1,ACOF,18.88,21.81,22.73,24.61,27.9,27.5
CUB,CUB.9_1,ACOF,3.638,4.258,4.634,5.167,7.429,9.414
DMA,DMA.10_1,ACOF,65.67,61.56,58.54,54.4,50.28,46.34
DMA,DMA.1_1,ACOF,69.38,64.93,60.55,56.32,52.25,48.05
DMA,DMA.2_1,ACOF,2.56,2.17,1.784,1.411,1.091,0.8176
DMA,DMA.3_1,ACOF,3.849,3.615,3.382,3.149,2.916,2.682
DMA,DMA.4_1,ACOF,58.34,54.8,51.25,47.69,44.2,40.93
DMA,DMA.5_1,ACOF,228,215.9,202.5,189,176.6,163.7
DMA,DMA.6_1,ACOF,26.21,24.62,23.03,21.45,19.86,18.27
DMA,DMA.8_1,ACOF,34.96,32.61,30.29,28,25.79,23.75
DMA,DMA.9_1,ACOF,166.4,166.5,156,155.5,144.5,133.7
DOM,DOM.10_1,ACOF,45.39,38.92,33.27,27.37,22.05,16.82
DOM,DOM.11_1,ACOF,9.475,9.597,9.749,10.66,10.2,9.836
DOM,DOM.12_1,ACOF,29.3,24.71,20.31,16.2,12.39,8.98
DOM,DOM.13_1,ACOF,2.125,2.016,1.902,2.012,1.918,1.842
DOM,DOM.14_1,ACOF,19.56,16.29,13.2,10.58,8.057,6.066
DOM,DOM.15_1,ACOF,10.37,8.58,6.9,5.375,4.095,3.085
DOM,DOM.16_1,ACOF,23.34,20.37,18.07,16.42,15.05,13.98
DOM,DOM.17_1,ACOF,4.448,3.92,3.314,2.753,2.285,1.941
DOM,DOM.18_1,ACOF,12.84,11.2,9.46,9.463,8.851,8.486
DOM,DOM.19_1,ACOF,48.4,39.17,31.31,25.32,20.75,17.96
DOM,DOM.1_1,ACOF,14.27,11.26,8.667,6.482,4.646,3.315
DOM,DOM.20_1,ACOF,25.95,27.84,27.05,25.82,25.74,26.25
DOM,DOM.21_1,ACOF,11.72,9.597,7.816,6.502,5.616,5.319
DOM,DOM.22_1,ACOF,4.863,3.513,2.437,1.542,0.9118,0.6614
DOM,DOM.23_1,ACOF,25.53,19.65,14.31,9.696,6.07,3.799
DOM,DOM.24_1,ACOF,24.44,21.58,18.47,15.79,13.22,11.05
DOM,DOM.25_1,ACOF,55.42,48.89,43.25,38.82,35.49,33.74
DOM,DOM.26_1,ACOF,28.21,24.12,20.18,16.59,12.98,9.737
DOM,DOM.27_1,ACOF,3.48,3.498,3.407,3.584,3.762,4.436
DOM,DOM.28_1,ACOF,15.3,12.45,9.787,7.352,5.227,3.568
DOM,DOM.29_1,ACOF,50.13,45.34,40.1,35.42,31.13,26.77
DOM,DOM.2_1,ACOF,7.291,5.956,4.733,3.655,2.761,2.016
DOM,DOM.30_1,ACOF,27.92,26.96,25.12,23.49,21.81,20.86
DOM,DOM.31_1,ACOF,3.925,3.715,3.587,3.674,3.519,3.663
DOM,DOM.32_1,ACOF,1.385,1.366,1.297,1.201,1.199,1.144
DOM,DOM.3_1,ACOF,81.73,73.47,63.31,59.26,52.36,52.53
DOM,DOM.4_1,ACOF,15.38,12.88,10.49,8.227,6.209,4.407
DOM,DOM.6_1,ACOF,6.027,4.813,3.729,2.842,2.165,1.717
DOM,DOM.7_1,ACOF,4.565,3.972,3.645,3.218,2.854,2.71
DOM,DOM.8_1,ACOF,7.12,5.539,4.141,2.974,2.247,2.056
DOM,DOM.9_1,ACOF,15.01,13.78,12.62,13.01,12.01,11.35
ECU,ECU.10_1,ACOF,45.27,40.14,35.37,31.32,29.93,27.6
ECU,ECU.11_1,ACOF,77.49,66.92,56.77,46.56,36.77,26.94
ECU,ECU.12_1,ACOF,66.46,65.18,62.51,68.99,65.41,66.22
ECU,ECU.13_1,ACOF,578.6,499.2,420.5,341.9,263.7,185.8
ECU,ECU.14_1,ACOF,110.6,96.64,83.68,70.92,59.53,47.35
ECU,ECU.15_1,ACOF,1025,1041,1210,1261,1428,1439
ECU,ECU.16_1,ACOF,748.1,691.1,657.5,596.2,552.8,494.5
ECU,ECU.17_1,ACOF,547.4,561.7,596,589,605.8,598.7
ECU,ECU.18_1,ACOF,374.5,415.9,483.1,512.4,565.1,587.3
ECU,ECU.19_1,ACOF,67.56,46.47,31.39,20.04,14.29,13.77
ECU,ECU.1_1,ACOF,1.746,1.325,0.9969,0.6967,0.5119,0.4343
ECU,ECU.20_1,ACOF,2195,1886,1578,1270,962.2,654.1
ECU,ECU.21_1,ACOF,46.82,33.25,22.93,14.48,9.341,8
ECU,ECU.22_1,ACOF,300.3,283.4,272.5,255.8,245.2,225
ECU,ECU.23_1,ACOF,1.735,1.674,1.667,1.542,1.518,1.454
ECU,ECU.24_1,ACOF,241.3,233.1,277.5,268.4,289.5,299.9
ECU,ECU.2_1,ACOF,113.8,74.21,44.94,21.17,5.623,1.059
ECU,ECU.3_1,ACOF,3.793,2.507,1.621,0.9123,0.4167,0.2527
ECU,ECU.4_1,ACOF,22.49,19.1,15.87,12.81,10.03,7.488
ECU,ECU.5_1,ACOF,10.64,10.02,9.128,8.149,7.637,6.965
ECU,ECU.6_1,ACOF,56.44,41.93,30.5,20.83,13.5,10.08
ECU,ECU.7_1,ACOF,3.242,3.024,2.812,3.242,3.267,3.538
ECU,ECU.8_1,ACOF,248.9,216.4,183.9,152.1,119.9,89.81
ETH,ETH.10_1,ACOF,2.472,2.176,1.884,1.634,1.473,1.289
ETH,ETH.3_1,ACOF,0.7543,1.044,1.685,2.484,3.316,3.547
ETH,ETH.4_1,ACOF,7.647,6.872,6.094,5.563,5.373,5.274
ETH,ETH.5_1,ACOF,0,48.75,76.66,72.61,79.97,75.32
ETH,ETH.6_1,ACOF,1567,1463,1367,1230,1098,1025
ETH,ETH.7_1,ACOF,0.07526,0.09883,0.2649,0.253,0.2375,0.2283
ETH,ETH.8_1,ACOF,2.438,2.212,2.046,1.892,1.777,1.626
ETH,ETH.9_1,ACOF,0.06091,0.4303,1.215,1.304,1.232,1.174
GTM,GTM.10_1,ACOF,3.031,2.985,3.128,3.013,3.234,3.258
GTM,GTM.11_1,ACOF,1,0.9677,0.9836,1.023,1.097,1.079
GTM,GTM.12_1,ACOF,36.99,37.38,37.96,40.81,42.61,42.08
GTM,GTM.13_1,ACOF,16.48,15.4,14.03,12.42,11.4,10.04
GTM,GTM.14_1,ACOF,61.82,57.75,53.16,48.64,43.66,38.31
GTM,GTM.15_1,ACOF,9.735,9.157,8.557,8.453,7.948,7.431
GTM,GTM.16_1,ACOF,13.5,13.32,13.72,14.87,18.41,17.62
GTM,GTM.17_1,ACOF,2.934,2.651,2.399,2.249,2.058,1.979
GTM,GTM.18_1,ACOF,4.444,4.262,4.401,4.773,4.711,4.667
GTM,GTM.19_1,ACOF,4.878,4.629,4.512,4.444,4.37,4.348
GTM,GTM.1_1,ACOF,99.63,102.2,103.2,104.3,112.8,111.4
GTM,GTM.20_1,ACOF,3.694,3.669,3.758,3.971,4.113,4.018
GTM,GTM.21_1,ACOF,24.96,24.61,25.14,24.66,22.66,22.99
GTM,GTM.22_1,ACOF,7.459,7.26,7.029,7.136,7.486,7.55
GTM,GTM.2_1,ACOF,20.12,18.84,18.32,18.41,17.97,17.36
GTM,GTM.3_1,ACOF,9.022,9.454,9.541,9.7,9.487,9.304
GTM,GTM.4_1,ACOF,3.742,3.621,3.506,3.374,3.299,3.278
GTM,GTM.5_1,ACOF,8.032,7.652,7.454,7.099,7.023,7.164
GTM,GTM.6_1,ACOF,1.475,1.452,1.534,1.59,1.655,1.843
GTM,GTM.7_1,ACOF,17.67,17.38,17.63,18.34,18.5,18.14
GTM,GTM.8_1,ACOF,13.85,12.63,11.44,10.42,9.664,8.844
GTM,GTM.9_1,ACOF,23.77,24.47,23.68,23.23,24.06,24.14
GUY,GUY.4_1,ACOF,399.8,307.6,227,693.9,734,665.6
HND,HND.10_1,ACOF,11.41,11.04,10.68,10.2,9.654,9.28
HND,HND.11_1,ACOF,122.9,119.7,117.1,119.3,118,117.2
HND,HND.12_1,ACOF,4.744,4.293,3.823,3.326,2.896,2.483
HND,HND.13_1,ACOF,8.07,7.305,6.559,5.802,5.051,4.361
HND,HND.14_1,ACOF,6.364,5.569,4.825,4.1,3.409,2.679
HND,HND.15_1,ACOF,27.52,28.32,29.23,30.8,32.17,30.92
HND,HND.16_1,ACOF,11.37,10.8,10.1,9.646,8.911,8.296
HND,HND.17_1,ACOF,1.176,1.055,0.948,0.9356,0.9347,0.9074
HND,HND.18_1,ACOF,18.75,19.69,19.8,20.98,21.02,20.88
HND,HND.1_1,ACOF,21.7,23.52,24.88,26.94,27.57,29.24
HND,HND.2_1,ACOF,0.86,0.793,0.7531,0.7194,0.6953,0.6836
HND,HND.3_1,ACOF,22.37,23.29,23.47,24.24,24.13,23.77
HND,HND.4_1,ACOF,7.671,6.936,6.244,5.626,4.984,4.297
HND,HND.5_1,ACOF,4.914,4.382,3.927,3.674,3.277,2.892
HND,HND.6_1,ACOF,6.077,6.088,5.827,5.674,5.442,5.168
HND,HND.7_1,ACOF,6.825,6.69,7.002,7.049,7.232,7.355
HND,HND.8_1,ACOF,12.34,11.83,11.21,10.73,10.31,9.791
HND,HND.9_1,ACOF,74.52,89.33,97.98,113.9,125.7,121.5
HTI,HTI.10_1,ACOF,1.938,1.685,1.443,1.228,1.051,0.8858
HTI,HTI.1_1,ACOF,0.7536,0.7271,0.6827,0.6692,0.7078,0.6809
HTI,HTI.2_1,ACOF,7.578,6.494,5.499,4.553,3.681,2.846
HTI,HTI.3_1,ACOF,0.5937,0.6214,0.6047,0.6232,0.6688,0.6828
HTI,HTI.4_1,ACOF,5.358,4.618,3.904,3.213,2.542,1.885
HTI,HTI.5_1,ACOF,1.645,1.4,1.189,0.9772,0.7745,0.5976
HTI,HTI.6_1,ACOF,9.596,9.739,10.52,10.83,11.95,12.07
HTI,HTI.7_1,ACOF,4.021,3.935,3.826,4.048,4.035,4.04
HTI,HTI.8_1,ACOF,1.914,1.776,1.726,1.714,1.799,1.794
HTI,HTI.9_1,ACOF,4.265,3.665,3.098,2.546,2.032,1.584
IDN,IDN.10_1,ACOF,11.18,10.98,10.86,12.95,13.99,14.28
IDN,IDN.11_1,ACOF,16.31,16.83,16.6,18.39,18.9,18.69
IDN,IDN.17_1,ACOF,24.73,22.84,21.15,22.66,22.71,24.6
IDN,IDN.1_1,ACOF,15.67,15.67,14.96,14.64,14.56,15.68
IDN,IDN.20_1,ACOF,30.22,30.9,33.95,39.85,42.27,41.8
IDN,IDN.21_1,ACOF,22.7,23.69,24.34,26.62,27.53,27.5
IDN,IDN.22_1,ACOF,469.3,463.4,458.7,455.4,440.4,420.7
IDN,IDN.23_1,ACOF,803.1,853.9,922.8,960.6,967.1,989.6
IDN,IDN.24_1,ACOF,127.1,127.5,129,150.6,147.8,145.1
IDN,IDN.25_1,ACOF,223.3,222.1,225.8,242.7,244.3,252.9
IDN,IDN.26_1,ACOF,32.42,32.08,32.42,36.34,35.34,35.32
IDN,IDN.27_1,ACOF,7618,7425,7261,7240,7137,6987
