GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AFG,AFG.20_1,SUGC,0,0,0,3.337e-4,3.324e-4,0.005371
AFG,AFG.22_1,SUGC,0,0,0,4.705e-4,0.005114,0.004663
AFG,AFG.23_1,SUGC,0,0,0,0,0,0
AGO,AGO.10_1,SUGC,0.1939,0.172,0.1782,0.1673,0.1594,0.1787
AGO,AGO.12_1,SUGC,0.002783,0.001436,6.507e-4,1.486e-4,2.108,2.125
AGO,AGO.14_1,SUGC,0.4845,0.4331,0.4287,0.3903,0.3876,0.4552
AGO,AGO.15_1,SUGC,5.916,4.232,2.461,1.227,0.3354,0.02551
AGO,AGO.17_1,SUGC,12.6,10.21,9.538,7.638,6.464,6.285
AGO,AGO.18_1,SUGC,15.43,8.481,5.962,2.181,0.2851,0.07298
AGO,AGO.2_1,SUGC,0.2584,0.2172,0.2172,0.1944,0.188,0.2249
AGO,AGO.3_1,SUGC,0.1795,0.2041,0.2299,0.2333,0.2517,0.3394
AGO,AGO.4_1,SUGC,2.354,2.342,2.348,2.939,2.904,2.766
AGO,AGO.6_1,SUGC,0.387,0.3129,0.2883,0.23,0.1924,0.1931
AGO,AGO.7_1,SUGC,0.3939,0.3178,0.305,0.256,0.244,0.2665
AGO,AGO.8_1,SUGC,0.01523,0.02426,0.02575,0.02326,0.02138,0.02476
AGO,AGO.9_1,SUGC,0.1055,0.09901,0.105,0.09693,0.09406,0.1118
ARE,ARE.1_1,SUGC,0,0,0,0,0,0
ARG,ARG.10_1,SUGC,0.1965,0.1879,0.1778,0.1712,0.1733,0.1351
ARG,ARG.14_1,SUGC,0.3703,0.3765,0.3794,0.3675,0.3951,0.3329
ARG,ARG.17_1,SUGC,0.2079,0.2124,0.2184,0.2132,0.2329,0.1969
ARG,ARG.19_1,SUGC,0,0,0,0,0,0
ARG,ARG.1_1,SUGC,0.08173,0.07888,0.07592,0.07246,0.08966,0.07121
ARG,ARG.21_1,SUGC,0.7264,0.7342,0.814,0.9758,1.216,1.313
