GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AGO,AGO.10_1,SWPO,45.48,43.48,39.09,35.06,31.01,30.83
AGO,AGO.11_1,SWPO,33.35,31.08,27.39,23.51,20.15,32.6
AGO,AGO.12_1,SWPO,253.1,229.5,197.4,168.1,143.4,131.9
AGO,AGO.13_1,SWPO,31.27,33.4,33.39,34.18,35.04,39.63
AGO,AGO.14_1,SWPO,127.1,123.1,113,104.5,99.72,108.1
AGO,AGO.15_1,SWPO,1.563,1.48,1.397,1.289,1.194,1.254
AGO,AGO.16_1,SWPO,14.6,13.27,11.76,9.598,7.899,7.694
AGO,AGO.17_1,SWPO,179.6,164.7,144.7,127.5,112,112.7
AGO,AGO.18_1,SWPO,201.4,188.6,179,166.4,151.7,157.8
AGO,AGO.1_1,SWPO,134.3,114.4,96.14,81.84,71.63,79.74
AGO,AGO.2_1,SWPO,72.59,59.29,45.71,34.24,28.32,29.77
AGO,AGO.3_1,SWPO,181.5,167.7,151.9,132.5,116.1,114.8
AGO,AGO.4_1,SWPO,0.4601,0.4101,0.3478,0.2928,0.2341,0.2074
AGO,AGO.5_1,SWPO,0.771,0.6673,0.5625,0.4505,0.3791,0.3735
AGO,AGO.6_1,SWPO,182.9,154.5,127.6,101.7,80.38,69.59
AGO,AGO.7_1,SWPO,283.8,247.7,208.9,173.4,141.9,127.6
AGO,AGO.8_1,SWPO,0.128,0.1154,0.09602,0.0787,0.063,0.05543
AGO,AGO.9_1,SWPO,100.5,104.4,105.9,106.4,104.9,118.7
ARG,ARG.10_1,SWPO,0.8736,0.8243,0.8106,0.8075,0.8181,0.7432
ARG,ARG.11_1,SWPO,3.033e-4,2.827e-4,2.6e-4,0.004098,0.004372,0.003991
ARG,ARG.12_1,SWPO,0,0,0,0,0,0
ARG,ARG.13_1,SWPO,0.003995,0.00406,0.003719,0.003507,0.003229,0.002688
ARG,ARG.14_1,SWPO,1.306,1.228,1.126,1.038,0.9575,0.8237
ARG,ARG.16_1,SWPO,0.02175,0.0205,0.01912,0.01843,0.01743,0.01503
ARG,ARG.17_1,SWPO,1.564,1.447,1.299,1.175,1.042,0.8533
ARG,ARG.18_1,SWPO,0.4403,0.3884,0.3303,0.2777,0.2604,0.2157
ARG,ARG.19_1,SWPO,0.4061,0.3642,0.3188,0.2845,0.2429,0.1819
ARG,ARG.1_1,SWPO,0.1952,0.159,0.1249,0.1025,0.08446,0.06571
ARG,ARG.21_1,SWPO,1.037,0.9163,0.7884,0.6854,0.5644,0.4027
ARG,ARG.22_1,SWPO,1.597,1.301,0.9897,0.7506,0.5956,0.4685
ARG,ARG.24_1,SWPO,0.5344,0.443,0.3992,0.3376,0.2861,0.2367
ARG,ARG.2_1,SWPO,1.34,0.9525,0.6202,0.3589,0.1802,0.1017
ARG,ARG.3_1,SWPO,1.28,1.227,1.193,1.26,1.29,1.132
ARG,ARG.6_1,SWPO,0.5969,0.52,0.439,0.3726,0.2975,0.1994
ARG,ARG.7_1,SWPO,0.4567,0.4024,0.3484,0.3176,0.3709,0.3299
ARG,ARG.8_1,SWPO,0.4061,0.3612,0.3187,0.2854,0.248,0.188
ARG,ARG.9_1,SWPO,1.407,1.349,1.26,1.237,1.179,1.06
ATG,ATG.1_1,SWPO,2.603,1.259,0.9007,0.354,0.5316,0.2553
ATG,ATG.3_1,SWPO,0.2007,0.09824,0.07142,0.02873,0.04479,0.02302
ATG,ATG.4_1,SWPO,0.08157,0.02758,0.01508,0.004142,0.003887,9.871e-4
ATG,ATG.5_1,SWPO,0.1663,0.06569,0.03377,0.007326,0.003426,0
ATG,ATG.6_1,SWPO,0.04118,0.01656,0.00983,0.00299,0.003636,0.001447
ATG,ATG.7_1,SWPO,0.7557,0.3623,0.2605,0.1034,0.1579,0.07854
ATG,ATG.8_1,SWPO,0.178,0.08589,0.06125,0.02397,0.03573,0.01691
AUS,AUS.10_1,SWPO,0,0,0,0,0,0
AUS,AUS.5_1,SWPO,0.01964,0.02027,0.02199,0.02148,0.02161,0.0207
AUS,AUS.7_1,SWPO,6.709,6.541,7.615,8.005,8.768,8.462
BDI,BDI.10_1,SWPO,0.009021,0.007128,0.005893,0.005168,0.003915,0.002919
BDI,BDI.11_1,SWPO,0.05543,0.0483,0.04505,0.0472,0.04399,0.04113
BDI,BDI.12_1,SWPO,0.01617,0.01864,0.02339,0.02444,0.0235,0.03149
BDI,BDI.13_1,SWPO,0.02245,0.01733,0.01479,0.01344,0.01062,0.007812
BDI,BDI.14_1,SWPO,0.03789,0.04181,0.04955,0.05686,0.0552,0.06817
BDI,BDI.15_1,SWPO,0.0264,0.03179,0.04021,0.04749,0.04981,0.05416
BDI,BDI.16_1,SWPO,0.0772,0.06649,0.06115,0.06737,0.06295,0.06254
BDI,BDI.17_1,SWPO,0.02895,0.02537,0.02547,0.02994,0.03484,0.04027
BDI,BDI.1_1,SWPO,0.1286,0.09815,0.08148,0.07196,0.05501,0.03825
BDI,BDI.2_1,SWPO,0.01448,0.01257,0.01194,0.0124,0.0115,0.0108
BDI,BDI.3_1,SWPO,0.01501,0.01266,0.01155,0.01214,0.012070000000000001,0.01203
BDI,BDI.4_1,SWPO,0.2191,0.1978,0.199,0.2436,0.2371,0.2211
BDI,BDI.5_1,SWPO,0.01453,0.0125,0.01196,0.01298,0.01434,0.01446
BDI,BDI.6_1,SWPO,0.2185,0.1874,0.1591,0.1492,0.118,0.09549
