GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AFG,AFG.19_1,GROU,0.01757,0.01335,0.01,0.006412,0.00288,9.286e-4
AFG,AFG.31_1,GROU,0.03267,0.02684,0.02206,0.01733,0.01318,0.009212
AGO,AGO.10_1,GROU,8.875,9.027,9.008,9.202,8.633,9.011
AGO,AGO.11_1,GROU,1.201,1.167,1.165,1.031,0.8774,1.084
AGO,AGO.12_1,GROU,15.33,16.63,17.01,18.47,19.02,23.15
AGO,AGO.13_1,GROU,7.581,7.839,7.672,7.786,7.531,8.174
AGO,AGO.14_1,GROU,16.8,17.12,16.66,16.83,16.86,19.12
AGO,AGO.15_1,GROU,46.78,50.17,53.5,54.96,54.38,59.46
AGO,AGO.16_1,GROU,11.07,10.8,10.06,8.683,7.334,8.017
AGO,AGO.17_1,GROU,72.18,87.11,90.93,95.32,93.49,99.39
AGO,AGO.18_1,GROU,18.56,18.98,19.47,19.82,18.92,20.23
AGO,AGO.1_1,GROU,6.686,6.771,6.46,6.364,6.392,8.088
AGO,AGO.2_1,GROU,11.04,11.95,11.57,11.14,10.65,11.62
AGO,AGO.3_1,GROU,41.77,44.76,46.51,45.77,45.55,48.97
AGO,AGO.4_1,GROU,14.87,15.27,14.8,15.36,14.02,14.64
AGO,AGO.5_1,GROU,32.99,35.51,36.36,35.57,35,37.78
AGO,AGO.6_1,GROU,19.13,21.84,21.96,21.54,20.86,26.36
AGO,AGO.7_1,GROU,8.562,9.723,10.34,10.89,11.21,12.83
AGO,AGO.8_1,GROU,37.95,34.02,28.65,23.4,17.76,14.01
AGO,AGO.9_1,GROU,6.165,6.343,6.38,6.615,6.223,6.428
ARG,ARG.10_1,GROU,11.51,10.32,8.501,10.37,6.235,6.171
ARG,ARG.11_1,GROU,0.006992,0.006085,0.004798,0.005783,0.00293,0.002369
ARG,ARG.14_1,GROU,64.84,54.49,55.78,49.02,50.62,47.4
ARG,ARG.17_1,GROU,13.03,11.09,8.753,9.909,5.101,4.325
ARG,ARG.19_1,GROU,0.2209,0.2002,0.1651,0.2039,0.1118,0.1016
ARG,ARG.1_1,GROU,0.03274,0.03462,0.03374,0.04866,0.03155,0.03467
ARG,ARG.21_1,GROU,0.01513,0.01385,0.01179,0.01394,0.007977,0.007713
ARG,ARG.22_1,GROU,3.7,3.69,3.563,4.594,2.827,3.326
ARG,ARG.24_1,GROU,0.84,0.8501,0.8399,1.18,0.7748,0.8779
ARG,ARG.2_1,GROU,1.193,1.346,1.469,2,1.335,1.528
ARG,ARG.3_1,GROU,4480,3843,10150,3919,3512,2649
ARG,ARG.6_1,GROU,0.09474,0.08307,0.06677,0.07818,0.04172,0.03855
ARG,ARG.7_1,GROU,192.8,129.5,86.64,47.12,24.41,14.64
ARG,ARG.8_1,GROU,6.53,5.549,4.693,3.813,2.998,2.213
ARG,ARG.9_1,GROU,9520,14430,49450,23070,26640,28310
ARM,ARM.2_1,GROU,0.08739,0.07718,0.06696,0.05675,0.04653,0.03632
AUS,AUS.10_1,GROU,0.02184,0.01497,0.01064,0.01208,0.01114,0.007843
AUS,AUS.5_1,GROU,0.5037,0.9066,0.7161,0.8942,0.9516,0.79
AUS,AUS.7_1,GROU,26.65,21.04,16.86,22.71,24.23,23.9
AZE,AZE.10_1,GROU,0,0,0,0,0,0
AZE,AZE.2_1,GROU,0.01164,0.00888,0.006247,0.003737,0.001857,0.001143
AZE,AZE.5_1,GROU,0,0,0,0,0,0
AZE,AZE.6_1,GROU,0,0,0,0,0,0
BDI,BDI.10_1,GROU,0.3617,0.175,0.1429,0.2153,0.2884,0.3617
BDI,BDI.11_1,GROU,1.055,0.4978,0.3807,0.5351,0.4969,0.397
BDI,BDI.13_1,GROU,0.332,0.1309,0.09816,0.1424,0.172,0.148
BDI,BDI.15_1,GROU,0.08023,0.03374,0.02925,0.03884,0.06271,0.06563
BDI,BDI.16_1,GROU,0.7099,0.2669,0.1912,0.2346,0.2104,0.1483
BDI,BDI.17_1,GROU,0.6321,0.2465,0.175,0.2063,0.1998,0.1663
BDI,BDI.1_1,GROU,0.4927,0.2368,0.2058,0.2875,0.3338,0.3072
BDI,BDI.2_1,GROU,1.65,0.6738,0.5286,0.6998,0.6998,0.5686
BDI,BDI.3_1,GROU,0.1949,0.07746,0.05701,0.09284,0.08883,0.08371
BDI,BDI.4_1,GROU,18.76,11.55,9.084,12.93,13.2,10.69
BDI,BDI.5_1,GROU,0.7469,0.3078,0.2403,0.3652,0.466,0.4691
BDI,BDI.6_1,GROU,0.9826,0.835,0.766,0.9046,0.8358,0.7714
BDI,BDI.8_1,GROU,0.2617,0.1369,0.123,0.1696,0.1764,0.1691
BEN,BEN.10_1,GROU,0.7117,0.637,0.652,0.5539,0.4225,0.4239
BEN,BEN.11_1,GROU,0.5372,0.5476,0.593,0.5261,0.4183,0.4387
BEN,BEN.12_1,GROU,0.2889,0.2628,0.3458,0.3287,0.2608,0.3842
