GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AGO,AGO.10_1,CASS,1.457,1.539,1.448,1.379,1.307,1.45
AGO,AGO.11_1,CASS,0.138,0.1225,0.1048,0.08826,0.07392,0.1085
AGO,AGO.12_1,CASS,1.1,1.074,0.9924,0.9674,0.9433,1.106
AGO,AGO.13_1,CASS,0.9955,0.9501,0.8487,0.7872,0.734,0.7764
AGO,AGO.14_1,CASS,1.141,1.138,1.054,1.009,0.993,1.106
AGO,AGO.15_1,CASS,3.339,3.451,3.488,3.467,3.436,3.829
AGO,AGO.16_1,CASS,0.1609,0.1948,0.2083,0.2072,0.1993,0.2264
AGO,AGO.17_1,CASS,2.32,2.575,2.505,2.451,2.375,2.563
AGO,AGO.18_1,CASS,1.598,1.537,1.476,1.416,1.328,1.431
AGO,AGO.1_1,CASS,0.7186,0.6792,0.6096,0.5843,0.6034,0.7843
AGO,AGO.2_1,CASS,1.55,1.604,1.484,1.379,1.351,1.489
AGO,AGO.3_1,CASS,4.324,4.516,4.496,4.369,4.305,4.801
AGO,AGO.4_1,CASS,1.925,1.884,1.771,1.818,1.689,1.771
AGO,AGO.5_1,CASS,1.767,1.787,1.705,1.587,1.531,1.664
AGO,AGO.6_1,CASS,2.299,2.585,2.467,2.319,2.234,2.83
AGO,AGO.7_1,CASS,0.5574,0.5632,0.5563,0.5536,0.5661,0.6614
AGO,AGO.8_1,CASS,2.578,2.217,1.777,1.398,1.062,0.8446
AGO,AGO.9_1,CASS,1.34,1.404,1.404,1.419,1.415,1.618
ARG,ARG.10_1,CASS,0,0,0,0,0,0
ARG,ARG.14_1,CASS,6.096,6.265,6.32,6.212,6.195,6.431
ARG,ARG.17_1,CASS,0.1413,0.1429,0.131,0.1156,0.1049,0.1067
ARG,ARG.21_1,CASS,1.439,1.24,1.062,1.265,1.074,0.8716
ARG,ARG.22_1,CASS,0.2736,0.2521,0.2348,0.2122,0.1928,0.1851
ARG,ARG.24_1,CASS,0,0,0,0,0,0
ARG,ARG.3_1,CASS,1.126,0.9972,0.8897,0.791,0.693,0.5619
ARG,ARG.7_1,CASS,0.2252,0.2126,0.194,0.178,0.1881,0.1844
ARG,ARG.8_1,CASS,0.01563,0.01452,0.05575,0.06569,0.1003,0.1025
ARG,ARG.9_1,CASS,0.5771,0.5658,0.5491,0.5252,0.4935,0.473
ATG,ATG.1_1,CASS,1.562,1.327,0.4045,0.7399,0.708,0.3272
ATG,ATG.3_1,CASS,0.2604,0.2239,0.06936,0.1299,0.129,0.06379
ATG,ATG.4_1,CASS,0.07179,0.0418,0.00955,0.01183,0.006715,0.001538
ATG,ATG.5_1,CASS,0.1537,0.1066,0.02335,0.02356,0.00702,0
ATG,ATG.6_1,CASS,0.03392,0.02339,0.005755,0.007778,0.005822,0.002229
ATG,ATG.7_1,CASS,0.8617,0.7257,0.2216,0.4073,0.3931,0.1851
ATG,ATG.8_1,CASS,0.1371,0.1163,0.03533,0.06434,0.06111,0.02784
BDI,BDI.10_1,CASS,0.01431,0.0146,0.01487,0.0169,0.02041,0.02709
BDI,BDI.11_1,CASS,0.07695,0.07592,0.06926,0.06941,0.06832,0.06247
BDI,BDI.12_1,CASS,0.02959,0.03373,0.03594,0.03295,0.03062,0.03651
BDI,BDI.13_1,CASS,0.01133,0.013,0.0146,0.01986,0.02566,0.03158
BDI,BDI.14_1,CASS,0.04001,0.04684,0.05107,0.05158,0.04956,0.05968
BDI,BDI.15_1,CASS,0.03087,0.04392,0.04957,0.05361,0.05725,0.06365
BDI,BDI.16_1,CASS,0.02891,0.03156,0.03014,0.03243,0.03648,0.04063
BDI,BDI.17_1,CASS,0.04275,0.04658,0.04823,0.0551,0.0683,0.08381
BDI,BDI.1_1,CASS,0.05543,0.06485,0.06612,0.06596,0.0725,0.07618
BDI,BDI.2_1,CASS,0.1132,0.1115,0.102,0.09636,0.09105,0.08591
BDI,BDI.3_1,CASS,0.04453,0.04542,0.04168,0.04404,0.04899,0.05531
BDI,BDI.4_1,CASS,0.3489,0.3649,0.3496,0.3852,0.3763,0.3527
BDI,BDI.5_1,CASS,0.04661,0.04898,0.04884,0.05521,0.06926,0.08369
BDI,BDI.6_1,CASS,0.4317,0.5555,0.6021,0.6671,0.7806,0.882
BDI,BDI.7_1,CASS,0.03254,0.04435,0.04971,0.05693,0.06317,0.0709
BDI,BDI.8_1,CASS,0.02589,0.02999,0.03171,0.03582,0.03824,0.04759
BDI,BDI.9_1,CASS,0.03354,0.04438,0.04788,0.05094,0.05318,0.06152
BEN,BEN.10_1,CASS,0.03355,0.03178,0.0305,0.02822,0.02671,0.02489
BEN,BEN.11_1,CASS,0.07914,0.08452,0.08401,0.08565,0.08496,0.08876
BEN,BEN.12_1,CASS,0.02438,0.02328,0.0306,0.03111,0.03072,0.03806
BEN,BEN.1_1,CASS,0.05578,0.05461,0.05116,0.05058,0.04699,0.04451
BEN,BEN.2_1,CASS,0.05229,0.05126,0.05111,0.05388,0.05708,0.05666
BEN,BEN.3_1,CASS,0.308,0.3494,0.3688,0.3799,0.3959,0.4127
BEN,BEN.4_1,CASS,0.1636,0.1483,0.1374,0.128,0.1223,0.1175
BEN,BEN.5_1,CASS,0.04359,0.04381,0.04523,0.04914,0.0503,0.0643
BEN,BEN.6_1,CASS,0.09583,0.09104,0.09552,0.09703,0.09954,0.09798
BEN,BEN.7_1,CASS,0.05168,0.05399,0.055,0.05393,0.05335,0.05661
BEN,BEN.8_1,CASS,0.3299,0.4435,0.4073,0.3758,0.3535,0.4077
BEN,BEN.9_1,CASS,0.3613,0.4028,0.402,0.4668,0.5175,0.5587
BFA,BFA.10_1,CASS,6.913e-4,5.297e-4,3.762e-4,2.325e-4,7.859e-5,0
