GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AFG,AFG.19_1,SOYB,0,0,0,0,0,0
AFG,AFG.31_1,SOYB,0.3178,0.2704,0.2245,0.1815,0.1465,0.1113
AGO,AGO.10_1,SOYB,13.45,13.58,13.37,11.35,10.64,10.94
AGO,AGO.13_1,SOYB,4.485,4.455,4.401,3.989,4.04,4.337
AGO,AGO.14_1,SOYB,5.514,5.685,5.577,4.802,4.734,5.337
AGO,AGO.15_1,SOYB,29.7,32.45,35.42,31.59,32.02,35.71
AGO,AGO.16_1,SOYB,15.77,11.72,7.786,3.637,1.413,0.6401
AGO,AGO.17_1,SOYB,1058,1289,1378,1256,1251,1346
AGO,AGO.18_1,SOYB,13.57,14.5,14.19,13.16,12.29,14.05
AGO,AGO.1_1,SOYB,460.3,484.8,501.4,485.5,470.9,498.1
AGO,AGO.2_1,SOYB,3.151,3.252,3.193,2.695,2.681,2.948
AGO,AGO.3_1,SOYB,15.2,16.6,17.59,15.25,15.29,16.93
AGO,AGO.5_1,SOYB,7.045,6.364,6.035,4.413,4.084,4.29
AGO,AGO.6_1,SOYB,68.46,83.17,84.72,72.09,68.47,85.04
AGO,AGO.7_1,SOYB,13.01,13.04,13.2,11.15,11.05,11.65
AGO,AGO.9_1,SOYB,6.941,7.617,8.162,7.387,7.427,8.392
ALB,ALB.10_1,SOYB,0.1104,0.1208,0.06052,0.07312,0.0423,0.1406
ALB,ALB.11_1,SOYB,1.524,1.945,1.033,1.262,0.8296,0.8909
ALB,ALB.12_1,SOYB,0.4645,0.5554,0.3068,0.4375,0.2802,0.3122
ALB,ALB.1_1,SOYB,0.9124,1.181,0.6203,0.7906,0.5055,0.5594
ALB,ALB.2_1,SOYB,0.1155,0.1233,0.06202,0.07316,0.04379,0.07554
ALB,ALB.3_1,SOYB,1.327,1.955,1.014,1.248,0.7647,0.9004
ALB,ALB.4_1,SOYB,0,0,0,0,0,0
ALB,ALB.5_1,SOYB,0.5942,0.6998,0.3602,0.4691,0.2845,0.3089
ALB,ALB.6_1,SOYB,0.2713,0.3394,0.1709,0.2078,0.1211,0.1248
ALB,ALB.7_1,SOYB,0.7526,0.8249,0.4258,0.524,0.304,0.3112
ALB,ALB.8_1,SOYB,0.08735,0.09429,0.04639,0.05485,0.03089,0.03047
ALB,ALB.9_1,SOYB,0.1945,0.2168,0.1107,0.1369,0.08136,0.08575
ARG,ARG.10_1,SOYB,4.02,3.916,3.839,6.171,3.096,3.525
ARG,ARG.11_1,SOYB,0.004836,0.004421,0.004001,0.006199,0.002742,0.002906
ARG,ARG.12_1,SOYB,0,0,0,0,0,0
ARG,ARG.14_1,SOYB,2.465,2.6,3.047,2.57,2.525,2.665
ARG,ARG.16_1,SOYB,0.6086,0.9653,1.232,2.246,1.305,1.496
ARG,ARG.17_1,SOYB,3.09,2.905,2.693,4.065,1.786,1.828
ARG,ARG.19_1,SOYB,0.09619,0.092,0.08815,0.153,0.07149,0.07708
ARG,ARG.1_1,SOYB,0.02781,0.02652,0.02502,0.03905,0.01821,0.02156
ARG,ARG.21_1,SOYB,0.04224,0.04094,0.04099,0.07004,0.03602,0.04364
ARG,ARG.22_1,SOYB,0.851,0.8418,0.8068,1.284,0.6327,0.7238
ARG,ARG.24_1,SOYB,0.3515,0.3161,0.2769,0.3909,0.1627,0.1534
ARG,ARG.2_1,SOYB,0.598,0.5937,0.6376,0.9706,0.4535,0.5573
ARG,ARG.3_1,SOYB,0.793,0.7742,0.7764,1.347,0.6694,0.7524
ARG,ARG.6_1,SOYB,0.04765,0.04152,0.03491,0.04917,0.01997,0.01951
ARG,ARG.7_1,SOYB,2.167,2.038,2.799,3.542,2.845,3.033
ARG,ARG.8_1,SOYB,0.3298,0.3252,0.3146,0.5223,0.2477,0.288
ARG,ARG.9_1,SOYB,7.342,7.57,8.261,12.27,6.469,7.637
ARM,ARM.7_1,SOYB,422.4,514.2,465.3,416.3,551,381.9
AUS,AUS.10_1,SOYB,53.4,20.61,12.57,11.71,7.638,6.831
AUS,AUS.11_1,SOYB,5.023,2.088,1.53,1.663,1.355,1.691
AUS,AUS.5_1,SOYB,1.059,0.4444,0.3038,0.3225,0.2675,0.3056
AUS,AUS.7_1,SOYB,336.4,100.7,45.38,31.05,14.98,10.47
AUS,AUS.8_1,SOYB,0.8934,0.3707,0.247,0.2509,0.1825,0.1898
AUT,AUT.1_1,SOYB,0.4314,0.3486,0.3115,0.2724,0.275,0.246
AUT,AUT.2_1,SOYB,4.046,2.811,2.078,1.362,1.268,0.9503
AUT,AUT.3_1,SOYB,0.468,0.4233,0.4022,0.3894,0.407,0.3729
AUT,AUT.4_1,SOYB,1.075,0.8125,0.695,0.5326,0.4818,0.3712
AUT,AUT.6_1,SOYB,3.57,3.044,2.805,2.393,2.722,2.669
AUT,AUT.7_1,SOYB,3.842,3.056,2.683,2.204,2.19,1.896
AUT,AUT.8_1,SOYB,0.3909,0.253,0.1574,0.07022,0.03153,0.03036
AUT,AUT.9_1,SOYB,0.8258,0.6032,0.4778,0.345,0.2852,0.1845
AZE,AZE.10_1,SOYB,1.691,0.5888,0.528,1.613,1.494,1.53
AZE,AZE.1_1,SOYB,3.192,2.936,2.687,2.467,2.227,1.993
AZE,AZE.2_1,SOYB,0.02183,0.01884,0.01586,0.01288,0.009917,0.01042
AZE,AZE.3_1,SOYB,95.08,88.94,83.03,81.5,82.13,76.13
AZE,AZE.4_1,SOYB,21.47,19.6,17.79,28.44,26.03,55.43
AZE,AZE.5_1,SOYB,0,0,0,0.01721,0.3589,0.3404
AZE,AZE.6_1,SOYB,20.93,18.96,17.03,15.17,13.33,11.53
AZE,AZE.8_1,SOYB,0.7858,0.7252,0.7258,1.172,1.311,1.315
AZE,AZE.9_1,SOYB,0.4525,69.88,65.95,62.96,59.22,56.62
BDI,BDI.10_1,SOYB,0.6108,0.5021,0.3962,0.3483,0.256,0.1999
BDI,BDI.11_1,SOYB,1.615,1.492,1.361,1.277,1.172,1.011
BDI,BDI.12_1,SOYB,0.1127,0.5031,0.4865,0.4623,0.4377,0.4004
BDI,BDI.13_1,SOYB,0.2146,0.1775,0.1527,0.1318,0.1088,0.09005
BDI,BDI.14_1,SOYB,1.049,1.268,1.378,1.369,1.374,1.629
BDI,BDI.15_1,SOYB,0.7275,0.9946,1.205,1.3,1.382,1.537
BDI,BDI.16_1,SOYB,2.672,2.352,2.086,1.879,1.631,1.443
BDI,BDI.17_1,SOYB,1.981,1.642,1.395,1.137,0.8862,0.6236
BDI,BDI.1_1,SOYB,0.9881,1.125,1.218,1.222,1.343,1.412
BDI,BDI.2_1,SOYB,2.215,2.126,2.064,1.964,1.86,1.713
BDI,BDI.3_1,SOYB,0.8957,0.8029,0.7101,0.8066,0.8302,0.9631
BDI,BDI.4_1,SOYB,4.641,6.533,6.33,6.493,6.24,5.809
BDI,BDI.5_1,SOYB,0.5748,0.4997,0.4647,0.4599,0.5194,0.5425
BDI,BDI.6_1,SOYB,1.498,1.678,1.55,1.908,1.881,2.262
BDI,BDI.7_1,SOYB,0.5908,0.8158,0.918,1.008,1.085,1.209
BDI,BDI.8_1,SOYB,0.6302,0.6751,0.7272,0.7998,0.8328,1.012
BDI,BDI.9_1,SOYB,0.4515,0.5728,0.6512,0.693,0.7199,0.8126
BEL,BEL.2_1,SOYB,0,0,0,0,0,0
BEL,BEL.3_1,SOYB,3.665,3.388,3.566,2.32,1.899,1.558
BEN,BEN.10_1,SOYB,1.283,1.264,1.495,0.9364,0.7864,0.9207
BEN,BEN.11_1,SOYB,0.5408,0.529,0.5471,0.371,0.2979,0.3643
BEN,BEN.12_1,SOYB,0.3416,0.3138,0.4389,0.2651,0.2112,0.3129
BEN,BEN.1_1,SOYB,0.5427,0.4854,0.4801,0.297,0.2318,0.2626
BEN,BEN.2_1,SOYB,0.4618,0.3973,0.3791,0.2295,0.1855,0.2035
BEN,BEN.3_1,SOYB,5.451,4.989,5.044,3.258,2.708,3.177
BEN,BEN.4_1,SOYB,1.914,1.541,1.388,0.7574,0.5689,0.6038
BEN,BEN.5_1,SOYB,1.438,1.363,1.363,0.9953,0.821,1.243
BEN,BEN.6_1,SOYB,1.609,1.468,1.68,1.117,1.003,1.209
BEN,BEN.7_1,SOYB,1.405,1.406,1.527,0.8985,0.7188,0.8867
BEN,BEN.9_1,SOYB,4.299,4.273,4.229,2.829,2.418,2.978
BFA,BFA.10_1,SOYB,0,0,0,0,0,0
BFA,BFA.13_1,SOYB,1.231,1.006,0.6199,0.604,0.4681,0.3766
BFA,BFA.1_1,SOYB,0.1171,0.1039,0.0706,0.08081,0.07312,0.06742
BFA,BFA.2_1,SOYB,0.6893,0.6948,0.4959,0.5924,0.6055,0.6294
BFA,BFA.3_1,SOYB,0.02598,0.02384,0.01633,0.03733,0.1033,0.1161
BFA,BFA.4_1,SOYB,0,0,0,0,0,0
BFA,BFA.5_1,SOYB,0.2043,0.1714,0.111,0.1348,0.1372,0.1438
BFA,BFA.6_1,SOYB,0.08868,0.07494,0.04787,0.05122,0.04322,0.03804
BFA,BFA.7_1,SOYB,0,0,0,0,0,0
BFA,BFA.8_1,SOYB,0.07184,0.06476,0.04566,0.05876,0.0619,0.09176
BFA,BFA.9_1,SOYB,0.3288,0.3038,0.2172,0.2611,0.2723,0.286
BGD,BGD.1_1,SOYB,0.006343,0.006607,0.005477,0.07697,0.1142,0.1448
BGD,BGD.2_1,SOYB,8.37,10.59,10.23,10.04,10.4,10.47
BGD,BGD.3_1,SOYB,0.01758,0.01656,0.01238,0.01941,0.01765,0.01739
BGD,BGD.4_1,SOYB,0.004934,0.02297,0.15,2.891,5.554,5.953
