GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AFG,AFG.14_1,SESA,0,0,0,0,0,0.04259
AFG,AFG.16_1,SESA,0,0,0,0,0,0
AFG,AFG.19_1,SESA,0.1294,0.1489,0.0392,0.05095,0.005978,1.594e-4
AFG,AFG.1_1,SESA,0,0,0,0,0,0
AFG,AFG.20_1,SESA,0,0,0,0.02345,0.01082,0.2118
AFG,AFG.21_1,SESA,0,0,0,0,0.1193,0.2193
AFG,AFG.22_1,SESA,0,0,0,0,0,0
AFG,AFG.23_1,SESA,0,0,0,0,0,0
AFG,AFG.27_1,SESA,0,0,0,0,0,0
AFG,AFG.28_1,SESA,0,0,0,0,0,0
AFG,AFG.29_1,SESA,0.05536,0.03959,0,0,0,0
AFG,AFG.30_1,SESA,0,0,0,0.5859,0.274,0.3021
AFG,AFG.31_1,SESA,0.03383,0.0568,0.02004,0.04447,0.01712,0.01582
AFG,AFG.32_1,SESA,0,0,0,0,0.1122,0.1241
AFG,AFG.34_1,SESA,0,0,0,0,0,0
AFG,AFG.3_1,SESA,0.00832,0.02376,0.008514,0.01943,0.008376,0.008925
AFG,AFG.4_1,SESA,0,0,0,2.373e-4,0.008213,0.01042
AFG,AFG.9_1,SESA,0,0,0,0,0,0
AGO,AGO.10_1,SESA,24.6,25.4,25.13,25.09,24.75,25.57
AGO,AGO.12_1,SESA,101.4,104,105,108.5,112.5,118.8
AGO,AGO.13_1,SESA,90.64,88.55,85.51,81.95,82.1,80.57
AGO,AGO.14_1,SESA,44.45,42.98,41.11,39.64,38.91,39.99
AGO,AGO.15_1,SESA,206,211.8,233.6,243.6,253.8,271.3
AGO,AGO.16_1,SESA,40,30.89,23.72,17.47,13.39,12.03
AGO,AGO.17_1,SESA,49.3,56.64,58.56,59.99,58.93,63.08
AGO,AGO.18_1,SESA,24.09,27.03,27.03,28.44,28.37,32.85
AGO,AGO.1_1,SESA,25.49,26.4,23.87,41.62,49.07,52.16
AGO,AGO.2_1,SESA,31.18,31.91,31.68,32.14,33.85,36.59
AGO,AGO.3_1,SESA,50.79,53.09,56.39,58.19,59.96,64.13
AGO,AGO.4_1,SESA,58.72,58.77,58.76,63.4,61.79,63.82
AGO,AGO.5_1,SESA,113.9,119.5,124.9,125.7,130.9,139
AGO,AGO.6_1,SESA,169.2,201.4,206.3,203.2,202.6,243.5
AGO,AGO.7_1,SESA,37.33,34.85,33.34,31.74,30.65,30.84
AGO,AGO.8_1,SESA,7.589,9.304,9.584,10.92,11.41,12.89
AGO,AGO.9_1,SESA,21.05,20.75,20.95,21.04,21,21.69
ALB,ALB.2_1,SESA,2.31,2.004,1.784,1.576,1.348,1.133
ARG,ARG.14_1,SESA,101.4,110,114.3,61.98,62.16,60.8
ARG,ARG.17_1,SESA,182.6,204.5,249.9,144.6,156,155.2
ARG,ARG.3_1,SESA,5.981,5.687,15.83,10.51,13.96,19.77
ARG,ARG.7_1,SESA,4.532,3.05,1.578,1.003,1.197,1.254
ARG,ARG.9_1,SESA,9.45,7.776,9.252,4.912,4.999,4.111
ARM,ARM.2_1,SESA,0.268,0.2425,0.217,0.1915,0.1659,0.1404
AZE,AZE.10_1,SESA,0,0,0,0,0,0
AZE,AZE.2_1,SESA,22.81,19.42,16.04,12.65,9.267,5.881
AZE,AZE.5_1,SESA,0,0,0,0,0,0
AZE,AZE.6_1,SESA,0.5489,0.3294,0.1098,0,0,0
BEN,BEN.11_1,SESA,3.748,4.135,4.528,5.063,5.028,5.268
BEN,BEN.1_1,SESA,2.482,1.831,2.199,2.231,2.146,2.069
BEN,BEN.2_1,SESA,0.6688,0.7873,0.9403,1.095,1.438,1.801
BEN,BEN.4_1,SESA,1.911,0.9585,1.234,1.294,1.422,1.625
BEN,BEN.5_1,SESA,4.914,1.834,1.796,1.432,1.219,1.625
BEN,BEN.6_1,SESA,11.55,11.47,12.73,13.97,15.23,15.86
BFA,BFA.10_1,SESA,0.03506,0.06543,0.05228,0.03897,0.03067,0.02961
BFA,BFA.11_1,SESA,0,0,0,0,0,0
BFA,BFA.12_1,SESA,0,0,0,0,0,0
BFA,BFA.13_1,SESA,1.269,2.599,2.351,2.035,1.964,2.399
BFA,BFA.1_1,SESA,0.4007,0.8017,0.6957,0.5692,0.5034,0.569
BFA,BFA.2_1,SESA,2.687,5.848,5.187,4.319,4.073,4.724
BFA,BFA.3_1,SESA,0.1182,0.286,0.2772,0.6712,1.924,2.288
BFA,BFA.4_1,SESA,0,0,0,0,0.006481,0.007015
BFA,BFA.5_1,SESA,0.5341,1.081,1.014,1.093,1.294,1.854
BFA,BFA.6_1,SESA,0.2417,0.4567,0.3717,0.2843,0.2331,0.2543
BFA,BFA.7_1,SESA,0,0,0,0,0,0
BFA,BFA.8_1,SESA,0.5453,1.185,1.14,1.023,1.297,2.011
BFA,BFA.9_1,SESA,0.84,1.739,1.675,1.479,1.469,1.807
BGD,BGD.1_1,SESA,0.002015,0.003805,0.1313,0.1501,0.1569,0.1474
BGD,BGD.2_1,SESA,59.93,62.19,66.57,68.87,71.46,70.89
BGD,BGD.3_1,SESA,0.2149,0.2146,0.2605,0.3549,0.4242,0.4685
BGD,BGD.4_1,SESA,0.03763,0.04869,0.05214,0.08102,0.1009,0.1134
BGD,BGD.5_1,SESA,0.4674,0.3813,0.3272,0.2655,0.222,0.1601
BGD,BGD.6_1,SESA,0.1145,0.0947,0.09454,0.08504,0.09047,0.08424
BGD,BGD.7_1,SESA,3.721,3.672,6.944,4.019,3.687,4.24
BGD,BGD.8_1,SESA,2.49,2.009,1.835,1.694,1.576,1.962
BGR,BGR.28_1,SESA,0,0,0,0,0,0
BGR,BGR.2_1,SESA,0.5503,0.4168,0.2873,0.1669,0.05564,0
BGR,BGR.6_1,SESA,4.099,3.878,3.658,3.438,3.262,3.248
BLZ,BLZ.2_1,SESA,25.98,24.74,21.05,29.8,41.75,44.36
BLZ,BLZ.6_1,SESA,592.4,416,227.1,123.4,40.55,0
BOL,BOL.1_1,SESA,177.3,153.4,131.8,106.7,81.26,56.44
BOL,BOL.2_1,SESA,633.5,696.4,709.1,706.3,690,648
BOL,BOL.3_1,SESA,23.32,24.82,27.17,32.88,35.42,35.55
BOL,BOL.4_1,SESA,60.8,64.89,68.7,89.37,83.34,81.65
BOL,BOL.8_1,SESA,38.98,41.29,45.22,44.21,43.68,42.13
BOL,BOL.9_1,SESA,31.25,25.65,25.2,11.41,8.499,5.551
BRA,BRA.11_1,SESA,22.84,19.34,13.38,6.103,5.04,4.336
BRA,BRA.12_1,SESA,44.28,35.82,18.77,9.538,8.861,9.838
BRA,BRA.13_1,SESA,26.47,19.23,9.301,4.7,4.396,4.901
BRA,BRA.14_1,SESA,185.3,132.8,61.32,27.67,24.96,27.8
BRA,BRA.16_1,SESA,38.61,50.88,43.63,25.96,23.77,27.49
BRA,BRA.19_1,SESA,18.03,12.64,5.764,2.851,2.559,2.789
BRA,BRA.21_1,SESA,10.32,7.865,3.727,1.809,1.609,1.766
BRA,BRA.22_1,SESA,7.242,5.314,2.638,1.192,1.027,1.139
BRA,BRA.23_1,SESA,1.088,1.028,0.9682,0.9084,0.8487,0.7889
BRA,BRA.24_1,SESA,12.83,10.32,5.02,2.525,2.243,2.376
BRA,BRA.25_1,SESA,13.97,12.39,6.528,3.22,3.041,3.371
BRA,BRA.27_1,SESA,9.643,7.825,5.583,2.831,2.417,2.73
BRA,BRA.4_1,SESA,0,0,0,0,0,0
BRA,BRA.5_1,SESA,265.8,163.3,63.61,25.21,17.85,14.5
BRA,BRA.7_1,SESA,0.4747,0.3869,0.1974,0.1588,0.1556,0.1909
BRA,BRA.8_1,SESA,38.77,27.28,12.22,5.907,5.419,5.954
BRA,BRA.9_1,SESA,19.99,15.54,7.87,4.094,3.664,3.952
BTN,BTN.11_1,SESA,14.03,13.5,28.59,12.8,10.88,11.1
BTN,BTN.13_1,SESA,0.2765,1.073,3.265,1.635,1.574,1.699
BTN,BTN.9_1,SESA,0,0,0,0,0,0
CAF,CAF.10_1,SESA,86.91,74.17,62.47,51.73,43.45,38.07
CAF,CAF.11_1,SESA,28.15,26.74,25.1,23.41,22.38,22.82
CAF,CAF.12_1,SESA,731.3,591.8,475.3,369.6,271.2,197.2
CAF,CAF.13_1,SESA,30.05,26.62,23.36,20.89,18.65,17.78
CAF,CAF.14_1,SESA,6.682,6.679,6.748,6.666,6.86,7.517
CAF,CAF.15_1,SESA,9.795,8.92,8.343,7.762,7.467,7.114
CAF,CAF.16_1,SESA,115.3,128.9,126.2,126.3,124.1,136
CAF,CAF.17_1,SESA,6.143,5.408,4.645,12.1,16.38,20.06
CAF,CAF.1_1,SESA,101.5,88.96,77.54,66.76,60.18,55.83
CAF,CAF.2_1,SESA,107,53.21,27.23,15.05,4.533,0
CAF,CAF.3_1,SESA,102.9,100.3,93.83,86.38,80.67,82.07
CAF,CAF.4_1,SESA,204.9,180.2,156.2,136.5,116.4,106.9
CAF,CAF.5_1,SESA,26.88,25.27,23.68,21.78,20.23,20.48
CAF,CAF.6_1,SESA,84.13,80.89,75.55,71.48,66.25,65.53
CAF,CAF.7_1,SESA,65.29,64.38,62.25,57.24,54.19,54.83
CAF,CAF.8_1,SESA,85.17,78.14,69.19,62.6,53.52,51.38
CAF,CAF.9_1,SESA,121.2,101.3,84.51,75.04,65.26,65.7
CHN,CHN.10_1,SESA,0.5996,0.6423,0.6647,0.6266,0.7341,0.7019
CHN,CHN.11_1,SESA,2.138,1.894,1.725,1.417,1.397,1.047
CHN,CHN.12_1,SESA,0.03556,0.04734,0.06602,0.07112,0.09377,0.1066
CHN,CHN.13_1,SESA,0.2317,0.2423,0.2754,0.3017,0.4283,0.5018
CHN,CHN.14_1,SESA,3.9,3.957,4.196,4.058,4.946,4.764
CHN,CHN.15_1,SESA,0.1513,0.3309,0.5335,0.6685,0.8967,0.8516
CHN,CHN.16_1,SESA,1.486,1.491,1.564,1.455,1.709,1.581
CHN,CHN.17_1,SESA,2.79,2.46,2.234,1.818,1.792,1.347
CHN,CHN.18_1,SESA,0.3511,0.2596,0.2086,0.1493,0.1749,0.1378
CHN,CHN.19_1,SESA,0.7727,0.7083,0.6495,0.5733,0.6569,0.5981
CHN,CHN.1_1,SESA,0.5588,0.5514,0.5508,0.502,0.5813,0.5218
CHN,CHN.22_1,SESA,0.4597,0.4269,0.4473,0.4784,0.6074,1.122
CHN,CHN.23_1,SESA,0.008791,0.03625,0.04978,0.07666,0.1079,0.1126
CHN,CHN.24_1,SESA,0.2837,0.3428,0.4871,0.4983,0.7942,0.7965
CHN,CHN.25_1,SESA,4.053,3.559,3.194,2.55,2.421,1.742
CHN,CHN.26_1,SESA,1.035,1.083,1.292,1.298,1.626,1.732
CHN,CHN.27_1,SESA,0.1475,0.1509,0.1469,0.1365,0.1566,0.1505
CHN,CHN.28_1,SESA,0.01956,0.009417,0.006195,0.01033,0.01813,0.01839
CHN,CHN.2_1,SESA,0.0259,0.2196,0.3353,0.4346,0.527,0.5067
CHN,CHN.30_1,SESA,40,37.36,32.44,27.13,24.88,18.61
CHN,CHN.31_1,SESA,3.783,3.702,3.893,3.889,4.545,4.376
CHN,CHN.3_1,SESA,0.6547,0.7354,0.8182,0.8932,1.232,1.262
CHN,CHN.4_1,SESA,10.32,9.127,8.43,7.118,7.74,6.863
CHN,CHN.5_1,SESA,0.03213,0.0327,0.08362,0.1419,0.1764,0.1568
CHN,CHN.6_1,SESA,3.039,3.014,3.168,2.971,3.485,3.207
CHN,CHN.7_1,SESA,1.339,1.309,1.33,1.245,1.463,1.344
CHN,CHN.8_1,SESA,2.666,2.503,2.391,2.094,2.309,2.134
CHN,CHN.9_1,SESA,5.604,5.561,5.61,5.194,7.599,7.33
CIV,CIV.10_1,SESA,29.89,39.18,37.74,38.51,38.32,39.68
CIV,CIV.11_1,SESA,12.07,13.37,14.12,15.99,17.23,18.44
CIV,CIV.12_1,SESA,110.1,116.1,119.1,121.5,122.2,123.8
CIV,CIV.14_1,SESA,10.56,15.14,14.14,14.32,14.03,15.51
CIV,CIV.2_1,SESA,96.24,97.93,96.7,95.84,97.52,103.2
CIV,CIV.3_1,SESA,551.1,496.1,438.6,389.6,347,299.7
CIV,CIV.4_1,SESA,307.3,344.5,371.4,406.5,432.5,460
CIV,CIV.5_1,SESA,69.32,71.4,73.73,72.91,74.37,72.23
CIV,CIV.6_1,SESA,687.5,591.9,501.8,414.7,331,252.3
CIV,CIV.7_1,SESA,26080,21580,17670,14220,11040,8031
CIV,CIV.8_1,SESA,534.8,557.9,595.9,598.8,589.1,605.5
CIV,CIV.9_1,SESA,100.1,105.6,108,115,115.6,117.7
CMR,CMR.10_1,SESA,1100,1252,1351,1402,1477,1570
CMR,CMR.1_1,SESA,17.93,22.45,24.66,29.28,29.71,35.56
CMR,CMR.2_1,SESA,361.5,433.9,458.5,518.3,519.3,581.2
CMR,CMR.3_1,SESA,156.1,196.2,212.3,262.3,263.1,319
CMR,CMR.4_1,SESA,0.04524,0.0423,0.04022,0.05004,0.04881,0.07399
CMR,CMR.5_1,SESA,429.4,526,567.5,655.2,652.5,736.6
CMR,CMR.6_1,SESA,91.05,75.26,92.66,106.8,121.8,148.7
CMR,CMR.7_1,SESA,1.5,1.566,1.615,1.644,1.628,1.777
CMR,CMR.8_1,SESA,18.28,22.18,24.42,29.89,33.21,41.86
CMR,CMR.9_1,SESA,46.08,51.95,54.78,58.44,56,59.8
COD,COD.10_1,SESA,96.31,107.6,110.3,113,114.5,126.5
COD,COD.11_1,SESA,56.67,55.59,55.03,55.49,52.23,52.28
COD,COD.15_1,SESA,66.7,72.65,76.47,79.71,88.26,97.19
COD,COD.16_1,SESA,219.5,255,267.9,305.2,319.4,399.9
COD,COD.19_1,SESA,578.1,427.8,300.9,198.4,114.4,70.63
COD,COD.1_1,SESA,223.7,227.5,229.8,230,214.5,227.5
COD,COD.20_1,SESA,176.7,221.2,226.2,218.8,244.4,279.1
COD,COD.22_1,SESA,35.85,36.85,35.64,37.8,38.91,39.74
COD,COD.23_1,SESA,209.5,191.7,185.3,182.1,181.3,186.7
COD,COD.24_1,SESA,2971,2528,2112,1737,1381,1049
COD,COD.2_1,SESA,1313,1328,1371,1390,1448,1414
COD,COD.3_1,SESA,52.83,56.65,58.72,62.18,66.74,71.03
COD,COD.4_1,SESA,1.723,1.492,1.262,1.122,1.003,0.8848
COD,COD.5_1,SESA,126.2,142.8,160.3,176.2,183.2,200.3
