GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AFG,AFG.19_1,OOIL,0.1825,0.1663,0.1505,0.1349,0.1186,0.1057
AFG,AFG.1_1,OOIL,0,0,0,0,0,0
AFG,AFG.20_1,OOIL,0,0,0,0.007717,0.007321,0.123
AFG,AFG.22_1,OOIL,0,0,0,0.07861,0.1061,0.1004
AFG,AFG.29_1,OOIL,0,0,0,0,0,0
AFG,AFG.30_1,OOIL,0,0,0,0.1945,0.1879,0.1777
AFG,AFG.31_1,OOIL,0.01622,0.01212,0.008978,0.006567,0.005145,0.004138
AFG,AFG.32_1,OOIL,0,0,0,0,0.0516,0.04895
AFG,AFG.34_1,OOIL,0,0,0,0,0,0
AFG,AFG.3_1,OOIL,0,0.004931,0.004678,0.004426,0.005177,0.005074
AFG,AFG.4_1,OOIL,0,0.001924,0.001826,0.001863,0.008128,0.01649
AGO,AGO.10_1,OOIL,31.59,33.28,32.84,32.94,32.62,33.51
AGO,AGO.11_1,OOIL,1.902,1.86,2.074,1.88,1.714,1.645
AGO,AGO.12_1,OOIL,60.5,64.88,66.41,70.95,76.04,88.35
AGO,AGO.13_1,OOIL,38.86,39.55,39.1,40.74,41.77,44.42
AGO,AGO.14_1,OOIL,55.86,56.45,55.39,56.64,59.5,64.75
AGO,AGO.15_1,OOIL,162.6,172.7,186.8,197.6,207.9,222
AGO,AGO.16_1,OOIL,76.2,58.74,43.83,30.47,20.25,16.81
AGO,AGO.17_1,OOIL,135.4,136.2,130.5,130.5,130.6,136.1
AGO,AGO.18_1,OOIL,165.4,195.9,216.5,271,304.4,348.6
AGO,AGO.1_1,OOIL,36.04,35.58,34.14,34.74,35.85,42.33
AGO,AGO.2_1,OOIL,32.01,32,31.07,31.03,32.57,34.64
AGO,AGO.3_1,OOIL,64.1,68.24,71.78,73.85,76.67,81.47
AGO,AGO.4_1,OOIL,70.37,71.8,71.43,77.45,75.83,77.97
AGO,AGO.5_1,OOIL,124.4,133,138.3,139.8,146.1,154.3
AGO,AGO.6_1,OOIL,118.4,132.6,134.1,133.9,137,164.2
AGO,AGO.7_1,OOIL,48.92,46.33,43.91,41.71,40.15,39.9
AGO,AGO.8_1,OOIL,6.816,8.753,8.92,9.971,10.34,11.45
AGO,AGO.9_1,OOIL,22.02,22.62,22.71,22.98,23.08,23.87
ALB,ALB.10_1,OOIL,0.04155,0.03841,0.03544,0.03247,0.02949,0.08097
ALB,ALB.11_1,OOIL,0.6077,0.6106,0.5945,0.5727,0.5787,0.541
ALB,ALB.12_1,OOIL,0.1075,0.1072,0.1111,0.1152,0.1224,0.119
ALB,ALB.1_1,OOIL,0.1577,0.167,0.1673,0.1623,0.1606,0.1527
ALB,ALB.2_1,OOIL,0.05246,0.04977,0.04708,0.04439,0.0417,0.08253
ALB,ALB.3_1,OOIL,1.459,1.811,1.728,1.608,1.545,1.596
ALB,ALB.4_1,OOIL,0.2571,0.277,0.2676,0.2498,0.2573,0.2638
ALB,ALB.5_1,OOIL,0.06249,0.0684,0.06562,0.06395,0.07506,0.07135
ALB,ALB.6_1,OOIL,0.05215,0.0542,0.05017,0.04614,0.04211,0.03808
ALB,ALB.7_1,OOIL,0,0,0,0,0,0
ALB,ALB.9_1,OOIL,0.1484,0.2603,0.4576,0.4321,0.4066,0.3811
ARG,ARG.10_1,OOIL,339.7,290.1,243.9,200.9,160.4,123.9
ARG,ARG.11_1,OOIL,0.2653,0.1751,0.09072,0.02769,0.2795,0.2631
ARG,ARG.12_1,OOIL,6.116,5.636,5.045,5.231,4.824,4.162
ARG,ARG.13_1,OOIL,8.164,7.783,8.803,11.5,10.97,9.905
ARG,ARG.14_1,OOIL,7958,7692,7259,6733,6444,6436
ARG,ARG.15_1,OOIL,1612,1615,1571,1536,1424,1350
ARG,ARG.16_1,OOIL,153.2,154.5,186.9,194.8,228.5,218.6
ARG,ARG.17_1,OOIL,3.178,2.722,2.286,1.874,1.494,1.16
ARG,ARG.18_1,OOIL,6.194,6.144,5.66,5.064,6.098,5.617
ARG,ARG.19_1,OOIL,68.99,63.69,58.19,53.31,47.85,42.59
ARG,ARG.1_1,OOIL,0.09194,0.06683,0.04912,0.03419,0.02296,0.01716
ARG,ARG.21_1,OOIL,13.74,11.81,9.984,8.247,6.684,5.188
ARG,ARG.22_1,OOIL,2150,1870,1653,1445,1320,1290
ARG,ARG.24_1,OOIL,196.1,133.9,80.27,37.07,10.13,1.682
ARG,ARG.2_1,OOIL,450.5,482,493.4,501,509.4,482.1
ARG,ARG.3_1,OOIL,1009,848.3,690.2,534.9,389.6,257.8
ARG,ARG.6_1,OOIL,1.148,1.002,0.8556,0.7097,0.5642,0.4191
ARG,ARG.7_1,OOIL,3.886,3.399,2.944,2.714,2.935,3.193
ARG,ARG.8_1,OOIL,91.27,91.4,86.8,84.35,80.11,77.81
ARG,ARG.9_1,OOIL,862.8,697.5,628.8,495.3,410.2,365.3
ARM,ARM.1_1,OOIL,0,0,0,0,0,0
ARM,ARM.2_1,OOIL,0.1561,0.1413,0.1264,0.1225,0.107,0.09161
ARM,ARM.3_1,OOIL,0,0,0,0,0.01457,0.01383
ARM,ARM.7_1,OOIL,16.94,17.42,16.03,14.64,13.25,12.38
ARM,ARM.8_1,OOIL,0,0,0,0,0,0
AUS,AUS.10_1,OOIL,4.742,4.754,4.483,4.309,4.038,3.715
AUS,AUS.11_1,OOIL,3.674,3.159,2.646,2.136,1.628,1.126
AUS,AUS.5_1,OOIL,4.553,5.113,5.142,5.413,5.67,5.546
AUS,AUS.7_1,OOIL,11.25,12.6,13.04,14.45,14.69,14.82
AUS,AUS.8_1,OOIL,9.373,9.171,9.183,8.432,7.655,7.021
AUS,AUS.9_1,OOIL,3.733,5.031,4.87,4.8,4.53,4.442
AUT,AUT.1_1,OOIL,1.557,1.444,1.33,1.244,1.13,1.015
AUT,AUT.2_1,OOIL,134.2,117.1,100.2,84.03,68.62,52.41
AUT,AUT.3_1,OOIL,3.99,3.542,3.05,2.611,2.108,1.679
AUT,AUT.4_1,OOIL,4.568,4.045,3.654,3.126,2.599,2.095
AUT,AUT.6_1,OOIL,103.3,78.1,54.52,33.44,15.91,7.232
AUT,AUT.8_1,OOIL,650.4,564.6,478.8,393,307.1,221.3
AUT,AUT.9_1,OOIL,1.86,1.593,1.327,1.061,0.7944,0.5281
AZE,AZE.10_1,OOIL,0.2934,0.2682,0.2429,0.7388,0.6868,0.6348
AZE,AZE.1_1,OOIL,1.287,1.113,0.9421,0.7765,0.615,0.4534
AZE,AZE.2_1,OOIL,0.2659,0.2411,0.2163,0.1915,0.1825,1.871
AZE,AZE.3_1,OOIL,0.1557,0.1421,0.1284,0.1568,0.141,0.1251
AZE,AZE.4_1,OOIL,0.07874,0.07189,0.06504,0.2855,0.267,0.2485
AZE,AZE.5_1,OOIL,6.346e-5,5.741e-5,5.137e-5,0.01247,0.266,0.2523
AZE,AZE.6_1,OOIL,1.229,1.123,1.02,0.9149,0.8098,0.7046
AZE,AZE.8_1,OOIL,0.6005,0.54990000000000006,0.4994,0.4489,0.3983,0.3478
AZE,AZE.9_1,OOIL,0.1685,0.154,0.1395,0.291,0.2679,1.153
BDI,BDI.1_1,OOIL,0.1636,0.1056,0.04996,0.01571,0.004336,0
BDI,BDI.6_1,OOIL,0.1406,0.1614,0.1744,0.1618,0.2215,0.2085
BEL,BEL.2_1,OOIL,293.9,230.6,182.6,144,107,73.91
BEL,BEL.3_1,OOIL,501.3,425.2,353.4,284,216,150.8
BEN,BEN.10_1,OOIL,2.358,2.391,2.438,2.51,2.51,2.56
BEN,BEN.11_1,OOIL,0.6246,0.6883,0.7455,0.8408,0.8625,0.9665
BEN,BEN.12_1,OOIL,0.5093,0.5163,0.7305,0.7512,0.7532,0.8854
BEN,BEN.1_1,OOIL,0.4556,0.5374,0.6783,0.925,1.164,1.541
BEN,BEN.2_1,OOIL,0.495,0.5728,0.6959,0.7995,0.9407,1.051
BEN,BEN.3_1,OOIL,1.876,2.119,2.846,3.718,3.911,4.33
BEN,BEN.4_1,OOIL,0.9878,1.076,1.578,1.978,2.323,3.122
BEN,BEN.5_1,OOIL,1.308,1.48,1.601,1.947,2.078,2.843
BEN,BEN.6_1,OOIL,1.257,1.393,1.697,1.99,2.284,2.439
BEN,BEN.7_1,OOIL,0.3873,0.357,0.3876,0.383,0.3761,0.8827
