GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AFG,AFG.14_1,SUGB,0,0,0,0,0,0
AFG,AFG.16_1,SUGB,0,0,0,0,0,0
AFG,AFG.19_1,SUGB,0.02011,0.01234,0.007588,0.004604,0.002471,0.001504
AFG,AFG.1_1,SUGB,0,0,0,0,0,0
AFG,AFG.20_1,SUGB,0,0,0,0,0,0
AFG,AFG.21_1,SUGB,0,0,0,0,0,0
AFG,AFG.22_1,SUGB,0,0,0,0,0,0
AFG,AFG.23_1,SUGB,0,0,0,0,0,0
AFG,AFG.27_1,SUGB,0,0,0,0,0,0
AFG,AFG.28_1,SUGB,0,0,0,0,0,0
AFG,AFG.29_1,SUGB,0.01325,0.0041660000000000004,0,0,0,0
AFG,AFG.2_1,SUGB,0.02645,0.0296,0.01416,0.02035,0.005635,0.006202
AFG,AFG.30_1,SUGB,0,0,0,0.01775,0.01568,0.01568
AFG,AFG.31_1,SUGB,0.01274,0.008996,0.005837,0.003819,0.002367,0.00178
AFG,AFG.32_1,SUGB,0,0,0,0,0.003795,0.003806
AFG,AFG.34_1,SUGB,0,0,0,0,0,0
AFG,AFG.3_1,SUGB,0.007161,0.005528,0.003798,0.002621,0.001687,0.001278
AFG,AFG.4_1,SUGB,0,0,0,0,1.864e-5,2.53e-5
AFG,AFG.9_1,SUGB,0,0,0,0,0,0
ALA,ALA.2_2,SUGB,223.4,157.9,107,47.69,7.983,0
ALB,ALB.12_1,SUGB,0.003711,0.003762,0.004192,0.004316,0.005641,0.004666
ALB,ALB.1_1,SUGB,0.007797,0.008435,0.009918,0.01003,0.01141,0.00969
ALB,ALB.2_1,SUGB,0.07223,0.06116,0.04952,0.04133,0.0351,0.02888
ALB,ALB.4_1,SUGB,0.2665,0.2555,0.2491,0.2126,0.1915,0.1251
ALB,ALB.5_1,SUGB,0.001296,0.001249,0.001238,0.001077,0.002156,0.001791
ALB,ALB.6_1,SUGB,0,0,0,0,0,0
ALB,ALB.7_1,SUGB,0.03855,0.03714,0.03765,0.03326,0.03072,0.02095
ARM,ARM.10_1,SUGB,0.543,0.484,0.42,0.3632,0.348,0.3271
ARM,ARM.11_1,SUGB,0,0,0,0,0,0
ARM,ARM.1_1,SUGB,0.1601,0.139,0.1179,0.09833,0.07788,0.05759
ARM,ARM.2_1,SUGB,0.005928,0.005351,0.004774,0.004588,0.003995,0.003404
ARM,ARM.3_1,SUGB,0,0,0,0,7.659e-4,7.264e-4
ARM,ARM.4_1,SUGB,0,0,0,0,0,0
ARM,ARM.5_1,SUGB,1.922,1.638,1.349,1.317,1.033,0.743
ARM,ARM.6_1,SUGB,0,0,0,0,0,0
ARM,ARM.7_1,SUGB,0.301,0.2748,0.2441,0.2165,0.1872,0.1689
ARM,ARM.8_1,SUGB,0,0,0,0,0,0
ARM,ARM.9_1,SUGB,0.05683,0.05061,0.04436,0.03867,0.03267,0.02672
AUT,AUT.1_1,SUGB,0.004716,0.002984,0.002991,0.002671,0.00182,0.001705
AUT,AUT.2_1,SUGB,0.1333,0.09863,0.1054,0.1037,0.07698,0.08073
AUT,AUT.3_1,SUGB,0.006842,0.00469,0.004937,0.005166,0.00379,0.004307
AUT,AUT.4_1,SUGB,0.02088,0.01295,0.01275,0.01127,0.007623,0.007043
AUT,AUT.6_1,SUGB,0.0689,0.04351,0.0434,0.0414,0.02856,0.03726
AUT,AUT.8_1,SUGB,0.002728,0.003021,0.00229,0.002392,0.002323,0.00202
AUT,AUT.9_1,SUGB,0,0,0,0,0,0
AZE,AZE.10_1,SUGB,0.008006,0.008222,0.005174,0.005859,0.004142,0.008619
AZE,AZE.1_1,SUGB,0,0,0,0,0,0
AZE,AZE.2_1,SUGB,0.01365,0.01338,0.008805,0.006554,0.004387,0.003067
AZE,AZE.3_1,SUGB,0.04816,0.05837,0.04493,0.1557,0.3315,0.3371
AZE,AZE.4_1,SUGB,9.071e-4,0.001066,7.89e-4,0.01537,0.01331,0.0135
AZE,AZE.5_1,SUGB,8.716,7.741,6.722,5.801,4.827,3.87
