GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AFG,AFG.13_1,WHEA,0,0,0,0,0,0
AFG,AFG.14_1,WHEA,0,0,0,0,0,0.02456
AFG,AFG.16_1,WHEA,0,0,0,0,0,0
AFG,AFG.19_1,WHEA,0.009213,0.009469,0.007617,0.004934,0.002847,0.001927
AFG,AFG.1_1,WHEA,0,0,0,0,0,0
AFG,AFG.20_1,WHEA,0,0,0,0.01147,0.009106,0.1656
AFG,AFG.21_1,WHEA,0,0,0,0,0.002906,0.01084
AFG,AFG.22_1,WHEA,0,0,0,0,0,0
AFG,AFG.23_1,WHEA,0,0,0,0,0,0
AFG,AFG.27_1,WHEA,0,0,0,0,0,0
AFG,AFG.28_1,WHEA,0,0,0,0,0,0
AFG,AFG.29_1,WHEA,0,0,0,0,0,0
AFG,AFG.2_1,WHEA,0.7752,0.333,0.09642,0,0,0
AFG,AFG.30_1,WHEA,0,0,0,0.1291,0.1041,0.1066
AFG,AFG.31_1,WHEA,0.01018,0.01079,0.009596,0.00713,0.005008,0.004564
AFG,AFG.32_1,WHEA,0,0,0,0,0.04247,0.04361
AFG,AFG.34_1,WHEA,0,0,0,0,0,0
AFG,AFG.3_1,WHEA,0.001191,0.0018600000000000001,0.001705,0.001273,0.002553,0.002592
AFG,AFG.4_1,WHEA,0,0,0,0,3.591e-4,8.418e-4
AFG,AFG.9_1,WHEA,0,0,0,0,0,0
AGO,AGO.10_1,WHEA,17.84,7.371,7.64,2.733,1.394,1.709
AGO,AGO.12_1,WHEA,8.648,4.673,5.603,2.428,1.522,2.014
AGO,AGO.13_1,WHEA,9.76,4.4,4.822,1.822,0.9854,1.217
AGO,AGO.14_1,WHEA,1.141,0.4693,0.4697,0.1534,0.6445,1.598
AGO,AGO.15_1,WHEA,25.9,12.58,15.35,6.143,3.552,4.757
AGO,AGO.16_1,WHEA,1.069,0.5588,0.6917,0.2795,0.1695,0.2293
AGO,AGO.17_1,WHEA,13.76,10.11,13.94,6.872,3.674,4.883
AGO,AGO.2_1,WHEA,5.353,2.361,2.466,0.8948,0.4997,0.6943
AGO,AGO.3_1,WHEA,6.48,2.619,2.538,0.8005,0.3555,0.3505
AGO,AGO.5_1,WHEA,13.57,6.779,7.228,2.869,1.697,2.246
AGO,AGO.6_1,WHEA,55.76,34.15,40.82,15.84,9.215,15.76
AGO,AGO.7_1,WHEA,22.43,11.18,13.25,5.216,2.978,3.849
AGO,AGO.8_1,WHEA,2043,572.3,333.5,47.25,7.227,0.002646
AGO,AGO.9_1,WHEA,14.68,6.431,6.962,2.523,1.31,1.576
ALA,ALA.2_2,WHEA,4.343,4.188,3.453,3.765,3.447,3.205
ALB,ALB.10_1,WHEA,0.05433,0.05248,0.04694,0.04275,0.04882,0.1275
ALB,ALB.11_1,WHEA,0.5074,0.5391,0.5231,0.5009,0.6609,0.5653
ALB,ALB.12_1,WHEA,0.08243,0.08442,0.08048,0.08045,0.1116,0.09867
ALB,ALB.1_1,WHEA,0.058,0.05888,0.05835,0.05659,0.07205,0.06142
ALB,ALB.2_1,WHEA,0.005532,0.004539,0.003514,0.002686,0.002233,0.002119
ALB,ALB.3_1,WHEA,0.86,1.091,1.006,0.9339,1.159,1.091
ALB,ALB.4_1,WHEA,0.0588,0.05958,0.05548,0.05065,0.07381,0.08096
ALB,ALB.5_1,WHEA,0.05431,0.05332,0.04863,0.04467,0.0569,0.04894
ALB,ALB.6_1,WHEA,0.07082,0.07165,0.06395,0.05859,0.06892,0.05656
ALB,ALB.7_1,WHEA,0.1521,0.1341,0.1126,0.09223,0.08966,0.06048
ALB,ALB.8_1,WHEA,0.1657,0.148,0.1199,0.09675,0.09534,0.05978
ALB,ALB.9_1,WHEA,0.003897,0.02825,0.06703,0.06336,0.07728,0.06617
ARG,ARG.10_1,WHEA,2.215,1.869,3.453,2.618,2.394,2.756
ARG,ARG.11_1,WHEA,0.003006,0.002135,0.003496,0.003421,0.002676,0.003128
ARG,ARG.12_1,WHEA,0.1402,0.1125,0.1859,0.1849,0.1597,0.1687
ARG,ARG.14_1,WHEA,4.964,4.588,3.576,4.723,4.904,4.525
ARG,ARG.15_1,WHEA,37.74,28.2,46.46,39.38,31.27,32.87
ARG,ARG.16_1,WHEA,2.992,2.492,3.941,2.923,2.331,2.425
ARG,ARG.17_1,WHEA,5.134,3.589,5.427,3.586,2.518,2.279
ARG,ARG.19_1,WHEA,0.06863,0.05004,0.07987,0.05733,0.04427,0.04478
ARG,ARG.1_1,WHEA,0.01834,0.01507,0.02696,0.02226,0.01915,0.02229
ARG,ARG.21_1,WHEA,0.04137,0.02933,0.04737,0.03585,0.03073,0.03571
ARG,ARG.22_1,WHEA,0.9178,0.6898,1.112,0.8084,0.6734,0.7352
ARG,ARG.24_1,WHEA,1.172,0.7254,0.9527,0.5338,0.3309,0.2897
ARG,ARG.2_1,WHEA,1.144,0.7536,1.162,0.7749,0.6563,0.686
ARG,ARG.3_1,WHEA,1.936,1.432,2.406,1.869,1.51,1.526
ARG,ARG.4_1,WHEA,732.9,574.7,998.5,922.9,868.3,1056
ARG,ARG.6_1,WHEA,0.03184,0.02298,0.03723,0.02798,0.02321,0.0273
ARG,ARG.7_1,WHEA,1.066,0.7792,0.7917,0.7464,1.212,1.136
ARG,ARG.8_1,WHEA,0.2178,0.1657,0.281,0.2249,0.1895,0.2122
ARG,ARG.9_1,WHEA,8.115,6.494,9.588,6.964,5.515,5.072
ARM,ARM.10_1,WHEA,3.036,2.567,0.736,0.1416,0.2409,0.2281
ARM,ARM.11_1,WHEA,0,0,0,0,0,0
ARM,ARM.1_1,WHEA,0.0397,0.04729,0.02911,0.02002,0.02566,0.01824
ARM,ARM.2_1,WHEA,0.143,0.1273,0.1051,0.08481,0.07037,0.05151
ARM,ARM.3_1,WHEA,0.003366,9.378e-4,0,0,0.001062,8.466e-4
ARM,ARM.4_1,WHEA,0.06239,0.06052,0.02545,0.006612,0,0
ARM,ARM.5_1,WHEA,1.112,1.072,0.8082,0.6977,0.778,0.6516
ARM,ARM.6_1,WHEA,0,0,0,0,0,0
ARM,ARM.7_1,WHEA,0.2218,0.2623,0.158,0.1041,0.1322,0.1108
ARM,ARM.8_1,WHEA,0,0,0,0,0,0
ARM,ARM.9_1,WHEA,24.28,15.15,4.061,2.543,3.128,2.169
AUS,AUS.10_1,WHEA,0.1775,0.1396,0.1075,0.135,0.0935,0.07998
AUS,AUS.11_1,WHEA,0.1628,0.1248,0.09328,0.1139,0.0763,0.06238
AUS,AUS.2_1,WHEA,5.356,3.088,1.297,0.8245,0.5933,0.5331
AUS,AUS.5_1,WHEA,0.126,0.1057,0.08699,0.1206,0.09524,0.09708
AUS,AUS.7_1,WHEA,0.1344,0.1095,0.08569,0.1126,0.08134,0.07624
AUS,AUS.8_1,WHEA,0.07741,0.06166,0.05618,0.07288,0.05214,0.04679
AUS,AUS.9_1,WHEA,3.172,2.643,2.101,2.787,2.028,1.879
AUT,AUT.1_1,WHEA,0.05957,0.05572,0.04525,0.03669,0.03363,0.02536
AUT,AUT.2_1,WHEA,1.52,1.664,1.437,1.412,1.572,1.519
AUT,AUT.3_1,WHEA,0.152,0.1542,0.127,0.1182,0.1172,0.1019
AUT,AUT.4_1,WHEA,0.1713,0.1646,0.1379,0.1219,0.1223,0.1045
AUT,AUT.5_1,WHEA,0.7896,0.868,0.8035,0.7391,0.8213,0.7513
AUT,AUT.6_1,WHEA,0.9035,0.951,0.8279,0.8051,0.8855,0.977
AUT,AUT.7_1,WHEA,1.671,1.673,1.393,1.246,1.246,1.061
AUT,AUT.8_1,WHEA,0.1811,0.1904,0.1558,0.1382,0.1564,0.1287
AUT,AUT.9_1,WHEA,0.003913,0.001393,0,0,0,0
AZE,AZE.10_1,WHEA,0.09038,0.07677,0.06991,0.05343,0.03864,0.04149
AZE,AZE.1_1,WHEA,0.561,0.4739,0.439,0.3521,0.2814,0.245
AZE,AZE.2_1,WHEA,0.021329999999999998,0.01752,0.01561,0.0119,0.00896,0.007276
AZE,AZE.3_1,WHEA,0.2494,0.1936,0.1669,0.1287,0.09706,0.08055
AZE,AZE.4_1,WHEA,0.1471,0.09978,0.06825,0.06379,0.05102,0.08001
AZE,AZE.5_1,WHEA,0.458,0.4771,0.3676,0.2843,0.317,0.2513
AZE,AZE.6_1,WHEA,0.1266,0.09911,0.08415,0.06274,0.04642,0.03694
AZE,AZE.7_1,WHEA,0,0,0,0,0,0
AZE,AZE.8_1,WHEA,0.01441,0.01053,0.008531,0.02619,0.0227,0.0275
AZE,AZE.9_1,WHEA,0.05285,0.0473,0.04697,0.04892,0.05356,0.04977
BDI,BDI.10_1,WHEA,0.2526,0.1128,0.1235,0.1476,0.1828,0.2254
BDI,BDI.11_1,WHEA,1.056,0.4623,0.438,0.4649,0.4898,0.4491
BDI,BDI.12_1,WHEA,1.316,0.6199,0.5768,0.5856,0.6092,0.5812
BDI,BDI.13_1,WHEA,0.1234,0.06835,0.08101,0.1295,0.1886,0.226
BDI,BDI.14_1,WHEA,0.348,0.1503,0.1328,0.1392,0.1412,0.1393
BDI,BDI.15_1,WHEA,0.5683,0.3449,0.396,0.4493,0.5037,0.5349
BDI,BDI.16_1,WHEA,0.5729,0.2089,0.1641,0.1442,0.1308,0.1048
BDI,BDI.17_1,WHEA,0.6787,0.319,0.3318,0.4122,0.5294,0.6038
BDI,BDI.1_1,WHEA,2.551,1.256,1.189,1.24,1.325,1.477
BDI,BDI.2_1,WHEA,10.08,4.19,3.77,3.736,3.68,3.355
BDI,BDI.3_1,WHEA,1.111,0.4186,0.3334,0.3079,0.303,0.2731
BDI,BDI.4_1,WHEA,1.282,0.5343,0.4544,0.4455,0.4183,0.3421
BDI,BDI.5_1,WHEA,0.4087,0.2186,0.209,0.2401,0.2968,0.3601
BDI,BDI.6_1,WHEA,12.28,7.465,8.482,9.992,12.43,13.52
BDI,BDI.7_1,WHEA,0.4637,0.1999,0.1656,0.1529,0.1456,0.1221
BDI,BDI.8_1,WHEA,0.683,0.3624,0.3954,0.4855,0.5542,0.6879
BDI,BDI.9_1,WHEA,1.941,0.9147,0.9216,0.9443,0.9919,0.9681
BEL,BEL.2_1,WHEA,0.08827,0.1009,0.09518,0.09607,0.1565,0.1283
