GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AGO,AGO.10_1,OILP,0.7219,0.9803,0.9979,1.414,1.632,1.85
AGO,AGO.12_1,OILP,0,0,0,0,0,0
AGO,AGO.17_1,OILP,3.179,4.061,3.905,4.718,4.373,4.262
AGO,AGO.18_1,OILP,0.2449,0.2344,0.2638,0.2092,0.1692,0.1488
AGO,AGO.4_1,OILP,9.282,8.357,8.009,9.637,9.388,8.996
AGO,AGO.5_1,OILP,1.194,1.029,0.8733,0.7137,0.5544,0.3961
AGO,AGO.8_1,OILP,0.1282,0.164,0.1677,0.1877,0.194,0.2148
BDI,BDI.10_1,OILP,0.01537,0.01471,0.01523,0.01809,0.02169,0.03002
BDI,BDI.11_1,OILP,0.08287,0.08823,0.0926,0.1006,0.1029,0.1041
BDI,BDI.12_1,OILP,0,0,0,0,0,0
BDI,BDI.13_1,OILP,0.00714,0.006338,0.005908,0.005577,0.00508,0.004658
BDI,BDI.14_1,OILP,0.1613,0.1898,0.2042,0.2276,0.2385,0.2682
BDI,BDI.15_1,OILP,0,0,0,0,0,0
BDI,BDI.16_1,OILP,0.03081,0.03274,0.03301,0.03927,0.04265,0.05122
BDI,BDI.17_1,OILP,0.05665,0.05733,0.06109,0.07087,0.08376,0.1024
BDI,BDI.1_1,OILP,0.0915,0.08639,0.08238,0.07679,0.07406,0.07333
BDI,BDI.2_1,OILP,0.06864,0.05856,0.05174,0.04574,0.03837,0.03261
BDI,BDI.3_1,OILP,0.543,0.5693,0.5796,0.6324,0.6836,0.7677
BDI,BDI.4_1,OILP,0.1646,0.184,0.1973,0.2169,0.2273,0.2459
BDI,BDI.5_1,OILP,0.08454,0.08216,0.08474,0.09811,0.1193,0.1484
BDI,BDI.6_1,OILP,0.8848,1.12,1.297,1.468,1.702,1.967
BDI,BDI.7_1,OILP,0.03251,0.0413,0.04187,0.05064,0.05078,0.06285
BDI,BDI.8_1,OILP,0.00824,0.007338,0.006864,0.006507,0.02359,0.02225
BDI,BDI.9_1,OILP,1.304,1.343,1.491,1.46,1.461,1.61
BEN,BEN.10_1,OILP,0.09301,0.08023,0.07346,0.06827,0.06341,0.06056
BEN,BEN.11_1,OILP,0.07763,0.0726,0.06977,0.07483,0.07138,0.07659
BEN,BEN.12_1,OILP,0.07854,0.07523,0.1047,0.1029,0.1004,0.1287
BEN,BEN.3_1,OILP,0.3385,0.3004,0.295,0.3085,0.3131,0.3343
BEN,BEN.5_1,OILP,0.07883,0.08734,0.09832,0.101,0.1068,0.2151
BEN,BEN.7_1,OILP,0.06952,0.07735,0.08277,0.08136,0.08098,0.1004
BEN,BEN.9_1,OILP,0.5825,0.5482,0.512,0.512,0.5177,0.5369
BFA,BFA.13_1,OILP,0,0,0,0,0,0
BFA,BFA.2_1,OILP,0,0,0,0,0,0
