GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AGO,AGO.10_1,COCO,15.58,15.86,14.3,18.88,21.08,22.38
AGO,AGO.11_1,COCO,2.395,2.246,2.057,1.876,1.701,1.521
AGO,AGO.12_1,COCO,26510,21890,6801,3071,793,0
AGO,AGO.17_1,COCO,45780,64930,39360,41130,36270,42910
AGO,AGO.18_1,COCO,71.27,78.83,36.93,34.56,25.73,29.1
AGO,AGO.1_1,COCO,31.75,32.59,32.6,35.67,37.22,40.09
AGO,AGO.4_1,COCO,38.3,34.73,35.37,40.16,37.34,37.07
AGO,AGO.5_1,COCO,683.1,599.5,505,412.5,321.5,229.4
AGO,AGO.6_1,COCO,19300,25020,25820,26000,26860,35470
AGO,AGO.7_1,COCO,2753,2923,3104,3316,3650,4325
AGO,AGO.8_1,COCO,4.841,4.716,4.151,3.733,3.282,2.912
ARG,ARG.14_1,COCO,11.95,12.71,13.12,12.76,12.57,12.97
BEN,BEN.11_1,COCO,2.09,2.314,1.83,1.286,1.004,0.7557
BEN,BEN.12_1,COCO,0.1416,0.1483,0.07287,0.04592,0.02824,0.0225
BEN,BEN.5_1,COCO,6.787,7.799,4.718,3.513,2.469,2.389
BEN,BEN.6_1,COCO,7.317,7.953,4.018,2.497,1.453,1.069
BEN,BEN.7_1,COCO,0.1812,0.1922,0.09551,0.0599,0.03621,0.02858
BFA,BFA.13_1,COCO,2.425,2.6,2.643,2.804,2.864,3.184
BFA,BFA.2_1,COCO,1.464,1.448,1.48,1.602,2.266,2.287
BFA,BFA.3_1,COCO,0,0,0,0,0,0
BFA,BFA.6_1,COCO,36.71,25.92,43.02,50.84,78.32,62.13
BLZ,BLZ.2_1,COCO,7.725,7.271,6.678,6.565,7.853,8.832
BLZ,BLZ.3_1,COCO,2.794,1.946,0.8879,1.498,1.481,1.195
BLZ,BLZ.4_1,COCO,5.181,3.223,1.523,2.565,2.581,2.153
BLZ,BLZ.5_1,COCO,24.37,15.42,6.85,11.16,11.44,9.892
BLZ,BLZ.6_1,COCO,469.9,385.8,228.9,324.8,421,361.7
BOL,BOL.2_1,COCO,105.6,113.2,119.3,122.4,126.9,131.4
BOL,BOL.3_1,COCO,72.54,71.79,72.57,80.08,81.72,78.52
BOL,BOL.4_1,COCO,254.1,160.3,94.82,53.5,28.91,21.89
BOL,BOL.6_1,COCO,85.09,88,89.38,84.87,86.43,87.03
BOL,BOL.8_1,COCO,79.53,75.76,73.78,68.79,65.32,60.34
BRA,BRA.10_1,COCO,38.11,34.51,36.5,35.88,35.2,35.12
BRA,BRA.12_1,COCO,31.07,26.07,25,23,20.83,18.64
BRA,BRA.13_1,COCO,86.31,79.89,85.45,104.8,143.2,145.1
BRA,BRA.14_1,COCO,46.42,42.99,44.58,46.77,48.35,48.41
BRA,BRA.16_1,COCO,133.9,175.8,192.9,191.9,189.7,182.2
BRA,BRA.17_1,COCO,0.05942,0.0495,0.04612,0.04326,0.03946,0.03572
BRA,BRA.18_1,COCO,435.2,473.8,472,518.8,503.9,521.6
BRA,BRA.1_1,COCO,50.34,53.72,56.5,54.71,54.82,52.25
BRA,BRA.22_1,COCO,26.97,19.58,15.92,13.2,10.55,8.537
BRA,BRA.23_1,COCO,324.1,314.8,328.6,357.3,369.4,361.1
BRA,BRA.26_1,COCO,9.194,8.387,8.761,9.053,8.847,8.416
BRA,BRA.27_1,COCO,15.24,14.04,13.76,15.41,19.5,27.56
BRA,BRA.2_1,COCO,0,0,0,0,0,0
BRA,BRA.4_1,COCO,619.3,575.8,665.6,705.3,763.2,755.1
BRA,BRA.5_1,COCO,37.29,32.52,32.46,33.74,33.76,33.89
BRA,BRA.6_1,COCO,75.55,69.82,69,73.05,86.77,81.27
BRA,BRA.8_1,COCO,8.644,7.331,7.59,7.716,7.839,7.677
BRA,BRA.9_1,COCO,5.269,4.591,4.576,4.448,6.367,6.158
BRN,BRN.1_1,COCO,127.3,148.6,141.5,222.4,112.3,107.9
BRN,BRN.2_1,COCO,110.6,87.2,50.22,35.17,4.016,0
BRN,BRN.3_1,COCO,39.99,33.44,25.19,28.67,9.191,5.898
BRN,BRN.4_1,COCO,50.53,36.12,22.34,22.11,4.032,0
CAF,CAF.11_1,COCO,342.8,374.3,385.2,440.5,451.5,492.1
CAF,CAF.12_1,COCO,586,744.4,805.6,762.1,783,957.5
CAF,CAF.13_1,COCO,489.9,514.8,510.1,524.2,557.9,629.8
CAF,CAF.14_1,COCO,3.808,4.428,4.319,4.323,5.119,6.808
CAF,CAF.16_1,COCO,1392,1587,1609,1631,1662,1785
CAF,CAF.2_1,COCO,9013,7971,6998,5926,4905,3892
CAF,CAF.3_1,COCO,179.6,212,198.9,200,210.3,233.1
CAF,CAF.5_1,COCO,3073,2600,2204,1819,1520,1228
CAF,CAF.6_1,COCO,604.6,664,613.7,665,663.4,708.5
CAF,CAF.7_1,COCO,1942,2263,2361,2393,2315,2601
CAF,CAF.8_1,COCO,2007,2390,2508,2773,2750,3090
CAF,CAF.9_1,COCO,1019,1002,989.7,983,954.7,974.8
CIV,CIV.10_1,COCO,254.4,284.5,305.9,356.5,394.5,419.4
CIV,CIV.11_1,COCO,11.7,13.22,13.92,15.22,16.16,17.48
CIV,CIV.12_1,COCO,281.4,290.5,290.7,291.1,291.7,293.5
CIV,CIV.13_1,COCO,221.5,270.7,301.8,339.5,401.3,407.2
CIV,CIV.14_1,COCO,71.63,72.6,76.45,83.03,86.22,90.63
CIV,CIV.1_1,COCO,2100,2230,2299,2494,2591,2644
CIV,CIV.2_1,COCO,8.671,8.775,8.816,9.061,9.211,9.492
CIV,CIV.3_1,COCO,15.96,16.51,17.44,18.22,18.96,19.39
CIV,CIV.4_1,COCO,427.1,477.1,511.5,564.6,593.8,623.8
CIV,CIV.5_1,COCO,11.79,12.1,12.34,12.63,12.86,13.43
CIV,CIV.6_1,COCO,42.24,43.3,43.92,46.11,47.29,52.46
CIV,CIV.7_1,COCO,178.3,183.3,184.9,192.8,196.2,207.7
CIV,CIV.8_1,COCO,27.52,28.08,28.84,28.38,27.72,27.45
CIV,CIV.9_1,COCO,14.2,14.98,15.3,15.86,16.06,16.1
CMR,CMR.10_1,COCO,999600,799800,635700,491400,363100,249200
CMR,CMR.1_1,COCO,417.6,381.7,325,264.7,208.5,166.6
CMR,CMR.3_1,COCO,120200,50550,59340,44930,23020,17960
CMR,CMR.4_1,COCO,0.06991,0.07101,0.07805,0.1024,0.1127,0.1763
CMR,CMR.7_1,COCO,1.36,1.501,1.672,1.817,1.854,2.103
CMR,CMR.9_1,COCO,840.1,945.5,763.8,553.3,451.9,366.7
COD,COD.10_1,COCO,109.3,71.45,76.43,74,53.6,63.19
COD,COD.11_1,COCO,90.76,122.1,65.57,70.07,61.18,71.85
COD,COD.12_1,COCO,59.69,80.57,45.13,46.02,42.83,53.81
COD,COD.13_1,COCO,115.3,154.2,90.49,94.99,87.56,108.1
COD,COD.14_1,COCO,10.52,13.64,7.373,7.407,7.978,10.28
COD,COD.16_1,COCO,134.5,161.1,91.68,97.83,88.48,103.3
COD,COD.17_1,COCO,133.7,173.1,93.92,92.84,83.94,96.58
COD,COD.18_1,COCO,562.1,594.9,277.5,229,167.7,162.2
COD,COD.19_1,COCO,107.5,103.3,47.1,37.33,25.91,25.99
COD,COD.1_1,COCO,149.8,175.4,93.07,89.33,74.59,86.08
COD,COD.20_1,COCO,49.35,65.97,36.6,35.76,31.7,38.07
COD,COD.21_1,COCO,188.4,244.3,136.4,131.7,111.8,127.9
COD,COD.22_1,COCO,233.3,223.9,95.27,70.92,47.68,47.14
COD,COD.23_1,COCO,98.67,127.6,71.52,71.04,62.32,72.25
