GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AGO,AGO.12_1,ORTS,0.6788,0.4169,0.2089,0.07793,0.02225,0
AGO,AGO.17_1,ORTS,2.615,2.65,2.348,2.419,2.114,1.952
AGO,AGO.18_1,ORTS,4.677,2.828,1.704,0.6929,0.1659,0.09991
AGO,AGO.4_1,ORTS,14.97,13.99,13.41,16.14,15.65,14.82
AGO,AGO.5_1,ORTS,0.2487,0.2152,0.1818,0.1488,0.1155,0.08245
ARG,ARG.17_1,ORTS,5.23,4.543,3.908,3.251,2.573,1.889
ATG,ATG.1_1,ORTS,1.562,1.344,1.126,0.9082,0.6902,0.4722
ATG,ATG.3_1,ORTS,0.1872,0.163,0.1388,0.1146,0.09038,0.06618
ATG,ATG.4_1,ORTS,0.05778,0.03355,0.02078,0.01107,0.004776,0.001523
ATG,ATG.5_1,ORTS,0.1277,0.0897,0.054,0.02403,0.005687,0
ATG,ATG.6_1,ORTS,0.02614,0.01795,0.0119,0.006839,0.00395,0.002239
ATG,ATG.7_1,ORTS,0.6166,0.5247,0.4403,0.3565,0.2731,0.1903
ATG,ATG.8_1,ORTS,0.09475,0.08135,0.06795,0.05456,0.04116,0.02776
BDI,BDI.10_1,ORTS,0.001322,8.046e-4,4.921e-4,2.628e-4,1.044e-4,8.874e-5
BDI,BDI.11_1,ORTS,0.03298,0.02416,0.01656,0.01273,0.009771,0.01034
BDI,BDI.12_1,ORTS,0.1729,0.1935,0.1955,0.1926,0.2039,0.2152
BDI,BDI.13_1,ORTS,0.007463,0.005511,0.00438,0.00359,0.003002,0.003294
BDI,BDI.14_1,ORTS,0.002357,0.00194,0.001594,0.00144,0.001225,0.001354
BDI,BDI.15_1,ORTS,0.01092,0.01525,0.01631,0.01765,0.01853,0.02172
BDI,BDI.16_1,ORTS,0.01202,0.008095,0.005046,0.003033,0.001649,0.001236
BDI,BDI.17_1,ORTS,0.01459,0.01477,0.01524,0.01697,0.02005,0.0244
BDI,BDI.1_1,ORTS,0.02617,0.02266,0.01848,0.01512,0.01268,0.01353
BDI,BDI.2_1,ORTS,7.165e-4,6.023e-4,5.192e-4,4.361e-4,3.53e-4,2.699e-4
BDI,BDI.3_1,ORTS,0.01272,0.009595,0.006813,0.004778,0.004103,0.003617
BDI,BDI.4_1,ORTS,0.07862,0.0774,0.07628,0.08405,0.08065,0.07696
BDI,BDI.5_1,ORTS,0.1115,0.0891,0.07134,0.05689,0.04427,0.03323
BDI,BDI.6_1,ORTS,0.1572,0.2054,0.2315,0.2601,0.3075,0.3504
BDI,BDI.7_1,ORTS,0.007714,0.009797,0.01053,0.01142,0.01252,0.01416
BDI,BDI.8_1,ORTS,0.005661,0.00565,0.005965,0.006547,0.006627,0.007994
BDI,BDI.9_1,ORTS,0.03818,0.0431,0.04182,0.03979,0.03848,0.04666
BEN,BEN.11_1,ORTS,0.9527,0.8087,0.6717,0.5397,0.4089,0.2796
BEN,BEN.12_1,ORTS,14.38,9.012,4.962,2.496,1.119,0.5129
BEN,BEN.1_1,ORTS,0.3401,0.3404,0.3157,0.2996,0.2713,0.2412
BEN,BEN.2_1,ORTS,9.866,7.448,5.379,3.545,1.955,1.029
BEN,BEN.4_1,ORTS,0.2395,0.2321,0.2413,0.2523,0.2653,0.2778
BEN,BEN.5_1,ORTS,0.7583,0.7887,0.7645,1.205,1.166,1.274
BEN,BEN.6_1,ORTS,1.04,1.014,1.037,1.035,1.092,1.043
BEN,BEN.7_1,ORTS,0.02765,0.02202,0.01742,0.01727,0.01571,0.0197
BFA,BFA.13_1,ORTS,0.3854,0.3554,0.3165,0.2851,0.2524,0.2332
BFA,BFA.2_1,ORTS,0.1009,0.09052,0.08032,0.07741,0.112,0.1143
BFA,BFA.8_1,ORTS,0,0,0,0,0,0
BGR,BGR.10_1,ORTS,0.02086,0.01973,0.0186,0.01747,0.01635,0.01522
BGR,BGR.21_1,ORTS,0,0,0,0,0,0
BGR,BGR.26_1,ORTS,0.2821,0.2657,0.2493,0.2328,0.2164,0.1999
BIH,BIH.3_1,ORTS,0,0,0,0,0,0
BLZ,BLZ.1_1,ORTS,125.5,90.96,63.57,50.98,36.79,26.73
BLZ,BLZ.2_1,ORTS,4.329,4.087,3.855,3.991,4.095,4.026
BLZ,BLZ.3_1,ORTS,0.6405,0.6206,0.5782,0.5677,0.5513,0.5568
BLZ,BLZ.4_1,ORTS,2.037,1.916,1.797,1.75,1.641,1.553
BLZ,BLZ.5_1,ORTS,1.99,1.876,1.751,1.686,1.76,1.777
BLZ,BLZ.6_1,ORTS,25.08,25.65,25.34,25.67,32.01,30.96
BOL,BOL.1_1,ORTS,10.47,10.76,12.2,12.44,12.69,12.53
BOL,BOL.2_1,ORTS,5.317,5.449,5.538,5.513,5.472,5.648
BOL,BOL.3_1,ORTS,13.05,11.72,10.57,9.439,8.315,6.912
BOL,BOL.4_1,ORTS,10.56,10.38,10.52,11.5,11.97,11.52
BOL,BOL.6_1,ORTS,759.4,654.3,549.4,444.5,340.4,236.4
BOL,BOL.7_1,ORTS,0.5917,0.5481,0.5046,0.4613,0.4186,0.3765
BOL,BOL.8_1,ORTS,12.81,11.52,10.39,9.042,7.811,6.442
BOL,BOL.9_1,ORTS,3.306,3.276,3.68,3.729,3.673,3.627
BRA,BRA.12_1,ORTS,447.5,388.7,329.9,271.2,212.4,153.6
BRA,BRA.1_1,ORTS,50.62,46.22,41.69,36,30.82,24.92
BRA,BRA.22_1,ORTS,10.67,10.28,10.5,10.22,9.509,8.876
BRA,BRA.23_1,ORTS,0.4932,0.4107,0.3341,0.2801,0.2576,0.2277
BRB,BRB.10_1,ORTS,0.009622,0.008528,0.007434,0.00634,0.005246,0.004153
BRB,BRB.11_1,ORTS,0.07123,0.05867,0.04862,0.03965,0.03179,0.02622
BRB,BRB.1_1,ORTS,0,0,0,0,0,0
BRB,BRB.2_1,ORTS,0.05121,0.03617,0.0229,0.0109,0.002531,0
BRB,BRB.3_1,ORTS,0.02157,0.03668,0.03276,0.0304,0.02687,0.02407
BRB,BRB.4_1,ORTS,0.08208,0.04719,0.02675,0.01198,0.003181,0.001025
BRB,BRB.5_1,ORTS,0.01101,0.008244,0.006422,0.004693,0.003242,0.002288
BRB,BRB.6_1,ORTS,0.02806,0.01878,0.01163,0.005094,9.123e-4,0
BRB,BRB.7_1,ORTS,0.01336,0.006589,0.00292,0.00146,4.866e-4,0
BRB,BRB.8_1,ORTS,0.3752,0.432,0.4019,0.3795,0.349,0.3184
BRB,BRB.9_1,ORTS,0.03463,0.02261,0.01304,0.006221,0.001831,0
BRN,BRN.1_1,ORTS,1.113,0.7756,0.5325,0.312,0.101,0
