GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AGO,AGO.12_1,COWP,18.87,11.25,5.422,1.89,0.5162,0
AGO,AGO.17_1,COWP,134.5,111.4,90.29,70.67,52.77,38.2
AGO,AGO.18_1,COWP,8.39,7.127,6.197,4.784,3.59,2.76
AGO,AGO.4_1,COWP,194.8,172.1,147.1,123.9,101.1,85.39
AGO,AGO.5_1,COWP,113.7,113.1,183.4,268.3,2189,1100
BDI,BDI.11_1,COWP,0.2157,0.09675,0.2792,0.343,0.3447,0.3288
BDI,BDI.13_1,COWP,0.3332,0.1404,0.3018,0.379,0.3303,0.4623
BDI,BDI.16_1,COWP,0.192,0.08398,0.182,0.2218,0.2115,0.2228
BDI,BDI.17_1,COWP,0.04899,0.02303,0.05046,0.04511,0.07008,0.1282
BDI,BDI.1_1,COWP,0.473,0.2954,0.1329,0.038,0.009868,0
BDI,BDI.5_1,COWP,0.3496,0.1718,0.373,0.3498,0.467,0.5219
BDI,BDI.6_1,COWP,0.255,0.2499,0.2376,0.2004,0.2546,0.2414
BEN,BEN.11_1,COWP,326.3,376.3,407.4,396.9,397.2,397.2
BEN,BEN.1_1,COWP,0.09181,0.146,0.08324,0.1065,0.09387,0.1184
BEN,BEN.4_1,COWP,1.825,1.743,1.831,1.875,1.953,2.039
BEN,BEN.5_1,COWP,0.9482,0.86,1.302,1.144,1.099,1.654
BFA,BFA.10_1,COWP,0.02961,0.03782,0.01633,0.01348,0.008457,0.005304
BFA,BFA.11_1,COWP,0,0,0,0,0,0
BFA,BFA.12_1,COWP,0,0,0,0,0,0
BFA,BFA.13_1,COWP,2.36,3.355,1.691,1.764,1.671,1.565
BFA,BFA.1_1,COWP,0.117,0.1677,0.08565,0.08775,0.07755,0.06479
BFA,BFA.2_1,COWP,2.253,3.333,1.697,1.795,1.727,1.564
BFA,BFA.3_1,COWP,0.03339,0.04647,0.02471,0.02579,0.02381,0.08683
BFA,BFA.4_1,COWP,0,0,0,0,0.002485,0.002284
BFA,BFA.5_1,COWP,0.1584,0.2184,0.1075,0.1169,0.1129,0.1105
BFA,BFA.6_1,COWP,0.08027,0.1101,0.05324,0.05202,0.04496,0.04166
BFA,BFA.7_1,COWP,0,0,0,0,0,0
BFA,BFA.8_1,COWP,0.204,0.3229,0.1861,0.2222,0.2504,0.351
BFA,BFA.9_1,COWP,0.5221,0.7562,0.3932,0.4216,0.4283,0.4139
BGD,BGD.2_1,COWP,29.09,25.58,21.34,16.6,13.04,9.674
BGR,BGR.10_1,COWP,0.1734,0.1626,0.1515,0.1427,0.1339,0.1244
BGR,BGR.21_1,COWP,0.04019,0.03477,0.02934,0.02439,0.01942,0.01433
BGR,BGR.26_1,COWP,0.1107,0.1034,0.09581,0.08976,0.08367,0.07714
BIH,BIH.2_1,COWP,0.6004,0.5641,0.5231,0.5407,0.4643,0.4204
BIH,BIH.3_1,COWP,0.006634,0.006192,0.09467,0.09586,0.08771,0.1332
BOL,BOL.4_1,COWP,4.271,2.664,3.623,2.061,3.271,3.271
BOL,BOL.6_1,COWP,17.53,14.25,28.68,15.57,24.67,35.05
BRA,BRA.1_1,COWP,0,0,0,0,0,0
BRA,BRA.23_1,COWP,5.151,4.422,3.471,2.933,2.772,2.449
BWA,BWA.2_1,COWP,0,0,0,0,0,0
CAF,CAF.11_1,COWP,95.64,168.2,240.5,281.9,757.7,1011
CAF,CAF.13_1,COWP,45.33,42.65,37.75,32.91,31.03,29.07
CAF,CAF.14_1,COWP,1.257,1.3,1.1,1.012,1.468,2.48
CAF,CAF.16_1,COWP,160.5,115.7,75.72,50.55,29.86,24.4
CAF,CAF.17_1,COWP,0.2379,0.1953,0.1587,2.847,16.07,34.74
CAF,CAF.3_1,COWP,8.879,7.728,8.586,8.144,13.74,17.1
CAF,CAF.6_1,COWP,14.98,12.87,10.74,10.72,10.04,18.46
CAF,CAF.7_1,COWP,122,143.2,153.2,159.2,163.6,189.8
CAF,CAF.8_1,COWP,605.6,693.8,672.5,869.2,800,901.7
CHN,CHN.10_1,COWP,0.0483,0.05963,0.07699,0.08687,0.119,0.1403
CHN,CHN.11_1,COWP,1.063,0.989,0.9552,0.8942,0.8406,0.7879
CHN,CHN.12_1,COWP,0.1021,0.1414,0.1812,0.2097,0.2424,0.3003
CHN,CHN.13_1,COWP,5.605,5.358,5.764,6.356,7.606,9.09
CHN,CHN.14_1,COWP,6.387,6.377,6.546,6.478,6.563,6.778
CHN,CHN.15_1,COWP,0.1617,0.1999,0.2305,0.2587,0.3047,0.3302
CHN,CHN.16_1,COWP,15.65,15.02,15.49,14.79,14.43,13.79
CHN,CHN.17_1,COWP,0.5301,0.5544,0.6375,0.6742,0.7505,0.7835
CHN,CHN.18_1,COWP,0.4451,0.4326,0.4436,0.45,0.4524,0.4855
CHN,CHN.19_1,COWP,0.2157,0.2136,0.2173,0.2314,0.2514,0.2581
CHN,CHN.1_1,COWP,5.192,5.059,5.073,4.721,5.559,5.887
CHN,CHN.20_1,COWP,0,0,0,0,0,0
CHN,CHN.22_1,COWP,0.6273,0.6483,0.7348,0.8301,1.057,1.387
CHN,CHN.23_1,COWP,0.03708,0.0641,0.08412,0.1148,0.1524,0.176
CHN,CHN.24_1,COWP,0,0,0,0,0,0
CHN,CHN.25_1,COWP,0.6276,0.7394,0.8738,0.9547,1.047,1.12
CHN,CHN.26_1,COWP,1.11,1.215,1.455,1.604,1.816,2.092
CHN,CHN.27_1,COWP,0.1529,0.2899,0.3175,0.3617,0.4329,0.5594
CHN,CHN.28_1,COWP,0,0,0,0,0,0
CHN,CHN.2_1,COWP,0.004379,0.02934,0.04034,0.04924,0.0548,0.07751
CHN,CHN.30_1,COWP,10.98,9.967,9.58,9.022,8.605,8.48
CHN,CHN.31_1,COWP,7.77,7.562,8.206,8.828,8.768,9.04
CHN,CHN.3_1,COWP,0.5988,0.681,0.7698,0.8771,1.062,1.19
CHN,CHN.4_1,COWP,9.588,9.578,10.68,10.66,10.74,11.26
CHN,CHN.5_1,COWP,0.3247,0.3149,0.3023,0.3507,0.3904,0.4359
CHN,CHN.6_1,COWP,0.4167,0.4451,0.5279,0.5653,0.6112,0.6473
CHN,CHN.7_1,COWP,3.138,3.197,3.432,3.516,3.633,3.771
CHN,CHN.8_1,COWP,2.818,2.892,3.126,3.294,3.428,3.622
CIV,CIV.10_1,COWP,1.636,2.526,1.68,2.018,2.305,2.365
CIV,CIV.14_1,COWP,7.073,9.251,5.763,6.525,6.608,6.552
CIV,CIV.3_1,COWP,68.67,55.03,55.14,63.4,61.66,61.18
CIV,CIV.4_1,COWP,9.705,13.43,12.5,13.87,13.87,14.23
CMR,CMR.10_1,COWP,2810,3033,3406,3558,3880,4024
CMR,CMR.1_1,COWP,253.1,292.8,289.4,340.7,357,423.8
