GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AGO,AGO.17_1,PIGE,2123,2299,2285,2412,2121,2038
AGO,AGO.18_1,PIGE,460.9,344.9,258.7,182.1,125.3,89.7
AGO,AGO.4_1,PIGE,4791,4079,3399,2756,2148,1624
BDI,BDI.10_1,PIGE,21.39,20.54,16.43,14.01,11.45,8.728
BDI,BDI.11_1,PIGE,0.9672,1.109,1.397,0.6897,0.7688,0.6553
BDI,BDI.12_1,PIGE,2.153,2.718,2.577,2.629,2.827,2.973
BDI,BDI.13_1,PIGE,0.4879,0.4729,0.3877,0.3446,0.2984,0.2645
BDI,BDI.14_1,PIGE,1.291,1.609,1.553,1.729,1.94,2.126
BDI,BDI.15_1,PIGE,0.2983,0.4364,0.4313,0.4732,0.5027,0.5788
BDI,BDI.16_1,PIGE,0.334,0.3233,0.26,0.2204,0.1843,0.1493
BDI,BDI.17_1,PIGE,0.406,0.4661,0.4634,0.4892,0.5885,0.7043
BDI,BDI.1_1,PIGE,0.4787,0.5825,0.5484,0.5433,0.577,0.6256
BDI,BDI.2_1,PIGE,1.201,1.251,1.081,1.02,0.95,0.9137
BDI,BDI.3_1,PIGE,0.4743,0.5458,0.4902,0.5299,0.6141,0.7172
BDI,BDI.4_1,PIGE,1.91,2.112,1.933,2.164,2.102,2.002
BDI,BDI.5_1,PIGE,1.316,1.51,1.823,0.7918,1.034,0.9746
BDI,BDI.6_1,PIGE,5.88,6.253,5.58,5.431,5.412,5.248
BDI,BDI.7_1,PIGE,0.1991,0.2484,0.2811,0.3483,0.4008,0.4492
BDI,BDI.8_1,PIGE,0.3378,0.346,0.3042,0.2875,0.2882,0.2855
BDI,BDI.9_1,PIGE,0.3719,0.5002,0.4897,0.5104,0.5198,0.5553
BGD,BGD.2_1,PIGE,16.67,16.63,17.73,19.83,21.98,20.77
BGD,BGD.3_1,PIGE,0.5709,0.4327,0.3585,0.4274,0.4234,0.4865
BGD,BGD.4_1,PIGE,0.1286,0.1138,0.1024,0.1235,0.2192,0.2462
BGD,BGD.5_1,PIGE,0.2068,0.1637,0.1471,0.1499,0.176,0.1534
BGD,BGD.6_1,PIGE,0.1624,0.1387,0.141,0.1536,0.2136,0.234
BGD,BGD.7_1,PIGE,1.27,1.358,1.741,2.05,2.498,2.528
BGD,BGD.8_1,PIGE,7.313,6.309,5.946,6.35,6.288,5.6
BHS,BHS.16_1,PIGE,0.2587,0.2373,0.2169,0.1963,0.1755,0.1549
BTN,BTN.11_1,PIGE,6.164,5.877,7.843,7.002,6.226,5.795
BTN,BTN.12_1,PIGE,0.2493,0.3957,0.4874,0.4234,0.3645,0.3244
BTN,BTN.13_1,PIGE,0.02728,0.02525,0.02879,0.02462,0.02076,0.01799
BTN,BTN.2_1,PIGE,0.1884,0.1705,0.189,0.1558,0.1249,0.1006
BTN,BTN.3_1,PIGE,2210,2380,3778,3533,4311,4389
BTN,BTN.9_1,PIGE,0,0,0,0,0,0
CAF,CAF.13_1,PIGE,50.93,46.32,40.04,34.24,31.81,29.55
CAF,CAF.3_1,PIGE,8.462,6.341,6.128,5.608,9.181,11.42
CAF,CAF.6_1,PIGE,13,10.65,8.403,7.826,7.055,13.66
CAF,CAF.7_1,PIGE,124.4,145.5,155,161.1,166.7,193.1
CHN,CHN.30_1,PIGE,152.4,153.7,162.7,177.8,248.4,285.6
COD,COD.10_1,PIGE,39.96,34.2,28.71,23.61,18.73,14.68
COD,COD.11_1,PIGE,488.9,420.3,353.5,290.4,228.9,175.9
COD,COD.12_1,PIGE,65.85,73.77,73.04,79.6,86.05,93.89
COD,COD.13_1,PIGE,201.5,217.5,231.1,253.6,273.9,310.4
COD,COD.14_1,PIGE,7.436,7.486,7.225,7.665,10.07,11.54
COD,COD.15_1,PIGE,33.28,32.47,31.62,30.96,32.49,35.43
COD,COD.16_1,PIGE,110.5,99.44,92.91,95.59,97.45,101.1
COD,COD.17_1,PIGE,153.1,151.1,145.4,142.4,145.7,148.3
COD,COD.18_1,PIGE,455,284.5,174.1,112.9,84.63,78.67
COD,COD.19_1,PIGE,83.47,57.27,40.08,28.1,19.77,18.23
COD,COD.1_1,PIGE,215.2,177.4,150.5,132.1,119.6,122.5
COD,COD.20_1,PIGE,30.69,29.9,28.36,27.52,28.12,30.29
COD,COD.21_1,PIGE,197.4,203.2,205.8,204.4,201.7,210
COD,COD.22_1,PIGE,43.01,31.89,22.98,16.46,11.87,10.3
COD,COD.23_1,PIGE,52.63,54.66,55.31,56.6,58.22,60.79
COD,COD.24_1,PIGE,39.23,36.22,32.53,31.72,33.16,36
COD,COD.25_1,PIGE,309.5,271.2,245.2,222.7,201.7,193.7
COD,COD.2_1,PIGE,506.7,363.2,258.5,187.6,147.2,130.7
COD,COD.3_1,PIGE,39.29,37.32,35.2,34.24,36.2,38.91
COD,COD.4_1,PIGE,25.53,24.56,23.34,21.73,22.73,24.35
COD,COD.5_1,PIGE,76.61,67.16,63.66,61.92,59.82,62.93
COD,COD.6_1,PIGE,44.28,43.76,42.94,41.74,41.79,44.28
COD,COD.7_1,PIGE,59.6,65.63,69.67,74.01,81.07,87.94
COD,COD.8_1,PIGE,24.12,26.85,27.8,29.88,34.05,39
COD,COD.9_1,PIGE,98.39,101.6,108.4,113.6,115.3,125.8
COG,COG.11_1,PIGE,39.73,33.26,27.26,23.6,22.08,20.87
COG,COG.2_1,PIGE,5.227,4.746,4.281,3.832,3.398,3.08
COG,COG.7_1,PIGE,52.4,51.4,55.4,53.7,51.01,48.73
COG,COG.9_1,PIGE,24.95,30.64,32.54,38.68,46.83,50.68
COL,COL.10_2,PIGE,8.738,9.701,11.7,49.69,42.53,36.98
COL,COL.12_2,PIGE,3.81,3.626,4.493,18.09,16.04,13.39
COL,COL.13_2,PIGE,8.022,5.519,4.641,3.957,3.214,2.463
COL,COL.14_2,PIGE,3.258,3.371,4.213,17.31,16.06,14.72
COL,COL.20_2,PIGE,3.065,3.552,6.083,31.16,30.47,27.18
COL,COL.23_2,PIGE,26.27,23.28,20.28,17.31,14.31,11.31
COL,COL.29_2,PIGE,0.2159,0.227,0.257,1.035,1.058,0.9359
COL,COL.33_2,PIGE,1.559,1.612,2.25,2.087,1.924,1.76
COL,COL.3_2,PIGE,49.19,49.6,47.17,44.74,43.69,46.9
COL,COL.4_2,PIGE,4.928,5.1,6.644,29.1,25.75,22.88
COL,COL.6_2,PIGE,3.173,2.8,3.22,12.45,10.28,8.415
COL,COL.7_2,PIGE,6.22,6.359,7.663,33.24,30.29,27.36
CRI,CRI.5_1,PIGE,1.534,1.029,0.8357,0.6784,0.5111,0.346
CRI,CRI.6_1,PIGE,49.94,41.2,40.17,42.02,41.66,44.04
DOM,DOM.10_1,PIGE,3.493,3.147,2.697,2.121,1.597,1.311
DOM,DOM.11_1,PIGE,1.732,1.831,1.822,1.874,1.642,1.679
