GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AGO,AGO.4_1,CNUT,24.7,24.38,24.51,30.86,32.22,30.19
BEN,BEN.10_1,CNUT,2.195,2.165,2.326,2.186,2.126,2.166
BEN,BEN.11_1,CNUT,2.295,2.355,2.671,2.612,2.554,2.824
BEN,BEN.12_1,CNUT,1.576,1.615,1.949,2.009,1.965,2.675
BEN,BEN.1_1,CNUT,2.392,2.891,3.953,4.039,4.251,4.855
BEN,BEN.2_1,CNUT,2.651,2.834,3.456,3.877,4.725,5.271
BEN,BEN.3_1,CNUT,19.65,19.74,20.84,19.51,19.41,19.49
BEN,BEN.4_1,CNUT,7.19,6.86,7.929,7.58,7.713,9.908
BEN,BEN.5_1,CNUT,11.98,13.77,16.37,21.26,21.97,27.02
BEN,BEN.6_1,CNUT,3.305,3.81,5.613,6.53,7.994,10.67
BEN,BEN.7_1,CNUT,0.6111,0.628,0.6082,0.6229,0.6162,0.7052
BEN,BEN.8_1,CNUT,0,0,0,0,0,0
BEN,BEN.9_1,CNUT,13.25,16.31,18.65,18.78,19.33,20.05
BFA,BFA.13_1,CNUT,0,0,0,0,0,0
BFA,BFA.2_1,CNUT,0,0,0,0,0,0
BFA,BFA.8_1,CNUT,0.00258,7.867e-4,0,0,0,0
BGD,BGD.1_1,CNUT,9.217e-4,0.004561,0.01342,0.02719,0.0367,0.04007
BGD,BGD.2_1,CNUT,1.433,1.415,1.265,1.188,1.077,0.9295
BGD,BGD.3_1,CNUT,0.0811,0.07563,0.06393,0.05857,0.0522,0.04506
BGD,BGD.4_1,CNUT,0.006864,0.008005,0.007077,0.008678,0.01018,0.01009
BGD,BGD.5_1,CNUT,0.006605,0.00609,0.005114,0.004496,0.00648,0.005426
BGD,BGD.6_1,CNUT,0.006871,0.01049,0.0165,0.01835,0.01969,0.01972
BGD,BGD.7_1,CNUT,0.08243,0.09921,0.1157,0.1317,0.1357,0.16
BGD,BGD.8_1,CNUT,0.03003,0.03187,0.03019,0.03846,0.04051,0.05885
BHS,BHS.16_1,CNUT,0.01395,0.01262,0.0116,0.01043,0.009274,0.00822
BLZ,BLZ.1_1,CNUT,91.33,83.73,96.22,118.4,135.6,139
BLZ,BLZ.2_1,CNUT,49.69,47.89,45.82,48.39,47.87,47.9
BLZ,BLZ.3_1,CNUT,0.8015,0.8643,0.9045,0.9563,0.9792,0.9476
BLZ,BLZ.4_1,CNUT,2.483,2.361,2.334,2.373,2.159,2.158
BLZ,BLZ.5_1,CNUT,7.738,8.217,8.45,8.766,8.8,9.289
