GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AGO,AGO.17_1,TEAS,129.4,189.6,255.5,360.5,392.5,320.6
AGO,AGO.18_1,TEAS,29.61,23.77,27.7,20.52,16.11,11.97
ALB,ALB.10_1,TEAS,9.094,8.303,7.512,6.722,5.931,5.14
ARG,ARG.14_1,TEAS,1.83,1.957,1.937,2.019,1.991,2.078
ARG,ARG.7_1,TEAS,8.131,7.809,6.86,7.16,6.61,7.744
AZE,AZE.2_1,TEAS,0.005144,0.004697,0.00425,0.003802,0.003355,0.002908
AZE,AZE.5_1,TEAS,0,0,0,0,0,0
AZE,AZE.6_1,TEAS,0.4086,0.1681,0.08758,0.04458,0.02338,0.01703
BDI,BDI.10_1,TEAS,0.08881,0.06696,0.05053,0.04036,0.0303,0.02232
BDI,BDI.11_1,TEAS,0.1589,0.1727,0.1795,0.1887,0.1849,0.187
BDI,BDI.12_1,TEAS,0.5323,0.6246,0.6535,0.6674,0.6886,0.7395
BDI,BDI.14_1,TEAS,0.2193,0.2577,0.2724,0.3065,0.3176,0.3456
BDI,BDI.15_1,TEAS,0.06061,0.06753,0.07019,0.07302,0.06795,0.09253
BDI,BDI.16_1,TEAS,0.1048,0.08669,0.06948,0.05478,0.03949,0.02877
BDI,BDI.17_1,TEAS,0.06391,0.06051,0.05718,0.05698,0.05701,0.06307
BDI,BDI.1_1,TEAS,0.5253,0.61240000000000006,0.5977,0.5944,0.5534,0.6628
BDI,BDI.2_1,TEAS,1.878,1.841,1.754,1.665,1.474,1.447
BDI,BDI.3_1,TEAS,0.8623,0.9942,1.037,1.147,1.21,1.362
BDI,BDI.4_1,TEAS,1.437,1.844,1.925,2.132,2.203,2.454
BDI,BDI.5_1,TEAS,0.08809,0.08999,0.09287,0.1051,0.1232,0.1509
BDI,BDI.6_1,TEAS,1.277,1.673,1.933,2.157,2.391,2.855
BDI,BDI.7_1,TEAS,0.07521,0.07577,0.06077,0.05392,0.04473,0.04709
BDI,BDI.8_1,TEAS,1.326,1.088,0.879,0.708,0.5133,0.3762
BDI,BDI.9_1,TEAS,0.5959,0.7264,0.8205,0.9186,0.9799,1.054
BGD,BGD.2_1,TEAS,3.913,3.86,3.573,3.661,3.3,3.186
BGD,BGD.4_1,TEAS,0,0,0,0,0,0
BGD,BGD.5_1,TEAS,0.7097,0.2824,0.06536,0.02311,1.15e-4,0
BGD,BGD.6_1,TEAS,0.01097,0.009521,0.008682,0.008478,0.007283,0.006396
BGD,BGD.7_1,TEAS,0.1902,0.1965,0.2049,0.2258,0.2151,0.2287
BGD,BGD.8_1,TEAS,1.429,1.072,0.8636,0.7307,0.5607,0.4123
BIH,BIH.3_1,TEAS,0,0,0,0,0,0
BLZ,BLZ.2_1,TEAS,28.83,26.91,24.96,24.76,29.89,33.55
BLZ,BLZ.6_1,TEAS,44.73,44.12,43.6,42.89,54.15,54.06
BOL,BOL.2_1,TEAS,11.22,11.52,11.72,11.58,11.51,11.86
BOL,BOL.3_1,TEAS,8.948,9.063,8.997,8.833,9.033,7.823
BOL,BOL.4_1,TEAS,9.86,9.797,10.19,11.53,11.98,11.61
BOL,BOL.6_1,TEAS,71.06,85.25,119.3,106.1,96.56,122.3
BOL,BOL.8_1,TEAS,8.859,9.054,9.561,9.394,9.756,9.756
BRA,BRA.16_1,TEAS,19.22,20.62,21.37,22.53,22.14,26.59
BRA,BRA.21_1,TEAS,0.1836,0.2251,0.2738,0.2712,0.2527,0.2571
BRA,BRA.24_1,TEAS,1.811,1.897,1.823,1.902,1.779,1.756
BRA,BRA.25_1,TEAS,7.455,5.838,4.581,3.554,2.934,2.779
BTN,BTN.11_1,TEAS,0.02215,0.01678,0.01336,0.01084,0.007942,0.00585
BTN,BTN.12_1,TEAS,0.00889,0.04988,0.05209,0.05056,0.04639,0.04345
BTN,BTN.13_1,TEAS,0.0534,0.1734,0.255,0.2715,0.2752,0.2647
BTN,BTN.2_1,TEAS,0.01571,0.02256,0.03098,0.02984,0.02712,0.07057
BTN,BTN.3_1,TEAS,0.1265,0.103,0.08994,0.08181,0.06934,0.0588
BTN,BTN.9_1,TEAS,0,0,0,0,0,0
CAF,CAF.14_1,TEAS,0.5059,0.6022,0.5564,0.5169,0.6449,0.9337
CAF,CAF.3_1,TEAS,46.49,53.94,88.88,101.8,193.6,194.3
CAF,CAF.7_1,TEAS,785.1,1089,1664,2097,2594,2472
CHN,CHN.10_1,TEAS,1.023e-4,3.803e-4,0.001434,0.001283,0.001774,0.003232
CHN,CHN.12_1,TEAS,0.217,0.207,0.2206,0.2253,0.2302,0.2824
