GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AGO,AGO.10_1,OFIB,7.712,8.933,9.292,11.04,12.14,13.67
AGO,AGO.11_1,OFIB,0.5885,0.5591,0.6082,0.5429,0.4953,0.4729
AGO,AGO.12_1,OFIB,2843,2442,2043,1646,1255,878.4
AGO,AGO.14_1,OFIB,19.17,19.39,18.99,19.42,20.32,22.01
AGO,AGO.16_1,OFIB,1.879,2.154,2.014,1.874,1.737,1.715
AGO,AGO.17_1,OFIB,33.02,27.14,21.98,17.17,12.98,9.44
AGO,AGO.18_1,OFIB,7.066,6.576,6.198,5.538,4.92,4.354
AGO,AGO.1_1,OFIB,10.11,9.745,9.253,9.434,10.29,12.73
AGO,AGO.2_1,OFIB,11.3,11.45,10.87,10.59,10.8,11.47
AGO,AGO.3_1,OFIB,14.78,20.9,24.5,28.56,34.35,39.92
AGO,AGO.5_1,OFIB,77.59,67.26,56.93,46.6,36.27,25.95
AGO,AGO.6_1,OFIB,39.95,36.31,32.9,30.35,32.47,29.3
AGO,AGO.7_1,OFIB,95.21,64.73,43.6,31.22,23.85,19.33
AGO,AGO.8_1,OFIB,1.822,2.3,2.342,2.606,2.697,2.965
AGO,AGO.9_1,OFIB,13.46,13.78,15.55,17.27,24.17,26.76
ALB,ALB.7_1,OFIB,0,0,0,0,0,0
ARG,ARG.11_1,OFIB,0.02988,0.02747,0.02506,0.05709,0.05553,0.05122
ARG,ARG.14_1,OFIB,0,0,0,0,0,0
ARG,ARG.16_1,OFIB,0.1656,0.1514,0.1372,0.1229,0.1087,0.09446
ARG,ARG.1_1,OFIB,8.631,8.899,8.491,8.449,11.06,12.63
ARG,ARG.21_1,OFIB,108.3,90.2,73.18,56.89,41.86,28.77
ARG,ARG.6_1,OFIB,4.106,2.407,1.029,0.2801,0.1537,0.09468
ARG,ARG.7_1,OFIB,3.712,3.468,3.285,5.051,8.475,8.003
ARG,ARG.8_1,OFIB,0.1589,0.1179,0.09075,0.08026,0.07262,0.06497
AUT,AUT.1_1,OFIB,0.2943,0.261,0.2278,0.1994,0.1684,0.1464
AUT,AUT.2_1,OFIB,1.839,1.891,1.804,1.814,1.814,1.824
AUT,AUT.3_1,OFIB,0.4196,0.4201,0.4064,0.4074,0.3832,0.396
AUT,AUT.4_1,OFIB,0.5414,0.4926,0.4684,0.4184,0.3708,0.3259
AUT,AUT.5_1,OFIB,0.9729,0.9898,1.008,0.9385,0.9329,0.8983
AUT,AUT.6_1,OFIB,2.522,2.352,2.157,1.996,1.832,1.85
AUT,AUT.7_1,OFIB,1.805,1.689,1.552,1.409,1.266,1.123
AUT,AUT.8_1,OFIB,0.3899,0.3694,0.3274,0.2853,0.2694,0.226
AUT,AUT.9_1,OFIB,4.857,4.501,4.146,3.792,3.438,3.084
BDI,BDI.13_1,OFIB,7.896,5.595,3.623,1.848,0.4855,0
BDI,BDI.1_1,OFIB,0.08847,0.07303,0.05781,0.04369,0.03045,0.02077
BDI,BDI.5_1,OFIB,6.201,6.026,5.033,4.251,4.602,4.971
BDI,BDI.6_1,OFIB,0.09174,0.09782,0.09654,0.08625,0.1133,0.1044
BEL,BEL.2_1,OFIB,0.06379,0.07016,0.07008,0.06513,0.05941,0.0559
BEL,BEL.3_1,OFIB,0.1218,0.1278,0.1334,0.1384,0.1422,0.1334
BEN,BEN.11_1,OFIB,0.6215,0.5402,0.461,0.3824,0.3043,0.2269
