GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AFG,AFG.19_1,RAPE,6.953,5.997,5.881,3.332,1.141,0.07728
AFG,AFG.31_1,RAPE,1.496,1.358,1.423,1.006,0.7317,0.5308
ALA,ALA.2_2,RAPE,19.74,13.96,9.731,12.63,9.339,8.609
ALB,ALB.2_1,RAPE,1.034,0.255,0.368,0.2759,0.1345,0.09078
ALB,ALB.7_1,RAPE,0,0,0,0,0,0
ARG,ARG.11_1,RAPE,2.613,3.746,0.9574,0.9311,0.5379,0.3366
ARG,ARG.14_1,RAPE,5.667,6.165,7.296,4.581,3.386,3.971
ARG,ARG.16_1,RAPE,0.02029,0.03245,0.009443,0.01076,0.007518,0.005793
ARG,ARG.17_1,RAPE,280.9,292.8,338.7,203.1,143.1,142.5
ARG,ARG.19_1,RAPE,2.74,4.408,1.293,1.49,1.058,0.8359
ARG,ARG.1_1,RAPE,1.222,2.473,0.8395,1.104,0.9789,1.388
ARG,ARG.21_1,RAPE,26.05,46.04,16.9,22.6,20.38,22.27
ARG,ARG.22_1,RAPE,1460,1892,394.6,252.1,56.95,0.007534
ARG,ARG.3_1,RAPE,282.8,221.6,186.1,62.62,16.06,8.528
ARG,ARG.6_1,RAPE,1.853,3.016,0.8836,1.015,0.7187,0.6295
ARG,ARG.7_1,RAPE,0.6992,0.509,0.3176,0.1782,0.7796,0.4372
ARG,ARG.8_1,RAPE,8.319,12.88,3.758,4.11,2.946,2.19
ARG,ARG.9_1,RAPE,17.98,15.36,15.85,8.435,5.195,4.125
AUS,AUS.10_1,RAPE,0.3388,0.2183,0.1512,0.1613,0.169,0.1312
AUS,AUS.11_1,RAPE,0.4378,0.2881,0.1987,0.2092,0.2178,0.1647
AUS,AUS.2_1,RAPE,23.61,15.33,10.86,11.89,12.79,10.13
AUS,AUS.5_1,RAPE,0.428,0.3001,0.2292,0.2646,0.3063,0.2598
AUS,AUS.7_1,RAPE,2.041,1.533,1.321,1.547,1.755,1.522
AUS,AUS.8_1,RAPE,0.1188,0.07683,0.05319,0.05507,0.05566,0.04133
AUS,AUS.9_1,RAPE,1.871,1.241,0.8642,0.9795,1.072,0.9114
AUT,AUT.1_1,RAPE,0.1373,0.1405,0.1233,0.1074,0.1103,0.07975
AUT,AUT.2_1,RAPE,1.994,2.347,2.087,2.156,2.51,2.255
AUT,AUT.3_1,RAPE,0.366,0.4022,0.3487,0.3464,0.3805,0.3167
AUT,AUT.4_1,RAPE,0.5029,0.5214,0.4235,0.3581,0.3832,0.2801
AUT,AUT.5_1,RAPE,11.26,11.16,8.747,7.397,6.778,4.096
AUT,AUT.6_1,RAPE,2.929,2.827,2.158,1.849,1.675,1.333
AUT,AUT.8_1,RAPE,0.1631,0.1628,0.1172,0.1102,0.1024,0.08164
AUT,AUT.9_1,RAPE,0.3263,0.3227,0.2537,0.2153,0.1955,0.1194
AZE,AZE.10_1,RAPE,0,0,0,0,0,0
AZE,AZE.2_1,RAPE,0.02769,0.02375,0.01982,0.01588,0.01194,0.008006
AZE,AZE.5_1,RAPE,0,0,0,0,0,0
AZE,AZE.6_1,RAPE,0.007978,0.004787,0.001596,0,0,0
BEL,BEL.2_1,RAPE,0.4225,0.4251,0.329,0.2577,0.311,0.2501
BEL,BEL.3_1,RAPE,0.2848,0.2833,0.1898,0.1343,0.1459,0.1082
BGD,BGD.1_1,RAPE,0.007994,0.009329,0.04802,0.08222,0.07962,0.09277
BGD,BGD.2_1,RAPE,21.1,16.52,13.54,8.548,5.952,4.915
BGD,BGD.3_1,RAPE,0.09115,0.06699,0.05336,0.04009,0.0343,0.03907
BGD,BGD.4_1,RAPE,0.0174,0.01982,0.02021,0.03441,0.051090000000000003,0.06227
BGD,BGD.5_1,RAPE,0.05238,0.0398,0.03226,0.02266,0.0209,0.02233
BGD,BGD.6_1,RAPE,0.06792,0.05559,0.05251,0.03723,0.03449,0.03959
BGD,BGD.7_1,RAPE,1.642,1.407,1.341,1.03,0.8581,0.9472
BGD,BGD.8_1,RAPE,1.271,0.9376,0.7476,0.4514,0.2987,0.257
BGR,BGR.10_1,RAPE,0.5665,0.3478,0.35,0.258,0.2979,0.1842
BGR,BGR.11_1,RAPE,0.1225,0.08295,0.09398,0.1827,0.2202,0.1649
BGR,BGR.12_1,RAPE,0.02073,0.01377,0.01524,0.01908,0.02088,0.01388
BGR,BGR.13_1,RAPE,0.1572,0.1269,0.1276,0.08845,0.1225,0.1064
BGR,BGR.14_1,RAPE,0.2132,0.1378,0.1486,0.1786,0.1874,0.1136
BGR,BGR.15_1,RAPE,0.07019,0.08812,0.104,0.1408,0.17,0.1419
