GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AFG,AFG.13_1,TEMF,0,0,0,0,0,0
AFG,AFG.14_1,TEMF,0,0,0,0,0,0
AFG,AFG.18_1,TEMF,0,0,0,0,0,0
AFG,AFG.19_1,TEMF,0.08524,0.07451,0.06445,0.0545,0.04462,0.03787
AFG,AFG.1_1,TEMF,0,0,0,0,0.5552,0.5267
AFG,AFG.20_1,TEMF,0,0,0,0,0,0
AFG,AFG.21_1,TEMF,0,0,0,0,0,0
AFG,AFG.22_1,TEMF,0,0,0,0.04973,0.04718,0.04463
AFG,AFG.23_1,TEMF,0,0,0,0,0,0
AFG,AFG.24_1,TEMF,0.05629,0.04889,0.0415,0.0341,0.0267,0.01931
AFG,AFG.28_1,TEMF,0,0,0,0,0,0
AFG,AFG.2_1,TEMF,0.07133,0.04127,0.03408,0.02806,0.02246,0.01686
AFG,AFG.30_1,TEMF,0,0,0,0,0.01177,0.01116
AFG,AFG.31_1,TEMF,0.2278,0.1904,0.156,0.1246,0.09672,0.07016
AFG,AFG.32_1,TEMF,0,0,0,0,0.001995,0.001893
AFG,AFG.33_1,TEMF,0,0,0,0.09511,0.09024,0.08536
AFG,AFG.34_1,TEMF,0,0,0,0,0,0
AFG,AFG.3_1,TEMF,3.133e-4,0.001371,0.001277,0.001184,0.009886,0.009374
AFG,AFG.4_1,TEMF,0,0.001374,0.001303,0.001289,0.003833,0.009698
AFG,AFG.8_1,TEMF,0,0,0,0,0,0
AFG,AFG.9_1,TEMF,0,0,0,0,0,0
AGO,AGO.10_1,TEMF,1.293,1.328,1.295,1.285,1.252,1.241
AGO,AGO.11_1,TEMF,1.178,1.084,0.9908,0.8962,0.8022,1.126
AGO,AGO.12_1,TEMF,4.061,4.444,4.637,5.028,5.417,6.309
AGO,AGO.13_1,TEMF,1.528,1.576,1.578,1.67,1.736,1.843
AGO,AGO.14_1,TEMF,3.725,3.785,3.725,3.837,4.06,4.455
AGO,AGO.15_1,TEMF,7.578,8.079,8.749,9.286,9.808,10.52
AGO,AGO.16_1,TEMF,0.3375,0.3925,0.4304,0.452,0.4809,0.5148
AGO,AGO.17_1,TEMF,10.97,13.25,14.07,15.32,16.12,16.95
AGO,AGO.18_1,TEMF,3.911,3.745,3.762,3.779,3.716,3.788
AGO,AGO.1_1,TEMF,1.143,1.105,1.056,1.055,1.101,1.388
AGO,AGO.2_1,TEMF,1.244,1.235,1.194,1.189,1.263,1.372
AGO,AGO.3_1,TEMF,2.497,2.765,3.021,3.193,3.413,3.715
AGO,AGO.4_1,TEMF,4.694,4.684,4.564,4.903,4.76,4.86
AGO,AGO.5_1,TEMF,0.6129,0.5646,0.5164,0.4628,0.5161,0.561
AGO,AGO.6_1,TEMF,3.491,3.909,3.947,3.948,4.033,4.801
AGO,AGO.7_1,TEMF,2.832,2.686,2.511,2.373,2.28,2.207
AGO,AGO.8_1,TEMF,0.2694,0.3347,0.3344,0.3589,0.3667,0.4012
AGO,AGO.9_1,TEMF,3.18,3.169,3.357,3.589,4.047,4.414
ALA,ALA.2_2,TEMF,3.56,2.487,1.669,0.9156,0.3496,0.1068
ALB,ALB.10_1,TEMF,0.003444,0.002851,0.002608,0.002366,0.002123,0.00188
ALB,ALB.11_1,TEMF,0.09343,0.09429,0.09149,0.08704,0.08517,0.07923
ALB,ALB.12_1,TEMF,0.01295,0.01271,0.01298,0.01298,0.01424,0.01358
ALB,ALB.1_1,TEMF,0.01898,0.01943,0.01964,0.0192,0.01919,0.01807
