GID_0,GID_1,crop_type,LD_2020,LD_2021,LD_2022,LD_2023,LD_2024,LD_2025,production_2020,production_2021,production_2022,production_2023,production_2024,production_2025,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AFG,AFG.19_1,SORG,0.00805764486413689,0.00604687710565826,0.00431919793261305,0.00259151875956783,8.6383958652261e-4,0,0.0069138943014266365,0.0084494109483199,0.006089164512282553,0.0071499189450303724,0.007229950289700601,0.007008541313897916,1.165,0.7157,0.7093,0.3625,0.1195,0
AFG,AFG.31_1,SORG,0.0031040708824276843,0.0021421121151382633,0.0013685804905824357,8.622948234929234e-4,5.849415297916652e-4,3.8782960700450625e-4,0.009354967832836895,0.01143262598209555,0.008239052501786309,0.00967432518086782,0.009782613017269107,0.009483031658886455,0.3318,0.1874,0.1661,0.08913,0.05979,0.0409
AGO,AGO.10_1,SORG,179675.00864292087,191121.20673923224,188811.63230673192,189484.58690367267,187648.07869706646,192612.61333205376,3363.9033925005697,3311.6052745410852,3417.739690400039,3479.4591604919297,3679.6148251824557,3607.0541667373054,53.41,57.71,55.24,54.46,51,53.4
AGO,AGO.11_1,SORG,0.32238786117978013,0.3281947196900893,0.3849974905374889,0.3541807738037625,0.3233640570700362,0.3114130167733462,0.13102229959021466,0.12898531490909446,0.13311919558548546,0.135523137065778,0.14331909681962407,0.14049289665274098,2.461,2.544,2.892,2.613,2.256,2.217
AGO,AGO.12_1,SORG,0.00153076810680537,9.152712381127882e-4,4.186268151324773e-4,1.1130011423668526e-4,2.6147812415524328e-5,0,0.0011526046131135385,0.001220636878558221,0.0012443002752346327,0.001256554534227774,0.0012689496467725608,0.001252036116620137,1.328,0.7498,0.3364,0.08858,0.02061,0
AGO,AGO.13_1,SORG,32.321697505147824,33.3243726969266,34.29798118488425,37.40030384527191,38.850251749398815,40.088552371514155,2.2233821931113757,2.1888155927554958,2.2589654581836047,2.299759129927125,2.432052626142091,2.3840934379361958,14.54,15.22,15.18,16.26,15.97,16.82
AGO,AGO.14_1,SORG,22.055334294305283,19.76950641899274,17.571203097811804,15.18497222178675,12.69117738848579,10.229465440395165,0.4847526796670743,0.47721630009121513,0.4925107174657529,0.5014047536563808,0.5302480299007537,0.5197917327020557,45.5,41.43,35.68,30.28,23.93,19.68
AGO,AGO.15_1,SORG,24422.7831391669,25979.308795633733,28113.000578234634,29708.93223197921,31246.6639608621,33307.88954219222,218.8058872305372,215.40396455181974,222.30694055932625,226.32036694201423,239.33884204927384,234.61953198065999,111.6,120.6,126.5,131.3,130.6,142
AGO,AGO.16_1,SORG,2402.9509875820413,2719.458463595977,2940.613467578475,3040.2933500632107,3229.5946433757326,3376.8210839185604,237.55189008587098,233.85870531816744,241.35369793497756,245.71219907627471,259.8467775438459,254.7226941358775,10.12,11.63,12.18,12.37,12.43,13.26
AGO,AGO.18_1,SORG,3.173215160057333,2.245834060862955,1.631293143578109,1.0957165489529768,0.7759757350385474,0.6628034535286589,0.028209416314138258,0.027870925729671633,0.028746170248383992,0.029253389857672837,0.0308664589848507,0.030267226160715727,112.5,80.58,56.75,37.46,25.14,21.9
AGO,AGO.1_1,SORG,3108.9293131367745,3182.760845745793,3098.963908624606,3104.216439692433,3306.7009457734293,4055.1580894861922,57.30364308482943,56.41275166023033,58.22073719838733,59.27212009285907,62.681744993622544,61.44568390970115,54.25,56.42,53.23,52.37,52.75,66
AGO,AGO.2_1,SORG,45876.19213695872,47199.9348289314,46398.57325451619,47174.1529280782,50420.39450367306,55081.79729261404,2092.9230325395088,2060.384661824139,2126.4184141582714,2164.8184766569243,2289.349520460967,2244.2043853020173,21.92,22.91,21.82,21.79,22.02,24.54
AGO,AGO.3_1,SORG,10262.796923435395,10730.297788549296,11094.192266455571,11191.823889963918,11361.19889346681,11777.200814329219,344.96998240743005,339.60678414417254,350.49092179607743,356.8202844523482,377.3463483937123,369.905216426873,29.75,31.6,31.65,31.37,30.11,31.84
AGO,AGO.5_1,SORG,340485.8138770779,360964.5984965434,373459.3957692098,375936.902828081,391692.8613122926,415209.07990934973,7568.845734699858,7451.177869969185,7686.5190228932515,7818.745653752905,8265.336279565636,8104.417955577809,44.99,48.44,48.59,48.08,47.39,51.23
AGO,AGO.6_1,SORG,33387.60973135893,29289.055116749274,25190.57754510175,21093.70997193569,17007.46052231084,12909.329902944728,0.5678912785884047,0.559062355278065,0.5769798761137542,0.5873993039910299,0.6211894112192046,0.6089397832449001,58790,52390,43660,35910,27380,21200
AGO,AGO.7_1,SORG,851.5902706235927,832.8563688145255,805.5762934894215,768.1840894350568,730.9806939936623,700.8193260423931,7.147057024706509,7.0359427661417255,7.261439349699669,7.392570515138255,7.817827659130682,7.663662957250748,119.2,118.4,110.9,103.9,93.5,91.45
AGO,AGO.8_1,SORG,23743.85626957749,28194.666868782795,28875.545993644184,34723.6658587882,39079.396627044145,46892.90832197943,522.5933178270936,514.4686353402274,530.9569615635737,540.545281704324,571.6401143103087,560.3675803472029,45.43,54.8,54.38,64.24,68.36,83.68
AGO,AGO.9_1,SORG,102100.21645373941,89902.38206457412,77783.94459302395,65734.65572351261,53819.81262681687,41947.44317844487,757.3919296060801,745.616867169862,769.5133174080694,783.4096227096355,828.4752109306027,812.1379828057462,134.8,120.6,101.1,83.91,64.96,51.65
