GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AGO,AGO.12_1,PLNT,0.3839,0.2189,0.1027,0.03828,0.01094
AGO,AGO.17_1,PLNT,2.7,3.087,2.89,3.216,2.914
AGO,AGO.18_1,PLNT,1.513,0.942,0.6371,0.3216,0.1532
AGO,AGO.4_1,PLNT,12.4,12.03,11.91,14.72,14.45
ARG,ARG.17_1,PLNT,286.6,249,211.4,173.8,136.2
BDI,BDI.10_1,PLNT,0.0117,0.01169,0.01351,0.01559,0.01885
BDI,BDI.11_1,PLNT,0.07078,0.06673,0.06063,0.05524,0.04927
BDI,BDI.12_1,PLNT,0.009798,0.01008,0.0113,0.0114,0.01276
BDI,BDI.13_1,PLNT,0.02,0.02482,0.03079,0.0412,0.08183
BDI,BDI.14_1,PLNT,0.02109,0.02559,0.02723,0.02752,0.02789
BDI,BDI.15_1,PLNT,0.02254,0.03157,0.03688,0.03879,0.04056
BDI,BDI.16_1,PLNT,0.1205,0.1114,0.09964,0.09234,0.08398
BDI,BDI.17_1,PLNT,0.02072,0.02202,0.02327,0.02626,0.0321
BDI,BDI.1_1,PLNT,0.02513,0.02913,0.03073,0.03072,0.0333
BDI,BDI.2_1,PLNT,0.05156,0.04893,0.04565,0.04236,0.03908
BDI,BDI.3_1,PLNT,0.01091,0.01126,0.01084,0.01163,0.01337
BDI,BDI.4_1,PLNT,0.09973,0.1183,0.1157,0.1238,0.1181
BDI,BDI.5_1,PLNT,0.06837,0.07278,0.07124,0.07636,0.09846
BDI,BDI.6_1,PLNT,0.1196,0.1544,0.1738,0.2059,0.2415
BDI,BDI.7_1,PLNT,0.01918,0.02533,0.02757,0.02997,0.03176
BDI,BDI.8_1,PLNT,0.02331,0.03121,0.03523,0.0408,0.04392
BDI,BDI.9_1,PLNT,0.008337,0.009981,0.01046,0.01053,0.01091
BEN,BEN.11_1,PLNT,0.05239,0.04555,0.03875,0.03197,0.02519
BEN,BEN.5_1,PLNT,0.05442,0.06443,0.08701,0.1017,0.1084
BFA,BFA.13_1,PLNT,0.1267,0.1385,0.1423,0.1527,0.1568
BFA,BFA.2_1,PLNT,0.1176,0.1173,0.1215,0.1398,0.2535
BGD,BGD.1_1,PLNT,1.989e-4,0.02967,0.05209,0.07071,0.08723
BGD,BGD.2_1,PLNT,1.97,2.038,2.09,2.221,2.343
BGD,BGD.3_1,PLNT,0.03577,0.03652,0.04017,0.05661,0.06995
BGD,BGD.4_1,PLNT,0.006025,0.00631,0.009438,0.0727,0.1285
BGD,BGD.5_1,PLNT,0.001163,0.001218,0.001595,0.002324,0.006017
BGD,BGD.6_1,PLNT,0.003042,0.003589,0.00411,0.004438,0.005345
BGD,BGD.7_1,PLNT,0.1994,0.2061,0.2285,0.2448,0.2618
BGD,BGD.8_1,PLNT,0.3023,0.3011,0.2891,0.3216,0.3174
BHS,BHS.16_1,PLNT,0.03003,0.02765,0.02521,0.02278,0.02039
BLZ,BLZ.1_1,PLNT,40.79,45.46,70.78,91.81,113.1
BLZ,BLZ.2_1,PLNT,8.657,7.717,10.54,10.26,11.23
BLZ,BLZ.3_1,PLNT,3.427,3.416,4.586,4.117,4.817
BLZ,BLZ.4_1,PLNT,0.3521,0.3154,0.3772,0.4647,0.4524
BLZ,BLZ.5_1,PLNT,0.4994,0.5371,0.7303,0.6902,0.7606
BLZ,BLZ.6_1,PLNT,3.957,3.345,4.944,4.239,5.558
BOL,BOL.1_1,PLNT,3.678,3.064,2.733,2.429,2.175
BOL,BOL.2_1,PLNT,2.67,2.799,2.925,2.96,3.012
BOL,BOL.3_1,PLNT,3.905,3.931,4.13,4.773,4.95
BOL,BOL.4_1,PLNT,42.96,27.39,15.1,6.572,1.655
BOL,BOL.6_1,PLNT,5.592,5.654,5.649,5.325,5.422
BOL,BOL.7_1,PLNT,0,0,0,0,0
BOL,BOL.8_1,PLNT,2.429,2.077,1.843,1.616,1.48
BOL,BOL.9_1,PLNT,82.67,72.52,62.53,52.4,42.27
BRA,BRA.11_1,PLNT,274.3,241.2,208,174.9,142
BRA,BRA.12_1,PLNT,19.48,11.03,6.033,3.009,1.367
BRA,BRA.1_1,PLNT,4.937,5.179,5.3,4.964,4.902
BRA,BRA.22_1,PLNT,2.752,2.618,2.67,2.594,2.424
BRA,BRA.23_1,PLNT,0.2887,0.2657,0.2182,0.1942,0.19
BRA,BRA.4_1,PLNT,47.93,41.5,37.02,33.83,34.9
CAF,CAF.10_1,PLNT,5.875,5.631,5.305,5.011,5.097
CAF,CAF.11_1,PLNT,4.117,4.232,4.195,4.154,4.5
CAF,CAF.12_1,PLNT,62.37,56.79,51.26,42.99,39.02
CAF,CAF.13_1,PLNT,2.977,2.943,2.891,3.002,3.33
CAF,CAF.14_1,PLNT,2.91,3.096,3.3,3.39,3.877
CAF,CAF.15_1,PLNT,2.481,2.47,2.556,2.635,2.985
CAF,CAF.16_1,PLNT,25.42,26.68,25.49,24.48,24.83
CAF,CAF.17_1,PLNT,363.9,288.8,219.2,154.5,104.3
CAF,CAF.1_1,PLNT,5.886,6.148,6.567,7.028,9.097
CAF,CAF.2_1,PLNT,517,441.5,371.9,306.9,256.9
CAF,CAF.3_1,PLNT,2.044,2.179,2.078,2.047,2.278
CAF,CAF.5_1,PLNT,6.044,5.992,5.835,5.591,5.729
CAF,CAF.6_1,PLNT,6.254,6.172,5.845,5.581,5.541
CAF,CAF.7_1,PLNT,21.9,24.86,26.27,25.84,27.58
CAF,CAF.8_1,PLNT,19.48,22.26,22.22,23.52,23.7
CAF,CAF.9_1,PLNT,14.26,11.87,9.656,7.889,6.806
CHN,CHN.30_1,PLNT,1.215,1.429,1.204,1.678,1.921
CIV,CIV.10_1,PLNT,0.3151,0.3447,0.3645,0.418,0.4534
CIV,CIV.11_1,PLNT,0.3139,0.3365,0.3441,0.3818,0.3982
CIV,CIV.12_1,PLNT,0.5419,0.5661,0.5635,0.5757,0.5807
CIV,CIV.13_1,PLNT,0.04199,0.03586,0.02988,0.02427,0.01928
CIV,CIV.14_1,PLNT,0.2225,0.2036,0.1906,0.1957,0.1916
CIV,CIV.1_1,PLNT,0.5112,0.4607,0.4322,0.4264,0.4212
CIV,CIV.2_1,PLNT,0.4282,0.3401,0.276,0.2317,0.1979
