GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AGO,AGO.12_1,ORTS,0.7484,0.4338,0.2063,0.07704,0.022
AGO,AGO.17_1,ORTS,2.232,2.256,1.999,2.052,1.793
AGO,AGO.18_1,ORTS,3.054,1.834,1.106,0.4569,0.1178
AGO,AGO.4_1,ORTS,15.27,14.29,13.71,16.52,16.02
AGO,AGO.5_1,ORTS,0.2554,0.221,0.1868,0.1529,0.1187
ARG,ARG.17_1,ORTS,5.245,4.555,3.922,3.265,2.585
ATG,ATG.1_1,ORTS,1.488,1.279,1.07,0.8606,0.6515
ATG,ATG.3_1,ORTS,1.319,1.15,0.9816,0.8129,0.6442
ATG,ATG.4_1,ORTS,0.3874,0.3269,0.2718,0.2182,0.1665
ATG,ATG.5_1,ORTS,0.1818,0.1284,0.07763,0.0344,0.008052
ATG,ATG.6_1,ORTS,0.03549,0.02488,0.01635,0.009235,0.004684
ATG,ATG.7_1,ORTS,0.6133,0.522,0.438,0.3547,0.2717
ATG,ATG.8_1,ORTS,0.1462,0.1259,0.1055,0.0852,0.06485
BDI,BDI.10_1,ORTS,0.001451,8.894e-4,5.498e-4,2.984e-4,1.215e-4
BDI,BDI.11_1,ORTS,0.03372,0.02473,0.01698,0.01309,0.01013
BDI,BDI.12_1,ORTS,0.1874,0.2127,0.2143,0.2138,0.2303
BDI,BDI.13_1,ORTS,0.0077210000000000004,0.005705,0.004586,0.003879,0.003486
BDI,BDI.14_1,ORTS,0.002293,0.001858,0.001504,0.001365,0.001156
BDI,BDI.15_1,ORTS,0.01192,0.01648,0.01781,0.01902,0.02004
BDI,BDI.16_1,ORTS,0.01189,0.007963,0.004925,0.002935,0.001577
BDI,BDI.17_1,ORTS,0.01476,0.01498,0.01547,0.01722,0.02034
BDI,BDI.1_1,ORTS,0.02625,0.02276,0.01864,0.01528,0.01284
BDI,BDI.2_1,ORTS,7.256e-4,5.285e-4,4.556e-4,3.827e-4,3.098e-4
BDI,BDI.3_1,ORTS,0.01243,0.009415,0.006754,0.004789,0.004204
BDI,BDI.4_1,ORTS,0.07856,0.0773,0.07673,0.08483,0.08131
BDI,BDI.5_1,ORTS,0.116,0.0928,0.07434,0.05925,0.04604
BDI,BDI.6_1,ORTS,0.1481,0.1947,0.2223,0.2516,0.2992
BDI,BDI.7_1,ORTS,0.008272,0.01035,0.01115,0.012070000000000001,0.01333
BDI,BDI.8_1,ORTS,0.00631,0.006737,0.007472,0.008186,0.008645
BDI,BDI.9_1,ORTS,0.03691,0.04177,0.04036,0.03872,0.03786
BEN,BEN.11_1,ORTS,0.9496,0.806,0.6695,0.5378,0.4075
BEN,BEN.12_1,ORTS,14.38,9.008,4.965,2.503,1.126
BEN,BEN.1_1,ORTS,0.3391,0.3394,0.3148,0.2987,0.2705
BEN,BEN.2_1,ORTS,9.817,7.412,5.352,3.527,1.946
BEN,BEN.4_1,ORTS,0.2398,0.2323,0.2416,0.2526,0.2656
BEN,BEN.5_1,ORTS,0.7609,0.7914,0.7671,1.209,1.169
BEN,BEN.6_1,ORTS,1.048,1.023,1.045,1.044,1.102
BEN,BEN.7_1,ORTS,0.02765,0.02208,0.01751,0.01737,0.01575
BFA,BFA.13_1,ORTS,0.443,0.4086,0.3639,0.3279,0.2902
BFA,BFA.2_1,ORTS,0.0946,0.08482,0.07525,0.07252,0.105
BFA,BFA.8_1,ORTS,0,0,0,0,0
BGR,BGR.10_1,ORTS,0.01594,0.01508,0.01422,0.01336,0.0125
BGR,BGR.21_1,ORTS,0,0,0,0,0
BGR,BGR.26_1,ORTS,0.2809,0.2645,0.2482,0.2318,0.2154
BIH,BIH.3_1,ORTS,0,0,0,0,0
BLZ,BLZ.1_1,ORTS,135.4,99.41,69.84,53.56,37.65
BLZ,BLZ.2_1,ORTS,4.274,4.025,3.795,3.917,4.015
BLZ,BLZ.3_1,ORTS,0.651,0.6318,0.5871,0.5761,0.5588
BLZ,BLZ.4_1,ORTS,2.027,1.905,1.788,1.766,1.663
BLZ,BLZ.5_1,ORTS,2.01,1.864,1.747,1.682,1.717
BLZ,BLZ.6_1,ORTS,25.79,26.42,26.12,26.49,33.4
BOL,BOL.1_1,ORTS,10.41,10.7,12.13,12.38,12.62
BOL,BOL.2_1,ORTS,5.238,5.363,5.442,5.409,5.37
BOL,BOL.3_1,ORTS,13.1,11.71,10.54,9.387,8.34
BOL,BOL.4_1,ORTS,11.01,10.81,10.97,11.97,12.36
BOL,BOL.6_1,ORTS,757,652.3,547.7,443.2,339.4
BOL,BOL.7_1,ORTS,0.09535,0.08574,0.07622,0.06691,0.05847
BOL,BOL.8_1,ORTS,12.95,11.63,10.47,9.091,7.821
BOL,BOL.9_1,ORTS,3.163,3.134,3.518,3.566,3.511
BRA,BRA.12_1,ORTS,410.6,356.7,302.8,248.9,195
BRA,BRA.1_1,ORTS,50.71,46.3,41.77,36.06,30.87
BRA,BRA.22_1,ORTS,10.65,10.26,10.48,10.2,9.491
BRA,BRA.23_1,ORTS,0.4872,0.4056,0.3299,0.2765,0.2543
BRB,BRB.10_1,ORTS,0.005136,0.004595,0.004054,0.003514,0.002973
BRB,BRB.11_1,ORTS,0.0663,0.05459,0.04479,0.03612,0.02862
BRB,BRB.1_1,ORTS,0,0,0,0,0
BRB,BRB.2_1,ORTS,0.0509,0.03594,0.02276,0.01083,0.002513
BRB,BRB.3_1,ORTS,0.02146,0.0365,0.0326,0.03025,0.02674
BRB,BRB.4_1,ORTS,0.09436,0.05566,0.03021,0.01218,0.002163
BRB,BRB.5_1,ORTS,0.01094,0.008195,0.006385,0.004667,0.003224
BRB,BRB.6_1,ORTS,0.02793,0.01869,0.01158,0.005072,9.084e-4
BRB,BRB.7_1,ORTS,0.01269,0.006553,0.00315,0.001575,5.249e-4
BRB,BRB.8_1,ORTS,0.3727,0.4293,0.3994,0.3772,0.3468
BRB,BRB.9_1,ORTS,0.03435,0.02243,0.01294,0.006172,0.001817
BRN,BRN.1_1,ORTS,1.104,0.7685,0.5275,0.309,0.1
BRN,BRN.2_1,ORTS,9.192,8.669,8.313,7.787,7.627
BRN,BRN.3_1,ORTS,0.3775,0.2321,0.1291,0.06663,0.02106
BRN,BRN.4_1,ORTS,3.803,3.397,2.984,2.709,2.403
BTN,BTN.10_1,ORTS,4.671,5.031,5.515,5.387,5.12
BTN,BTN.11_1,ORTS,5.132,5.17,5.462,5.285,5.039
BTN,BTN.12_1,ORTS,0.9174,0.9014,0.8987,0.8408,0.8592
BTN,BTN.13_1,ORTS,1.376,1.521,1.566,1.759,1.729
BTN,BTN.14_1,ORTS,0.1751,0.1592,0.2437,0.2227,0.2016
BTN,BTN.15_1,ORTS,0.5446,0.5198,0.544,0.563,0.5693
BTN,BTN.16_1,ORTS,2.088,2.145,2.086,2.002,1.863
BTN,BTN.17_1,ORTS,1.579,1.953,1.919,2.008,2.102
BTN,BTN.18_1,ORTS,15.32,12.86,14.5,12.87,11.83
BTN,BTN.19_1,ORTS,0.4351,0.4031,0.5435,0.575,0.6182
BTN,BTN.20_1,ORTS,1,0.9453,0.9138,1.207,1.172
BTN,BTN.2_1,ORTS,1.023,1.232,1.35,1.484,1.494
BTN,BTN.3_1,ORTS,1.551,1.48,1.405,1.287,1.263
BTN,BTN.4_1,ORTS,2.723,2.541,2.425,2.24,2.164
BTN,BTN.5_1,ORTS,0.03976,0.0363,0.03284,0.02939,0.02593
BTN,BTN.6_1,ORTS,2.512,2.587,2.636,2.708,2.712
BTN,BTN.7_1,ORTS,3.69,3.779,3.945,4.131,4.266
BTN,BTN.8_1,ORTS,0.1778,0.2316,0.2343,0.2442,0.2795
BTN,BTN.9_1,ORTS,5.403,5.275,5.13,5.274,4.905
BWA,BWA.11_1,ORTS,0.4651,0.396,0.3485,0.3016,0.2951
BWA,BWA.12_1,ORTS,88.44,75.91,63.37,50.87,38.44
BWA,BWA.14_1,ORTS,0.1668,0.1582,0.152,0.1282,0.1047
