GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AGO,AGO.10_1,OFIB,7.989,9.259,9.635,11.45,12.6
AGO,AGO.11_1,OFIB,2.514,2.344,2.244,2.033,1.836
AGO,AGO.12_1,OFIB,3335,2864,2395,1930,1470
AGO,AGO.14_1,OFIB,19.24,19.48,19.1,19.55,20.5
AGO,AGO.16_1,OFIB,1.877,2.152,2.011,1.871,1.735
AGO,AGO.17_1,OFIB,27.84,22.9,18.55,14.51,10.98
AGO,AGO.18_1,OFIB,7.04,6.466,6.052,5.424,4.829
AGO,AGO.1_1,OFIB,9.983,9.64,9.163,9.348,10.22
AGO,AGO.2_1,OFIB,11.32,11.47,10.87,10.56,10.74
AGO,AGO.3_1,OFIB,14.2,20.05,23.51,27.43,33.01
AGO,AGO.5_1,OFIB,77.32,67.03,56.74,46.44,36.15
AGO,AGO.6_1,OFIB,35.3,32,28.95,26.82,29.91
AGO,AGO.7_1,OFIB,102.8,68.88,45.6,32.3,24.68
AGO,AGO.8_1,OFIB,1.943,2.478,2.521,2.801,2.89
AGO,AGO.9_1,OFIB,13.42,13.73,15.5,17.21,24.1
ALB,ALB.7_1,OFIB,0,0,0,0,0
ARG,ARG.11_1,OFIB,0.02919,0.02683,0.02448,0.05578,0.05426
ARG,ARG.14_1,OFIB,0,0,0,0,0
ARG,ARG.16_1,OFIB,0.1656,0.1514,0.1372,0.1229,0.1087
ARG,ARG.1_1,OFIB,9.305,9.539,9.104,9.896,10.4
ARG,ARG.21_1,OFIB,104.6,87.02,70.51,54.72,40.18
ARG,ARG.6_1,OFIB,4.136,2.42,1.038,0.2834,0.15310000000000001
ARG,ARG.7_1,OFIB,3.288,3.087,2.933,6.63,13.79
AUT,AUT.1_1,OFIB,0.3222,0.2833,0.2463,0.2157,0.1824
AUT,AUT.2_1,OFIB,2.999,2.947,2.747,2.828,2.699
AUT,AUT.3_1,OFIB,0.5671,0.5669,0.5537,0.5775,0.5433
AUT,AUT.4_1,OFIB,0.6526,0.6211,0.5679,0.5147,0.463
AUT,AUT.5_1,OFIB,0.8879,0.8565,0.8537,0.7974,0.7862
AUT,AUT.6_1,OFIB,2.783,2.6,2.453,2.302,2.118
AUT,AUT.7_1,OFIB,3.037,2.891,2.827,2.719,2.632
AUT,AUT.8_1,OFIB,0.4219,0.3686,0.3154,0.2621,0.2089
AUT,AUT.9_1,OFIB,4.841,4.486,4.133,3.78,3.427
BDI,BDI.13_1,OFIB,7.752,5.497,3.56,1.817,0.4765
BDI,BDI.1_1,OFIB,0.0889,0.07325,0.05785,0.04362,0.03032
