GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
ALB,ALB.2_1,CHIC,1.335,1.223,1.102,0.9811,0.8674
ALB,ALB.7_1,CHIC,0,0,0,0,0
ARG,ARG.10_1,CHIC,1121,2031,1429,1822,1178
ARG,ARG.11_1,CHIC,0,0,0,0,0
ARG,ARG.12_1,CHIC,0.7129,1.48,1.151,2.387,1.911
ARG,ARG.16_1,CHIC,0.09899,0.1891,0.1422,0.1974,0.1424
ARG,ARG.17_1,CHIC,14.29,28.41,21.76,30.91,22.5
ARG,ARG.19_1,CHIC,3.318,6.479,4.992,7.619,5.749
ARG,ARG.1_1,CHIC,0.04072,0.0809,0.06337,0.1274,0.09613
ARG,ARG.21_1,CHIC,1.784,3.389,2.538,3.559,2.573
ARG,ARG.22_1,CHIC,65.9,155.6,141.4,240.5,206.7
ARG,ARG.24_1,CHIC,2.943,6.17,5.317,8.327,7.023
ARG,ARG.2_1,CHIC,2.551,5.629,5.109,7.657,6.156
ARG,ARG.3_1,CHIC,101.7,216.5,193.5,489.9,417.5
ARG,ARG.6_1,CHIC,0.09955,0.2043,0.1705,0.2719,0.2202
ARG,ARG.8_1,CHIC,0.1989,0.4286,0.3715,0.6431,0.5549
ARM,ARM.10_1,CHIC,0.2064,0.1884,0.1705,0.1525,0.1346
ARM,ARM.1_1,CHIC,0.1048,0.09481,0.08483,0.07485,0.06487
ARM,ARM.2_1,CHIC,0.416,0.3627,0.3094,0.257,0.2037
ARM,ARM.3_1,CHIC,0,0,0,0,0.01065
ARM,ARM.4_1,CHIC,0,0,0,0,0
ARM,ARM.5_1,CHIC,1.253,1.147,1.041,4.247,3.972
ARM,ARM.6_1,CHIC,0,0,0,0,0
ARM,ARM.7_1,CHIC,6.14,5.62,5.1,4.58,4.06
ARM,ARM.8_1,CHIC,5.521,4.995,4.469,3.943,3.418
ARM,ARM.9_1,CHIC,0,0,0,0,0
AUS,AUS.10_1,CHIC,3.817,1.131,0.8507,0.8704,0.7523
AUS,AUS.11_1,CHIC,3.443,0.955,0.6653,0.8463,0.8063
AUS,AUS.5_1,CHIC,0.5462,0.1613,0.1204,0.122,0.1039
AUS,AUS.7_1,CHIC,0.2913,0.09252,0.07442,0.08585,0.07839
AUS,AUS.8_1,CHIC,0.7377,0.2139,0.1631,0.1614,0.1399
AZE,AZE.2_1,CHIC,0.0027,0.002475,0.002249,0.002023,0.001797
AZE,AZE.4_1,CHIC,0.195,0.1781,0.1611,0.1442,0.1272
AZE,AZE.5_1,CHIC,0.009517,0.00861,0.007704,0.006798,0.005891
AZE,AZE.6_1,CHIC,0.1118,0.06709,0.02236,0,0
BDI,BDI.11_1,CHIC,0.6828,0.9005,1.813,3.005,2.416
BDI,BDI.16_1,CHIC,0.2646,0.3459,0.4199,0.5868,0.4991
BDI,BDI.17_1,CHIC,0.072,0.1024,0.1258,0.1314,0.1873
BDI,BDI.5_1,CHIC,0.2941,0.4139,0.5081,0.5412,0.6902
BEN,BEN.12_1,CHIC,1.239,1.491,2.718,2.599,2.438
BEN,BEN.1_1,CHIC,0.001523,0.001415,0.001296,0.001179,0.01379
BEN,BEN.2_1,CHIC,0.0486,0.04468,0.04083,0.1391,0.2472
BEN,BEN.5_1,CHIC,4.273,4.386,5.02,6.002,5.95
BEN,BEN.6_1,CHIC,3.937,3.809,3.859,3.833,4.005
BEN,BEN.7_1,CHIC,1.055,1.111,1.187,1.302,1.275
BFA,BFA.8_1,CHIC,0,0,0,0,0
BGD,BGD.1_1,CHIC,0.003071,0.002747,0.05906,0.05312,0.2936
BGD,BGD.2_1,CHIC,291.8,258.3,234,125.7,117.4
BGD,BGD.3_1,CHIC,9.495,8.826,8.591,5.725,7.108
BGD,BGD.4_1,CHIC,0.152,0.1779,0.2256,0.607,0.9854
BGD,BGD.5_1,CHIC,0.1343,0.08749,0.05488,0.03731,0.0597
BGD,BGD.6_1,CHIC,0.041,0.06631,0.0962,0.07489,0.1029
BGD,BGD.7_1,CHIC,1.038,0.9221,0.8163,1.257,1.868
BGD,BGD.8_1,CHIC,0.9129,0.9283,0.9167,0.5851,0.6116
BGR,BGR.28_1,CHIC,2.686,2.513,2.355,2.198,2.042
BGR,BGR.6_1,CHIC,2.885,2.701,2.53,2.364,2.693
BGR,BGR.8_1,CHIC,9.246,6.878,4.456,2.056,0.6734
BIH,BIH.1_1,CHIC,0.008766,0.009815,0.009349,0.008537,0.008616
BIH,BIH.2_1,CHIC,0.1454,0.1318,0.1189,0.1104,0.1016
BIH,BIH.3_1,CHIC,0.1024,0.1009,0.1016,0.09773,0.09476
BLR,BLR.4_1,CHIC,6.098,5.142,3.169,2.52,2.451
BOL,BOL.1_1,CHIC,2567,2641,2924,3047,3087
BOL,BOL.4_1,CHIC,8561,8262,8326,1908,1820
