GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,AFG.14_1,SESA,0,0,0,0,0
AFG,AFG.16_1,SESA,0,0,0,0,0
AFG,AFG.18_1,SESA,0.9772,1.815,0.6701,1.664,0.9393
AFG,AFG.19_1,SESA,0.1463,0.1696,0.0445,0.05821,0.00903
AFG,AFG.1_1,SESA,0,0,0,0,0
AFG,AFG.21_1,SESA,0,0,0,0,0.1276
AFG,AFG.22_1,SESA,0,0,0,0,0
AFG,AFG.23_1,SESA,0,0,0,0,0
AFG,AFG.27_1,SESA,0,0,0,0,0
AFG,AFG.30_1,SESA,0,0,0,0.5829,0.365
AFG,AFG.31_1,SESA,0.03776,0.06352,0.02241,0.04964,0.02548
AFG,AFG.32_1,SESA,0,0,0,0,0.1865
AFG,AFG.33_1,SESA,0,0,0,0,0
AFG,AFG.34_1,SESA,0,0,0,0,0
AFG,AFG.3_1,SESA,0.01891,0.05046,0.01783,0.03985,0.02286
AFG,AFG.4_1,SESA,0,0,0,4.429e-4,0.01806
AGO,AGO.10_1,SESA,24.81,26.35,25.9,25.89,25.72
AGO,AGO.12_1,SESA,102.2,107.7,108.1,111.7,116.5
AGO,AGO.13_1,SESA,90.81,91.15,87.38,83.79,84.48
AGO,AGO.14_1,SESA,44.62,44.4,42.21,40.78,40.41
AGO,AGO.15_1,SESA,206.5,218.2,239,249.6,261.5
AGO,AGO.16_1,SESA,41.11,32.66,24.93,18.2,14.01
AGO,AGO.17_1,SESA,48.33,57.07,58.58,59.96,59.15
AGO,AGO.18_1,SESA,25.7,30.03,29.92,31.57,31.88
AGO,AGO.1_1,SESA,25.7,27.37,24.59,42.84,50.84
AGO,AGO.2_1,SESA,31.07,32.7,32.22,32.69,34.58
AGO,AGO.3_1,SESA,50.93,54.71,57.68,59.57,61.78
AGO,AGO.4_1,SESA,59.69,61.45,61.06,66.09,64.86
AGO,AGO.5_1,SESA,114.9,123.8,128.1,129,135
AGO,AGO.6_1,SESA,166.6,204,207.7,205.1,206.2
AGO,AGO.7_1,SESA,36.88,35.38,33.61,32.03,31.12
AGO,AGO.8_1,SESA,8.032,10.23,10.46,11.9,12.48
AGO,AGO.9_1,SESA,20.95,21.25,21.32,21.43,21.54
ALB,ALB.2_1,SESA,2.967,2.621,2.296,1.983,1.668
ARG,ARG.14_1,SESA,99.71,101.7,113.5,67.22,73.61
ARG,ARG.17_1,SESA,139.8,163.8,204.4,120.5,126.5
ARG,ARG.3_1,SESA,9.772,9.295,24.88,14.66,15.01
ARG,ARG.7_1,SESA,5.392,2.628,1.823,1.53,2.733
ARG,ARG.9_1,SESA,9.898,8.21,10.75,5.933,5.906
ARM,ARM.2_1,SESA,0.2676,0.2422,0.2167,0.1912,0.1657
AZE,AZE.2_1,SESA,9.625,8.424,7.223,6.022,4.821
AZE,AZE.5_1,SESA,0,0,0,0,0
AZE,AZE.6_1,SESA,0.7588,0.4553,0.1518,0,0
BEN,BEN.11_1,SESA,3.773,4.162,4.548,5.105,5.068
BEN,BEN.1_1,SESA,2.519,1.841,2.215,2.346,2.247
BEN,BEN.2_1,SESA,0.696,0.8202,0.9804,1.142,1.502
BEN,BEN.4_1,SESA,1.931,0.9691,1.248,1.399,1.522
BEN,BEN.5_1,SESA,4.977,1.858,1.82,1.55,1.307
BEN,BEN.6_1,SESA,11.62,11.78,13.09,14.36,15.74
BFA,BFA.10_1,SESA,0.03499,0.0653,0.05217,0.03889,0.03737
BFA,BFA.11_1,SESA,0,0,0,0,0
BFA,BFA.13_1,SESA,1.266,2.595,2.349,2.035,2.398
BFA,BFA.1_1,SESA,0.4079,0.8163,0.7085,0.5799,0.6241
BFA,BFA.2_1,SESA,2.694,5.862,5.2,4.33,5
BFA,BFA.3_1,SESA,0.1152,0.2834,0.2774,0.6975,2.472
BFA,BFA.4_1,SESA,0,0,0,0,0.006873
BFA,BFA.5_1,SESA,0.5584,1.131,1.06,1.144,1.653
BFA,BFA.6_1,SESA,0.2435,0.46,0.3743,0.2863,0.2867
BFA,BFA.7_1,SESA,0,0,0,0,0
BFA,BFA.8_1,SESA,0.6158,1.338,1.287,1.157,1.784
BFA,BFA.9_1,SESA,0.872,1.805,1.738,1.538,1.87
BGD,BGD.1_1,SESA,0.003622,0.006789,0.236,0.2654,0.2667
BGD,BGD.2_1,SESA,60.7,62.78,66.82,69.45,69.98
BGD,BGD.3_1,SESA,0.2603,0.2794,0.3694,0.5249,0.6029
BGD,BGD.4_1,SESA,0.04536,0.07624,0.07643,0.1127,0.1324
BGD,BGD.5_1,SESA,0.4205,0.3447,0.2968,0.2421,0.1923
BGD,BGD.6_1,SESA,0.1132,0.09465,0.09298,0.08307,0.08574
BGD,BGD.7_1,SESA,3.88,3.073,3.375,3.426,3.339
BGD,BGD.8_1,SESA,3.082,2.465,2.174,2.05,1.757
BGR,BGR.28_1,SESA,0,0,0,0,0
BGR,BGR.6_1,SESA,4.832,4.573,4.313,4.053,3.906
BLZ,BLZ.2_1,SESA,31.3,31.96,28.63,36.2,60.47
BLZ,BLZ.6_1,SESA,360.5,253.6,139.3,75.75,24.91
BOL,BOL.1_1,SESA,169.7,146.8,126,102,77.61
BOL,BOL.2_1,SESA,593.4,682.6,706.7,714.6,706.8
BOL,BOL.3_1,SESA,21.79,23.2,25.47,31.06,32.89
BOL,BOL.4_1,SESA,60.64,64.72,68.52,89.14,81
BOL,BOL.8_1,SESA,39.01,41.24,45.28,44.49,44.16
BOL,BOL.9_1,SESA,23.59,19.35,19.04,8.658,6.231
BRA,BRA.11_1,SESA,24.12,17.83,14.6,8.059,8.157
BRA,BRA.12_1,SESA,44.11,25.74,18.78,11.86,14.62
BRA,BRA.13_1,SESA,25.83,13.55,9.096,5.76,7.185
BRA,BRA.14_1,SESA,182.6,93.11,58.81,33.03,40.39
BRA,BRA.16_1,SESA,41.85,47.83,45.67,31.31,34.36
BRA,BRA.19_1,SESA,14.76,7.546,4.789,3.037,3.671
BRA,BRA.21_1,SESA,10.3,5.58,3.668,2.225,2.636
BRA,BRA.22_1,SESA,7.284,3.871,2.652,1.496,1.724
BRA,BRA.23_1,SESA,0.8429,0.7966,0.7503,0.704,3.836
BRA,BRA.24_1,SESA,12.49,6.81,4.507,2.794,3.331
BRA,BRA.25_1,SESA,13.76,8.22,5.852,3.631,4.503
BRA,BRA.27_1,SESA,9.676,5.684,5.646,3.578,4.085
BRA,BRA.4_1,SESA,0,0,0,0,0
BRA,BRA.5_1,SESA,271.6,120.3,64.88,31.92,30.05
BRA,BRA.7_1,SESA,0.4799,0.2837,0.2217,0.2197,0.2921
BRA,BRA.8_1,SESA,38.45,19.48,12.12,7.214,8.8
BRA,BRA.9_1,SESA,19.83,11.1,7.792,5.073,6.059
BTN,BTN.11_1,SESA,11.97,8.935,9.723,8.795,8.045
BTN,BTN.13_1,SESA,0.3156,0.8944,1.387,1.399,1.449
BTN,BTN.9_1,SESA,0,0,0,0,0
CAF,CAF.10_1,SESA,87.15,74.38,62.64,51.85,45.96
CAF,CAF.11_1,SESA,28.63,27.2,25.54,23.82,24.05
CAF,CAF.12_1,SESA,718.9,581.8,467.3,363.2,281.2
CAF,CAF.13_1,SESA,30.09,26.66,23.43,20.98,19.8
CAF,CAF.14_1,SESA,6.656,6.653,6.723,6.643,7.224
CAF,CAF.15_1,SESA,9.826,8.949,8.369,7.787,7.91
CAF,CAF.16_1,SESA,119.3,133.4,130.7,130.8,135.7
CAF,CAF.17_1,SESA,6.937,5.973,5.169,13.42,19.88
CAF,CAF.1_1,SESA,104.2,91.23,79.5,68.43,66.08
CAF,CAF.2_1,SESA,105,52.4,26.96,14.92,4.747
CAF,CAF.3_1,SESA,100.4,98.09,92.08,85.12,84.3
CAF,CAF.4_1,SESA,200.5,176.4,153.4,134.3,120.1
CAF,CAF.5_1,SESA,27.03,25.42,23.83,21.95,21.56
CAF,CAF.6_1,SESA,84.33,81.06,75.63,71.55,70.02
CAF,CAF.7_1,SESA,66.53,65.51,63.31,58.17,58.48
CAF,CAF.8_1,SESA,84.77,77.67,68.73,62.49,56.43
CAF,CAF.9_1,SESA,122.3,102.2,85.36,75.88,69.73
CHN,CHN.10_1,SESA,0.9349,0.9908,1.003,0.9473,0.9734
CHN,CHN.11_1,SESA,2.515,2.233,2.039,1.683,1.427
CHN,CHN.12_1,SESA,0.04866,0.06391,0.08378,0.09526,0.1143
CHN,CHN.13_1,SESA,0.3005,0.3104,0.3391,0.3814,0.4785
CHN,CHN.14_1,SESA,4.24,4.236,4.441,4.293,4.51
CHN,CHN.15_1,SESA,0.1575,0.2823,0.5168,0.6633,0.7336
CHN,CHN.16_1,SESA,1.827,1.804,1.833,1.73,1.771
CHN,CHN.17_1,SESA,2.939,2.616,2.398,1.976,1.682
CHN,CHN.18_1,SESA,0.8126,0.6706,0.579,0.447,0.3912
CHN,CHN.19_1,SESA,0.9394,0.9039,0.8232,0.9814,1.081
CHN,CHN.1_1,SESA,0.7195,0.7094,0.711,0.6503,0.6418
CHN,CHN.22_1,SESA,0.4299,0.3944,0.4174,0.4392,0.4907
CHN,CHN.23_1,SESA,0.01292,0.03135,0.04142,0.07572,0.1014
CHN,CHN.24_1,SESA,0.3904,0.4347,0.5924,0.6566,0.6946
CHN,CHN.25_1,SESA,4.542,3.989,3.563,2.848,2.388
CHN,CHN.26_1,SESA,1.193,1.239,1.46,1.457,1.573
CHN,CHN.27_1,SESA,0.1503,0.1585,0.1581,0.1628,0.1811
CHN,CHN.28_1,SESA,0.02013,0.009603,0.005445,0.01084,0.02193
CHN,CHN.2_1,SESA,0.07202,0.2218,0.3091,0.4447,0.4952
CHN,CHN.30_1,SESA,36.86,34.56,29.97,25.14,20.28
CHN,CHN.31_1,SESA,4.16,4.052,4.232,4.27,4.262
CHN,CHN.3_1,SESA,0.7497,0.8336,0.9315,1.015,1.185
CHN,CHN.4_1,SESA,10.51,9.248,8.476,7.195,6.914
CHN,CHN.5_1,SESA,2.926e-4,2.72e-4,0.04352,0.09509,0.1037
CHN,CHN.6_1,SESA,2.55,2.509,2.615,2.497,2.561
CHN,CHN.7_1,SESA,1.245,1.224,1.257,1.194,1.235
