GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,AFG.19_1,OCER,0.15,0.1035,0.07321,0.04544,0.02509
AFG,AFG.31_1,OCER,0.08262,0.05417,0.03975,0.02757,0.01852
AGO,AGO.4_1,OCER,140.7,138.9,139.5,175.9,173.6
ALA,ALA.2_2,OCER,1.676,2.169,2.012,1.815,1.608
ALB,ALB.10_1,OCER,0.1044,0.096560000000000007,0.08905,0.08154,0.07402
ALB,ALB.11_1,OCER,0.9777,1.033,1.009,0.9415,0.9504
ALB,ALB.12_1,OCER,0.1421,0.1346,0.128,0.1246,0.1289
ALB,ALB.1_1,OCER,0.08207,0.0789,0.07871,0.07546,0.0739
ALB,ALB.2_1,OCER,0.06428,0.04942,0.03456,0.02374,0.01696
ALB,ALB.3_1,OCER,2.022,2.457,2.347,2.183,2.093
ALB,ALB.4_1,OCER,0.0723,0.0587,0.04419,0.03416,0.02899
ALB,ALB.5_1,OCER,0.5805,0.551,0.5216,0.4747,0.4259
ALB,ALB.6_1,OCER,0.0287,0.02714,0.02559,0.02404,0.02249
ALB,ALB.7_1,OCER,0.1324,0.111,0.09834,0.1976,0.1809
ALB,ALB.8_1,OCER,0.1705,0.1535,0.1387,0.1239,0.1092
ALB,ALB.9_1,OCER,0,0,0.03408,0.03234,0.03059
ARE,ARE.1_1,OCER,0,0,0,0,0
ARG,ARG.10_1,OCER,2435,2927,3184,3118,3036
ARG,ARG.11_1,OCER,0.0115,0.008592,0.006119,0.00413,0.002761
ARG,ARG.13_1,OCER,9.517,8.402,8.23,11.26,9.873
ARG,ARG.14_1,OCER,7.191,8.129,8.165,8.108,8.12
ARG,ARG.15_1,OCER,2483,2168,1853,1543,1228
ARG,ARG.16_1,OCER,114.4,103.3,93.08,84.56,73.3
ARG,ARG.17_1,OCER,57.95,56.98,58.18,56.02,52.88
ARG,ARG.18_1,OCER,1095,932.3,756.8,581.4,405.9
ARG,ARG.19_1,OCER,0.06055,0.05435,0.04853,0.04242,0.03637
ARG,ARG.1_1,OCER,0.06957,0.06674,0.06202,0.0582,0.05654
ARG,ARG.21_1,OCER,1.406,1.239,1.08,0.9285,0.776
ARG,ARG.22_1,OCER,5.519,6.52,6.821,7.214,7.339
ARG,ARG.24_1,OCER,1.692,1.66,1.763,1.726,1.673
ARG,ARG.2_1,OCER,7.699,7.436,7.272,6.585,5.902
ARG,ARG.3_1,OCER,389100,403900,448700,471000,466700
ARG,ARG.6_1,OCER,0.1235,0.1113,0.1009,0.09273,0.0821
ARG,ARG.7_1,OCER,10.39,9.02,7.628,6.266,5.087
ARG,ARG.8_1,OCER,1.971,1.652,1.342,1.05,0.7803
ARG,ARG.9_1,OCER,93200,116300,132400,130900,123200
ARM,ARM.10_1,OCER,4.638,2.809,0.9789,0.04805,0.01602
ARM,ARM.1_1,OCER,0.1768,0.1559,0.135,0.1142,0.09343
ARM,ARM.2_1,OCER,0.0771,0.06776,0.05848,0.05054,0.04123
ARM,ARM.3_1,OCER,0.03816,0.007829,0,0,0
ARM,ARM.4_1,OCER,0.00495,0.003536,0.002121,7.071e-4,0
ARM,ARM.5_1,OCER,1.072,0.6912,0.4639,2.22,2.066
ARM,ARM.6_1,OCER,0,0,0,0,0
ARM,ARM.7_1,OCER,2.787,2.423,2.065,1.768,1.539
ARM,ARM.8_1,OCER,0.3525,0.2668,0.1947,0.1226,0.08036
ARM,ARM.9_1,OCER,1.875,1.062,0.597,0.5003,0.4233
AUS,AUS.10_1,OCER,0.4413,0.4069,0.3666,0.3312,0.2943
