GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,AFG.19_1,SMIL,0.5338,0.4857,0.4378,0.3899,0.3421
AFG,AFG.22_1,SMIL,0,0,0,0,0
AFG,AFG.31_1,SMIL,0.04019,0.03473,0.03049,0.02636,0.02248
AFG,AFG.3_1,SMIL,0,0,0,0,0
ARG,ARG.10_1,SMIL,20.46,19.24,18.02,16.78,15.54
ARG,ARG.11_1,SMIL,5.537,4.066,17.73,15.81,131.8
ARG,ARG.15_1,SMIL,0.7235,0.6779,0.6322,0.6256,0.578
ARG,ARG.16_1,SMIL,1.978,3.093,2.999,3.682,4.826
ARG,ARG.17_1,SMIL,42.66,42.89,45.14,44.14,42.45
ARG,ARG.19_1,SMIL,4.006,3.545,3.085,2.624,2.164
ARG,ARG.1_1,SMIL,14.46,11.35,8.931,6.782,5.267
ARG,ARG.21_1,SMIL,115.8,113.2,120.7,136.6,151.4
ARG,ARG.22_1,SMIL,79.5,82.45,86.34,89.58,92.03
ARG,ARG.24_1,SMIL,21.55,19.14,17.01,14.6,12.35
ARG,ARG.2_1,SMIL,42.11,112.8,106.1,99.45,92.79
ARG,ARG.3_1,SMIL,19860,19340,19780,21930,21890
ARG,ARG.6_1,SMIL,46.96,42.28,37.82,33.09,28.34
ARG,ARG.8_1,SMIL,508.4,583.3,604.6,588.6,585.9
ARG,ARG.9_1,SMIL,522.4,491.1,474.4,442.7,426
ARM,ARM.2_1,SMIL,0.1039,0.09228,0.08062,0.06896,0.05731
ARM,ARM.3_1,SMIL,0,0,0,0,0
AUS,AUS.10_1,SMIL,1.61,1.408,1.21,1.014,0.8084
AUS,AUS.11_1,SMIL,16.15,14.23,12.35,10.53,9.411
AUS,AUS.5_1,SMIL,0.9584,0.9844,0.9847,0.9698,1.002
AUS,AUS.6_1,SMIL,1.215,1.139,1.07,1.033,0.9804
AUS,AUS.7_1,SMIL,70.97,72.75,74.69,76.6,75.37
AUS,AUS.8_1,SMIL,0.6616,0.5892,0.5288,0.4526,0.3822
AUS,AUS.9_1,SMIL,20.38,19.05,17.94,16.63,15.62
AZE,AZE.2_1,SMIL,0.02165,0.01937,0.01708,0.0148,0.01252
AZE,AZE.5_1,SMIL,0,0,0,0,0
AZE,AZE.6_1,SMIL,0.03057,0.01834,0.006114,0,0
BDI,BDI.10_1,SMIL,0.00723,0.00605,0.004958,0.003956,0.003055
BDI,BDI.11_1,SMIL,68.33,58.21,48.52,39.19,30.09
BDI,BDI.13_1,SMIL,191.7,164,137.4,111.3,85.9
BDI,BDI.15_1,SMIL,11.86,7.44,5.046,3.584,2.692
BDI,BDI.16_1,SMIL,1358000,1030000,759900,550100,378500
BDI,BDI.17_1,SMIL,942.5,719.3,534.2,385.9,257
BDI,BDI.5_1,SMIL,44.15,34.8,27.31,21.21,15.73
BDI,BDI.6_1,SMIL,0.8094,1.017,1.162,1.715,1.911
BDI,BDI.9_1,SMIL,836.7,601.4,403.4,233.3,74.28
BEN,BEN.11_1,SMIL,1.618,1.522,1.56,1.604,2.09
