GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AGO,AGO.17_1,ACOF,49.96,39.17,30.21,22.11,15.62
AGO,AGO.18_1,ACOF,179.8,107.1,62.44,24.08,4.077
ARG,ARG.17_1,ACOF,1157,1005,851.8,699.1,546.3
BDI,BDI.10_1,ACOF,1.157,0.6991,0.4183,0.2073,0.06022
BDI,BDI.11_1,ACOF,2.339,2.197,2.073,2.026,2.001
BDI,BDI.12_1,ACOF,7.965,9.103,9.214,9.263,10.08
BDI,BDI.13_1,ACOF,33.57,21.54,14,9.826,6.367
BDI,BDI.14_1,ACOF,1.176,1.267,1.257,1.382,1.458
BDI,BDI.15_1,ACOF,0.5896,0.36870000000000003,0.2612,0.1808,0.1771
BDI,BDI.16_1,ACOF,4.946,3.218,1.874,0.9593,0.3154
BDI,BDI.17_1,ACOF,1.119,0.7432,0.4518,0.2449,0.1031
BDI,BDI.1_1,ACOF,6.845,6.442,5.569,4.913,4.475
BDI,BDI.2_1,ACOF,4.609,4.353,4.052,3.751,3.451
BDI,BDI.3_1,ACOF,2.604,1.995,1.433,1.082,1.03
BDI,BDI.4_1,ACOF,16.54,16.19,11.53,8.353,6.538
BDI,BDI.5_1,ACOF,1.131,0.9105,0.7281,0.6656,0.7767
BDI,BDI.6_1,ACOF,0.582,0.6499,0.6898,0.7237,0.8085
BDI,BDI.7_1,ACOF,5.748,3.785,2.091,1.081,0.6202
BDI,BDI.8_1,ACOF,56.22,32.44,16.8,7.875,1.861
BDI,BDI.9_1,ACOF,3.234,3.673,3.976,4.229,4.568
BGD,BGD.2_1,ACOF,843.8,935.4,978.5,1024,1108
BLZ,BLZ.2_1,ACOF,156.2,144.7,130.3,123.4,144.4
BLZ,BLZ.3_1,ACOF,0.1666,0.1929,0.1877,0.2167,0.2437
BLZ,BLZ.4_1,ACOF,2.763,2.699,2.74,2.851,2.805
BLZ,BLZ.5_1,ACOF,7743,5284,3536,2491,1698
BLZ,BLZ.6_1,ACOF,75.07,75.13,74.08,75.71,130
BOL,BOL.1_1,ACOF,1.544,1.45,1.311,1.167,1.024
BOL,BOL.2_1,ACOF,55.19,43.54,34.71,28.39,25.12
BOL,BOL.3_1,ACOF,48.42,49.55,52.15,60.84,62.8
BOL,BOL.4_1,ACOF,265.4,168.6,93.07,40.93,10.48
BOL,BOL.6_1,ACOF,168.7,150.5,131.9,111.3,94.42
BOL,BOL.8_1,ACOF,14.52,13.17,12.38,11.27,10.38
BOL,BOL.9_1,ACOF,555.4,486.2,417.6,348.8,279.9
BRA,BRA.11_1,ACOF,6.4,4.673,3.321,2.813,2.382
BRA,BRA.12_1,ACOF,1851,1389,999.6,689.3,456.1
BRA,BRA.13_1,ACOF,2.74,2.805,2.902,3.084,3.213
BRA,BRA.15_1,ACOF,69.26,65.94,77.71,80.08,88.2
BRA,BRA.16_1,ACOF,0.7764,0.8727,0.9392,0.9583,0.9476
BRA,BRA.17_1,ACOF,27.76,25.07,22.78,19.73,17.36
BRA,BRA.18_1,ACOF,128.8,148.9,144,147.2,142.8
BRA,BRA.19_1,ACOF,3.239,3.185,3.149,3.219,3.305
BRA,BRA.1_1,ACOF,2308,1920,1551,1214,961.7
BRA,BRA.20_1,ACOF,9.771,9.533,9.518,9.534,10.14
BRA,BRA.22_1,ACOF,184800,122400,75320,43920,23020
BRA,BRA.25_1,ACOF,0.9318,1.011,1.065,1.156,1.225
BRA,BRA.27_1,ACOF,2.333,2.56,3.778,4.043,3.847
BRA,BRA.2_1,ACOF,16680,14340,12020,9705,7397
BRA,BRA.4_1,ACOF,2666,2206,1771,1447,1117
BRA,BRA.5_1,ACOF,9.009,9.071,9.123,9.421,9.735
BRA,BRA.6_1,ACOF,63.85,64.99,69.7,71.25,74.7
BRA,BRA.7_1,ACOF,0.1232,0.1003,0.0786,0.0624,0.05015
BRA,BRA.8_1,ACOF,3.066,2.876,2.742,2.7,2.681
BRA,BRA.9_1,ACOF,4.855,5.202,5.681,6.119,6.069
BWA,BWA.2_1,ACOF,0,0,0,0,0
CAF,CAF.13_1,ACOF,64.41,52.68,42.54,33.49,25.05
CAF,CAF.14_1,ACOF,6.658,7.157,6.747,6.408,9.896
CAF,CAF.3_1,ACOF,14.28,8.239,4.509,3.082,2.078
CAF,CAF.6_1,ACOF,102.4,85.53,69.57,54.01,40.54
CAF,CAF.7_1,ACOF,118.2,99.85,83.04,67.21,52.41
CHN,CHN.26_1,ACOF,0.8646,0.8125,0.7682,0.7393,0.7461
CHN,CHN.30_1,ACOF,4.208,3.944,3.772,3.66,3.569
CMR,CMR.1_1,ACOF,249.6,213.4,180.4,148.8,117.2
CMR,CMR.4_1,ACOF,0.1527,0.1437,0.1417,0.1597,0.1662
CMR,CMR.7_1,ACOF,5.201,5.557,6.054,6.314,6.616
COD,COD.10_1,ACOF,556.8,451.6,365.7,289.2,224
COD,COD.11_1,ACOF,45.15,46.33,44.19,46.22,45.35
COD,COD.12_1,ACOF,47.03,50.62,51.45,54.57,58.32
COD,COD.13_1,ACOF,95.14,99.15,104.3,109.7,116.6
COD,COD.14_1,ACOF,9.832,9.507,8.918,8.68,9.961
COD,COD.15_1,ACOF,79.74,80.28,80.92,81.47,87.52
COD,COD.16_1,ACOF,280.1,239.8,206.3,187.1,169.3
COD,COD.17_1,ACOF,170.6,158.2,146.8,140.9,141.9
COD,COD.18_1,ACOF,2150,1860,1590,1352,1125
COD,COD.19_1,ACOF,22.08,18.25,15.91,14.72,14.78
COD,COD.1_1,ACOF,289.1,293,303.8,317.8,323.9
