GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,AFG.14_1,REST,0,0,0,0,0
AFG,AFG.16_1,REST,0,0,0,0,0
AFG,AFG.18_1,REST,2.238,1.946,1.654,1.414,1.225
AFG,AFG.19_1,REST,0.08673,0.04705,0.0275,0.01277,0.003603
AFG,AFG.1_1,REST,0,0,0,0,0
AFG,AFG.20_1,REST,0,0,0,0,0
AFG,AFG.21_1,REST,0,0,0,0,0.1115
AFG,AFG.22_1,REST,0,0,0,0,0
AFG,AFG.23_1,REST,0,0,0,0,0
AFG,AFG.27_1,REST,0,0,0,0,0
AFG,AFG.30_1,REST,0,0,0,0.3566,0.3443
AFG,AFG.31_1,REST,0.0998,0.08347,0.06892,0.05515,0.0426
AFG,AFG.32_1,REST,0,0,0,0,0.108
AFG,AFG.33_1,REST,0,0,0,0,0
AFG,AFG.34_1,REST,0,0,0,0,0
AFG,AFG.3_1,REST,0.2691,0.2325,0.1966,0.1616,0.1286
AFG,AFG.4_1,REST,0,0.0121,0.01148,0.0118,0.04805
AGO,AGO.10_1,REST,0.03986,0.03821,0.03482,0.03263,0.03013
AGO,AGO.11_1,REST,0.006274,0.005382,0.004911,0.004373,0.003906
AGO,AGO.12_1,REST,15.84,13.99,12.12,10.3,8.516
AGO,AGO.13_1,REST,0.5432,0.5979,0.6277,0.684,0.7422
AGO,AGO.14_1,REST,0.2451,0.245,0.2402,0.2503,0.2669
AGO,AGO.15_1,REST,1.09,1.149,1.236,1.304,1.362
AGO,AGO.16_1,REST,0.02344,0.0267,0.02765,0.02914,0.03201
AGO,AGO.17_1,REST,3.399,3.453,3.336,3.4,3.422
AGO,AGO.18_1,REST,3.492,4.095,4.208,5,5.436
AGO,AGO.1_1,REST,0.04098,0.0386,0.03664,0.03687,0.03798
AGO,AGO.2_1,REST,0.2913,0.3072,0.3037,0.3097,0.3292
AGO,AGO.3_1,REST,1.695,1.652,1.618,1.58,1.572
AGO,AGO.4_1,REST,0.414,0.4127,0.4101,0.4304,0.42
AGO,AGO.5_1,REST,0.6745,0.7422,0.7836,0.8025,0.9087
AGO,AGO.6_1,REST,6.291,7.485,7.679,7.706,7.955
AGO,AGO.7_1,REST,0.1153,0.113,0.108,0.1039,0.1012
AGO,AGO.8_1,REST,0.135,0.1589,0.1485,0.1447,0.1376
AGO,AGO.9_1,REST,0.04264,0.04396,0.04536,0.04673,0.04806
ALB,ALB.10_1,REST,0.002432,0.002149,0.001896,0.001643,0.00139
ALB,ALB.11_1,REST,0.07902,0.06939,0.05982,0.05055,0.04172
ALB,ALB.12_1,REST,0.04769,0.04092,0.03431,0.02781,0.02142
ALB,ALB.1_1,REST,0.002924,0.00161,5.78e-4,3.37e-5,5.014e-6
ALB,ALB.2_1,REST,0.2121,0.1772,0.1422,0.1092,0.07798
ALB,ALB.3_1,REST,0.005679,0.004115,0.002551,9.867e-4,1.45e-4
ALB,ALB.4_1,REST,0.02508,0.01552,0.006303,0.001423,8.693e-4
ALB,ALB.5_1,REST,0.1303,0.115,0.1002,0.08563,0.07143
ALB,ALB.6_1,REST,0,0,0,0,0
ALB,ALB.7_1,REST,0.9576,0.815,0.6742,0.5335,0.3927
ALB,ALB.8_1,REST,3.084,2.57,2.08,1.59,1.101
ALB,ALB.9_1,REST,0,0,0.01448,0.01373,0.01299
ARE,ARE.1_1,REST,0,0,0,0,0
ARG,ARG.10_1,REST,0.03129,0.03545,0.03581,0.03497,0.03453
