GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AGO,AGO.10_1,SWPO,45.8,43.79,39.37,35.31,34
AGO,AGO.11_1,SWPO,35.74,33.28,29.31,25.15,23.43
AGO,AGO.12_1,SWPO,255.2,231.2,198.7,169.2,156.8
AGO,AGO.13_1,SWPO,29.66,31.7,31.96,32.68,37.02
AGO,AGO.14_1,SWPO,126.6,122.7,112.6,104.2,108.3
AGO,AGO.15_1,SWPO,1.567,1.482,1.397,1.288,1.295
AGO,AGO.16_1,SWPO,14.95,13.6,12.05,9.846,8.824
AGO,AGO.17_1,SWPO,175.1,160.4,140.9,124.1,118.1
AGO,AGO.18_1,SWPO,189.7,177.6,168.8,157.3,155.5
AGO,AGO.1_1,SWPO,134.3,114.5,96.22,81.95,78.39
AGO,AGO.2_1,SWPO,73.27,59.84,46.13,34.55,31.09
AGO,AGO.3_1,SWPO,182.7,168.8,152.6,133,126.8
AGO,AGO.4_1,SWPO,0.4585,0.4089,0.3471,0.2926,0.2549
AGO,AGO.5_1,SWPO,0.7794,0.6739,0.5671,0.4538,0.4146
AGO,AGO.6_1,SWPO,179,151.3,125,99.79,86.01
AGO,AGO.7_1,SWPO,280.9,245.1,206.6,171.5,152.7
AGO,AGO.8_1,SWPO,0.1368,0.1235,0.1027,0.08415,0.07312
AGO,AGO.9_1,SWPO,100.1,104.2,105.6,106.4,114.2
ARG,ARG.10_1,SWPO,0.9024,0.8505,0.8341,0.8365,0.7634
ARG,ARG.11_1,SWPO,3.03e-4,2.82e-4,2.597e-4,0.0041,0.004081
ARG,ARG.12_1,SWPO,0,0,0,0,0
ARG,ARG.13_1,SWPO,0.004104,0.004328,0.004246,0.004037,0.003496
ARG,ARG.14_1,SWPO,1.305,1.221,1.116,1.027,0.881
ARG,ARG.16_1,SWPO,0.02175,0.02048,0.01912,0.01846,0.01629
ARG,ARG.17_1,SWPO,1.568,1.447,1.3,1.178,0.9649
ARG,ARG.18_1,SWPO,0.4725,0.4108,0.3444,0.2877,0.2448
ARG,ARG.19_1,SWPO,0.4086,0.3658,0.3205,0.2864,0.2278
ARG,ARG.1_1,SWPO,0.1989,0.1609,0.1258,0.1029,0.079
ARG,ARG.21_1,SWPO,0.9544,0.8409,0.7228,0.6274,0.4792
ARG,ARG.22_1,SWPO,1.605,1.305,0.9929,0.753,0.5482
ARG,ARG.24_1,SWPO,0.5338,0.442,0.3988,0.3379,0.2671
ARG,ARG.2_1,SWPO,1.354,0.959,0.6222,0.3576,0.1613
ARG,ARG.3_1,SWPO,1.3,1.244,1.209,1.276,1.194
ARG,ARG.6_1,SWPO,0.5863,0.5101,0.431,0.3664,0.2725
ARG,ARG.7_1,SWPO,0.4739,0.4136,0.3566,0.3191,0.3384
ARG,ARG.8_1,SWPO,0.4131,0.367,0.3243,0.2911,0.2355
ARG,ARG.9_1,SWPO,1.411,1.343,1.252,1.226,1.081
ATG,ATG.1_1,SWPO,2.48,1.198,0.8555,0.3354,0.3002
ATG,ATG.3_1,SWPO,1.415,0.6933,0.5051,0.2039,0.191
