GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,AFG.14_1,MAIZ,0,0,0,0,0
AFG,AFG.16_1,MAIZ,0,0,0,0,0
AFG,AFG.18_1,MAIZ,0.7083,0.4699,0.1798,0.05623,0.05173
AFG,AFG.19_1,MAIZ,0.2478,0.2057,0.1753,0.1382,0.125
AFG,AFG.21_1,MAIZ,0,0,0,0,0
AFG,AFG.22_1,MAIZ,0,0,0,0.03241,0.05049
AFG,AFG.23_1,MAIZ,0,0,0,0,0
AFG,AFG.27_1,MAIZ,0,0,0,0,0
AFG,AFG.30_1,MAIZ,0,0,0,0,0
AFG,AFG.31_1,MAIZ,0.1413,0.04664,0.04078,0.01888,0.003809
AFG,AFG.32_1,MAIZ,0,0,0,0,0.05441
AFG,AFG.33_1,MAIZ,0,0,0,0,0
AFG,AFG.3_1,MAIZ,144.3,130.6,95.9,69.23,59.77
AFG,AFG.4_1,MAIZ,0,0,0,0,0
AGO,AGO.10_1,MAIZ,3.225,3.274,3.055,2.891,2.847
AGO,AGO.11_1,MAIZ,2.409,2.225,1.97,1.718,1.573
AGO,AGO.12_1,MAIZ,13.76,14.41,14.24,14.78,16.37
AGO,AGO.13_1,MAIZ,11.77,11.48,10.49,9.829,9.68
AGO,AGO.14_1,MAIZ,7.6,7.801,7.453,7.422,8.065
AGO,AGO.15_1,MAIZ,23.43,25.43,27.04,27.98,30.5
AGO,AGO.16_1,MAIZ,3.708,4.828,5.33,5.403,5.684
AGO,AGO.17_1,MAIZ,30.64,36.32,36.91,38.15,40.57
AGO,AGO.18_1,MAIZ,16.05,16.15,16.15,16.19,16.64
AGO,AGO.1_1,MAIZ,5.595,5.826,5.574,5.541,6.258
AGO,AGO.2_1,MAIZ,9.527,10.56,10.14,9.646,10.28
AGO,AGO.3_1,MAIZ,5.242,5.683,5.841,5.891,6.34
AGO,AGO.4_1,MAIZ,37.06,37.61,36.19,38.04,38.1
AGO,AGO.5_1,MAIZ,9.348,9.94,10.05,9.786,10.66
AGO,AGO.6_1,MAIZ,5.595,5.215,4.54,3.903,3.57
AGO,AGO.7_1,MAIZ,2.779,3.11,3.25,3.382,3.78
AGO,AGO.8_1,MAIZ,20.6,18.32,15.08,12.21,10.13
AGO,AGO.9_1,MAIZ,2.054,2.237,2.308,2.416,2.63
ALB,ALB.10_1,MAIZ,0.05861,0.04179,0.0373,0.03354,0.02923
ALB,ALB.11_1,MAIZ,0.06993,0.06779,0.0689,0.06621,0.06502
ALB,ALB.12_1,MAIZ,0.04445,0.03803,0.03528,0.03122,0.02895
ALB,ALB.1_1,MAIZ,0.02301,0.01833,0.01537,0.0123,0.01029
ALB,ALB.2_1,MAIZ,0.009042,0.006058,0.001842,0,0
ALB,ALB.3_1,MAIZ,0.04908,0.05587,0.05432,0.04883,0.04652
ALB,ALB.4_1,MAIZ,0.06276,0.06115,0.05814,0.05271,0.05158
ALB,ALB.5_1,MAIZ,0.003613,0.002539,0.002054,0.001475,0.001071
ALB,ALB.6_1,MAIZ,0.01729,0.01576,0.01533,0.01413,0.01325
ALB,ALB.7_1,MAIZ,0.04743,0.04156,0.04083,0.03694,0.03259
ALB,ALB.8_1,MAIZ,2.328,1.879,1.57,1.179,0.819
ALB,ALB.9_1,MAIZ,0,0,0.009204,0.008568,0.008125
