GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AGO,AGO.12_1,COWP,20.47,11.61,5.353,1.868,0.5308
AGO,AGO.17_1,COWP,112.7,93.29,75.62,59.17,45.95
AGO,AGO.18_1,COWP,6.141,5.101,4.411,3.417,2.675
AGO,AGO.4_1,COWP,215,189.5,161.4,135.5,114.3
AGO,AGO.5_1,COWP,119.5,118.9,193.3,283.2,348.9
BDI,BDI.11_1,COWP,0.2359,0.1059,0.3002,0.3683,0.3449
BDI,BDI.13_1,COWP,0.3275,0.1387,0.2994,0.3782,0.31
BDI,BDI.16_1,COWP,0.1764,0.07704,0.1669,0.1997,0.1778
BDI,BDI.17_1,COWP,0.05075,0.02386,0.05227,0.04673,0.06811
BDI,BDI.1_1,COWP,0.4726,0.2949,0.1329,0.03817,0.01033
BDI,BDI.5_1,COWP,0.3383,0.166,0.3605,0.3379,0.4225
BDI,BDI.6_1,COWP,0.2544,0.2494,0.2372,0.2001,0.2645
BEN,BEN.11_1,COWP,328.9,380,412.6,400,403.3
BEN,BEN.1_1,COWP,0.09344,0.1485,0.08496,0.08835,0.09841
BEN,BEN.4_1,COWP,1.824,1.741,1.834,1.871,1.964
BEN,BEN.5_1,COWP,1.171,1.059,1.575,1.375,1.326
BFA,BFA.10_1,COWP,0.02953,0.03773,0.01629,0.01348,0.008285
BFA,BFA.11_1,COWP,0,0,0,0,0
BFA,BFA.13_1,COWP,2.356,3.347,1.688,1.766,1.64
BFA,BFA.1_1,COWP,0.1189,0.1704,0.08706,0.08944,0.07741
BFA,BFA.2_1,COWP,2.25,3.332,1.696,1.799,1.698
BFA,BFA.3_1,COWP,0.03492,0.04868,0.02584,0.02706,0.02456
BFA,BFA.4_1,COWP,0,0,0,0,0.002192
BFA,BFA.5_1,COWP,0.1647,0.227,0.1117,0.1219,0.1152
BFA,BFA.6_1,COWP,0.0812,0.1114,0.05386,0.05276,0.04468
BFA,BFA.7_1,COWP,0,0,0,0,0
BFA,BFA.8_1,COWP,0.219,0.3466,0.1999,0.2363,0.2645
BFA,BFA.9_1,COWP,0.5335,0.773,0.4023,0.4328,0.4311
BGD,BGD.2_1,COWP,30.15,26.51,22.11,17.29,13.82
BGR,BGR.10_1,COWP,0.1342,0.1255,0.1188,0.112,0.1045
BGR,BGR.21_1,COWP,0.03987,0.03439,0.02947,0.02452,0.01941
BGR,BGR.26_1,COWP,0.1102,0.1026,0.09659,0.09057,0.08392
BIH,BIH.2_1,COWP,1.065,0.9035,0.7426,0.6104,0.4662
BIH,BIH.3_1,COWP,0.01396,0.01304,0.207,0.197,0.1858
BOL,BOL.4_1,COWP,4.262,2.658,3.529,2.051,2.195
BOL,BOL.6_1,COWP,17.07,13.88,27.27,15.12,16.16
BRA,BRA.23_1,COWP,5.081,4.119,3.332,2.814,2.624
BWA,BWA.2_1,COWP,0,0,0,0,0
CAF,CAF.11_1,COWP,95.3,173.7,276.2,333.1,891
CAF,CAF.13_1,COWP,42.11,39.6,35.06,30.57,29.92
CAF,CAF.14_1,COWP,1.253,1.355,1.28,1.207,1.803
CAF,CAF.16_1,COWP,184,138.8,101.4,69.28,42.05
CAF,CAF.17_1,COWP,0.2496,0.2049,0.1665,2.989,17.31
CAF,CAF.3_1,COWP,9.364,8.139,9.051,8.589,15.11
CAF,CAF.6_1,COWP,17.36,14.91,12.43,12.49,12.18
CAF,CAF.7_1,COWP,122.2,144.4,155.2,161.1,172
CAF,CAF.8_1,COWP,601.7,721.7,781.1,1035,981
CHN,CHN.10_1,COWP,0.08037,0.09379,0.1115,0.136,0.2098
CHN,CHN.11_1,COWP,1.289,1.199,1.15,1.079,1.02
CHN,CHN.12_1,COWP,0.1463,0.1921,0.2359,0.2895,0.3515
CHN,CHN.13_1,COWP,6.764,6.557,6.936,7.711,9.398
CHN,CHN.14_1,COWP,6.222,6.273,6.436,6.38,6.633
CHN,CHN.15_1,COWP,0.2005,0.2376,0.2657,0.3063,0.3728
CHN,CHN.16_1,COWP,14.69,14.24,14.73,14.13,13.92
CHN,CHN.17_1,COWP,0.7528,0.7887,0.8761,0.9199,0.9939
CHN,CHN.18_1,COWP,0.5736,0.5554,0.5531,0.5586,0.5577
CHN,CHN.19_1,COWP,0.2686,0.2947,0.287,0.449,0.5352
CHN,CHN.1_1,COWP,6.053,5.963,5.959,5.663,6.623
CHN,CHN.20_1,COWP,0,0,0,0,0
CHN,CHN.22_1,COWP,1.061,1.082,1.171,1.303,1.693
CHN,CHN.23_1,COWP,0.02292,0.04444,0.06336,0.1047,0.1789
CHN,CHN.24_1,COWP,0,0,0,0,0
CHN,CHN.25_1,COWP,0.7059,0.8093,0.9241,1.124,2.092
CHN,CHN.26_1,COWP,1.281,1.39,1.636,1.8,2.1
CHN,CHN.27_1,COWP,0.1545,0.276,0.3033,0.4376,0.687
CHN,CHN.28_1,COWP,0,0,0,0,0
CHN,CHN.2_1,COWP,0.008129,0.02867,0.04169,0.09093,0.1102
CHN,CHN.30_1,COWP,10.98,10.12,9.778,9.294,8.974
CHN,CHN.31_1,COWP,8.133,7.981,8.528,9.161,9.293
CHN,CHN.3_1,COWP,0.6645,0.7523,0.8491,0.9692,1.177
CHN,CHN.4_1,COWP,9.773,9.768,10.86,10.84,11.21
CHN,CHN.5_1,COWP,0.2997,0.3058,0.2941,0.3035,0.3524
CHN,CHN.6_1,COWP,0.3982,0.4242,0.4954,0.5505,0.6121
CHN,CHN.7_1,COWP,3.27,3.367,3.625,3.779,4.047
CHN,CHN.8_1,COWP,2.322,2.35,2.489,2.683,2.873
CIV,CIV.10_1,COWP,1.65,2.544,1.692,2.036,2.289
