GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,AFG.19_1,GROU,0.02353,0.01437,0.01195,0.007401,0.00332
AFG,AFG.31_1,GROU,0.03249,0.02144,0.01957,0.01485,0.01128
AGO,AGO.10_1,GROU,8.912,9.068,9.048,9.24,9.348
AGO,AGO.11_1,GROU,2.973,2.819,2.654,2.344,2.144
AGO,AGO.12_1,GROU,15.46,16.76,17.11,18.55,20.61
AGO,AGO.13_1,GROU,7.418,7.658,7.504,7.618,7.978
AGO,AGO.14_1,GROU,16.72,17.04,16.59,16.75,18.1
AGO,AGO.15_1,GROU,47.13,50.5,53.84,55.24,58.84
AGO,AGO.16_1,GROU,11.35,11.07,10.32,8.889,8.083
AGO,AGO.17_1,GROU,71.88,86.68,90.43,94.78,100.2
AGO,AGO.18_1,GROU,18.24,18.67,19.21,19.59,20.08
AGO,AGO.1_1,GROU,6.666,6.756,6.448,6.353,6.897
AGO,AGO.2_1,GROU,11.09,12.01,11.62,11.17,11.5
AGO,AGO.3_1,GROU,41.78,44.76,46.49,45.74,49.1
AGO,AGO.4_1,GROU,14.86,15.28,14.82,15.4,15.12
AGO,AGO.5_1,GROU,33.45,35.94,36.73,35.93,37.97
AGO,AGO.6_1,GROU,19.15,21.91,22.05,21.64,22.64
AGO,AGO.7_1,GROU,8.543,9.683,10.29,10.82,11.99
AGO,AGO.8_1,GROU,40.32,36.15,30.45,24.86,20.33
AGO,AGO.9_1,GROU,6.084,6.252,6.291,6.744,6.838
ARG,ARG.10_1,GROU,11.72,10.5,8.631,10.5,8.397
ARG,ARG.11_1,GROU,0.00691,0.006003,0.004723,0.005682,0.004006
ARG,ARG.14_1,GROU,66.78,55.99,57.2,50.19,49.76
ARG,ARG.17_1,GROU,13.2,11.21,8.811,9.964,7.097
ARG,ARG.19_1,GROU,0.2179,0.1973,0.1624,0.2002,0.1526
ARG,ARG.1_1,GROU,0.03281,0.03462,0.03298,0.04763,0.04321
ARG,ARG.21_1,GROU,0.01504,0.01378,0.01173,0.01388,0.0111
ARG,ARG.22_1,GROU,4.028,4.014,3.864,4.974,4.266
ARG,ARG.24_1,GROU,0.8352,0.8429,0.8308,1.169,1.065
ARG,ARG.2_1,GROU,1.196,1.332,1.4,1.893,1.671
ARG,ARG.3_1,GROU,7943,6814,17990,6946,6855
ARG,ARG.6_1,GROU,0.0911,0.07968,0.06413,0.07517,0.05563
ARG,ARG.7_1,GROU,200.7,143.2,98.32,56.22,30.97
ARG,ARG.8_1,GROU,11.62,10.01,8.521,6.941,5.444
ARG,ARG.9_1,GROU,8468,12970,44130,22410,28630
ARM,ARM.2_1,GROU,0.08726,0.07706,0.06686,0.05666,0.04646
AUS,AUS.10_1,GROU,0.02431,0.01666,0.01184,0.01371,0.01005
AUS,AUS.5_1,GROU,0.5174,0.9268,0.7321,0.9324,0.7887
AUS,AUS.7_1,GROU,26.76,21.27,17.03,23.46,19.93
AZE,AZE.2_1,GROU,0.01175,0.00943,0.007189,0.005114,0.003291
AZE,AZE.5_1,GROU,0,0,0,0,0
AZE,AZE.6_1,GROU,0,0,0,0,0
BDI,BDI.10_1,GROU,0.3974,0.1945,0.2775,0.3129,0.3466
BDI,BDI.11_1,GROU,1.044,0.4891,0.5917,0.6461,0.5211
BDI,BDI.13_1,GROU,0.3098,0.1246,0.1734,0.195,0.1966
BDI,BDI.15_1,GROU,0.08416,0.03543,0.05697,0.05315,0.07023
BDI,BDI.16_1,GROU,0.6936,0.2604,0.3443,0.2964,0.2162
BDI,BDI.17_1,GROU,0.6447,0.2507,0.3097,0.267,0.2154
BDI,BDI.1_1,GROU,0.4952,0.2379,0.3829,0.3778,0.3574
BDI,BDI.2_1,GROU,1.731,0.7043,1.023,0.9509,0.775
BDI,BDI.3_1,GROU,0.1881,0.07479,0.102,0.1169,0.09132
BDI,BDI.4_1,GROU,18.67,11.47,16.76,16.79,13.96
BDI,BDI.5_1,GROU,0.7834,0.3241,0.4572,0.4954,0.5178
BDI,BDI.6_1,GROU,0.9942,0.8423,0.8605,0.9467,0.8664
BDI,BDI.8_1,GROU,0.2577,0.1354,0.2255,0.2182,0.185
BEN,BEN.10_1,GROU,0.7746,0.6968,0.7226,0.6182,0.5949
BEN,BEN.11_1,GROU,0.5438,0.5547,0.6009,0.5333,0.5363
BEN,BEN.12_1,GROU,0.2949,0.2682,0.3532,0.3361,0.3373
BEN,BEN.1_1,GROU,0.3466,0.344,0.3982,0.3806,0.3854
BEN,BEN.2_1,GROU,0.3716,0.3747,0.439,0.4576,0.5123
BEN,BEN.3_1,GROU,3.57,3.223,3.208,2.655,2.421
BEN,BEN.4_1,GROU,1.245,1.11,1.112,0.9213,0.8534
BEN,BEN.5_1,GROU,0.706,0.6988,0.8224,0.8539,0.8969
BEN,BEN.6_1,GROU,1.188,1.033,1.036,0.8555,0.7787
BEN,BEN.7_1,GROU,0.7144,0.7656,0.9191,0.8585,0.8764
BEN,BEN.8_1,GROU,3.452,3.919,4.017,3.46,3.318
BEN,BEN.9_1,GROU,5.627,5.28,5.383,4.823,4.823
BFA,BFA.10_1,GROU,0.003087,0.003311,0.002171,0.00124,7.632e-4
BFA,BFA.11_1,GROU,0,0,0,0,0
BFA,BFA.13_1,GROU,3.731,4.228,3.086,2.129,1.829
BFA,BFA.1_1,GROU,0.07517,0.09752,0.082170000000000007,0.06609,0.06894
BFA,BFA.2_1,GROU,0.8907,1.084,0.8403,0.6266,0.624
BFA,BFA.3_1,GROU,0.04216,0.04846,0.03547,0.02456,0.03206
