GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,AFG.14_1,OPUL,0,0,0,0,0
AFG,AFG.16_1,OPUL,0,0,0,0,0
AFG,AFG.18_1,OPUL,0.4114,0.2468,0.08228,0,0
AFG,AFG.19_1,OPUL,7.169,5.73,4.589,3.523,2.54
AFG,AFG.1_1,OPUL,0,0,0,0,0.4327
AFG,AFG.20_1,OPUL,0,0,0,0,0
AFG,AFG.21_1,OPUL,0,0,0,0,0.106
AFG,AFG.22_1,OPUL,0,0,0,0,0
AFG,AFG.23_1,OPUL,0,0,0,0,0
AFG,AFG.24_1,OPUL,2.644,2.056,1.469,0.8813,0.2938
AFG,AFG.28_1,OPUL,0,0,0,0,0
AFG,AFG.2_1,OPUL,0.08681,0.01136,0.006837,0.005095,0.004079
AFG,AFG.30_1,OPUL,0,0,0,0.2543,0.2413
AFG,AFG.31_1,OPUL,0.3211,0.2742,0.2306,0.1889,0.1503
AFG,AFG.32_1,OPUL,0,0,0,0,0
AFG,AFG.33_1,OPUL,0,0,0,0,0
AFG,AFG.34_1,OPUL,0,0,0,0,0
AFG,AFG.3_1,OPUL,0.1609,0.1682,0.1428,0.1185,0.09667
AFG,AFG.4_1,OPUL,0,0.0077210000000000004,0.007325,0.007437,0.03476
AFG,AFG.8_1,OPUL,0,0,0,0,0
AGO,AGO.4_1,OPUL,128.3,126.6,127.3,160.2,158.2
AGO,AGO.5_1,OPUL,0.2485,0.3196,0.324,0.3525,0.3981
ALA,ALA.2_2,OPUL,12.25,11.8,11.37,11.02,13.37
ALB,ALB.10_1,OPUL,1.091e-4,0,0,0,0
ALB,ALB.11_1,OPUL,0.8416,0.7423,0.6331,0.5297,0.4349
ALB,ALB.12_1,OPUL,0.6186,0.5498,0.4967,0.4505,0.4152
ALB,ALB.1_1,OPUL,0.2267,0.1854,0.1503,0.1249,0.1098
ALB,ALB.2_1,OPUL,0.2659,0.225,0.1841,0.1432,0.1023
ALB,ALB.3_1,OPUL,0.1573,0.1137,0.07008,0.02648,0.003224
ALB,ALB.4_1,OPUL,0.9897,0.8663,0.6884,0.5749,0.5486
ALB,ALB.5_1,OPUL,0.699,0.5928,0.5051,0.4217,0.3444
ALB,ALB.6_1,OPUL,0.2433,0.2301,0.217,0.2038,0.1907
ALB,ALB.7_1,OPUL,2.77,2.526,2.283,2.639,2.401
ALB,ALB.8_1,OPUL,35.49,29.73,24.07,18.41,12.76
ALB,ALB.9_1,OPUL,0,0,0.1433,0.1359,0.1286
ARG,ARG.10_1,OPUL,52550,39500,27550,17360,11580
ARG,ARG.11_1,OPUL,386.3,375.3,343.6,311.3,334.3
ARG,ARG.14_1,OPUL,33.07,25.29,17.92,11.82,7.725
ARG,ARG.16_1,OPUL,0.3305,0.3116,0.2819,0.2522,0.2232
ARG,ARG.17_1,OPUL,845.5,710.2,592.6,470.8,378.7
ARG,ARG.19_1,OPUL,0.006301,0.005593,0.004915,0.004534,0.003808
ARG,ARG.1_1,OPUL,0.09404,0.08273,0.07177,0.06717,0.05597
ARG,ARG.21_1,OPUL,1.069,0.894,0.7282,0.5717,0.428
ARG,ARG.22_1,OPUL,17820,12640,7670,3623,1498
ARG,ARG.24_1,OPUL,7544,6203,4951,3792,2897
ARG,ARG.3_1,OPUL,24.89,19.38,19.89,14.81,11.56
ARG,ARG.4_1,OPUL,2.189,1.811,1.432,1.054,0.6757
ARG,ARG.6_1,OPUL,0.2643,0.2222,0.181,0.1447,0.1175
ARG,ARG.7_1,OPUL,475.7,406.1,336.7,268.1,201.3
ARG,ARG.8_1,OPUL,0.3992,0.4196,0.4389,0.4961,0.5158
ARG,ARG.9_1,OPUL,168.4,121.5,85.4,52.41,27.4
ARM,ARM.10_1,OPUL,0.0453,0.03523,0.02517,0.0151,0.005033
ARM,ARM.1_1,OPUL,0.01375,0.004583,0,0,0
ARM,ARM.2_1,OPUL,0.08538,0.07371,0.06205,0.07466,0.06175
ARM,ARM.3_1,OPUL,0.001479,3.034e-4,0,0,0.002187
ARM,ARM.5_1,OPUL,0.1387,0.08324,0.02775,0,0
ARM,ARM.7_1,OPUL,1.272,0.9926,0.7368,0.5674,0.4682
ARM,ARM.8_1,OPUL,8.448,7.644,6.839,6.035,5.23
AUS,AUS.10_1,OPUL,2.703,2.629,2.481,2.423,2.26
AUS,AUS.11_1,OPUL,0.2877,0.2542,0.2198,0.2055,0.1861
AUS,AUS.5_1,OPUL,0.4013,0.4102,0.3824,0.3653,0.3584
AUS,AUS.6_1,OPUL,20.47,18.46,16.52,14.93,13.13
AUS,AUS.7_1,OPUL,0.972,1.299,1.421,1.454,1.375
AUS,AUS.8_1,OPUL,0.9682,0.9339,0.9287,0.8716,0.8161
AUS,AUS.9_1,OPUL,8.44,8.539,8.15,8.405,8.279
AUT,AUT.1_1,OPUL,0.4166,0.391,0.3654,0.3561,0.3297
AUT,AUT.2_1,OPUL,16.78,14.5,11.88,9.341,11.88
AUT,AUT.3_1,OPUL,0.3262,0.3023,0.2789,0.3683,0.3416
AUT,AUT.4_1,OPUL,0.4729,0.8721,0.7861,0.7109,0.6404
AUT,AUT.5_1,OPUL,7.993,6.737,5.508,4.377,3.62
AUT,AUT.6_1,OPUL,4.239,4.267,4.161,4.04,4.322
AUT,AUT.7_1,OPUL,234.1,221.8,211.1,205.7,208.3
AUT,AUT.8_1,OPUL,14.59,9.981,5.904,1.968,0
AUT,AUT.9_1,OPUL,0.2939,0.09798,0,0,0
AZE,AZE.10_1,OPUL,0.2482,0.2245,0.2008,2.435,2.295
AZE,AZE.1_1,OPUL,0.008168,0,0,0,0
AZE,AZE.2_1,OPUL,0.3496,0.2984,0.2514,0.2053,0.1614
AZE,AZE.3_1,OPUL,3.574,3.292,3.035,2.887,2.72
AZE,AZE.4_1,OPUL,1.77,1.532,1.301,1.236,1.005
AZE,AZE.5_1,OPUL,0,0,0,0.01589,0.01508
AZE,AZE.6_1,OPUL,2.664,2.218,1.821,1.485,1.178
AZE,AZE.7_1,OPUL,0,0,0,0,0
AZE,AZE.8_1,OPUL,0.811,0.728,0.6472,0.5682,0.4902
AZE,AZE.9_1,OPUL,1.041,1.169,1.006,0.8444,0.6936
BDI,BDI.10_1,OPUL,10.56,8.44,6.604,5.03,3.723
BDI,BDI.11_1,OPUL,0.6923,0.6156,0.5559,0.501,0.4806
BDI,BDI.12_1,OPUL,0.125,0.1135,0.1077,0.09866,0.1001
BDI,BDI.13_1,OPUL,5113,3209,1847,878.8,276.1
BDI,BDI.14_1,OPUL,0.2845,0.2758,0.2563,0.2308,0.2053
BDI,BDI.15_1,OPUL,0.3045,0.2495,0.2079,0.167,0.1346
BDI,BDI.16_1,OPUL,0.6195,0.5524,0.4804,0.4367,0.3794
BDI,BDI.17_1,OPUL,0.2249,0.1701,0.1309,0.1123,0.1049
BDI,BDI.3_1,OPUL,0.1501,0.09783,0.05374,0.02493,0.01128
BDI,BDI.4_1,OPUL,1.338,1.107,0.897,0.8125,0.7429
BDI,BDI.5_1,OPUL,1.206,0.7867,0.5041,0.342,0.2864
BDI,BDI.6_1,OPUL,3.954,2.601,1.565,0.9812,0.7119
BDI,BDI.7_1,OPUL,0.138,0.1428,0.136,0.1327,0.1266
BDI,BDI.8_1,OPUL,2.207,1.247,0.6378,0.3161,0.09824
BDI,BDI.9_1,OPUL,0.04301,0.054,0.05676,0.06177,0.06539
BEL,BEL.2_1,OPUL,0.3397,0.3554,0.3777,0.3722,0.3796
BEL,BEL.3_1,OPUL,0.3987,0.3911,0.3792,0.3658,0.3634
BEN,BEN.10_1,OPUL,0.005056,0.004355,0.003654,0.002954,0.002253
BEN,BEN.11_1,OPUL,0.3786,0.4159,0.454,0.57,0.5769
BEN,BEN.12_1,OPUL,0.5421,0.4767,0.435,0.3747,0.3087
BEN,BEN.1_1,OPUL,0.7388,0.6612,0.5905,0.5198,0.4395
BEN,BEN.2_1,OPUL,0.564,0.5157,0.4865,0.4698,0.4504
BEN,BEN.3_1,OPUL,2.008,1.725,1.443,1.162,0.8823
BEN,BEN.4_1,OPUL,1.372,1.226,1.125,1.037,0.9656
BEN,BEN.5_1,OPUL,0.6482,0.6638,0.6739,0.7232,0.7233
BEN,BEN.6_1,OPUL,2.137,1.983,1.946,1.864,1.793
BEN,BEN.7_1,OPUL,0.7061,0.7288,0.7919,0.8376,0.8154
BFA,BFA.10_1,OPUL,0.01184,0.009211,0.006579,0.003947,0.001316
BFA,BFA.11_1,OPUL,0,0,0,0,0
BFA,BFA.13_1,OPUL,0.6676,0.609,0.5402,0.4884,0.4483
BFA,BFA.1_1,OPUL,0.1006,0.09369,0.08885,0.08464,0.07892
BFA,BFA.2_1,OPUL,0.7383,0.6839,0.6222,0.5708,0.527
BFA,BFA.3_1,OPUL,0.01878,0.01649,0.01421,0.01197,0.01001
BFA,BFA.4_1,OPUL,0,0,0,0,0
BFA,BFA.5_1,OPUL,0.1165,0.1083,0.1055,0.1226,0.1461
BFA,BFA.6_1,OPUL,0.02813,0.02289,0.01839,0.01451,0.01183
BFA,BFA.7_1,OPUL,0,0,0,0,0
BFA,BFA.8_1,OPUL,0.0859,0.08533,0.08624,0.09369,0.1007
BFA,BFA.9_1,OPUL,0.1987,0.1767,0.1565,0.1374,0.1242
BGD,BGD.1_1,OPUL,0.00516,0.02285,0.03886,0.09681,0.1215
BGD,BGD.2_1,OPUL,23.86,24.39,23.95,23.8,23.33
BGD,BGD.3_1,OPUL,0.6222,0.6723,0.8171,1.056,1.266
BGD,BGD.4_1,OPUL,0.02848,0.03508,0.03737,0.07363,0.1191
BGD,BGD.5_1,OPUL,0.08027,0.06118,0.04856,0.04823,0.05197
BGD,BGD.6_1,OPUL,0.0376,0.03999,0.04341,0.04736,0.05931
BGD,BGD.7_1,OPUL,2.057,2.266,2.447,2.649,2.895
BGD,BGD.8_1,OPUL,4.444,4.518,4.353,4.504,4.182
BGR,BGR.10_1,OPUL,0.1605,0.1998,0.1872,0.2341,0.2171
BGR,BGR.11_1,OPUL,0.1866,0.1773,0.1649,0.155,0.1577
BGR,BGR.12_1,OPUL,0.01239,0.01165,0.01091,0.01018,0.009439
BGR,BGR.13_1,OPUL,0.2911,0.3385,0.3282,0.5657,0.676
BGR,BGR.14_1,OPUL,0.05408,0.05064,0.0472,0.04376,0.04033
BGR,BGR.15_1,OPUL,0.8208,0.8319,0.8332,1.195,1.264
BGR,BGR.16_1,OPUL,0.4182,0.398,0.4772,0.5155,0.5718
BGR,BGR.17_1,OPUL,1.074,1.03,0.9597,2.096,3.06
BGR,BGR.18_1,OPUL,0.5702,0.56,0.5377,0.7193,0.7603
BGR,BGR.19_1,OPUL,0.2019,0.2477,0.2311,0.2205,0.2905
BGR,BGR.1_1,OPUL,0.8646,0.7698,0.6874,0.6104,1.068
BGR,BGR.21_1,OPUL,0.8474,1.057,1.012,1.024,1.245
BGR,BGR.22_1,OPUL,0.7419,0.7458,0.7089,0.7247,0.7189
BGR,BGR.23_1,OPUL,1.009,0.9441,0.8906,1.214,1.268
BGR,BGR.24_1,OPUL,0.8315,0.7879,0.8221,0.7914,0.7497
BGR,BGR.25_1,OPUL,1.007,1.02,0.961,1.05,1.166
BGR,BGR.26_1,OPUL,0.9747,0.9276,0.8703,0.813,0.7557
BGR,BGR.27_1,OPUL,4.295,4.035,3.781,3.567,3.313
BGR,BGR.28_1,OPUL,0.689,0.6594,0.6202,0.5747,0.5708
BGR,BGR.2_1,OPUL,1.344,1.29,1.637,1.731,1.884
BGR,BGR.3_1,OPUL,0.8587,1.484,2.314,3.331,3.147
BGR,BGR.4_1,OPUL,4.485,4.323,4.076,3.854,3.93
BGR,BGR.5_1,OPUL,0.06689,0.0693,0.0644,0.08281,0.07929
BGR,BGR.6_1,OPUL,1.281,1.169,1.06,0.9556,0.8811
BGR,BGR.7_1,OPUL,0.09162,0.07496,0.0583,0.04164,0.02499
BGR,BGR.8_1,OPUL,0.1623,0.1454,0.2772,0.4176,0.413
BGR,BGR.9_1,OPUL,3.117,2.971,4.358,7.094,6.745
BHR,BHR.4_1,OPUL,0,0,0,0,0
BIH,BIH.1_1,OPUL,0.05679,0.06409,0.06132,0.07945,0.07616
BIH,BIH.2_1,OPUL,0.2894,0.2673,0.2436,0.2264,0.4247
BIH,BIH.3_1,OPUL,0.1534,0.1511,0.1522,0.1489,0.145
BLR,BLR.1_1,OPUL,4.652,3.53,2.496,1.51,0.6342
BLR,BLR.2_1,OPUL,2.486,2.397,2.346,2.216,2.108
BLR,BLR.3_1,OPUL,27.83,24.15,20.57,17.08,13.74
BLR,BLR.4_1,OPUL,1.698,1.302,0.9959,0.7932,0.6499
BLR,BLR.5_1,OPUL,6.016,4.485,3.085,1.809,0.8458
BLR,BLR.6_1,OPUL,3.512,2.913,2.508,2.094,1.714
BLR,BLR.7_1,OPUL,0.2913,0.2088,0.1396,0.07385,0.02528
BLZ,BLZ.1_1,OPUL,254.9,201.8,153,119.8,88.85
BLZ,BLZ.2_1,OPUL,69.35,67.68,63.65,64.23,65.21
BLZ,BLZ.3_1,OPUL,25.63,26.54,26.69,28.78,28.49
BLZ,BLZ.4_1,OPUL,26.12,22.2,19.2,18.81,18.19
BLZ,BLZ.5_1,OPUL,77.29,76.98,75.08,73.18,74.06
BLZ,BLZ.6_1,OPUL,79.19,84.49,83.94,87.95,293.6
BOL,BOL.1_1,OPUL,52.08,53.51,60.58,62.1,63.02
BOL,BOL.2_1,OPUL,11.66,12.92,13.26,13.42,13.73
BOL,BOL.4_1,OPUL,82.33,73.19,71.65,67.97,64.17
BOL,BOL.7_1,OPUL,0.6579,0.5989,0.5398,0.4808,0.4218
BOL,BOL.8_1,OPUL,102.6,115.4,140.9,144.2,146.5
BOL,BOL.9_1,OPUL,1.446,1.426,1.723,1.91,2.025
BRA,BRA.10_1,OPUL,315.6,285.4,261.9,238.1,212.5
BRA,BRA.11_1,OPUL,7.651,9.016,8.705,8.184,8.45
BRA,BRA.13_1,OPUL,22.48,20.22,19.39,18.89,17.73
BRA,BRA.14_1,OPUL,256.3,283.9,268.4,284.3,268.9
BRA,BRA.15_1,OPUL,45.4,45.38,46.59,45.88,44.82
BRA,BRA.16_1,OPUL,125.2,156.6,157.7,163.5,159.7
BRA,BRA.17_1,OPUL,52.95,52.06,53.41,51.48,49.1
BRA,BRA.18_1,OPUL,126.9,189.5,201.8,210.7,230.6
BRA,BRA.20_1,OPUL,11.94,11.07,10,9.004,8.506
BRA,BRA.21_1,OPUL,21.06,18,14.96,11.95,8.983
BRA,BRA.23_1,OPUL,48.03,42.54,35.7,28.87,22.42
BRA,BRA.24_1,OPUL,15.3,19.97,16.8,15.35,13.25
BRA,BRA.25_1,OPUL,17.03,17.27,18.04,17.98,17.8
BRA,BRA.26_1,OPUL,264.5,265.4,283.3,280.2,269.6
BRA,BRA.27_1,OPUL,129.4,115.5,108.9,106.3,105.2
BRA,BRA.2_1,OPUL,68.71,69.15,75.81,73.33,69.25
BRA,BRA.5_1,OPUL,34.01,36.3,33.42,41.76,44.22
BRA,BRA.6_1,OPUL,48.63,49.53,50.4,51.27,54.56
BRA,BRA.7_1,OPUL,0.1561,0.1797,0.2254,0.2923,0.3227
BRA,BRA.9_1,OPUL,135.1,131.1,128.1,122.9,112.2
BRB,BRB.10_1,OPUL,0.01053,0.009424,0.008315,0.007207,0.006098
BRB,BRB.11_1,OPUL,0.8408,0.7266,0.6135,0.5009,0.389
BRB,BRB.1_1,OPUL,0,0,0,0,0
BRB,BRB.2_1,OPUL,1.181,1.011,0.841,0.6719,0.5049
BRB,BRB.3_1,OPUL,0.123,0.1636,0.1467,0.134,0.1171
BRB,BRB.4_1,OPUL,3.678,3.133,2.595,2.061,1.532
