GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,AFG.14_1,WHEA,0,0,0,0,0
AFG,AFG.16_1,WHEA,0,0,0,0,0
AFG,AFG.18_1,WHEA,0.07954,0.06159,0.02169,0,0
AFG,AFG.19_1,WHEA,0.01004,0.01036,0.008411,0.005528,0.004011
AFG,AFG.1_1,WHEA,0,0,0,0,0
AFG,AFG.21_1,WHEA,0,0,0,0,0.002794
AFG,AFG.22_1,WHEA,0,0,0,0,0
AFG,AFG.23_1,WHEA,0,0,0,0,0
AFG,AFG.27_1,WHEA,0,0,0,0,0
AFG,AFG.2_1,WHEA,0.7712,0.3313,0.09595,0,0
AFG,AFG.30_1,WHEA,0,0,0,0.1299,0.1316
AFG,AFG.31_1,WHEA,0.01129,0.01198,0.01073,0.00803,0.00705
AFG,AFG.32_1,WHEA,0,0,0,0,0.07415
AFG,AFG.33_1,WHEA,0,0,0,0,0
AFG,AFG.34_1,WHEA,0,0,0,0,0
AFG,AFG.3_1,WHEA,0.002769,0.004132,0.003773,0.002834,0.007372
AFG,AFG.4_1,WHEA,0,0,0,0,5.509e-4
AGO,AGO.10_1,WHEA,17.94,7.412,7.684,2.75,3.06
AGO,AGO.12_1,WHEA,8.599,4.648,5.574,2.415,3.304
AGO,AGO.13_1,WHEA,9.59,4.323,4.741,1.791,2.122
AGO,AGO.14_1,WHEA,1.219,0.5015,0.5017,0.1638,1.457
AGO,AGO.15_1,WHEA,25.88,12.56,15.32,6.128,7.722
AGO,AGO.16_1,WHEA,1.094,0.5731,0.7097,0.2832,0.3755
AGO,AGO.17_1,WHEA,6.591,3.279,5.616,3.711,4.232
AGO,AGO.2_1,WHEA,5.356,2.361,2.463,0.8917,1.084
AGO,AGO.3_1,WHEA,6.586,2.676,2.6,0.822,0.7991
AGO,AGO.5_1,WHEA,13.76,6.843,7.293,2.886,3.555
AGO,AGO.6_1,WHEA,54.69,33.6,40.17,15.6,19.82
AGO,AGO.7_1,WHEA,22.8,11.36,13.47,5.304,6.609
AGO,AGO.8_1,WHEA,2032,569,331.3,46.87,15.64
AGO,AGO.9_1,WHEA,14.68,6.432,6.962,2.522,2.856
ALA,ALA.2_2,WHEA,4.17,4.055,3.356,3.685,3.264
ALB,ALB.10_1,WHEA,0.07327,0.07103,0.06384,0.05715,0.05261
ALB,ALB.11_1,WHEA,0.5452,0.5621,0.5487,0.5242,0.524
ALB,ALB.12_1,WHEA,0.09376,0.09124,0.08563,0.0853,0.09223
ALB,ALB.1_1,WHEA,0.06095,0.06227,0.06243,0.06091,0.06084
ALB,ALB.2_1,WHEA,0.00909,0.007187,0.005637,0.004163,0.002896
ALB,ALB.3_1,WHEA,0.8435,1.055,0.9735,0.904,0.8724
ALB,ALB.4_1,WHEA,0.07489,0.0756,0.07015,0.06397,0.07181
ALB,ALB.5_1,WHEA,0.06474,0.06452,0.05998,0.05504,0.05462
ALB,ALB.6_1,WHEA,0.05768,0.05819,0.05202,0.04775,0.04384
ALB,ALB.7_1,WHEA,0.146,0.1288,0.1076,0.1388,0.1214
ALB,ALB.8_1,WHEA,0.1981,0.1772,0.144,0.1166,0.09008
ALB,ALB.9_1,WHEA,0,0,0,0,0
ARG,ARG.10_1,WHEA,2.291,2.719,2.258,3.834,3.154
ARG,ARG.11_1,WHEA,0.002753,0.00275,0.002041,0.004579,0.003435
ARG,ARG.12_1,WHEA,0.1282,0.1435,0.1072,0.2527,0.2032
ARG,ARG.14_1,WHEA,4.896,4.529,3.515,4.615,4.173
ARG,ARG.15_1,WHEA,76.4,80.23,59.61,104.1,78.75
ARG,ARG.16_1,WHEA,2.572,2.775,1.967,3.259,2.432
ARG,ARG.17_1,WHEA,5.165,5.082,3.471,5.11,3.421
ARG,ARG.19_1,WHEA,0.06221,0.0637,0.04579,0.07294,0.05305
ARG,ARG.1_1,WHEA,0.01842,0.02125,0.01712,0.03147,0.02579
ARG,ARG.21_1,WHEA,0.04177,0.04182,0.03047,0.05004,0.03821
ARG,ARG.22_1,WHEA,0.9272,0.9798,0.7128,1.153,0.8822
ARG,ARG.24_1,WHEA,1.173,1.022,0.6059,0.756,0.4478
ARG,ARG.2_1,WHEA,1.145,1.058,0.7302,1.081,0.8088
ARG,ARG.3_1,WHEA,1.961,2.04,1.548,2.674,2.045
ARG,ARG.4_1,WHEA,709.4,791.3,643.6,1458,1304
ARG,ARG.6_1,WHEA,0.03162,0.03189,0.02328,0.03886,0.02971
ARG,ARG.7_1,WHEA,1.173,1.067,0.7313,0.9842,1.54
ARG,ARG.8_1,WHEA,0.2215,0.2375,0.1821,0.3248,0.2585
ARG,ARG.9_1,WHEA,8.547,9.119,6.992,8.401,6.534
ARM,ARM.10_1,WHEA,1.984,1.67,0.4528,0.05476,0.02013
ARM,ARM.1_1,WHEA,0.06858,0.07815,0.04493,0.02785,0.02282
ARM,ARM.2_1,WHEA,0.1428,0.1271,0.105,0.08469,0.06815
ARM,ARM.3_1,WHEA,0.003121,8.695e-4,0,0,7.293e-4
ARM,ARM.4_1,WHEA,0.04487,0.04353,0.01831,0.004756,0
ARM,ARM.5_1,WHEA,1.022,0.9944,0.7332,0.6271,0.6121
ARM,ARM.6_1,WHEA,0,0,0,0,0
ARM,ARM.7_1,WHEA,0.1779,0.2051,0.1188,0.07666,0.0734
