GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,AFG.14_1,SUNF,0,0,0,0,0
AFG,AFG.16_1,SUNF,0,0,0,0,0
AFG,AFG.18_1,SUNF,23.26,7.789,2.37,0,0
AFG,AFG.19_1,SUNF,0.4064,0.1732,0.09284,0.03713,0.01053
AFG,AFG.1_1,SUNF,0,0,0,0,0
AFG,AFG.21_1,SUNF,0,0,0,0,0
AFG,AFG.22_1,SUNF,0,0,0,0,0
AFG,AFG.23_1,SUNF,0,0,0,0,0
AFG,AFG.27_1,SUNF,0,0,0,0,0
AFG,AFG.30_1,SUNF,0,0,0,0,0
AFG,AFG.31_1,SUNF,0.1905,0.09836,0.05336,0.02255,0.007723
AFG,AFG.32_1,SUNF,0,0,0,0,0
AFG,AFG.33_1,SUNF,0,0,0,0,0
AFG,AFG.34_1,SUNF,0,0,0,0,0
AFG,AFG.3_1,SUNF,0,0.02055,0.01779,0.01197,0.0127
AFG,AFG.4_1,SUNF,0,0,0,3.886e-4,0.01649
AGO,AGO.10_1,SUNF,11.33,11.92,11.74,11.73,11.69
AGO,AGO.11_1,SUNF,4.2,3.935,3.792,3.438,3.118
AGO,AGO.12_1,SUNF,20.28,21.77,22.26,23.88,25.79
AGO,AGO.13_1,SUNF,13.59,13.77,13.56,14.06,14.42
AGO,AGO.14_1,SUNF,19.55,19.76,19.34,19.64,20.65
AGO,AGO.15_1,SUNF,57.84,61.03,65.53,68.82,72.47
AGO,AGO.16_1,SUNF,25.31,19.55,14.51,9.953,6.752
AGO,AGO.17_1,SUNF,48.07,57.4,60.42,65.1,68.33
AGO,AGO.18_1,SUNF,28.17,27.74,28.47,28.96,28.82
AGO,AGO.1_1,SUNF,13.35,13.2,12.61,12.7,13.39
AGO,AGO.2_1,SUNF,11.73,11.83,11.46,11.44,12.01
AGO,AGO.3_1,SUNF,22.13,23.68,25.1,25.98,27.17
AGO,AGO.4_1,SUNF,20.29,20.5,20.02,21.31,20.74
AGO,AGO.5_1,SUNF,42.75,45.03,46.28,46.21,48.01
AGO,AGO.6_1,SUNF,41.22,45.17,45.42,45.4,46.87
AGO,AGO.7_1,SUNF,16.27,15.49,14.76,14.18,13.89
AGO,AGO.8_1,SUNF,2.639,3.301,3.28,3.484,3.583
AGO,AGO.9_1,SUNF,9.184,9.327,9.361,9.426,9.495
ALB,ALB.12_1,SUNF,0.3116,0.4239,0.4987,0.4961,0.4767
ALB,ALB.1_1,SUNF,0.5129,0.7404,0.8447,0.8176,0.7681
ALB,ALB.2_1,SUNF,1.257,1.26,0.6412,0.948,0.6621
ALB,ALB.4_1,SUNF,0,0,0,0,0
ALB,ALB.5_1,SUNF,0.5841,0.7841,0.8917,0.8927,0.8007
ALB,ALB.6_1,SUNF,0.1936,0.2777,0.3022,0.2854,0.2456
ALB,ALB.7_1,SUNF,0.3663,0.3945,0.386,0.6333,0.528
ARG,ARG.10_1,SUNF,40.94,33.86,25.42,19.12,19.58
ARG,ARG.11_1,SUNF,0.01099,0.00945,0.006465,0.00441,0.004034
ARG,ARG.12_1,SUNF,0,0,0,0,0
ARG,ARG.14_1,SUNF,21.5,20.36,39.05,11.64,11.55
ARG,ARG.16_1,SUNF,1.608,1.331,1.044,0.9623,1.504
ARG,ARG.17_1,SUNF,14.8,13.23,11.26,8.626,9.018
ARG,ARG.19_1,SUNF,0.03804,0.02766,0.01761,0.01105,0.009568
ARG,ARG.1_1,SUNF,0.02443,0.01902,0.01339,0.00975,0.009952
ARG,ARG.21_1,SUNF,0.2138,0.17,0.1257,0.09779,0.1037
ARG,ARG.22_1,SUNF,2.09,1.542,0.9963,0.6393,0.5917
ARG,ARG.24_1,SUNF,3.346,2.377,1.53,0.931,0.7813
