GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,AFG.14_1,TEMF,0,0,0,0,0
AFG,AFG.18_1,TEMF,1.024,0.6146,0.2049,0,0
AFG,AFG.19_1,TEMF,0.09428,0.08228,0.07107,0.05999,0.04898
AFG,AFG.1_1,TEMF,0,0,0,0,0.5538
AFG,AFG.21_1,TEMF,0,0,0,0,0
AFG,AFG.22_1,TEMF,0,0,0,0.0503,0.04772
AFG,AFG.23_1,TEMF,0,0,0,0,0
AFG,AFG.24_1,TEMF,0.05617,0.04879,0.04141,0.03403,0.02665
AFG,AFG.2_1,TEMF,0.07097,0.04106,0.0339,0.02792,0.02235
AFG,AFG.30_1,TEMF,0,0,0,0,0.01127
AFG,AFG.31_1,TEMF,0.2474,0.2067,0.1693,0.1352,0.1048
AFG,AFG.32_1,TEMF,0,0,0,0,0.01625
AFG,AFG.33_1,TEMF,0,0,0,0.04268,0.04049
AFG,AFG.34_1,TEMF,0,0,0,0,0
AFG,AFG.3_1,TEMF,5.647e-4,0.002175,0.002022,0.001868,0.01759
AFG,AFG.4_1,TEMF,0,0.003296,0.003127,0.003094,0.00547
AFG,AFG.8_1,TEMF,0,0,0,0,0
AGO,AGO.10_1,TEMF,1.305,1.341,1.308,1.298,1.264
AGO,AGO.11_1,TEMF,1.286,1.184,1.083,0.9802,0.8777
AGO,AGO.12_1,TEMF,4.123,4.518,4.703,5.087,5.472
AGO,AGO.13_1,TEMF,1.504,1.551,1.555,1.647,1.719
AGO,AGO.14_1,TEMF,3.745,3.808,3.749,3.862,4.088
AGO,AGO.15_1,TEMF,7.567,8.064,8.732,9.26,9.766
AGO,AGO.16_1,TEMF,0.3468,0.404,0.4431,0.4616,0.487
AGO,AGO.17_1,TEMF,10.86,13.11,13.92,15.15,15.94
AGO,AGO.18_1,TEMF,3.854,3.696,3.727,3.751,3.695
AGO,AGO.1_1,TEMF,1.148,1.11,1.062,1.062,1.111
AGO,AGO.2_1,TEMF,1.246,1.237,1.194,1.187,1.257
AGO,AGO.3_1,TEMF,2.499,2.767,3.021,3.193,3.412
AGO,AGO.4_1,TEMF,4.714,4.705,4.588,4.938,4.796
AGO,AGO.5_1,TEMF,0.6375,0.5873,0.5378,0.4942,0.5482
AGO,AGO.6_1,TEMF,3.496,3.922,3.964,3.971,4.061
AGO,AGO.7_1,TEMF,2.821,2.672,2.497,2.36,2.269
AGO,AGO.8_1,TEMF,0.2872,0.3611,0.3606,0.3863,0.3934
AGO,AGO.9_1,TEMF,3.197,3.186,3.375,3.608,4.067
ALA,ALA.2_2,TEMF,3.843,2.772,1.9,1.09,0.4651
ALB,ALB.10_1,TEMF,0.004513,0.003736,0.003418,0.0031,0.002782
ALB,ALB.11_1,TEMF,0.09508,0.09587,0.09329,0.08876,0.08685
ALB,ALB.12_1,TEMF,0.01325,0.01213,0.01222,0.01227,0.01373
ALB,ALB.1_1,TEMF,0.01947,0.01973,0.02018,0.01961,0.01974
ALB,ALB.2_1,TEMF,0.01308,0.00785,0.002617,0,0
ALB,ALB.3_1,TEMF,0.1961,0.2393,0.2286,0.2127,0.204
ALB,ALB.4_1,TEMF,0.04949,0.05261,0.05059,0.04702,0.04813
ALB,ALB.5_1,TEMF,0.003974,0.004197,0.003816,0.003456,0.005462
ALB,ALB.6_1,TEMF,0,0,0,0,0
ALB,ALB.7_1,TEMF,0.04744,0.04219,0.0386,0.03416,0.02879
ALB,ALB.8_1,TEMF,0.458,0.3853,0.3125,0.2398,0.167
ALB,ALB.9_1,TEMF,0,0,9.394e-4,8.912e-4,8.431e-4
ARE,ARE.1_1,TEMF,0,0,0,0,0
ARG,ARG.10_1,TEMF,0.2884,0.3352,0.3335,0.322,0.3149
ARG,ARG.11_1,TEMF,0.002183,0.001464,8.745e-4,6.021e-4,3.598e-4
ARG,ARG.12_1,TEMF,0.002835,0.003055,0.00244,0.001951,0.001695
ARG,ARG.13_1,TEMF,0.1368,0.1128,0.09185,0.08274,0.06894
ARG,ARG.14_1,TEMF,0.4162,0.4202,0.4029,0.3885,0.3723
ARG,ARG.15_1,TEMF,0.3219,0.3241,0.2936,0.2591,0.2282
ARG,ARG.16_1,TEMF,0.09133,0.07798,0.06683,0.06033,0.04996
ARG,ARG.17_1,TEMF,0.168,0.1671,0.1671,0.1614,0.1529
ARG,ARG.18_1,TEMF,0.06673,0.05697,0.04806,0.03821,0.04023
ARG,ARG.19_1,TEMF,0.004822,0.004249,0.003629,0.003229,0.002627
ARG,ARG.1_1,TEMF,0.05673,0.04996,0.04298,0.03605,0.02892
ARG,ARG.20_1,TEMF,1.883,1.635,1.413,1.191,0.9867
ARG,ARG.21_1,TEMF,0.1309,0.1058,0.08294,0.0616,0.0428
ARG,ARG.22_1,TEMF,0.1633,0.1293,0.09635,0.06686,0.04797
ARG,ARG.24_1,TEMF,0.02523,0.02492,0.02543,0.02517,0.02483
ARG,ARG.2_1,TEMF,0.01269,0.0135,0.01392,0.01383,0.01327
ARG,ARG.3_1,TEMF,0.1295,0.1188,0.113,0.1093,0.1026
ARG,ARG.4_1,TEMF,0.2012,0.1886,0.1809,0.2007,0.2042
ARG,ARG.6_1,TEMF,0.3398,0.2913,0.2432,0.1956,0.1487
ARG,ARG.7_1,TEMF,0.07098,0.062,0.05626,0.05116,0.06367
ARG,ARG.8_1,TEMF,0.0206,0.02,0.01957,0.02059,0.02057
ARG,ARG.9_1,TEMF,1.075,0.7115,0.4696,0.2783,0.1521
ARM,ARM.10_1,TEMF,0.4056,0.2462,0.08685,0.005375,0.001792
ARM,ARM.1_1,TEMF,0.01223,0.01106,0.009898,0.008733,0.007569
ARM,ARM.2_1,TEMF,0.001084,9.619e-4,8.526e-4,0.00139,0.001254
ARM,ARM.3_1,TEMF,9.098e-4,1.866e-4,0,0,0
ARM,ARM.4_1,TEMF,0,0,0,0,0
ARM,ARM.5_1,TEMF,0.03036,0.02269,0.01737,0.08058,0.07537
ARM,ARM.6_1,TEMF,0,0,0,0,0
ARM,ARM.7_1,TEMF,0.863,0.7297,0.6002,0.4956,0.4138
ARM,ARM.8_1,TEMF,0.01011,0.009147,0.008184,0.007221,0.006258
ARM,ARM.9_1,TEMF,0,0,0,0,0
AUS,AUS.10_1,TEMF,0.2119,0.2069,0.1971,0.1846,0.1695
AUS,AUS.11_1,TEMF,0.2886,0.2815,0.2953,0.3884,0.6186
