GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AGO,AGO.4_1,CNUT,25.22,24.9,25.04,32.31,31.66
BEN,BEN.10_1,CNUT,2.206,2.177,2.345,2.479,2.368
BEN,BEN.11_1,CNUT,2.343,2.403,2.723,2.981,2.877
BEN,BEN.12_1,CNUT,1.597,1.637,1.977,2.29,2.206
BEN,BEN.1_1,CNUT,2.42,2.924,3.999,4.6,4.768
BEN,BEN.2_1,CNUT,2.675,2.859,3.486,4.403,5.284
BEN,BEN.3_1,CNUT,19.52,19.62,20.72,21.82,21.45
BEN,BEN.4_1,CNUT,7.246,6.911,7.983,8.587,8.601
BEN,BEN.5_1,CNUT,12.52,14.39,17.11,25.02,25.45
BEN,BEN.6_1,CNUT,3.328,3.838,5.65,7.395,8.906
BEN,BEN.7_1,CNUT,0.617,0.6347,0.6148,0.6125,0.6271
BEN,BEN.8_1,CNUT,0,0,0,0,0
BEN,BEN.9_1,CNUT,12.76,14.85,16.88,19.29,19.64
BFA,BFA.8_1,CNUT,0.002567,7.829e-4,0,0,0
BGD,BGD.1_1,CNUT,0.001504,0.007356,0.0218,0.04372,0.05564
BGD,BGD.2_1,CNUT,1.599,1.58,1.42,1.343,1.2
BGD,BGD.3_1,CNUT,0.1295,0.12,0.1008,0.09181,0.07567
BGD,BGD.4_1,CNUT,0.005399,0.009182,0.008434,0.0105,0.01205
BGD,BGD.5_1,CNUT,0.008095,0.007478,0.006278,0.005516,0.007696
BGD,BGD.6_1,CNUT,0.007066,0.01162,0.01808,0.02038,0.0216
BGD,BGD.7_1,CNUT,0.08721,0.1026,0.1185,0.1358,0.1405
BGD,BGD.8_1,CNUT,0.03704,0.04036,0.03869,0.05187,0.05106
BHS,BHS.16_1,CNUT,0.02652,0.02458,0.02231,0.02007,0.01801
BLZ,BLZ.1_1,CNUT,93.54,86.45,100.6,123.7,145
BLZ,BLZ.2_1,CNUT,49.07,47.32,45.27,47.5,49.25
BLZ,BLZ.3_1,CNUT,0.802,0.8653,0.9057,0.9459,1.026
BLZ,BLZ.4_1,CNUT,2.476,2.354,2.327,2.368,2.282
BLZ,BLZ.5_1,CNUT,7.779,8.213,8.452,8.76,9.265
BLZ,BLZ.6_1,CNUT,57.78,59.58,56.49,56.26,72.68
BOL,BOL.3_1,CNUT,5597,4808,3674,2874,2344
BOL,BOL.6_1,CNUT,8.712,7.951,6.943,5.916,5.863
BOL,BOL.8_1,CNUT,0.0598,0.05812,0.04896,0.04213,0.1224
BRA,BRA.10_1,CNUT,50.81,50.32,46.93,47.4,48.62
BRA,BRA.11_1,CNUT,13.57,11.65,8.876,6.936,5.61
BRA,BRA.12_1,CNUT,4.919,4.279,3.316,2.716,2.288
BRA,BRA.13_1,CNUT,2.423,2.197,1.831,1.613,1.486
BRA,BRA.14_1,CNUT,11.68,10.96,9.574,8.971,9.138
BRA,BRA.15_1,CNUT,1.145,1.019,0.8156,0.6801,0.5953
BRA,BRA.16_1,CNUT,0.2516,0.2799,0.2736,0.3034,0.3474
BRA,BRA.17_1,CNUT,0.4251,0.3814,0.3054,0.2522,0.2226
BRA,BRA.18_1,CNUT,4.318,4.119,3.615,3.391,3.635
BRA,BRA.19_1,CNUT,0.6306,0.6055,0.5276,0.4745,0.4839
BRA,BRA.1_1,CNUT,72.62,85.41,87.16,82.08,92.72
BRA,BRA.20_1,CNUT,0.7422,0.6887,0.5641,0.4802,0.4433
BRA,BRA.22_1,CNUT,21.69,21.1,21.43,23.36,23.95
BRA,BRA.23_1,CNUT,66.19,69.78,69.28,70.91,76.94
BRA,BRA.25_1,CNUT,0.7138,0.6631,0.5376,0.461,0.43
BRA,BRA.26_1,CNUT,0.535,0.4837,0.4041,0.3471,0.3191
BRA,BRA.27_1,CNUT,11.24,9.993,7.884,6.394,5.458
BRA,BRA.2_1,CNUT,0.4695,0.4404,0.4023,0.3648,0.3846
BRA,BRA.3_1,CNUT,1657,1434,1106,875.6,726.9
BRA,BRA.4_1,CNUT,75.5,77.95,80.06,85.04,84.9
BRA,BRA.5_1,CNUT,1.973,1.753,1.437,1.257,1.173
BRA,BRA.6_1,CNUT,0.3267,0.314,0.2687,0.2408,0.2416
BRA,BRA.7_1,CNUT,0.09559,0.09574,0.08128,0.107,0.1079
BRA,BRA.8_1,CNUT,0.533,0.4905,0.4175,0.3739,0.3718
BRA,BRA.9_1,CNUT,3.672,3.367,2.796,2.401,2.133
BRB,BRB.10_1,CNUT,0.005478,0.004902,0.004325,0.003723,0.0031580000000000002
BRB,BRB.11_1,CNUT,0.01679,0.01259,0.009246,0.006319,0.003992
BRB,BRB.1_1,CNUT,0,0,0,0,0
BRB,BRB.2_1,CNUT,0.02584,0.01833,0.01167,0.005585,0.001332
