GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,AFG.19_1,RAPE,13.34,8.401,5.526,3.247,1.194
AFG,AFG.31_1,RAPE,1.488,0.986,0.693,0.5081,0.3966
ALA,ALA.2_2,RAPE,18.44,13.16,9.246,12.12,9.539
ALB,ALB.2_1,RAPE,2.809,0.7091,1.059,0.8254,0.5232
ALB,ALB.7_1,RAPE,0,0,0,0,0
ARG,ARG.11_1,RAPE,2.306,3.301,0.8435,0.8225,0.4929
ARG,ARG.14_1,RAPE,6.283,6.704,7.745,5.055,5.156
ARG,ARG.16_1,RAPE,0.02028,0.03242,0.009436,0.01075,0.007781
ARG,ARG.17_1,RAPE,106.7,126.8,156.2,99.25,101
ARG,ARG.19_1,RAPE,3.048,4.91,1.443,1.666,1.229
ARG,ARG.1_1,RAPE,1.368,2.749,0.9445,1.322,1.234
ARG,ARG.21_1,RAPE,26.1,46.03,17.09,23.18,21.4
ARG,ARG.22_1,RAPE,1455,1885,393.1,251.1,58.73
ARG,ARG.3_1,RAPE,497.5,389.8,326.2,108.2,33.13
ARG,ARG.6_1,RAPE,1.844,3.001,0.8792,1.01,0.7405
ARG,ARG.7_1,RAPE,1.179,0.7751,0.4656,0.2499,0.423
ARG,ARG.8_1,RAPE,8.516,13.31,3.85,4.282,3.071
ARG,ARG.9_1,RAPE,19.39,16.76,17.7,9.559,7.888
AUS,AUS.10_1,RAPE,0.3281,0.1466,0.09255,0.06395,0.06635
AUS,AUS.11_1,RAPE,0.4527,0.2011,0.1258,0.08508,0.08715
AUS,AUS.2_1,RAPE,17.47,7.867,5.085,3.586,3.823
AUS,AUS.5_1,RAPE,0.4078,0.1979,0.1375,0.1021,0.1149
AUS,AUS.7_1,RAPE,2.543,1.335,1.023,0.7835,0.8649
AUS,AUS.8_1,RAPE,0.1228,0.05484,0.03446,0.02288,0.02272
AUS,AUS.9_1,RAPE,1.91,0.8816,0.5594,0.4065,0.4436
AUT,AUT.1_1,RAPE,0.1069,0.1106,0.1031,0.08653,0.07192
AUT,AUT.2_1,RAPE,2.77,3.127,2.736,2.806,2.585
AUT,AUT.3_1,RAPE,0.4707,0.5397,0.4936,0.5025,0.4507
AUT,AUT.4_1,RAPE,0.4846,0.4998,0.4077,0.355,0.3019
AUT,AUT.5_1,RAPE,18.17,18.33,14.77,13,10.19
AUT,AUT.6_1,RAPE,3.253,3.228,2.6,2.321,1.854
AUT,AUT.8_1,RAPE,0.1049,0.1043,0.07518,0.07085,0.05949
AUT,AUT.9_1,RAPE,0.3248,0.3213,0.2526,0.2144,0.1576
AZE,AZE.2_1,RAPE,0.01661,0.01477,0.01293,0.01108,0.009238
AZE,AZE.5_1,RAPE,0,0,0,0,0
AZE,AZE.6_1,RAPE,0.008929,0.005357,0.001786,0,0
BEL,BEL.2_1,RAPE,0.4652,0.4827,0.3811,0.2889,0.305
BEL,BEL.3_1,RAPE,0.2719,0.2594,0.1729,0.121,0.112
BGD,BGD.1_1,RAPE,0.01195,0.01388,0.07171,0.1215,0.1459
BGD,BGD.2_1,RAPE,28.65,22.41,18.33,11.58,10.25
BGD,BGD.3_1,RAPE,0.1255,0.08853,0.06892,0.04845,0.05239
BGD,BGD.4_1,RAPE,0.0281,0.02964,0.02998,0.0435,0.07819
BGD,BGD.5_1,RAPE,0.06607,0.05076,0.04124,0.02859,0.03104
BGD,BGD.6_1,RAPE,0.07658,0.06215,0.05891,0.04048,0.04577
BGD,BGD.7_1,RAPE,1.822,1.547,1.46,1.122,1.174
BGD,BGD.8_1,RAPE,1.857,1.395,1.131,0.6955,0.5984
BGR,BGR.10_1,RAPE,0.6779,0.4063,0.4072,0.3049,0.2464
BGR,BGR.11_1,RAPE,0.1875,0.1273,0.144,0.2973,0.233
BGR,BGR.12_1,RAPE,0.02325,0.01544,0.01708,0.02137,0.01528
BGR,BGR.13_1,RAPE,0.1799,0.1312,0.131,0.08989,0.1514
BGR,BGR.14_1,RAPE,0.2182,0.14,0.1491,0.1763,0.1175
BGR,BGR.15_1,RAPE,0.0111,0.007308,0.007992,0.009851,0.006895
BGR,BGR.16_1,RAPE,0.3818,0.2349,0.3545,0.3172,0.3194
BGR,BGR.17_1,RAPE,0.0557,0.03636,0.0393,0.04769,0.03351
BGR,BGR.18_1,RAPE,0.296,0.1924,0.2081,0.2445,0.172
BGR,BGR.19_1,RAPE,0.5643,0.4413,0.5103,0.683,0.5387
BGR,BGR.1_1,RAPE,11.22,7.163,7.591,8.896,5.794
BGR,BGR.20_1,RAPE,718.9,458.9,481.4,559.4,357.8
BGR,BGR.21_1,RAPE,2.621,1.708,1.779,2.076,1.368
BGR,BGR.22_1,RAPE,0.1995,0.1372,0.1697,0.2471,0.1882
BGR,BGR.23_1,RAPE,0.8158,0.5242,0.5548,0.6534,0.4704
BGR,BGR.24_1,RAPE,0.4572,0.3115,0.5099,0.6592,0.4863
BGR,BGR.25_1,RAPE,0.08436,0.05683,0.06895,0.08883,0.08444
BGR,BGR.26_1,RAPE,0.3709,0.267,0.2872,0.2902,0.2541
BGR,BGR.27_1,RAPE,0.49370000000000003,0.3204,0.3617,0.4186,0.3514
BGR,BGR.28_1,RAPE,0.5413,0.382,0.4465,0.5939,0.5038
BGR,BGR.2_1,RAPE,0.1843,0.1289,0.2738,0.4317,0.3937
BGR,BGR.3_1,RAPE,0.0873,0.05426,0.055,0.05944,0.03524
BGR,BGR.4_1,RAPE,0.354,0.2262,0.2389,0.2785,0.1835
BGR,BGR.5_1,RAPE,0.1026,0.07117,0.08297,0.1244,0.1502
BGR,BGR.6_1,RAPE,2.624,1.695,1.768,2.058,1.369
BGR,BGR.7_1,RAPE,10.99,7.335,8.127,10.23,7.377
BGR,BGR.8_1,RAPE,1.461,0.904,0.9135,1.001,0.5809
BGR,BGR.9_1,RAPE,1.485,0.9622,1.03,1.233,0.8268
BIH,BIH.1_1,RAPE,0.2136,0.4765,0.4128,0.9507,0.8735
BIH,BIH.2_1,RAPE,0.9677,1.669,1.644,1.844,3.621
BIH,BIH.3_1,RAPE,0.6969,1.813,1.316,1.22,1.245
BLR,BLR.1_1,RAPE,0.7319,0.7273,0.5943,0.4931,0.4763
BLR,BLR.2_1,RAPE,0.5805,0.5289,0.4164,0.3308,0.3044
BLR,BLR.3_1,RAPE,0.9275,0.8934,0.7456,0.6281,0.6058
BLR,BLR.4_1,RAPE,0.6752,0.6679,0.5686,0.4869,0.4856
BLR,BLR.5_1,RAPE,1.183,1.161,0.9678,0.8351,0.8179
BLR,BLR.6_1,RAPE,2.352,2.218,1.821,1.49,1.416
BLR,BLR.7_1,RAPE,0.6426,0.5693,0.4378,0.3195,0.2646
BOL,BOL.8_1,RAPE,23.3,13.07,8.526,7.645,11.47
BOL,BOL.9_1,RAPE,30.93,25.9,24.5,11.29,6.781
BRA,BRA.11_1,RAPE,54.73,47.71,45.1,27.15,23.52
