GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AGO,AGO.10_1,COCO,16.33,16.32,14.76,19.6,21.81
AGO,AGO.11_1,COCO,2.393,2.203,2.024,1.853,1.675
AGO,AGO.12_1,COCO,26730,22090,6870,3729,1097
AGO,AGO.17_1,COCO,38730,54930,33100,41050,41000
AGO,AGO.18_1,COCO,46.93,51.61,24.16,27.13,23
AGO,AGO.1_1,COCO,31.84,32.08,32.2,35.39,36.83
AGO,AGO.4_1,COCO,38.64,34.51,35.23,40.23,38.53
AGO,AGO.5_1,COCO,680.7,586.3,495.4,406.4,315.6
AGO,AGO.6_1,COCO,20980,26770,27720,28040,28900
AGO,AGO.7_1,COCO,2881,2970,3131,3327,3612
AGO,AGO.8_1,COCO,5.179,4.951,4.372,3.948,3.453
ARG,ARG.14_1,COCO,11.55,12.45,12.95,12.63,12.44
BEN,BEN.11_1,COCO,2.102,2.327,1.97,1.59,1.247
BEN,BEN.12_1,COCO,0.141,0.1477,0.07254,0.06095,0.04614
BEN,BEN.5_1,COCO,7.181,8.255,4.974,4.867,4.132
BEN,BEN.6_1,COCO,7.292,7.926,4.005,3.318,2.377
BEN,BEN.7_1,COCO,0.1824,0.1937,0.09635,0.08059,0.05999
BFA,BFA.13_1,COCO,1.391,1.474,1.525,1.622,1.654
BFA,BFA.2_1,COCO,1.112,1.113,1.139,1.247,1.778
BFA,BFA.3_1,COCO,0,0,0,0,0
BFA,BFA.6_1,COCO,0.9466,0.6685,1.109,1.311,1.555
BLZ,BLZ.2_1,COCO,8.078,7.559,6.965,6.965,9.359
BLZ,BLZ.3_1,COCO,2.799,1.952,0.8907,1.503,1.164
BLZ,BLZ.4_1,COCO,5.173,3.219,1.522,2.564,2.006
BLZ,BLZ.5_1,COCO,24.62,15.55,6.9,11.23,8.942
BLZ,BLZ.6_1,COCO,461.9,382.1,230.7,324.5,360.6
BOL,BOL.2_1,COCO,102.7,109.9,115.5,118.2,122.6
BOL,BOL.3_1,COCO,68.6,67.89,68.79,76.26,76.69
BOL,BOL.4_1,COCO,247.6,156.3,92.61,52.38,28.41
BOL,BOL.6_1,COCO,85.07,87.96,89.34,84.8,86.06
BOL,BOL.8_1,COCO,79.79,75.87,73.73,68.62,64.89
BRA,BRA.10_1,COCO,38.52,34.91,36.86,37.8,36.89
BRA,BRA.12_1,COCO,31.62,26.52,25.45,23.41,21.01
BRA,BRA.13_1,COCO,84.45,78.38,84.08,103.9,142.3
BRA,BRA.14_1,COCO,46.46,43.03,44.62,46.79,48.07
BRA,BRA.16_1,COCO,135.1,174.1,192.1,190.6,190.1
BRA,BRA.17_1,COCO,0.06188,0.05155,0.04803,0.04505,0.0409
BRA,BRA.18_1,COCO,431.9,470.3,468.5,514.9,497.8
BRA,BRA.1_1,COCO,50.69,54.12,56.91,55.11,55.13
BRA,BRA.22_1,COCO,26.97,19.58,15.92,13.2,10.5
BRA,BRA.23_1,COCO,325.2,316,329.8,358.9,369.3
BRA,BRA.26_1,COCO,9.238,8.442,8.81,9.095,8.851
BRA,BRA.27_1,COCO,16.73,15.43,15.01,16.91,21.47
BRA,BRA.2_1,COCO,0,0,0,0,0
BRA,BRA.4_1,COCO,624.9,580.7,653.8,692.6,712.5
BRA,BRA.5_1,COCO,37.72,32.86,32.78,34.22,33.99
BRA,BRA.6_1,COCO,76.2,70.47,69.68,73.81,87.38
BRA,BRA.8_1,COCO,8.864,7.472,7.7,7.889,7.958
BRA,BRA.9_1,COCO,4.877,4.295,4.351,4.265,4.889
BRN,BRN.1_1,COCO,127.1,148.4,141.3,222.2,140.4
BRN,BRN.2_1,COCO,101.8,79.6,45.16,30.86,4.28
BRN,BRN.3_1,COCO,24.66,20.3,15.25,17.45,7.275
BRN,BRN.4_1,COCO,55.74,43.63,29.18,30.01,7.108
CAF,CAF.11_1,COCO,342.6,370.2,381.7,437.6,448.5
CAF,CAF.12_1,COCO,579,710.1,769.4,729.1,749.3
CAF,CAF.13_1,COCO,494.5,514.8,510,529.6,566.5
CAF,CAF.14_1,COCO,3.783,3.978,3.947,3.948,5.02
CAF,CAF.16_1,COCO,1434,1617,1645,1673,1703
CAF,CAF.2_1,COCO,8930,7818,6876,5835,4827
CAF,CAF.3_1,COCO,184.2,213.1,200.8,207.4,223
CAF,CAF.5_1,COCO,3049,2553,2168,1794,1498
CAF,CAF.6_1,COCO,633,686.8,646.2,730.9,760.2
CAF,CAF.7_1,COCO,1981,2292,2385,2527,2631
CAF,CAF.8_1,COCO,2023,2388,2513,2779,2755
CAF,CAF.9_1,COCO,1029,1002,989.8,984.8,954.5
CIV,CIV.10_1,COCO,3.923,4.388,4.723,5.511,6.108
CIV,CIV.11_1,COCO,10.69,12.12,12.78,13.96,14.83
CIV,CIV.12_1,COCO,14.86,15.35,15.36,15.39,15.42
CIV,CIV.13_1,COCO,12.59,15.43,17.19,19.35,22.85
CIV,CIV.14_1,COCO,9.052,9.144,9.69,10.54,10.95
CIV,CIV.1_1,COCO,34.9,37.39,38.68,41.85,43.46
CIV,CIV.2_1,COCO,19.42,19.65,19.75,20.29,20.64
CIV,CIV.3_1,COCO,34.28,35.46,37.46,39.15,40.68
CIV,CIV.4_1,COCO,13.35,14.91,15.98,17.64,18.58
CIV,CIV.5_1,COCO,16.83,17.27,17.63,18.03,18.37
CIV,CIV.6_1,COCO,22.22,22.78,23.11,24.27,24.92
CIV,CIV.7_1,COCO,40.37,41.51,41.89,43.67,44.44
