GID_0,crop_type,LD_2020,LD_2021,LD_2022,LD_2023,LD_2024,production_2020,production_2021,production_2022,production_2023,production_2024,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,OPUL,0.3862614418519502,0.31106194251232144,0.24861755303833946,0.19219123551289957,0.14055285833098397,84.31843530612397,84.31843530612397,84.31843530612397,84.31843530612397,84.31843530612397,0.004581,0.003689,0.002949,0.002279,0.001667
AGO,OPUL,3.948610433528939,3.4996580493010434,3.0120755253628357,2.5903042162033922,2.148394959860624,1539.0187223045216,1539.0187223045216,1539.0187223045216,1539.0187223045216,1539.0187223045216,0.002566,0.002274,0.001957,0.001683,0.001396
ALA,OPUL,0.12722391300959748,0.11287259769848546,0.11177994140008396,0.09770970494853512,0.08383556614240051,3.590200287475356,3.590200287475356,3.590200287475356,3.590200287475356,3.590200287475356,0.03544,0.03144,0.03113,0.02722,0.02335
ALB,OPUL,0.2635742179138998,0.220136909594788,0.18029755521214322,0.14590042585108773,0.11743444003076096,41.696222011764384,41.696222011764384,41.696222011764384,41.696222011764384,41.696222011764384,0.006321,0.00528,0.004324,0.003499,0.002816
ARG,OPUL,73.74789399932321,56.42012800459329,40.40703554511411,27.175648093740488,18.461594656782914,6843.569449457509,6843.569449457509,6843.569449457509,6843.569449457509,6843.569449457509,0.01078,0.008244,0.005904,0.003971,0.002698
ARM,OPUL,0.00209405470613554,0.0016168547643592502,0.0011832364931815642,9.285460330461871e-4,7.47095531207041e-4,3.0322366214712813,3.0322366214712813,3.0322366214712813,3.0322366214712813,3.0322366214712813,6.906e-4,5.332e-4,3.902e-4,3.062e-4,2.464e-4
AUS,OPUL,389.95869171723183,394.14990128604546,367.42433527779735,339.50979659621026,309.4804092898815,70755.051428072,70755.051428072,70755.051428072,70755.051428072,70755.051428072,0.005511,0.005571,0.005193,0.004798,0.004374
AUT,OPUL,1.4821360741392484,1.2798413417798093,1.0771476745825277,0.898788453826122,0.7312248661484021,210.86911429645744,210.86911429645744,210.86911429645744,210.86911429645744,210.86911429645744,0.007029,0.006069,0.005108,0.004262,0.003468
AZE,OPUL,3.639085365520288,3.039253802049382,2.5200572359887445,2.1148898271016274,1.750538277246428,282.7920917848727,282.7920917848727,282.7920917848727,282.7920917848727,282.7920917848727,0.01287,0.01075,0.008911,0.007479,0.00619
BDI,OPUL,15.287841996435896,11.684321385450362,8.800795681589046,6.636548689716168,4.895240675090632,6824.961938996501,6824.961938996501,6824.961938996501,6824.961938996501,6824.961938996501,0.00224,0.001712,0.00129,9.724e-4,7.173e-4
BEL,OPUL,0.9577636674759806,0.8910817848437267,0.8232650103639823,0.748066706632429,0.6716864716032092,668.892333255952,668.892333255952,668.892333255952,668.892333255952,668.892333255952,0.001432,0.001332,0.001231,0.001118,0.001004
BEN,OPUL,61.224422002057786,53.542179173071666,46.04402780347312,38.633982392791445,31.07267910636219,22796.72411876665,22796.72411876665,22796.72411876665,22796.72411876665,22796.72411876665,0.002686,0.002349,0.00202,0.001695,0.001363
BFA,OPUL,28.430589837492242,24.786036114642688,21.238938054763565,17.745994846132604,14.313067925256318,10414.976415370997,10414.976415370997,10414.976415370997,10414.976415370997,10414.976415370997,0.00273,0.00238,0.002039,0.001704,0.001374
BGD,OPUL,165.8253895281993,156.53048965572287,143.25758823675136,129.02745586004565,113.32728063418823,4892.308915895574,4892.308915895574,4892.308915895574,4892.308915895574,4892.308915895574,0.0339,0.032,0.02928,0.02637,0.02316
BGR,OPUL,1.9071438684871962,1.8223642236236897,1.7421147113577813,1.7417173580891314,1.627788655495835,386.8621652714283,386.8621652714283,386.8621652714283,386.8621652714283,386.8621652714283,0.00493,0.004711,0.004503,0.004502,0.004208
BHR,OPUL,0,0,0,0,0,0.06174508600070663,0.06174508600070663,0.06174508600070663,0.06174508600070663,0.06174508600070663,0,0,0,0,0
BIH,OPUL,0.10457111423456607,0.09692452242184955,0.088044668590663,0.07885732285257921,0.06980335382366278,103.02318882706544,103.02318882706544,103.02318882706544,103.02318882706544,103.02318882706544,0.001015,9.408e-4,8.546e-4,7.654e-4,6.775e-4
BLR,OPUL,26.055043369309757,23.85735960872732,21.830040512530303,19.824306598653965,17.91368102254883,1175.2693108886099,1175.2693108886099,1175.2693108886099,1175.2693108886099,1175.2693108886099,0.02217,0.0203,0.01857,0.01687,0.01524
BLZ,OPUL,269.01722859257694,250.68476565598974,228.26285288444075,224.71890930208457,239.82311143144412,646.2267827326858,646.2267827326858,646.2267827326858,646.2267827326858,646.2267827326858,0.4163,0.3879,0.3532,0.3477,0.3711
BOL,OPUL,347.7551223643219,353.9338329402037,367.5420166401222,367.6016874083788,360.309532365799,4094.8149874715596,4094.8149874715596,4094.8149874715596,4094.8149874715596,4094.8149874715596,0.08493,0.08643,0.08976,0.08977,0.08799
BRA,OPUL,616.4418366570533,604.7987439022447,581.4603549929667,555.8842639619758,525.3042954403952,3157.1051001470055,3157.1051001470055,3157.1051001470055,3157.1051001470055,3157.1051001470055,0.1953,0.1916,0.1842,0.1761,0.1664
BRB,OPUL,1.48554099152723,1.2870103078503004,1.0830425265938286,0.8816990919888898,0.6828587933689919,388.18134533031935,388.18134533031935,388.18134533031935,388.18134533031935,388.18134533031935,0.003827,0.003315,0.00279,0.002271,0.001759
BTN,OPUL,1.9632396805097052,1.8426751328406523,1.7080641173893198,1.5619660680469016,1.3899601429829795,15.911196544045222,15.911196544045222,15.911196544045222,15.911196544045222,15.911196544045222,0.1234,0.1158,0.1073,0.09817,0.08736
BWA,OPUL,2.231554821247006,2.129018618713424,2.0059656035710054,1.7976507342229133,1.5896906985996484,130.6188652869141,130.6188652869141,130.6188652869141,130.6188652869141,130.6188652869141,0.01708,0.0163,0.01536,0.01376,0.01217
CAF,OPUL,1434.9988466342709,1339.5977155669987,1221.1480842698015,1118.3539357666923,981.2123923364289,32099.560030973713,32099.560030973713,32099.560030973713,32099.560030973713,32099.560030973713,0.0447,0.04173,0.03804,0.03484,0.03057
CAN,OPUL,2745.3314085653783,2619.924745837494,2437.19386821826,2249.4197836328894,2042.5861407047223,156282.73280401976,156282.73280401976,156282.73280401976,156282.73280401976,156282.73280401976,0.01757,0.01676,0.01559,0.01439,0.01307
CHE,OPUL,0.31602047607113,0.2917677829705963,0.2676358776781624,0.24399758787916312,0.21982728075691782,9.117243342867802,9.117243342867802,9.117243342867802,9.117243342867802,9.117243342867802,0.03466,0.032,0.02935,0.02676,0.02411
CHL,OPUL,451.0957948043186,412.4119552665091,371.26016393074457,326.7836560529093,281.3537463573483,6523.346321985669,6523.346321985669,6523.346321985669,6523.346321985669,6523.346321985669,0.06915,0.06322,0.05691,0.05009,0.04313
