GID_0,crop_type,LD_2020,LD_2021,LD_2022,LD_2023,LD_2024,production_2020,production_2021,production_2022,production_2023,production_2024,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,WHEA,2.430542174238075,1.877705913883565,1.3787422857484048,0.9780039976629443,0.6468654731529208,23029.701521678722,17936.216775720604,16983.751266216448,19172.833127081867,18258.936670438365,1.055e-4,1.047e-4,8.118e-5,5.101e-5,3.543e-5
AGO,WHEA,125.40751959822677,124.05259455642998,114.25768939613012,103.01584388629239,92.78053178862034,2030.771244243332,4286.994482748165,3745.366279949011,9569.280289527718,7822.192966362959,0.06175,0.02894,0.03051,0.01077,0.01186
ALA,WHEA,2.7589902081332327,2.329951730277815,2.2502356104533474,1.8591386518255884,1.503056243052015,66.47052659549664,66.52280308665851,81.72945351574681,72.51233365737212,76.16222857535831,0.04151,0.03502,0.02753,0.02564,0.01973
ALB,WHEA,4.8236961290884235,4.666865800029868,4.5370361550500515,4.128763578266207,3.769474310115037,4381.082100635008,4231.900751388054,4379.005638521443,4392.814590730446,4364.796776773286,0.001101,0.001103,0.001036,9.399e-4,8.636e-4
ARG,WHEA,5867.392565225885,5169.355148322541,4466.058590752635,3789.2483731055822,3141.6984065945016,2827486.185134575,2525655.9666012228,3171233.775185075,1800703.3255380567,2197184.3383964454,0.002075,0.002047,0.001408,0.002104,0.00143
ARM,WHEA,0.8219001493701803,0.6008830582472473,0.4487518749743804,0.3559438761459085,0.2979516240351983,729.449528460701,627.7570153918587,747.8191637493084,863.8560363889414,814.7744928241065,0.001127,9.572e-4,6.001e-4,4.12e-4,3.657e-4
AUS,WHEA,1258.314670721931,1114.6532845386196,965.9126543163409,827.2404054718179,700.3996959957121,940042.197412459,2072382.4480917063,2352503.1903093536,2674632.167105347,2410749.4442946054,0.001339,5.379e-4,4.106e-4,3.093e-4,2.905e-4
AUT,WHEA,28.540922604768625,26.386148509989685,24.131809414333993,21.91283186333923,19.517157786101468,8582.974275379845,8061.528775590195,8866.918730237758,9061.015950949262,8918.786237435583,0.003325,0.003273,0.002722,0.002418,0.002188
AZE,WHEA,12.738811878641695,9.730930806494777,7.451204047898687,5.952924567765034,4.659771628611587,28631.0614618543,28916.821199762366,26642.986748946605,28225.942112878307,27560.78622522058,4.449e-4,3.365e-4,2.797e-4,2.109e-4,1.691e-4
BDI,WHEA,3.2145914601839247,2.8703916046568883,2.4888384106892962,2.1265093234987824,1.794150414435727,556.6224254115452,1267.0901269620558,1110.1062941228206,1085.6055686596508,1133.1106503747105,0.005775,0.002265,0.002242,0.001959,0.001583
