GID_0,GID_1,crop_type,SOYB_LD_2020,SOYB_LD_2021,SOYB_LD_2022,SOYB_LD_2023,SOYB_LD_2024,SOYB_production_2020,SOYB_production_2021,SOYB_production_2022,SOYB_production_2023,SOYB_production_2024,SOYB_EF_2020,SOYB_EF_2021,SOYB_EF_2022,SOYB_EF_2023,SOYB_EF_2024,co_product,functional_unit,allocation_ratio,co_product_EF_2020,co_product_EF_2021,co_product_EF_2022,co_product_EF_2023,co_product_EF_2024
AGO,AGO.13_1,SOYB,5.372529550141196,5.242370208705874,5.179001180592023,5.592134943128608,5.929909502928699,1.186732287948316,1.1665996361889124,1.1683815634409094,1.395530395248092,1.3248469683000657,4.527,4.494,4.433,4.007,4.476,Soybean,1 kg soybean,1,4.527,4.494,4.433,4.007,4.476
AGO,AGO.13_1,SOYB,5.372529550141196,5.242370208705874,5.179001180592023,5.592134943128608,5.929909502928699,1.186732287948316,1.1665996361889124,1.1683815634409094,1.395530395248092,1.3248469683000657,4.527,4.494,4.433,4.007,4.476,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,8.6013,8.538599999999999,8.422699999999999,7.613299999999999,8.5044
AGO,AGO.13_1,SOYB,5.372529550141196,5.242370208705874,5.179001180592023,5.592134943128608,5.929909502928699,1.186732287948316,1.1665996361889124,1.1683815634409094,1.395530395248092,1.3248469683000657,4.527,4.494,4.433,4.007,4.476,Soy lecithin,1 kg soy lecithin,1.4,6.3378,6.291599999999999,6.206199999999999,5.609799999999999,6.2664
AGO,AGO.13_1,SOYB,5.372529550141196,5.242370208705874,5.179001180592023,5.592134943128608,5.929909502928699,1.186732287948316,1.1665996361889124,1.1683815634409094,1.395530395248092,1.3248469683000657,4.527,4.494,4.433,4.007,4.476,Ground soybeans,1 kg ground soybean,0.8,3.6216000000000004,3.5952,3.5464,3.2056,3.5808
AGO,AGO.14_1,SOYB,282.66324139419663,286.81438197863304,282.07813245646855,290.2495737540392,301.4025646131089,51.06646059153983,50.20012934049398,50.27680772762071,60.05128423398588,57.00969475894367,5.535,5.713,5.611,4.833,5.287,Soybean oil,1 kg soybean oil,2.1,11.6235,11.997300000000001,11.7831,10.1493,11.1027
AGO,AGO.14_1,SOYB,282.66324139419663,286.81438197863304,282.07813245646855,290.2495737540392,301.4025646131089,51.06646059153983,50.20012934049398,50.27680772762071,60.05128423398588,57.00969475894367,5.535,5.713,5.611,4.833,5.287,Soybean,1 kg soybean,1,5.535,5.713,5.611,4.833,5.287
AGO,AGO.14_1,SOYB,282.66324139419663,286.81438197863304,282.07813245646855,290.2495737540392,301.4025646131089,51.06646059153983,50.20012934049398,50.27680772762071,60.05128423398588,57.00969475894367,5.535,5.713,5.611,4.833,5.287,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,10.5165,10.8547,10.6609,9.1827,10.0453
AGO,AGO.14_1,SOYB,282.66324139419663,286.81438197863304,282.07813245646855,290.2495737540392,301.4025646131089,51.06646059153983,50.20012934049398,50.27680772762071,60.05128423398588,57.00969475894367,5.535,5.713,5.611,4.833,5.287,Soy lecithin,1 kg soy lecithin,1.4,7.749,7.9982,7.8553999999999995,6.7661999999999995,7.4018
AGO,AGO.14_1,SOYB,282.66324139419663,286.81438197863304,282.07813245646855,290.2495737540392,301.4025646131089,51.06646059153983,50.20012934049398,50.27680772762071,60.05128423398588,57.00969475894367,5.535,5.713,5.611,4.833,5.287,Ground soybeans,1 kg ground soybean,0.8,4.428,4.5704,4.4888,3.8664000000000005,4.2296000000000005
AGO,AGO.15_1,SOYB,2426.973228940267,2604.376260402631,2844.5571642165983,3028.874180780258,3215.6745423514944,81.31449249397399,79.93569002089087,80.05815070988574,95.62361043497351,90.77993726544214,29.85,32.58,35.53,31.67,35.42,Soybean oil,1 kg soybean oil,2.1,62.685,68.418,74.613,66.507,74.382
AGO,AGO.15_1,SOYB,2426.973228940267,2604.376260402631,2844.5571642165983,3028.874180780258,3215.6745423514944,81.31449249397399,79.93569002089087,80.05815070988574,95.62361043497351,90.77993726544214,29.85,32.58,35.53,31.67,35.42,Soybean,1 kg soybean,1,29.85,32.58,35.53,31.67,35.42
AGO,AGO.15_1,SOYB,2426.973228940267,2604.376260402631,2844.5571642165983,3028.874180780258,3215.6745423514944,81.31449249397399,79.93569002089087,80.05815070988574,95.62361043497351,90.77993726544214,29.85,32.58,35.53,31.67,35.42,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,56.715,61.901999999999994,67.507,60.173,67.298
AGO,AGO.15_1,SOYB,2426.973228940267,2604.376260402631,2844.5571642165983,3028.874180780258,3215.6745423514944,81.31449249397399,79.93569002089087,80.05815070988574,95.62361043497351,90.77993726544214,29.85,32.58,35.53,31.67,35.42,Soy lecithin,1 kg soy lecithin,1.4,41.79,45.611999999999995,49.742,44.338,49.588
AGO,AGO.15_1,SOYB,2426.973228940267,2604.376260402631,2844.5571642165983,3028.874180780258,3215.6745423514944,81.31449249397399,79.93569002089087,80.05815070988574,95.62361043497351,90.77993726544214,29.85,32.58,35.53,31.67,35.42,Ground soybeans,1 kg ground soybean,0.8,23.880000000000003,26.064,28.424000000000003,25.336000000000002,28.336000000000002
AGO,AGO.16_1,SOYB,7.7005929401129745,5.625008759282619,3.7436588010591936,2.0891821216983018,0.8507876101663532,0.4909241419482286,0.4825957220590092,0.4833328648131792,0.577299167476329,0.548059042237627,15.69,11.66,7.746,3.619,1.552,Soybean oil,1 kg soybean oil,2.1,32.949,24.486,16.2666,7.599900000000001,3.2592000000000003
AGO,AGO.16_1,SOYB,7.7005929401129745,5.625008759282619,3.7436588010591936,2.0891821216983018,0.8507876101663532,0.4909241419482286,0.4825957220590092,0.4833328648131792,0.577299167476329,0.548059042237627,15.69,11.66,7.746,3.619,1.552,Soybean,1 kg soybean,1,15.69,11.66,7.746,3.619,1.552
AGO,AGO.16_1,SOYB,7.7005929401129745,5.625008759282619,3.7436588010591936,2.0891821216983018,0.8507876101663532,0.4909241419482286,0.4825957220590092,0.4833328648131792,0.577299167476329,0.548059042237627,15.69,11.66,7.746,3.619,1.552,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,29.810999999999996,22.154,14.7174,6.8761,2.9488
AGO,AGO.16_1,SOYB,7.7005929401129745,5.625008759282619,3.7436588010591936,2.0891821216983018,0.8507876101663532,0.4909241419482286,0.4825957220590092,0.4833328648131792,0.577299167476329,0.548059042237627,15.69,11.66,7.746,3.619,1.552,Soy lecithin,1 kg soy lecithin,1.4,21.965999999999998,16.323999999999998,10.8444,5.0666,2.1728
AGO,AGO.16_1,SOYB,7.7005929401129745,5.625008759282619,3.7436588010591936,2.0891821216983018,0.8507876101663532,0.4909241419482286,0.4825957220590092,0.4833328648131792,0.577299167476329,0.548059042237627,15.69,11.66,7.746,3.619,1.552,Ground soybeans,1 kg ground soybean,0.8,12.552,9.328000000000001,6.1968000000000005,2.8952000000000004,1.2416
AGO,AGO.17_1,SOYB,269437.29079857044,322941.54515326495,345439.84933099576,376173.28034522774,393229.13873796375,256.62386122519604,252.2767966517462,252.66590196298264,301.76026901787924,286.4823050657263,1050,1280,1367,1247,1373,Soybean oil,1 kg soybean oil,2.1,2205,2688,2870.7000000000003,2618.7000000000003,2883.3
AGO,AGO.17_1,SOYB,269437.29079857044,322941.54515326495,345439.84933099576,376173.28034522774,393229.13873796375,256.62386122519604,252.2767966517462,252.66590196298264,301.76026901787924,286.4823050657263,1050,1280,1367,1247,1373,Soybean,1 kg soybean,1,1050,1280,1367,1247,1373
AGO,AGO.17_1,SOYB,269437.29079857044,322941.54515326495,345439.84933099576,376173.28034522774,393229.13873796375,256.62386122519604,252.2767966517462,252.66590196298264,301.76026901787924,286.4823050657263,1050,1280,1367,1247,1373,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,1995,2432,2597.2999999999997,2369.2999999999997,2608.7
AGO,AGO.17_1,SOYB,269437.29079857044,322941.54515326495,345439.84933099576,376173.28034522774,393229.13873796375,256.62386122519604,252.2767966517462,252.66590196298264,301.76026901787924,286.4823050657263,1050,1280,1367,1247,1373,Soy lecithin,1 kg soy lecithin,1.4,1470,1792,1913.8,1745.8,1922.1999999999998
AGO,AGO.17_1,SOYB,269437.29079857044,322941.54515326495,345439.84933099576,376173.28034522774,393229.13873796375,256.62386122519604,252.2767966517462,252.66590196298264,301.76026901787924,286.4823050657263,1050,1280,1367,1247,1373,Ground soybeans,1 kg ground soybean,0.8,840,1024,1093.6000000000001,997.6,1098.4
AGO,AGO.18_1,SOYB,27.055998908728117,28.60386781023256,28.140513944827497,31.165845467485855,30.439825141039883,1.8763753516533177,1.8478701866435157,1.852618651131887,2.198861569448732,2.0906377973115085,14.42,15.48,15.19,14.17,14.56,Soybean oil,1 kg soybean oil,2.1,30.282,32.508,31.899,29.757,30.576000000000004
AGO,AGO.18_1,SOYB,27.055998908728117,28.60386781023256,28.140513944827497,31.165845467485855,30.439825141039883,1.8763753516533177,1.8478701866435157,1.852618651131887,2.198861569448732,2.0906377973115085,14.42,15.48,15.19,14.17,14.56,Soybean,1 kg soybean,1,14.42,15.48,15.19,14.17,14.56
AGO,AGO.18_1,SOYB,27.055998908728117,28.60386781023256,28.140513944827497,31.165845467485855,30.439825141039883,1.8763753516533177,1.8478701866435157,1.852618651131887,2.198861569448732,2.0906377973115085,14.42,15.48,15.19,14.17,14.56,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,27.398,29.412,28.860999999999997,26.923,27.663999999999998
AGO,AGO.18_1,SOYB,27.055998908728117,28.60386781023256,28.140513944827497,31.165845467485855,30.439825141039883,1.8763753516533177,1.8478701866435157,1.852618651131887,2.198861569448732,2.0906377973115085,14.42,15.48,15.19,14.17,14.56,Soy lecithin,1 kg soy lecithin,1.4,20.188,21.672,21.266,19.837999999999997,20.384
AGO,AGO.18_1,SOYB,27.055998908728117,28.60386781023256,28.140513944827497,31.165845467485855,30.439825141039883,1.8763753516533177,1.8478701866435157,1.852618651131887,2.198861569448732,2.0906377973115085,14.42,15.48,15.19,14.17,14.56,Ground soybeans,1 kg ground soybean,0.8,11.536000000000001,12.384,12.152000000000001,11.336,11.648000000000001
AGO,AGO.1_1,SOYB,2627.067844984463,2718.900745576232,2815.415924867827,3253.439847241268,3310.826955283891,5.621238621451822,5.525875546922306,5.534316067494018,6.6102603214248665,6.2754515246205465,467.3,492,508.7,492.2,527.6,Soybean oil,1 kg soybean oil,2.1,981.33,1033.2,1068.27,1033.6200000000001,1107.96
AGO,AGO.1_1,SOYB,2627.067844984463,2718.900745576232,2815.415924867827,3253.439847241268,3310.826955283891,5.621238621451822,5.525875546922306,5.534316067494018,6.6102603214248665,6.2754515246205465,467.3,492,508.7,492.2,527.6,Soybean,1 kg soybean,1,467.3,492,508.7,492.2,527.6
AGO,AGO.1_1,SOYB,2627.067844984463,2718.900745576232,2815.415924867827,3253.439847241268,3310.826955283891,5.621238621451822,5.525875546922306,5.534316067494018,6.6102603214248665,6.2754515246205465,467.3,492,508.7,492.2,527.6,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,887.87,934.8,966.53,935.18,1002.4399999999999
AGO,AGO.1_1,SOYB,2627.067844984463,2718.900745576232,2815.415924867827,3253.439847241268,3310.826955283891,5.621238621451822,5.525875546922306,5.534316067494018,6.6102603214248665,6.2754515246205465,467.3,492,508.7,492.2,527.6,Soy lecithin,1 kg soy lecithin,1.4,654.22,688.8,712.18,689.0799999999999,738.64
AGO,AGO.1_1,SOYB,2627.067844984463,2718.900745576232,2815.415924867827,3253.439847241268,3310.826955283891,5.621238621451822,5.525875546922306,5.534316067494018,6.6102603214248665,6.2754515246205465,467.3,492,508.7,492.2,527.6,Ground soybeans,1 kg ground soybean,0.8,373.84000000000003,393.6,406.96000000000004,393.76,422.08000000000004
AGO,AGO.2_1,SOYB,1298.3621416878354,1317.1605276175003,1293.641915390553,1300.3950977688075,1351.7400884057024,412.51734594740793,405.5190800747984,406.13849180575914,485.0971871945494,460.5270798643803,3.147,3.248,3.185,2.681,2.935,Soybean oil,1 kg soybean oil,2.1,6.6087,6.820800000000001,6.6885,5.6301000000000005,6.1635
AGO,AGO.2_1,SOYB,1298.3621416878354,1317.1605276175003,1293.641915390553,1300.3950977688075,1351.7400884057024,412.51734594740793,405.5190800747984,406.13849180575914,485.0971871945494,460.5270798643803,3.147,3.248,3.185,2.681,2.935,Soybean,1 kg soybean,1,3.147,3.248,3.185,2.681,2.935
AGO,AGO.2_1,SOYB,1298.3621416878354,1317.1605276175003,1293.641915390553,1300.3950977688075,1351.7400884057024,412.51734594740793,405.5190800747984,406.13849180575914,485.0971871945494,460.5270798643803,3.147,3.248,3.185,2.681,2.935,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,5.979299999999999,6.1712,6.0515,5.0939,5.5765
AGO,AGO.2_1,SOYB,1298.3621416878354,1317.1605276175003,1293.641915390553,1300.3950977688075,1351.7400884057024,412.51734594740793,405.5190800747984,406.13849180575914,485.0971871945494,460.5270798643803,3.147,3.248,3.185,2.681,2.935,Soy lecithin,1 kg soy lecithin,1.4,4.405799999999999,4.5472,4.459,3.7533999999999996,4.109
AGO,AGO.2_1,SOYB,1298.3621416878354,1317.1605276175003,1293.641915390553,1300.3950977688075,1351.7400884057024,412.51734594740793,405.5190800747984,406.13849180575914,485.0971871945494,460.5270798643803,3.147,3.248,3.185,2.681,2.935,Ground soybeans,1 kg ground soybean,0.8,2.5176,2.5984000000000003,2.548,2.1448,2.3480000000000003
AGO,AGO.3_1,SOYB,11742.43388438514,12604.186321376994,13365.57668830703,13834.313094993837,14554.313052624408,771.5292742033864,758.4404500789698,759.5989329595469,907.2750138415524,861.321656336044,15.22,16.62,17.6,15.25,16.9,Soybean oil,1 kg soybean oil,2.1,31.962000000000003,34.902,36.96000000000001,32.025,35.49
AGO,AGO.3_1,SOYB,11742.43388438514,12604.186321376994,13365.57668830703,13834.313094993837,14554.313052624408,771.5292742033864,758.4404500789698,759.5989329595469,907.2750138415524,861.321656336044,15.22,16.62,17.6,15.25,16.9,Soybean,1 kg soybean,1,15.22,16.62,17.6,15.25,16.9
AGO,AGO.3_1,SOYB,11742.43388438514,12604.186321376994,13365.57668830703,13834.313094993837,14554.313052624408,771.5292742033864,758.4404500789698,759.5989329595469,907.2750138415524,861.321656336044,15.22,16.62,17.6,15.25,16.9,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,28.918,31.578,33.44,28.974999999999998,32.10999999999999
AGO,AGO.3_1,SOYB,11742.43388438514,12604.186321376994,13365.57668830703,13834.313094993837,14554.313052624408,771.5292742033864,758.4404500789698,759.5989329595469,907.2750138415524,861.321656336044,15.22,16.62,17.6,15.25,16.9,Soy lecithin,1 kg soy lecithin,1.4,21.308,23.268,24.64,21.349999999999998,23.659999999999997
AGO,AGO.3_1,SOYB,11742.43388438514,12604.186321376994,13365.57668830703,13834.313094993837,14554.313052624408,771.5292742033864,758.4404500789698,759.5989329595469,907.2750138415524,861.321656336044,15.22,16.62,17.6,15.25,16.9,Ground soybeans,1 kg ground soybean,0.8,12.176000000000002,13.296000000000001,14.080000000000002,12.200000000000001,13.52
AGO,AGO.5_1,SOYB,8.68046563214131,7.692414726293803,7.250996902730336,6.317645422564976,6.042704663824023,1.1511485166713669,1.1316195357505177,1.13334803250904,1.3536858824638396,1.2851218744640731,7.541,6.798,6.398,4.667,4.702,Soybean oil,1 kg soybean oil,2.1,15.836100000000002,14.2758,13.4358,9.8007,9.8742
AGO,AGO.5_1,SOYB,8.68046563214131,7.692414726293803,7.250996902730336,6.317645422564976,6.042704663824023,1.1511485166713669,1.1316195357505177,1.13334803250904,1.3536858824638396,1.2851218744640731,7.541,6.798,6.398,4.667,4.702,Soybean,1 kg soybean,1,7.541,6.798,6.398,4.667,4.702
AGO,AGO.5_1,SOYB,8.68046563214131,7.692414726293803,7.250996902730336,6.317645422564976,6.042704663824023,1.1511485166713669,1.1316195357505177,1.13334803250904,1.3536858824638396,1.2851218744640731,7.541,6.798,6.398,4.667,4.702,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,14.3279,12.9162,12.156199999999998,8.867299999999998,8.9338
AGO,AGO.5_1,SOYB,8.68046563214131,7.692414726293803,7.250996902730336,6.317645422564976,6.042704663824023,1.1511485166713669,1.1316195357505177,1.13334803250904,1.3536858824638396,1.2851218744640731,7.541,6.798,6.398,4.667,4.702,Soy lecithin,1 kg soy lecithin,1.4,10.5574,9.517199999999999,8.957199999999998,6.533799999999999,6.5828
AGO,AGO.5_1,SOYB,8.68046563214131,7.692414726293803,7.250996902730336,6.317645422564976,6.042704663824023,1.1511485166713669,1.1316195357505177,1.13334803250904,1.3536858824638396,1.2851218744640731,7.541,6.798,6.398,4.667,4.702,Ground soybeans,1 kg ground soybean,0.8,6.032800000000001,5.438400000000001,5.1184,3.7336,3.7616
AGO,AGO.6_1,SOYB,3530.5802209583285,4229.486722319199,4318.863769813786,4395.240748181698,4387.351019724629,51.942322990706565,51.061132927061905,51.13912645753977,61.08124913213933,57.98749207344178,67.97,82.83,84.45,71.96,75.66,Soybean oil,1 kg soybean oil,2.1,142.737,173.943,177.34500000000003,151.11599999999999,158.886
AGO,AGO.6_1,SOYB,3530.5802209583285,4229.486722319199,4318.863769813786,4395.240748181698,4387.351019724629,51.942322990706565,51.061132927061905,51.13912645753977,61.08124913213933,57.98749207344178,67.97,82.83,84.45,71.96,75.66,Soybean,1 kg soybean,1,67.97,82.83,84.45,71.96,75.66
AGO,AGO.6_1,SOYB,3530.5802209583285,4229.486722319199,4318.863769813786,4395.240748181698,4387.351019724629,51.942322990706565,51.061132927061905,51.13912645753977,61.08124913213933,57.98749207344178,67.97,82.83,84.45,71.96,75.66,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,129.143,157.37699999999998,160.45499999999998,136.724,143.754
AGO,AGO.6_1,SOYB,3530.5802209583285,4229.486722319199,4318.863769813786,4395.240748181698,4387.351019724629,51.942322990706565,51.061132927061905,51.13912645753977,61.08124913213933,57.98749207344178,67.97,82.83,84.45,71.96,75.66,Soy lecithin,1 kg soy lecithin,1.4,95.15799999999999,115.96199999999999,118.22999999999999,100.74399999999999,105.92399999999999
AGO,AGO.6_1,SOYB,3530.5802209583285,4229.486722319199,4318.863769813786,4395.240748181698,4387.351019724629,51.942322990706565,51.061132927061905,51.13912645753977,61.08124913213933,57.98749207344178,67.97,82.83,84.45,71.96,75.66,Ground soybeans,1 kg ground soybean,0.8,54.376000000000005,66.264,67.56,57.568,60.528
AGO,AGO.7_1,SOYB,103.63362575027897,102.03999907847164,103.40740697704776,104.27731048026952,108.50026151945823,7.94410486384206,7.809334875371939,7.821263274972556,9.341820318798494,8.86865837527236,13.05,13.07,13.22,11.16,12.23,Soybean oil,1 kg soybean oil,2.1,27.405,27.447000000000003,27.762000000000004,23.436,25.683000000000003
AGO,AGO.7_1,SOYB,103.63362575027897,102.03999907847164,103.40740697704776,104.27731048026952,108.50026151945823,7.94410486384206,7.809334875371939,7.821263274972556,9.341820318798494,8.86865837527236,13.05,13.07,13.22,11.16,12.23,Soybean,1 kg soybean,1,13.05,13.07,13.22,11.16,12.23
AGO,AGO.7_1,SOYB,103.63362575027897,102.03999907847164,103.40740697704776,104.27731048026952,108.50026151945823,7.94410486384206,7.809334875371939,7.821263274972556,9.341820318798494,8.86865837527236,13.05,13.07,13.22,11.16,12.23,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,24.795,24.833,25.118,21.204,23.237
AGO,AGO.7_1,SOYB,103.63362575027897,102.03999907847164,103.40740697704776,104.27731048026952,108.50026151945823,7.94410486384206,7.809334875371939,7.821263274972556,9.341820318798494,8.86865837527236,13.05,13.07,13.22,11.16,12.23,Soy lecithin,1 kg soy lecithin,1.4,18.27,18.298,18.508,15.623999999999999,17.122
AGO,AGO.7_1,SOYB,103.63362575027897,102.03999907847164,103.40740697704776,104.27731048026952,108.50026151945823,7.94410486384206,7.809334875371939,7.821263274972556,9.341820318798494,8.86865837527236,13.05,13.07,13.22,11.16,12.23,Ground soybeans,1 kg ground soybean,0.8,10.440000000000001,10.456000000000001,10.576,8.928,9.784
AGO,AGO.9_1,SOYB,18131.601580513223,19591.470155428284,21027.512324266907,22770.776507123417,24031.673592579744,2616.4306610118933,2572.0434913985623,2575.9721694544005,3076.7752353091573,2920.936983185807,6.93,7.617,8.163,7.401,8.227,Soybean oil,1 kg soybean oil,2.1,14.553,15.995700000000001,17.142300000000002,15.5421,17.2767
AGO,AGO.9_1,SOYB,18131.601580513223,19591.470155428284,21027.512324266907,22770.776507123417,24031.673592579744,2616.4306610118933,2572.0434913985623,2575.9721694544005,3076.7752353091573,2920.936983185807,6.93,7.617,8.163,7.401,8.227,Soybean,1 kg soybean,1,6.93,7.617,8.163,7.401,8.227
AGO,AGO.9_1,SOYB,18131.601580513223,19591.470155428284,21027.512324266907,22770.776507123417,24031.673592579744,2616.4306610118933,2572.0434913985623,2575.9721694544005,3076.7752353091573,2920.936983185807,6.93,7.617,8.163,7.401,8.227,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,13.166999999999998,14.472299999999999,15.5097,14.0619,15.6313
AGO,AGO.9_1,SOYB,18131.601580513223,19591.470155428284,21027.512324266907,22770.776507123417,24031.673592579744,2616.4306610118933,2572.0434913985623,2575.9721694544005,3076.7752353091573,2920.936983185807,6.93,7.617,8.163,7.401,8.227,Soy lecithin,1 kg soy lecithin,1.4,9.701999999999998,10.6638,11.4282,10.3614,11.5178
AGO,AGO.9_1,SOYB,18131.601580513223,19591.470155428284,21027.512324266907,22770.776507123417,24031.673592579744,2616.4306610118933,2572.0434913985623,2575.9721694544005,3076.7752353091573,2920.936983185807,6.93,7.617,8.163,7.401,8.227,Ground soybeans,1 kg ground soybean,0.8,5.5440000000000005,6.0936,6.5304,5.9208,6.581600000000001
