GID_0,crop_type,COCO_LD_2020,COCO_LD_2021,COCO_LD_2022,COCO_LD_2023,COCO_LD_2024,COCO_production_2020,COCO_production_2021,COCO_production_2022,COCO_production_2023,COCO_production_2024,COCO_EF_2020,COCO_EF_2021,COCO_EF_2022,COCO_EF_2023,COCO_EF_2024,co_product,functional_unit,allocation_ratio,co_product_EF_2020,co_product_EF_2021,co_product_EF_2022,co_product_EF_2023,co_product_EF_2024
DMA,COCO,29186.15654462493,27352.700879710137,25565.84975319447,23782.89219605755,22026.142801585105,113.53473728869646,113.53473728869646,113.53473728869646,113.53473728869646,113.53473728869646,257.1,240.9,225.2,209.5,194,Cocoa beans,1 kg cocoa bean,1,257.1,240.9,225.2,209.5,194
DOM,COCO,789515.1498986679,794931.9216319053,786332.2114582359,826986.4241076706,833728.8646042844,57249.13712779691,52051.406076945445,65338.24454150825,48593.36252125218,53186.76893394547,13.79,15.27,12.03,17.02,15.68,Cocoa liquor,1 kg cocoa liquor,1.2,16.548,18.323999999999998,14.435999999999998,20.424,18.816
DOM,COCO,789515.1498986679,794931.9216319053,786332.2114582359,826986.4241076706,833728.8646042844,57249.13712779691,52051.406076945445,65338.24454150825,48593.36252125218,53186.76893394547,13.79,15.27,12.03,17.02,15.68,Cocoa butter,1 kg cocoa butter,1.6,22.064,24.432000000000002,19.248,27.232,25.088
DOM,COCO,789515.1498986679,794931.9216319053,786332.2114582359,826986.4241076706,833728.8646042844,57249.13712779691,52051.406076945445,65338.24454150825,48593.36252125218,53186.76893394547,13.79,15.27,12.03,17.02,15.68,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,11.032,12.216000000000001,9.624,13.616,12.544
DOM,COCO,789515.1498986679,794931.9216319053,786332.2114582359,826986.4241076706,833728.8646042844,57249.13712779691,52051.406076945445,65338.24454150825,48593.36252125218,53186.76893394547,13.79,15.27,12.03,17.02,15.68,Cocoa powder,1 kg cocoa powder,0.8,11.032,12.216000000000001,9.624,13.616,12.544
DOM,COCO,789515.1498986679,794931.9216319053,786332.2114582359,826986.4241076706,833728.8646042844,57249.13712779691,52051.406076945445,65338.24454150825,48593.36252125218,53186.76893394547,13.79,15.27,12.03,17.02,15.68,Cocoa beans,1 kg cocoa bean,1,13.79,15.27,12.03,17.02,15.68
ECU,COCO,3471273.228898832,3385017.252363688,3500401.8147465913,3531685.88487943,3655793.61270643,227868.87527926927,209977.5782723948,234286.54657970945,261045.49734268,250477.97250333265,15.23,16.12,14.94,13.53,14.6,Cocoa liquor,1 kg cocoa liquor,1.2,18.276,19.344,17.927999999999997,16.235999999999997,17.52
ECU,COCO,3471273.228898832,3385017.252363688,3500401.8147465913,3531685.88487943,3655793.61270643,227868.87527926927,209977.5782723948,234286.54657970945,261045.49734268,250477.97250333265,15.23,16.12,14.94,13.53,14.6,Cocoa butter,1 kg cocoa butter,1.6,24.368000000000002,25.792,23.904,21.648,23.36
ECU,COCO,3471273.228898832,3385017.252363688,3500401.8147465913,3531685.88487943,3655793.61270643,227868.87527926927,209977.5782723948,234286.54657970945,261045.49734268,250477.97250333265,15.23,16.12,14.94,13.53,14.6,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,12.184000000000001,12.896,11.952,10.824,11.68
ECU,COCO,3471273.228898832,3385017.252363688,3500401.8147465913,3531685.88487943,3655793.61270643,227868.87527926927,209977.5782723948,234286.54657970945,261045.49734268,250477.97250333265,15.23,16.12,14.94,13.53,14.6,Cocoa powder,1 kg cocoa powder,0.8,12.184000000000001,12.896,11.952,10.824,11.68
ECU,COCO,3471273.228898832,3385017.252363688,3500401.8147465913,3531685.88487943,3655793.61270643,227868.87527926927,209977.5782723948,234286.54657970945,261045.49734268,250477.97250333265,15.23,16.12,14.94,13.53,14.6,Cocoa beans,1 kg cocoa bean,1,15.23,16.12,14.94,13.53,14.6
FJI,COCO,10.841333262135237,10.088402789608043,9.1053275789469,8.234199887621209,7.499283375219815,3.713676434325138,32.786457663041936,53.58712665837735,48.155364752787506,46.11938177713931,2.919,0.3077,0.1699,0.171,0.1626,Cocoa liquor,1 kg cocoa liquor,1.2,3.5028,0.36923999999999996,0.20387999999999998,0.20520000000000002,0.19512
FJI,COCO,10.841333262135237,10.088402789608043,9.1053275789469,8.234199887621209,7.499283375219815,3.713676434325138,32.786457663041936,53.58712665837735,48.155364752787506,46.11938177713931,2.919,0.3077,0.1699,0.171,0.1626,Cocoa butter,1 kg cocoa butter,1.6,4.6704,0.49232,0.27184,0.2736,0.26016
FJI,COCO,10.841333262135237,10.088402789608043,9.1053275789469,8.234199887621209,7.499283375219815,3.713676434325138,32.786457663041936,53.58712665837735,48.155364752787506,46.11938177713931,2.919,0.3077,0.1699,0.171,0.1626,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,2.3352,0.24616,0.13592,0.1368,0.13008
FJI,COCO,10.841333262135237,10.088402789608043,9.1053275789469,8.234199887621209,7.499283375219815,3.713676434325138,32.786457663041936,53.58712665837735,48.155364752787506,46.11938177713931,2.919,0.3077,0.1699,0.171,0.1626,Cocoa powder,1 kg cocoa powder,0.8,2.3352,0.24616,0.13592,0.1368,0.13008
FJI,COCO,10.841333262135237,10.088402789608043,9.1053275789469,8.234199887621209,7.499283375219815,3.713676434325138,32.786457663041936,53.58712665837735,48.155364752787506,46.11938177713931,2.919,0.3077,0.1699,0.171,0.1626,Cocoa beans,1 kg cocoa bean,1,2.919,0.3077,0.1699,0.171,0.1626
GAB,COCO,325697.75189851463,325615.131176268,349435.82087749866,356865.45406412974,382395.4932519445,30.164329454264173,30.164329454264173,30.164329454264173,31.23817958283598,30.907433743235757,10800,10790,11580,11420,12370,Cocoa liquor,1 kg cocoa liquor,1.2,12960,12948,13896,13704,14844
GAB,COCO,325697.75189851463,325615.131176268,349435.82087749866,356865.45406412974,382395.4932519445,30.164329454264173,30.164329454264173,30.164329454264173,31.23817958283598,30.907433743235757,10800,10790,11580,11420,12370,Cocoa butter,1 kg cocoa butter,1.6,17280,17264,18528,18272,19792
GAB,COCO,325697.75189851463,325615.131176268,349435.82087749866,356865.45406412974,382395.4932519445,30.164329454264173,30.164329454264173,30.164329454264173,31.23817958283598,30.907433743235757,10800,10790,11580,11420,12370,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,8640,8632,9264,9136,9896
GAB,COCO,325697.75189851463,325615.131176268,349435.82087749866,356865.45406412974,382395.4932519445,30.164329454264173,30.164329454264173,30.164329454264173,31.23817958283598,30.907433743235757,10800,10790,11580,11420,12370,Cocoa powder,1 kg cocoa powder,0.8,8640,8632,9264,9136,9896
GAB,COCO,325697.75189851463,325615.131176268,349435.82087749866,356865.45406412974,382395.4932519445,30.164329454264173,30.164329454264173,30.164329454264173,31.23817958283598,30.907433743235757,10800,10790,11580,11420,12370,Cocoa beans,1 kg cocoa bean,1,10800,10790,11580,11420,12370
GHA,COCO,3404552.645366527,3204801.151284462,3061361.2617954444,3104031.2272384167,3172076.388008922,548946.3715867021,716613.6614837662,469859.6715866954,449791.400975826,473441.5239132291,6.202,4.472,6.515,6.901,6.7,Cocoa liquor,1 kg cocoa liquor,1.2,7.442399999999999,5.3664000000000005,7.818,8.2812,8.04
GHA,COCO,3404552.645366527,3204801.151284462,3061361.2617954444,3104031.2272384167,3172076.388008922,548946.3715867021,716613.6614837662,469859.6715866954,449791.400975826,473441.5239132291,6.202,4.472,6.515,6.901,6.7,Cocoa butter,1 kg cocoa butter,1.6,9.923200000000001,7.155200000000001,10.424,11.0416,10.72
GHA,COCO,3404552.645366527,3204801.151284462,3061361.2617954444,3104031.2272384167,3172076.388008922,548946.3715867021,716613.6614837662,469859.6715866954,449791.400975826,473441.5239132291,6.202,4.472,6.515,6.901,6.7,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,4.961600000000001,3.5776000000000003,5.212,5.5208,5.36
GHA,COCO,3404552.645366527,3204801.151284462,3061361.2617954444,3104031.2272384167,3172076.388008922,548946.3715867021,716613.6614837662,469859.6715866954,449791.400975826,473441.5239132291,6.202,4.472,6.515,6.901,6.7,Cocoa powder,1 kg cocoa powder,0.8,4.961600000000001,3.5776000000000003,5.212,5.5208,5.36
GHA,COCO,3404552.645366527,3204801.151284462,3061361.2617954444,3104031.2272384167,3172076.388008922,548946.3715867021,716613.6614837662,469859.6715866954,449791.400975826,473441.5239132291,6.202,4.472,6.515,6.901,6.7,Cocoa beans,1 kg cocoa bean,1,6.202,4.472,6.515,6.901,6.7
GIN,COCO,1974710.5663231728,2141242.3888154826,2218457.390771205,2322108.3432834144,2362950.6958000576,17648.3801793483,18322.972408736627,19106.188663116223,18243.595627279643,18572.76290555274,111.9,116.9,116.1,127.3,127.2,Cocoa liquor,1 kg cocoa liquor,1.2,134.28,140.28,139.32,152.76,152.64
GIN,COCO,1974710.5663231728,2141242.3888154826,2218457.390771205,2322108.3432834144,2362950.6958000576,17648.3801793483,18322.972408736627,19106.188663116223,18243.595627279643,18572.76290555274,111.9,116.9,116.1,127.3,127.2,Cocoa butter,1 kg cocoa butter,1.6,179.04000000000002,187.04000000000002,185.76,203.68,203.52
GIN,COCO,1974710.5663231728,2141242.3888154826,2218457.390771205,2322108.3432834144,2362950.6958000576,17648.3801793483,18322.972408736627,19106.188663116223,18243.595627279643,18572.76290555274,111.9,116.9,116.1,127.3,127.2,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,89.52000000000001,93.52000000000001,92.88,101.84,101.76
GIN,COCO,1974710.5663231728,2141242.3888154826,2218457.390771205,2322108.3432834144,2362950.6958000576,17648.3801793483,18322.972408736627,19106.188663116223,18243.595627279643,18572.76290555274,111.9,116.9,116.1,127.3,127.2,Cocoa powder,1 kg cocoa powder,0.8,89.52000000000001,93.52000000000001,92.88,101.84,101.76
GIN,COCO,1974710.5663231728,2141242.3888154826,2218457.390771205,2322108.3432834144,2362950.6958000576,17648.3801793483,18322.972408736627,19106.188663116223,18243.595627279643,18572.76290555274,111.9,116.9,116.1,127.3,127.2,Cocoa beans,1 kg cocoa bean,1,111.9,116.9,116.1,127.3,127.2
GNB,COCO,187.2932086559717,161.40305283016403,135.86914359699793,110.7537328068878,85.85004933721447,21.196349248474373,22.047988280779148,22.967114975066117,21.919343473621552,22.32338632107208,8.836,7.321,5.916,5.053,3.846,Cocoa liquor,1 kg cocoa liquor,1.2,10.6032,8.7852,7.099200000000001,6.0636,4.6152
GNB,COCO,187.2932086559717,161.40305283016403,135.86914359699793,110.7537328068878,85.85004933721447,21.196349248474373,22.047988280779148,22.967114975066117,21.919343473621552,22.32338632107208,8.836,7.321,5.916,5.053,3.846,Cocoa butter,1 kg cocoa butter,1.6,14.1376,11.7136,9.4656,8.0848,6.153600000000001
GNB,COCO,187.2932086559717,161.40305283016403,135.86914359699793,110.7537328068878,85.85004933721447,21.196349248474373,22.047988280779148,22.967114975066117,21.919343473621552,22.32338632107208,8.836,7.321,5.916,5.053,3.846,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,7.0688,5.8568,4.7328,4.0424,3.0768000000000004
GNB,COCO,187.2932086559717,161.40305283016403,135.86914359699793,110.7537328068878,85.85004933721447,21.196349248474373,22.047988280779148,22.967114975066117,21.919343473621552,22.32338632107208,8.836,7.321,5.916,5.053,3.846,Cocoa powder,1 kg cocoa powder,0.8,7.0688,5.8568,4.7328,4.0424,3.0768000000000004
GNB,COCO,187.2932086559717,161.40305283016403,135.86914359699793,110.7537328068878,85.85004933721447,21.196349248474373,22.047988280779148,22.967114975066117,21.919343473621552,22.32338632107208,8.836,7.321,5.916,5.053,3.846,Cocoa beans,1 kg cocoa bean,1,8.836,7.321,5.916,5.053,3.846
GNQ,COCO,84741.39181673579,86681.86541278378,83350.87838989041,88667.19133804094,95416.75250146656,333.5214597169019,200.11601303620324,333.5214597169019,333.52173892824146,315.1561697714392,254.1,433.2,249.9,265.9,302.8,Cocoa liquor,1 kg cocoa liquor,1.2,304.91999999999996,519.8399999999999,299.88,319.08,363.36
GNQ,COCO,84741.39181673579,86681.86541278378,83350.87838989041,88667.19133804094,95416.75250146656,333.5214597169019,200.11601303620324,333.5214597169019,333.52173892824146,315.1561697714392,254.1,433.2,249.9,265.9,302.8,Cocoa butter,1 kg cocoa butter,1.6,406.56,693.12,399.84000000000003,425.44,484.48
GNQ,COCO,84741.39181673579,86681.86541278378,83350.87838989041,88667.19133804094,95416.75250146656,333.5214597169019,200.11601303620324,333.5214597169019,333.52173892824146,315.1561697714392,254.1,433.2,249.9,265.9,302.8,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,203.28,346.56,199.92000000000002,212.72,242.24
GNQ,COCO,84741.39181673579,86681.86541278378,83350.87838989041,88667.19133804094,95416.75250146656,333.5214597169019,200.11601303620324,333.5214597169019,333.52173892824146,315.1561697714392,254.1,433.2,249.9,265.9,302.8,Cocoa powder,1 kg cocoa powder,0.8,203.28,346.56,199.92000000000002,212.72,242.24
GNQ,COCO,84741.39181673579,86681.86541278378,83350.87838989041,88667.19133804094,95416.75250146656,333.5214597169019,200.11601303620324,333.5214597169019,333.52173892824146,315.1561697714392,254.1,433.2,249.9,265.9,302.8,Cocoa beans,1 kg cocoa bean,1,254.1,433.2,249.9,265.9,302.8
GRD,COCO,1543.036610087734,1347.9734315490855,1155.1421198281882,964.5670075576317,776.8744668510981,276.1154778161345,360.1283504726207,221.81447475767396,186.46759540829865,211.9363026635579,5.588,3.743,5.208,5.173,3.666,Cocoa liquor,1 kg cocoa liquor,1.2,6.7056,4.4916,6.2496,6.2076,4.3991999999999996
GRD,COCO,1543.036610087734,1347.9734315490855,1155.1421198281882,964.5670075576317,776.8744668510981,276.1154778161345,360.1283504726207,221.81447475767396,186.46759540829865,211.9363026635579,5.588,3.743,5.208,5.173,3.666,Cocoa butter,1 kg cocoa butter,1.6,8.940800000000001,5.9888,8.3328,8.2768,5.865600000000001
GRD,COCO,1543.036610087734,1347.9734315490855,1155.1421198281882,964.5670075576317,776.8744668510981,276.1154778161345,360.1283504726207,221.81447475767396,186.46759540829865,211.9363026635579,5.588,3.743,5.208,5.173,3.666,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,4.470400000000001,2.9944,4.1664,4.1384,2.9328000000000003
GRD,COCO,1543.036610087734,1347.9734315490855,1155.1421198281882,964.5670075576317,776.8744668510981,276.1154778161345,360.1283504726207,221.81447475767396,186.46759540829865,211.9363026635579,5.588,3.743,5.208,5.173,3.666,Cocoa powder,1 kg cocoa powder,0.8,4.470400000000001,2.9944,4.1664,4.1384,2.9328000000000003
GRD,COCO,1543.036610087734,1347.9734315490855,1155.1421198281882,964.5670075576317,776.8744668510981,276.1154778161345,360.1283504726207,221.81447475767396,186.46759540829865,211.9363026635579,5.588,3.743,5.208,5.173,3.666,Cocoa beans,1 kg cocoa bean,1,5.588,3.743,5.208,5.173,3.666
GTM,COCO,97752.93433299476,94543.29141383775,91157.80925693664,90949.05931941148,91813.73618625224,10547.320321730953,10501.988383815778,10521.223472164456,10524.189222430052,10518.100755810055,9.268,9.002,8.664,8.642,8.729,Cocoa liquor,1 kg cocoa liquor,1.2,11.1216,10.8024,10.396799999999999,10.370399999999998,10.474799999999998
GTM,COCO,97752.93433299476,94543.29141383775,91157.80925693664,90949.05931941148,91813.73618625224,10547.320321730953,10501.988383815778,10521.223472164456,10524.189222430052,10518.100755810055,9.268,9.002,8.664,8.642,8.729,Cocoa butter,1 kg cocoa butter,1.6,14.828800000000001,14.403200000000002,13.862400000000001,13.8272,13.9664
GTM,COCO,97752.93433299476,94543.29141383775,91157.80925693664,90949.05931941148,91813.73618625224,10547.320321730953,10501.988383815778,10521.223472164456,10524.189222430052,10518.100755810055,9.268,9.002,8.664,8.642,8.729,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,7.4144000000000005,7.201600000000001,6.9312000000000005,6.9136,6.9832
GTM,COCO,97752.93433299476,94543.29141383775,91157.80925693664,90949.05931941148,91813.73618625224,10547.320321730953,10501.988383815778,10521.223472164456,10524.189222430052,10518.100755810055,9.268,9.002,8.664,8.642,8.729,Cocoa powder,1 kg cocoa powder,0.8,7.4144000000000005,7.201600000000001,6.9312000000000005,6.9136,6.9832
GTM,COCO,97752.93433299476,94543.29141383775,91157.80925693664,90949.05931941148,91813.73618625224,10547.320321730953,10501.988383815778,10521.223472164456,10524.189222430052,10518.100755810055,9.268,9.002,8.664,8.642,8.729,Cocoa beans,1 kg cocoa bean,1,9.268,9.002,8.664,8.642,8.729
GUY,COCO,6501.141850759386,6445.70398985924,6488.647405827139,8750.524194470801,10792.46388074097,196.2919020212518,196.6980920140652,196.91742894723356,196.63309979747777,196.72391519185027,33.12,32.77,32.95,44.5,54.86,Cocoa liquor,1 kg cocoa liquor,1.2,39.74399999999999,39.324000000000005,39.54,53.4,65.832
GUY,COCO,6501.141850759386,6445.70398985924,6488.647405827139,8750.524194470801,10792.46388074097,196.2919020212518,196.6980920140652,196.91742894723356,196.63309979747777,196.72391519185027,33.12,32.77,32.95,44.5,54.86,Cocoa butter,1 kg cocoa butter,1.6,52.992,52.43200000000001,52.720000000000006,71.2,87.77600000000001
GUY,COCO,6501.141850759386,6445.70398985924,6488.647405827139,8750.524194470801,10792.46388074097,196.2919020212518,196.6980920140652,196.91742894723356,196.63309979747777,196.72391519185027,33.12,32.77,32.95,44.5,54.86,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,26.496,26.216000000000005,26.360000000000003,35.6,43.888000000000005
GUY,COCO,6501.141850759386,6445.70398985924,6488.647405827139,8750.524194470801,10792.46388074097,196.2919020212518,196.6980920140652,196.91742894723356,196.63309979747777,196.72391519185027,33.12,32.77,32.95,44.5,54.86,Cocoa powder,1 kg cocoa powder,0.8,26.496,26.216000000000005,26.360000000000003,35.6,43.888000000000005
GUY,COCO,6501.141850759386,6445.70398985924,6488.647405827139,8750.524194470801,10792.46388074097,196.2919020212518,196.6980920140652,196.91742894723356,196.63309979747777,196.72391519185027,33.12,32.77,32.95,44.5,54.86,Cocoa beans,1 kg cocoa bean,1,33.12,32.77,32.95,44.5,54.86
HND,COCO,108569.08896899525,109295.31368962438,109026.3425013292,112160.9560577136,112757.59445840846,849.5396703599612,849.4554135765063,849.5114084362727,849.5022299600006,849.4931701800192,127.8,128.7,128.3,132,132.7,Cocoa liquor,1 kg cocoa liquor,1.2,153.35999999999999,154.43999999999997,153.96,158.4,159.23999999999998
HND,COCO,108569.08896899525,109295.31368962438,109026.3425013292,112160.9560577136,112757.59445840846,849.5396703599612,849.4554135765063,849.5114084362727,849.5022299600006,849.4931701800192,127.8,128.7,128.3,132,132.7,Cocoa butter,1 kg cocoa butter,1.6,204.48000000000002,205.92,205.28000000000003,211.20000000000002,212.32
HND,COCO,108569.08896899525,109295.31368962438,109026.3425013292,112160.9560577136,112757.59445840846,849.5396703599612,849.4554135765063,849.5114084362727,849.5022299600006,849.4931701800192,127.8,128.7,128.3,132,132.7,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,102.24000000000001,102.96,102.64000000000001,105.60000000000001,106.16
HND,COCO,108569.08896899525,109295.31368962438,109026.3425013292,112160.9560577136,112757.59445840846,849.5396703599612,849.4554135765063,849.5114084362727,849.5022299600006,849.4931701800192,127.8,128.7,128.3,132,132.7,Cocoa powder,1 kg cocoa powder,0.8,102.24000000000001,102.96,102.64000000000001,105.60000000000001,106.16
HND,COCO,108569.08896899525,109295.31368962438,109026.3425013292,112160.9560577136,112757.59445840846,849.5396703599612,849.4554135765063,849.5114084362727,849.5022299600006,849.4931701800192,127.8,128.7,128.3,132,132.7,Cocoa beans,1 kg cocoa bean,1,127.8,128.7,128.3,132,132.7
HTI,COCO,16479.69015201971,15473.98285177326,14582.158256918116,13968.682105919715,13478.825041292388,1550.030794962431,1200.35518382606,1911.7077407866416,1842.2041866956376,1819.2732406453028,10.63,12.89,7.628,7.583,7.409,Cocoa liquor,1 kg cocoa liquor,1.2,12.756,15.468,9.153599999999999,9.0996,8.890799999999999
HTI,COCO,16479.69015201971,15473.98285177326,14582.158256918116,13968.682105919715,13478.825041292388,1550.030794962431,1200.35518382606,1911.7077407866416,1842.2041866956376,1819.2732406453028,10.63,12.89,7.628,7.583,7.409,Cocoa butter,1 kg cocoa butter,1.6,17.008000000000003,20.624000000000002,12.2048,12.132800000000001,11.8544
HTI,COCO,16479.69015201971,15473.98285177326,14582.158256918116,13968.682105919715,13478.825041292388,1550.030794962431,1200.35518382606,1911.7077407866416,1842.2041866956376,1819.2732406453028,10.63,12.89,7.628,7.583,7.409,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,8.504000000000001,10.312000000000001,6.1024,6.066400000000001,5.9272
HTI,COCO,16479.69015201971,15473.98285177326,14582.158256918116,13968.682105919715,13478.825041292388,1550.030794962431,1200.35518382606,1911.7077407866416,1842.2041866956376,1819.2732406453028,10.63,12.89,7.628,7.583,7.409,Cocoa powder,1 kg cocoa powder,0.8,8.504000000000001,10.312000000000001,6.1024,6.066400000000001,5.9272
HTI,COCO,16479.69015201971,15473.98285177326,14582.158256918116,13968.682105919715,13478.825041292388,1550.030794962431,1200.35518382606,1911.7077407866416,1842.2041866956376,1819.2732406453028,10.63,12.89,7.628,7.583,7.409,Cocoa beans,1 kg cocoa bean,1,10.63,12.89,7.628,7.583,7.409
IDN,COCO,14595559.900854127,13693376.962381378,12965372.546730902,12726113.294651045,12060914.671099808,496453.2894401133,448198.7254256241,448198.68698058,442087.75079917733,445389.6735416758,29.4,30.55,28.93,28.79,27.08,Cocoa liquor,1 kg cocoa liquor,1.2,35.279999999999994,36.66,34.716,34.547999999999995,32.495999999999995
IDN,COCO,14595559.900854127,13693376.962381378,12965372.546730902,12726113.294651045,12060914.671099808,496453.2894401133,448198.7254256241,448198.68698058,442087.75079917733,445389.6735416758,29.4,30.55,28.93,28.79,27.08,Cocoa butter,1 kg cocoa butter,1.6,47.04,48.88,46.288000000000004,46.064,43.328
IDN,COCO,14595559.900854127,13693376.962381378,12965372.546730902,12726113.294651045,12060914.671099808,496453.2894401133,448198.7254256241,448198.68698058,442087.75079917733,445389.6735416758,29.4,30.55,28.93,28.79,27.08,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,23.52,24.44,23.144000000000002,23.032,21.664
IDN,COCO,14595559.900854127,13693376.962381378,12965372.546730902,12726113.294651045,12060914.671099808,496453.2894401133,448198.7254256241,448198.68698058,442087.75079917733,445389.6735416758,29.4,30.55,28.93,28.79,27.08,Cocoa powder,1 kg cocoa powder,0.8,23.52,24.44,23.144000000000002,23.032,21.664
IDN,COCO,14595559.900854127,13693376.962381378,12965372.546730902,12726113.294651045,12060914.671099808,496453.2894401133,448198.7254256241,448198.68698058,442087.75079917733,445389.6735416758,29.4,30.55,28.93,28.79,27.08,Cocoa beans,1 kg cocoa bean,1,29.4,30.55,28.93,28.79,27.08
IND,COCO,20054.659075131443,20764.354375492465,21378.4875015159,24770.008570106773,27707.23508374543,5953.336990114106,6182.311489733879,6411.2859893536515,6869.234988593198,6687.276586228682,3.369,3.359,3.335,3.606,4.143,Cocoa liquor,1 kg cocoa liquor,1.2,4.0428,4.0308,4.002,4.3271999999999995,4.9716
IND,COCO,20054.659075131443,20764.354375492465,21378.4875015159,24770.008570106773,27707.23508374543,5953.336990114106,6182.311489733879,6411.2859893536515,6869.234988593198,6687.276586228682,3.369,3.359,3.335,3.606,4.143,Cocoa butter,1 kg cocoa butter,1.6,5.3904000000000005,5.3744000000000005,5.336,5.7696000000000005,6.6288
IND,COCO,20054.659075131443,20764.354375492465,21378.4875015159,24770.008570106773,27707.23508374543,5953.336990114106,6182.311489733879,6411.2859893536515,6869.234988593198,6687.276586228682,3.369,3.359,3.335,3.606,4.143,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,2.6952000000000003,2.6872000000000003,2.668,2.8848000000000003,3.3144
IND,COCO,20054.659075131443,20764.354375492465,21378.4875015159,24770.008570106773,27707.23508374543,5953.336990114106,6182.311489733879,6411.2859893536515,6869.234988593198,6687.276586228682,3.369,3.359,3.335,3.606,4.143,Cocoa powder,1 kg cocoa powder,0.8,2.6952000000000003,2.6872000000000003,2.668,2.8848000000000003,3.3144
IND,COCO,20054.659075131443,20764.354375492465,21378.4875015159,24770.008570106773,27707.23508374543,5953.336990114106,6182.311489733879,6411.2859893536515,6869.234988593198,6687.276586228682,3.369,3.359,3.335,3.606,4.143,Cocoa beans,1 kg cocoa bean,1,3.369,3.359,3.335,3.606,4.143
JAM,COCO,9571.940405879315,8346.965688004346,7116.521423100936,5917.787916804879,4733.112942655594,160.61140950855145,175.5907119497635,219.2803440699653,125.99257719997247,154.64498690952226,59.6,47.54,32.45,46.97,30.61,Cocoa liquor,1 kg cocoa liquor,1.2,71.52,57.047999999999995,38.940000000000005,56.364,36.732
JAM,COCO,9571.940405879315,8346.965688004346,7116.521423100936,5917.787916804879,4733.112942655594,160.61140950855145,175.5907119497635,219.2803440699653,125.99257719997247,154.64498690952226,59.6,47.54,32.45,46.97,30.61,Cocoa butter,1 kg cocoa butter,1.6,95.36000000000001,76.06400000000001,51.92000000000001,75.152,48.976
JAM,COCO,9571.940405879315,8346.965688004346,7116.521423100936,5917.787916804879,4733.112942655594,160.61140950855145,175.5907119497635,219.2803440699653,125.99257719997247,154.64498690952226,59.6,47.54,32.45,46.97,30.61,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,47.68000000000001,38.032000000000004,25.960000000000004,37.576,24.488
JAM,COCO,9571.940405879315,8346.965688004346,7116.521423100936,5917.787916804879,4733.112942655594,160.61140950855145,175.5907119497635,219.2803440699653,125.99257719997247,154.64498690952226,59.6,47.54,32.45,46.97,30.61,Cocoa powder,1 kg cocoa powder,0.8,47.68000000000001,38.032000000000004,25.960000000000004,37.576,24.488
JAM,COCO,9571.940405879315,8346.965688004346,7116.521423100936,5917.787916804879,4733.112942655594,160.61140950855145,175.5907119497635,219.2803440699653,125.99257719997247,154.64498690952226,59.6,47.54,32.45,46.97,30.61,Cocoa beans,1 kg cocoa bean,1,59.6,47.54,32.45,46.97,30.61
KEN,COCO,0.20130063578888568,0.18197325171917816,0.15349137748639174,0.13007898305759208,0.1232947550833286,0.1130954862154477,0.1130954862154477,0.09693898818466944,0.09693898818466944,0.09794069106257768,1.78,1.609,1.583,1.342,1.259,Cocoa liquor,1 kg cocoa liquor,1.2,2.136,1.9307999999999998,1.8996,1.6104,1.5108
KEN,COCO,0.20130063578888568,0.18197325171917816,0.15349137748639174,0.13007898305759208,0.1232947550833286,0.1130954862154477,0.1130954862154477,0.09693898818466944,0.09693898818466944,0.09794069106257768,1.78,1.609,1.583,1.342,1.259,Cocoa butter,1 kg cocoa butter,1.6,2.8480000000000003,2.5744000000000002,2.5328,2.1472,2.0143999999999997
KEN,COCO,0.20130063578888568,0.18197325171917816,0.15349137748639174,0.13007898305759208,0.1232947550833286,0.1130954862154477,0.1130954862154477,0.09693898818466944,0.09693898818466944,0.09794069106257768,1.78,1.609,1.583,1.342,1.259,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,1.4240000000000002,1.2872000000000001,1.2664,1.0736,1.0071999999999999
KEN,COCO,0.20130063578888568,0.18197325171917816,0.15349137748639174,0.13007898305759208,0.1232947550833286,0.1130954862154477,0.1130954862154477,0.09693898818466944,0.09693898818466944,0.09794069106257768,1.78,1.609,1.583,1.342,1.259,Cocoa powder,1 kg cocoa powder,0.8,1.4240000000000002,1.2872000000000001,1.2664,1.0736,1.0071999999999999
