GID_0,crop_type,SOYB_LD_2020,SOYB_LD_2021,SOYB_LD_2022,SOYB_LD_2023,SOYB_LD_2024,SOYB_production_2020,SOYB_production_2021,SOYB_production_2022,SOYB_production_2023,SOYB_production_2024,SOYB_EF_2020,SOYB_EF_2021,SOYB_EF_2022,SOYB_EF_2023,SOYB_EF_2024,co_product,functional_unit,allocation_ratio,co_product_EF_2020,co_product_EF_2021,co_product_EF_2022,co_product_EF_2023,co_product_EF_2024
AFG,SOYB,0.00297674962663036,0.00252873694639021,0.00208072426615007,0.00169245702641137,0.00136393522717415,0.010552184996635,0.01053700927516333,0.01044595494633331,0.01051171640604388,0.01048483851712626,0.2821,0.24,0.1992,0.161,0.1301,Soybean oil,1 kg soybean oil,2.1,0.5924100000000001,0.504,0.41831999999999997,0.3381,0.27321
AFG,SOYB,0.00297674962663036,0.00252873694639021,0.00208072426615007,0.00169245702641137,0.00136393522717415,0.010552184996635,0.01053700927516333,0.01044595494633331,0.01051171640604388,0.01048483851712626,0.2821,0.24,0.1992,0.161,0.1301,Soybean,1 kg soybean,1,0.2821,0.24,0.1992,0.161,0.1301
AFG,SOYB,0.00297674962663036,0.00252873694639021,0.00208072426615007,0.00169245702641137,0.00136393522717415,0.010552184996635,0.01053700927516333,0.01044595494633331,0.01051171640604388,0.01048483851712626,0.2821,0.24,0.1992,0.161,0.1301,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,0.53599,0.45599999999999996,0.37848,0.3059,0.24718999999999997
AFG,SOYB,0.00297674962663036,0.00252873694639021,0.00208072426615007,0.00169245702641137,0.00136393522717415,0.010552184996635,0.01053700927516333,0.01044595494633331,0.01051171640604388,0.01048483851712626,0.2821,0.24,0.1992,0.161,0.1301,Soy lecithin,1 kg soy lecithin,1.4,0.39494,0.33599999999999997,0.27887999999999996,0.2254,0.18213999999999997
AFG,SOYB,0.00297674962663036,0.00252873694639021,0.00208072426615007,0.00169245702641137,0.00136393522717415,0.010552184996635,0.01053700927516333,0.01044595494633331,0.01051171640604388,0.01048483851712626,0.2821,0.24,0.1992,0.161,0.1301,Ground soybeans,1 kg ground soybean,0.8,0.22568000000000002,0.192,0.15936,0.1288,0.10408
AGO,SOYB,310882.8711719112,367674.50328457914,392740.65873704496,426412.9252350485,445726.00856924086,4349.595310302066,4275.815894116104,4282.353058746261,5114.859081112463,4855.801107366777,71.47,85.99,91.71,83.37,91.79,Soybean oil,1 kg soybean oil,2.1,150.08700000000002,180.579,192.591,175.07700000000003,192.75900000000001
AGO,SOYB,310882.8711719112,367674.50328457914,392740.65873704496,426412.9252350485,445726.00856924086,4349.595310302066,4275.815894116104,4282.353058746261,5114.859081112463,4855.801107366777,71.47,85.99,91.71,83.37,91.79,Soybean,1 kg soybean,1,71.47,85.99,91.71,83.37,91.79
AGO,SOYB,310882.8711719112,367674.50328457914,392740.65873704496,426412.9252350485,445726.00856924086,4349.595310302066,4275.815894116104,4282.353058746261,5114.859081112463,4855.801107366777,71.47,85.99,91.71,83.37,91.79,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,135.79299999999998,163.38099999999997,174.24899999999997,158.403,174.401
AGO,SOYB,310882.8711719112,367674.50328457914,392740.65873704496,426412.9252350485,445726.00856924086,4349.595310302066,4275.815894116104,4282.353058746261,5114.859081112463,4855.801107366777,71.47,85.99,91.71,83.37,91.79,Soy lecithin,1 kg soy lecithin,1.4,100.05799999999999,120.38599999999998,128.39399999999998,116.718,128.506
AGO,SOYB,310882.8711719112,367674.50328457914,392740.65873704496,426412.9252350485,445726.00856924086,4349.595310302066,4275.815894116104,4282.353058746261,5114.859081112463,4855.801107366777,71.47,85.99,91.71,83.37,91.79,Ground soybeans,1 kg ground soybean,0.8,57.176,68.792,73.368,66.69600000000001,73.432
ALB,SOYB,4.15583059988728,4.531081266361699,4.352241058989941,4.182694943231992,4.069629310791362,5.1775699435059614,4.380042715359632,8.0535392194195,6.0975861953658255,6.829426592986059,0.8027,1.034,0.5404,0.686,0.5959,Soybean oil,1 kg soybean oil,2.1,1.68567,2.1714,1.13484,1.4406,1.25139
ALB,SOYB,4.15583059988728,4.531081266361699,4.352241058989941,4.182694943231992,4.069629310791362,5.1775699435059614,4.380042715359632,8.0535392194195,6.0975861953658255,6.829426592986059,0.8027,1.034,0.5404,0.686,0.5959,Soybean,1 kg soybean,1,0.8027,1.034,0.5404,0.686,0.5959
ALB,SOYB,4.15583059988728,4.531081266361699,4.352241058989941,4.182694943231992,4.069629310791362,5.1775699435059614,4.380042715359632,8.0535392194195,6.0975861953658255,6.829426592986059,0.8027,1.034,0.5404,0.686,0.5959,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,1.5251299999999999,1.9646,1.02676,1.3034000000000001,1.13221
ALB,SOYB,4.15583059988728,4.531081266361699,4.352241058989941,4.182694943231992,4.069629310791362,5.1775699435059614,4.380042715359632,8.0535392194195,6.0975861953658255,6.829426592986059,0.8027,1.034,0.5404,0.686,0.5959,Soy lecithin,1 kg soy lecithin,1.4,1.1237799999999998,1.4476,0.7565599999999999,0.9604,0.8342599999999999
ALB,SOYB,4.15583059988728,4.531081266361699,4.352241058989941,4.182694943231992,4.069629310791362,5.1775699435059614,4.380042715359632,8.0535392194195,6.0975861953658255,6.829426592986059,0.8027,1.034,0.5404,0.686,0.5959,Ground soybeans,1 kg ground soybean,0.8,0.6421600000000001,0.8272,0.43232000000000004,0.5488000000000001,0.47672000000000003
ARG,SOYB,5963135.117239827,5482784.428240279,4983654.72166969,4530730.634025953,4073235.7186644226,10741694.286943674,10182613.045099126,9659827.260508353,5540920.035859738,6922496.313579395,0.5551,0.5384,0.5159,0.8177,0.5884,Soybean oil,1 kg soybean oil,2.1,1.16571,1.13064,1.08339,1.71717,1.23564
ARG,SOYB,5963135.117239827,5482784.428240279,4983654.72166969,4530730.634025953,4073235.7186644226,10741694.286943674,10182613.045099126,9659827.260508353,5540920.035859738,6922496.313579395,0.5551,0.5384,0.5159,0.8177,0.5884,Soybean,1 kg soybean,1,0.5551,0.5384,0.5159,0.8177,0.5884
ARG,SOYB,5963135.117239827,5482784.428240279,4983654.72166969,4530730.634025953,4073235.7186644226,10741694.286943674,10182613.045099126,9659827.260508353,5540920.035859738,6922496.313579395,0.5551,0.5384,0.5159,0.8177,0.5884,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,1.0546900000000001,1.0229599999999999,0.98021,1.5536299999999998,1.11796
ARG,SOYB,5963135.117239827,5482784.428240279,4983654.72166969,4530730.634025953,4073235.7186644226,10741694.286943674,10182613.045099126,9659827.260508353,5540920.035859738,6922496.313579395,0.5551,0.5384,0.5159,0.8177,0.5884,Soy lecithin,1 kg soy lecithin,1.4,0.77714,0.75376,0.72226,1.14478,0.82376
ARG,SOYB,5963135.117239827,5482784.428240279,4983654.72166969,4530730.634025953,4073235.7186644226,10741694.286943674,10182613.045099126,9659827.260508353,5540920.035859738,6922496.313579395,0.5551,0.5384,0.5159,0.8177,0.5884,Ground soybeans,1 kg ground soybean,0.8,0.44408000000000003,0.43072,0.41272000000000003,0.6541600000000001,0.47072
ARM,SOYB,7.529946163900019,6.875168236604366,6.220390309308711,5.565612382013057,4.9108344547174045,0.01708483442672219,0.01281362582004164,0.01281362582004164,0.01281362582004164,0.01283071065446836,440.7,536.6,485.5,434.4,382.7,Soybean oil,1 kg soybean oil,2.1,925.47,1126.8600000000001,1019.5500000000001,912.24,803.67
ARM,SOYB,7.529946163900019,6.875168236604366,6.220390309308711,5.565612382013057,4.9108344547174045,0.01708483442672219,0.01281362582004164,0.01281362582004164,0.01281362582004164,0.01283071065446836,440.7,536.6,485.5,434.4,382.7,Soybean,1 kg soybean,1,440.7,536.6,485.5,434.4,382.7
ARM,SOYB,7.529946163900019,6.875168236604366,6.220390309308711,5.565612382013057,4.9108344547174045,0.01708483442672219,0.01281362582004164,0.01281362582004164,0.01281362582004164,0.01283071065446836,440.7,536.6,485.5,434.4,382.7,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,837.3299999999999,1019.54,922.4499999999999,825.3599999999999,727.13
ARM,SOYB,7.529946163900019,6.875168236604366,6.220390309308711,5.565612382013057,4.9108344547174045,0.01708483442672219,0.01281362582004164,0.01281362582004164,0.01281362582004164,0.01283071065446836,440.7,536.6,485.5,434.4,382.7,Soy lecithin,1 kg soy lecithin,1.4,616.9799999999999,751.24,679.6999999999999,608.16,535.78
ARM,SOYB,7.529946163900019,6.875168236604366,6.220390309308711,5.565612382013057,4.9108344547174045,0.01708483442672219,0.01281362582004164,0.01281362582004164,0.01281362582004164,0.01283071065446836,440.7,536.6,485.5,434.4,382.7,Ground soybeans,1 kg ground soybean,0.8,352.56,429.28000000000003,388.40000000000003,347.52,306.16
AUS,SOYB,3267.764535205901,3130.3152370580797,3083.3314422084572,2943.6896796281426,2883.790265925134,2076.782952055134,4821.689865999275,6857.471850000211,6234.065318182011,6086.953644993764,1.573,0.6492,0.4496,0.4722,0.4738,Soybean oil,1 kg soybean oil,2.1,3.3033,1.36332,0.94416,0.9916200000000001,0.9949800000000001
AUS,SOYB,3267.764535205901,3130.3152370580797,3083.3314422084572,2943.6896796281426,2883.790265925134,2076.782952055134,4821.689865999275,6857.471850000211,6234.065318182011,6086.953644993764,1.573,0.6492,0.4496,0.4722,0.4738,Soybean,1 kg soybean,1,1.573,0.6492,0.4496,0.4722,0.4738
AUS,SOYB,3267.764535205901,3130.3152370580797,3083.3314422084572,2943.6896796281426,2883.790265925134,2076.782952055134,4821.689865999275,6857.471850000211,6234.065318182011,6086.953644993764,1.573,0.6492,0.4496,0.4722,0.4738,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,2.9886999999999997,1.23348,0.85424,0.89718,0.9002199999999999
AUS,SOYB,3267.764535205901,3130.3152370580797,3083.3314422084572,2943.6896796281426,2883.790265925134,2076.782952055134,4821.689865999275,6857.471850000211,6234.065318182011,6086.953644993764,1.573,0.6492,0.4496,0.4722,0.4738,Soy lecithin,1 kg soy lecithin,1.4,2.2022,0.9088799999999999,0.62944,0.66108,0.6633199999999999
AUS,SOYB,3267.764535205901,3130.3152370580797,3083.3314422084572,2943.6896796281426,2883.790265925134,2076.782952055134,4821.689865999275,6857.471850000211,6234.065318182011,6086.953644993764,1.573,0.6492,0.4496,0.4722,0.4738,Ground soybeans,1 kg ground soybean,0.8,1.2584,0.51936,0.35968,0.37776000000000004,0.37904000000000004
AUT,SOYB,997.412409751846,957.2183933625978,900.8456996134418,888.4936930444253,845.219831117572,929.5061508461744,1076.741694619948,1122.6537057092214,1244.3043047119943,1176.5939024914862,1.073,0.889,0.8024,0.714,0.7184,Soybean oil,1 kg soybean oil,2.1,2.2533,1.8669,1.68504,1.4994,1.5086400000000002
AUT,SOYB,997.412409751846,957.2183933625978,900.8456996134418,888.4936930444253,845.219831117572,929.5061508461744,1076.741694619948,1122.6537057092214,1244.3043047119943,1176.5939024914862,1.073,0.889,0.8024,0.714,0.7184,Soybean,1 kg soybean,1,1.073,0.889,0.8024,0.714,0.7184
AUT,SOYB,997.412409751846,957.2183933625978,900.8456996134418,888.4936930444253,845.219831117572,929.5061508461744,1076.741694619948,1122.6537057092214,1244.3043047119943,1176.5939024914862,1.073,0.889,0.8024,0.714,0.7184,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,2.0387,1.6891,1.52456,1.3565999999999998,1.36496
AUT,SOYB,997.412409751846,957.2183933625978,900.8456996134418,888.4936930444253,845.219831117572,929.5061508461744,1076.741694619948,1122.6537057092214,1244.3043047119943,1176.5939024914862,1.073,0.889,0.8024,0.714,0.7184,Soy lecithin,1 kg soy lecithin,1.4,1.5021999999999998,1.2446,1.12336,0.9995999999999999,1.00576
AUT,SOYB,997.412409751846,957.2183933625978,900.8456996134418,888.4936930444253,845.219831117572,929.5061508461744,1076.741694619948,1122.6537057092214,1244.3043047119943,1176.5939024914862,1.073,0.889,0.8024,0.714,0.7184,Ground soybeans,1 kg ground soybean,0.8,0.8584,0.7112,0.64192,0.5712,0.57472
AZE,SOYB,93.89582763319058,87.86037131548079,79.09756919452491,70.92170619153427,62.63964783255509,92.93646926234608,92.93767561596778,92.93858038118404,92.93761529828669,92.93791847505771,1.01,0.9454,0.8511,0.7631,0.674,Soybean oil,1 kg soybean oil,2.1,2.121,1.98534,1.78731,1.60251,1.4154000000000002
AZE,SOYB,93.89582763319058,87.86037131548079,79.09756919452491,70.92170619153427,62.63964783255509,92.93646926234608,92.93767561596778,92.93858038118404,92.93761529828669,92.93791847505771,1.01,0.9454,0.8511,0.7631,0.674,Soybean,1 kg soybean,1,1.01,0.9454,0.8511,0.7631,0.674
AZE,SOYB,93.89582763319058,87.86037131548079,79.09756919452491,70.92170619153427,62.63964783255509,92.93646926234608,92.93767561596778,92.93858038118404,92.93761529828669,92.93791847505771,1.01,0.9454,0.8511,0.7631,0.674,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,1.9189999999999998,1.79626,1.61709,1.44989,1.2806
AZE,SOYB,93.89582763319058,87.86037131548079,79.09756919452491,70.92170619153427,62.63964783255509,92.93646926234608,92.93767561596778,92.93858038118404,92.93761529828669,92.93791847505771,1.01,0.9454,0.8511,0.7631,0.674,Soy lecithin,1 kg soy lecithin,1.4,1.414,1.3235599999999998,1.1915399999999998,1.0683399999999998,0.9436
AZE,SOYB,93.89582763319058,87.86037131548079,79.09756919452491,70.92170619153427,62.63964783255509,92.93646926234608,92.93767561596778,92.93858038118404,92.93761529828669,92.93791847505771,1.01,0.9454,0.8511,0.7631,0.674,Ground soybeans,1 kg ground soybean,0.8,0.808,0.7563200000000001,0.68088,0.61048,0.5392
BDI,SOYB,1308.8918380209552,1493.4901805973805,1525.7842247495112,1575.3382064033365,1651.872432745202,1360.727980987963,1401.2548854181118,1434.1735423403,1406.96913982251,1419.056912389996,0.9619,1.066,1.064,1.12,1.164,Soybean oil,1 kg soybean oil,2.1,2.01999,2.2386000000000004,2.2344000000000004,2.3520000000000003,2.4444
BDI,SOYB,1308.8918380209552,1493.4901805973805,1525.7842247495112,1575.3382064033365,1651.872432745202,1360.727980987963,1401.2548854181118,1434.1735423403,1406.96913982251,1419.056912389996,0.9619,1.066,1.064,1.12,1.164,Soybean,1 kg soybean,1,0.9619,1.066,1.064,1.12,1.164
BDI,SOYB,1308.8918380209552,1493.4901805973805,1525.7842247495112,1575.3382064033365,1651.872432745202,1360.727980987963,1401.2548854181118,1434.1735423403,1406.96913982251,1419.056912389996,0.9619,1.066,1.064,1.12,1.164,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,1.82761,2.0254,2.0216,2.128,2.2116
BDI,SOYB,1308.8918380209552,1493.4901805973805,1525.7842247495112,1575.3382064033365,1651.872432745202,1360.727980987963,1401.2548854181118,1434.1735423403,1406.96913982251,1419.056912389996,0.9619,1.066,1.064,1.12,1.164,Soy lecithin,1 kg soy lecithin,1.4,1.34666,1.4924,1.4896,1.568,1.6295999999999997
BDI,SOYB,1308.8918380209552,1493.4901805973805,1525.7842247495112,1575.3382064033365,1651.872432745202,1360.727980987963,1401.2548854181118,1434.1735423403,1406.96913982251,1419.056912389996,0.9619,1.066,1.064,1.12,1.164,Ground soybeans,1 kg ground soybean,0.8,0.76952,0.8528000000000001,0.8512000000000001,0.8960000000000001,0.9312
BEL,SOYB,1.2882731006157708,1.130144798167016,0.9720164957182612,0.8138881932695062,0.6557598908207515,0.25649572591141145,0.24126957264935067,0.21471837443168756,0.30621050254181503,0.27904780630116033,5.023,4.684,4.527,2.658,2.35,Soybean oil,1 kg soybean oil,2.1,10.5483,9.836400000000001,9.5067,5.5818,4.9350000000000005
BEL,SOYB,1.2882731006157708,1.130144798167016,0.9720164957182612,0.8138881932695062,0.6557598908207515,0.25649572591141145,0.24126957264935067,0.21471837443168756,0.30621050254181503,0.27904780630116033,5.023,4.684,4.527,2.658,2.35,Soybean,1 kg soybean,1,5.023,4.684,4.527,2.658,2.35
BEL,SOYB,1.2882731006157708,1.130144798167016,0.9720164957182612,0.8138881932695062,0.6557598908207515,0.25649572591141145,0.24126957264935067,0.21471837443168756,0.30621050254181503,0.27904780630116033,5.023,4.684,4.527,2.658,2.35,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,9.5437,8.8996,8.6013,5.050199999999999,4.465
BEL,SOYB,1.2882731006157708,1.130144798167016,0.9720164957182612,0.8138881932695062,0.6557598908207515,0.25649572591141145,0.24126957264935067,0.21471837443168756,0.30621050254181503,0.27904780630116033,5.023,4.684,4.527,2.658,2.35,Soy lecithin,1 kg soy lecithin,1.4,7.032199999999999,6.5576,6.3378,3.7211999999999996,3.29
BEL,SOYB,1.2882731006157708,1.130144798167016,0.9720164957182612,0.8138881932695062,0.6557598908207515,0.25649572591141145,0.24126957264935067,0.21471837443168756,0.30621050254181503,0.27904780630116033,5.023,4.684,4.527,2.658,2.35,Ground soybeans,1 kg ground soybean,0.8,4.0184,3.7472000000000003,3.6216000000000004,2.1264,1.8800000000000001
BEN,SOYB,169010.6499434014,167153.921364288,170706.82143949473,179005.12512019326,178659.67551721877,143918.08972633578,165060.0405957341,173519.82011155455,295156.1033692826,255093.11583853327,1.174,1.013,0.9838,0.6065,0.7004,Soybean oil,1 kg soybean oil,2.1,2.4654,2.1273,2.06598,1.2736500000000002,1.4708400000000001
BEN,SOYB,169010.6499434014,167153.921364288,170706.82143949473,179005.12512019326,178659.67551721877,143918.08972633578,165060.0405957341,173519.82011155455,295156.1033692826,255093.11583853327,1.174,1.013,0.9838,0.6065,0.7004,Soybean,1 kg soybean,1,1.174,1.013,0.9838,0.6065,0.7004
BEN,SOYB,169010.6499434014,167153.921364288,170706.82143949473,179005.12512019326,178659.67551721877,143918.08972633578,165060.0405957341,173519.82011155455,295156.1033692826,255093.11583853327,1.174,1.013,0.9838,0.6065,0.7004,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,2.2306,1.9246999999999996,1.8692199999999999,1.15235,1.33076
BEN,SOYB,169010.6499434014,167153.921364288,170706.82143949473,179005.12512019326,178659.67551721877,143918.08972633578,165060.0405957341,173519.82011155455,295156.1033692826,255093.11583853327,1.174,1.013,0.9838,0.6065,0.7004,Soy lecithin,1 kg soy lecithin,1.4,1.6435999999999997,1.4181999999999997,1.3773199999999999,0.8491,0.98056
BEN,SOYB,169010.6499434014,167153.921364288,170706.82143949473,179005.12512019326,178659.67551721877,143918.08972633578,165060.0405957341,173519.82011155455,295156.1033692826,255093.11583853327,1.174,1.013,0.9838,0.6065,0.7004,Ground soybeans,1 kg ground soybean,0.8,0.9392,0.8104,0.7870400000000001,0.4852000000000001,0.56032
BFA,SOYB,3525.7761988762904,3498.84454105183,3423.5156190663633,3368.280790413021,3557.060901468391,8496.6530447035,9195.94332559529,13116.017180875828,11139.154571586365,11899.36299647622,0.415,0.3805,0.261,0.3024,0.2989,Soybean oil,1 kg soybean oil,2.1,0.8714999999999999,0.79905,0.5481,0.63504,0.62769
BFA,SOYB,3525.7761988762904,3498.84454105183,3423.5156190663633,3368.280790413021,3557.060901468391,8496.6530447035,9195.94332559529,13116.017180875828,11139.154571586365,11899.36299647622,0.415,0.3805,0.261,0.3024,0.2989,Soybean,1 kg soybean,1,0.415,0.3805,0.261,0.3024,0.2989
BFA,SOYB,3525.7761988762904,3498.84454105183,3423.5156190663633,3368.280790413021,3557.060901468391,8496.6530447035,9195.94332559529,13116.017180875828,11139.154571586365,11899.36299647622,0.415,0.3805,0.261,0.3024,0.2989,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,0.7885,0.72295,0.4959,0.57456,0.56791
BFA,SOYB,3525.7761988762904,3498.84454105183,3423.5156190663633,3368.280790413021,3557.060901468391,8496.6530447035,9195.94332559529,13116.017180875828,11139.154571586365,11899.36299647622,0.415,0.3805,0.261,0.3024,0.2989,Soy lecithin,1 kg soy lecithin,1.4,0.581,0.5327,0.3654,0.42335999999999996,0.41846
BFA,SOYB,3525.7761988762904,3498.84454105183,3423.5156190663633,3368.280790413021,3557.060901468391,8496.6530447035,9195.94332559529,13116.017180875828,11139.154571586365,11899.36299647622,0.415,0.3805,0.261,0.3024,0.2989,Ground soybeans,1 kg ground soybean,0.8,0.332,0.3044,0.2088,0.24192000000000002,0.23912
BGD,SOYB,221053.16461847344,243622.1051347825,254682.5544983356,271921.7888548836,280367.76324321766,25679.053941290585,22360.01844952963,24188.813698690312,26313.984602167155,25355.91407995775,8.608,10.9,10.53,10.33,11.06,Soybean oil,1 kg soybean oil,2.1,18.076800000000002,22.89,22.113,21.693,23.226000000000003
