GID_0,crop_type,SOYB_LD_2020,SOYB_LD_2021,SOYB_LD_2022,SOYB_LD_2023,SOYB_LD_2024,SOYB_production_2020,SOYB_production_2021,SOYB_production_2022,SOYB_production_2023,SOYB_production_2024,SOYB_EF_2020,SOYB_EF_2021,SOYB_EF_2022,SOYB_EF_2023,SOYB_EF_2024,co_product,functional_unit,allocation_ratio,co_product_EF_2020,co_product_EF_2021,co_product_EF_2022,co_product_EF_2023,co_product_EF_2024
CRI,SOYB,17.75633145099981,17.645044057751758,16.846438203458998,17.242215702544076,18.69978490400216,10.127513863874224,10.12506785108683,10.127655661716972,11.104673991732051,10.80939322779984,1.753,1.743,1.663,1.553,1.73,Soy lecithin,1 kg soy lecithin,1.4,2.4541999999999997,2.4402,2.3282,2.1742,2.4219999999999997
CRI,SOYB,17.75633145099981,17.645044057751758,16.846438203458998,17.242215702544076,18.69978490400216,10.127513863874224,10.12506785108683,10.127655661716972,11.104673991732051,10.80939322779984,1.753,1.743,1.663,1.553,1.73,Ground soybeans,1 kg ground soybean,0.8,1.4024,1.3944,1.3304,1.2424,1.3840000000000001
CUB,SOYB,516.1970036489148,539.9634394952344,532.1076243943883,570.9441137277563,563.1250258602678,340.21719076001267,340.21719076001267,340.21719076001267,340.21719076001267,340.21719076001267,1.517,1.587,1.564,1.678,1.655,Soybean oil,1 kg soybean oil,2.1,3.1856999999999998,3.3327,3.2844,3.5238,3.4755000000000003
CUB,SOYB,516.1970036489148,539.9634394952344,532.1076243943883,570.9441137277563,563.1250258602678,340.21719076001267,340.21719076001267,340.21719076001267,340.21719076001267,340.21719076001267,1.517,1.587,1.564,1.678,1.655,Soybean,1 kg soybean,1,1.517,1.587,1.564,1.678,1.655
CUB,SOYB,516.1970036489148,539.9634394952344,532.1076243943883,570.9441137277563,563.1250258602678,340.21719076001267,340.21719076001267,340.21719076001267,340.21719076001267,340.21719076001267,1.517,1.587,1.564,1.678,1.655,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,2.8823,3.0153,2.9716,3.1881999999999997,3.1445
CUB,SOYB,516.1970036489148,539.9634394952344,532.1076243943883,570.9441137277563,563.1250258602678,340.21719076001267,340.21719076001267,340.21719076001267,340.21719076001267,340.21719076001267,1.517,1.587,1.564,1.678,1.655,Soy lecithin,1 kg soy lecithin,1.4,2.1237999999999997,2.2218,2.1896,2.3491999999999997,2.3169999999999997
CUB,SOYB,516.1970036489148,539.9634394952344,532.1076243943883,570.9441137277563,563.1250258602678,340.21719076001267,340.21719076001267,340.21719076001267,340.21719076001267,340.21719076001267,1.517,1.587,1.564,1.678,1.655,Ground soybeans,1 kg ground soybean,0.8,1.2136,1.2696,1.2512,1.3424,1.324
CZE,SOYB,187.4235090016019,185.9234513931075,191.42771053131983,211.1199284321064,204.1764252859209,268.30267311194893,413.4534073169086,524.2906799677296,509.2558963519907,494.6679788178667,0.6986,0.4497,0.3651,0.4146,0.4128,Soybean oil,1 kg soybean oil,2.1,1.46706,0.94437,0.76671,0.8706600000000001,0.86688
CZE,SOYB,187.4235090016019,185.9234513931075,191.42771053131983,211.1199284321064,204.1764252859209,268.30267311194893,413.4534073169086,524.2906799677296,509.2558963519907,494.6679788178667,0.6986,0.4497,0.3651,0.4146,0.4128,Soybean,1 kg soybean,1,0.6986,0.4497,0.3651,0.4146,0.4128
CZE,SOYB,187.4235090016019,185.9234513931075,191.42771053131983,211.1199284321064,204.1764252859209,268.30267311194893,413.4534073169086,524.2906799677296,509.2558963519907,494.6679788178667,0.6986,0.4497,0.3651,0.4146,0.4128,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,1.32734,0.8544299999999999,0.6936899999999999,0.78774,0.78432
CZE,SOYB,187.4235090016019,185.9234513931075,191.42771053131983,211.1199284321064,204.1764252859209,268.30267311194893,413.4534073169086,524.2906799677296,509.2558963519907,494.6679788178667,0.6986,0.4497,0.3651,0.4146,0.4128,Soy lecithin,1 kg soy lecithin,1.4,0.9780399999999999,0.6295799999999999,0.5111399999999999,0.58044,0.57792
CZE,SOYB,187.4235090016019,185.9234513931075,191.42771053131983,211.1199284321064,204.1764252859209,268.30267311194893,413.4534073169086,524.2906799677296,509.2558963519907,494.6679788178667,0.6986,0.4497,0.3651,0.4146,0.4128,Ground soybeans,1 kg ground soybean,0.8,0.55888,0.35976,0.29208,0.33168000000000003,0.33024000000000003
DEU,SOYB,609.6636497140559,647.9079074991605,619.8908334132371,604.4910426975486,611.3333766299038,644.3524847545591,758.6291182103769,856.535550455478,916.823324087698,876.5618526407223,0.9462,0.8541,0.7237,0.6593,0.6974,Soybean oil,1 kg soybean oil,2.1,1.9870200000000002,1.79361,1.51977,1.38453,1.4645400000000002
DEU,SOYB,609.6636497140559,647.9079074991605,619.8908334132371,604.4910426975486,611.3333766299038,644.3524847545591,758.6291182103769,856.535550455478,916.823324087698,876.5618526407223,0.9462,0.8541,0.7237,0.6593,0.6974,Soybean,1 kg soybean,1,0.9462,0.8541,0.7237,0.6593,0.6974
DEU,SOYB,609.6636497140559,647.9079074991605,619.8908334132371,604.4910426975486,611.3333766299038,644.3524847545591,758.6291182103769,856.535550455478,916.823324087698,876.5618526407223,0.9462,0.8541,0.7237,0.6593,0.6974,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,1.79778,1.62279,1.37503,1.25267,1.32506
DEU,SOYB,609.6636497140559,647.9079074991605,619.8908334132371,604.4910426975486,611.3333766299038,644.3524847545591,758.6291182103769,856.535550455478,916.823324087698,876.5618526407223,0.9462,0.8541,0.7237,0.6593,0.6974,Soy lecithin,1 kg soy lecithin,1.4,1.32468,1.1957399999999998,1.01318,0.92302,0.97636
DEU,SOYB,609.6636497140559,647.9079074991605,619.8908334132371,604.4910426975486,611.3333766299038,644.3524847545591,758.6291182103769,856.535550455478,916.823324087698,876.5618526407223,0.9462,0.8541,0.7237,0.6593,0.6974,Ground soybeans,1 kg ground soybean,0.8,0.7569600000000001,0.68328,0.57896,0.52744,0.5579200000000001
DZA,SOYB,0,0,0,0,0,0.0048238445518868104,0.0048238445518868104,0.0048238445518868104,0.0048238445518868104,0.0048238445518868104,0,0,0,0,0,Soybean oil,1 kg soybean oil,2.1,0,0,0,0,0
DZA,SOYB,0,0,0,0,0,0.0048238445518868104,0.0048238445518868104,0.0048238445518868104,0.0048238445518868104,0.0048238445518868104,0,0,0,0,0,Soybean,1 kg soybean,1,0,0,0,0,0
DZA,SOYB,0,0,0,0,0,0.0048238445518868104,0.0048238445518868104,0.0048238445518868104,0.0048238445518868104,0.0048238445518868104,0,0,0,0,0,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,0,0,0,0,0
DZA,SOYB,0,0,0,0,0,0.0048238445518868104,0.0048238445518868104,0.0048238445518868104,0.0048238445518868104,0.0048238445518868104,0,0,0,0,0,Soy lecithin,1 kg soy lecithin,1.4,0,0,0,0,0
DZA,SOYB,0,0,0,0,0,0.0048238445518868104,0.0048238445518868104,0.0048238445518868104,0.0048238445518868104,0.0048238445518868104,0,0,0,0,0,Ground soybeans,1 kg ground soybean,0.8,0,0,0,0,0
ECU,SOYB,148741.84074462813,135404.3206713686,124653.79297603515,112764.31208772631,102940.1217937844,22135.248466987327,16315.827956947596,23935.82942289987,10656.1848425152,14706.423935014362,6.72,8.299,5.208,10.58,7,Soybean oil,1 kg soybean oil,2.1,14.112,17.4279,10.936800000000002,22.218,14.700000000000001
ECU,SOYB,148741.84074462813,135404.3206713686,124653.79297603515,112764.31208772631,102940.1217937844,22135.248466987327,16315.827956947596,23935.82942289987,10656.1848425152,14706.423935014362,6.72,8.299,5.208,10.58,7,Soybean,1 kg soybean,1,6.72,8.299,5.208,10.58,7
ECU,SOYB,148741.84074462813,135404.3206713686,124653.79297603515,112764.31208772631,102940.1217937844,22135.248466987327,16315.827956947596,23935.82942289987,10656.1848425152,14706.423935014362,6.72,8.299,5.208,10.58,7,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,12.767999999999999,15.768099999999999,9.895199999999999,20.102,13.299999999999999
ECU,SOYB,148741.84074462813,135404.3206713686,124653.79297603515,112764.31208772631,102940.1217937844,22135.248466987327,16315.827956947596,23935.82942289987,10656.1848425152,14706.423935014362,6.72,8.299,5.208,10.58,7,Soy lecithin,1 kg soy lecithin,1.4,9.408,11.618599999999999,7.2912,14.812,9.799999999999999
ECU,SOYB,148741.84074462813,135404.3206713686,124653.79297603515,112764.31208772631,102940.1217937844,22135.248466987327,16315.827956947596,23935.82942289987,10656.1848425152,14706.423935014362,6.72,8.299,5.208,10.58,7,Ground soybeans,1 kg ground soybean,0.8,5.376,6.6392,4.1664,8.464,5.6000000000000005
EGY,SOYB,25.00415942984756,23.771975132629752,22.50255978826883,37.969472220610875,47.45653027369219,822.4698237546621,1413.3744203599474,2634.9972955935677,1354.974997948373,1875.1023174554084,0.0304,0.01682,0.00854,0.02802,0.02531,Soybean oil,1 kg soybean oil,2.1,0.06384000000000001,0.035322000000000006,0.017934000000000002,0.058842000000000005,0.053151000000000004
EGY,SOYB,25.00415942984756,23.771975132629752,22.50255978826883,37.969472220610875,47.45653027369219,822.4698237546621,1413.3744203599474,2634.9972955935677,1354.974997948373,1875.1023174554084,0.0304,0.01682,0.00854,0.02802,0.02531,Soybean,1 kg soybean,1,0.0304,0.01682,0.00854,0.02802,0.02531
EGY,SOYB,25.00415942984756,23.771975132629752,22.50255978826883,37.969472220610875,47.45653027369219,822.4698237546621,1413.3744203599474,2634.9972955935677,1354.974997948373,1875.1023174554084,0.0304,0.01682,0.00854,0.02802,0.02531,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,0.05776,0.031958,0.016226,0.053237999999999994,0.04808899999999999
EGY,SOYB,25.00415942984756,23.771975132629752,22.50255978826883,37.969472220610875,47.45653027369219,822.4698237546621,1413.3744203599474,2634.9972955935677,1354.974997948373,1875.1023174554084,0.0304,0.01682,0.00854,0.02802,0.02531,Soy lecithin,1 kg soy lecithin,1.4,0.04256,0.023548,0.011956,0.039228,0.03543399999999999
EGY,SOYB,25.00415942984756,23.771975132629752,22.50255978826883,37.969472220610875,47.45653027369219,822.4698237546621,1413.3744203599474,2634.9972955935677,1354.974997948373,1875.1023174554084,0.0304,0.01682,0.00854,0.02802,0.02531,Ground soybeans,1 kg ground soybean,0.8,0.02432,0.013456000000000003,0.006832000000000001,0.022416000000000002,0.020248000000000002
ESP,SOYB,621.7058372801687,577.4809337616094,532.2612309277499,481.30000544246576,438.02893743303326,316.33542402831415,326.6708674335717,259.6457299921904,524.2075133766145,448.51276652208173,1.965,1.768,2.05,0.9181,0.9766,Soybean oil,1 kg soybean oil,2.1,4.1265,3.7128,4.305,1.9280100000000002,2.05086
ESP,SOYB,621.7058372801687,577.4809337616094,532.2612309277499,481.30000544246576,438.02893743303326,316.33542402831415,326.6708674335717,259.6457299921904,524.2075133766145,448.51276652208173,1.965,1.768,2.05,0.9181,0.9766,Soybean,1 kg soybean,1,1.965,1.768,2.05,0.9181,0.9766
ESP,SOYB,621.7058372801687,577.4809337616094,532.2612309277499,481.30000544246576,438.02893743303326,316.33542402831415,326.6708674335717,259.6457299921904,524.2075133766145,448.51276652208173,1.965,1.768,2.05,0.9181,0.9766,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,3.7335,3.3592,3.8949999999999996,1.7443899999999999,1.85554
ESP,SOYB,621.7058372801687,577.4809337616094,532.2612309277499,481.30000544246576,438.02893743303326,316.33542402831415,326.6708674335717,259.6457299921904,524.2075133766145,448.51276652208173,1.965,1.768,2.05,0.9181,0.9766,Soy lecithin,1 kg soy lecithin,1.4,2.751,2.4752,2.8699999999999997,1.28534,1.36724
ESP,SOYB,621.7058372801687,577.4809337616094,532.2612309277499,481.30000544246576,438.02893743303326,316.33542402831415,326.6708674335717,259.6457299921904,524.2075133766145,448.51276652208173,1.965,1.768,2.05,0.9181,0.9766,Ground soybeans,1 kg ground soybean,0.8,1.572,1.4144,1.64,0.73448,0.7812800000000001
ETH,SOYB,44838.448222177,46774.29731777276,47058.55807062996,48471.30459100925,56597.77133675179,55105.76202817911,48991.31704833423,60736.747777173994,58096.01961294904,58845.31889536554,0.8137,0.9547,0.7748,0.8343,0.9618,Soybean oil,1 kg soybean oil,2.1,1.7087700000000001,2.00487,1.62708,1.7520300000000002,2.01978
ETH,SOYB,44838.448222177,46774.29731777276,47058.55807062996,48471.30459100925,56597.77133675179,55105.76202817911,48991.31704833423,60736.747777173994,58096.01961294904,58845.31889536554,0.8137,0.9547,0.7748,0.8343,0.9618,Soybean,1 kg soybean,1,0.8137,0.9547,0.7748,0.8343,0.9618
ETH,SOYB,44838.448222177,46774.29731777276,47058.55807062996,48471.30459100925,56597.77133675179,55105.76202817911,48991.31704833423,60736.747777173994,58096.01961294904,58845.31889536554,0.8137,0.9547,0.7748,0.8343,0.9618,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,1.5460299999999998,1.8139299999999998,1.47212,1.58517,1.8274199999999998
ETH,SOYB,44838.448222177,46774.29731777276,47058.55807062996,48471.30459100925,56597.77133675179,55105.76202817911,48991.31704833423,60736.747777173994,58096.01961294904,58845.31889536554,0.8137,0.9547,0.7748,0.8343,0.9618,Soy lecithin,1 kg soy lecithin,1.4,1.1391799999999999,1.3365799999999999,1.08472,1.16802,1.34652
ETH,SOYB,44838.448222177,46774.29731777276,47058.55807062996,48471.30459100925,56597.77133675179,55105.76202817911,48991.31704833423,60736.747777173994,58096.01961294904,58845.31889536554,0.8137,0.9547,0.7748,0.8343,0.9618,Ground soybeans,1 kg ground soybean,0.8,0.65096,0.76376,0.6198400000000001,0.66744,0.76944
FRA,SOYB,12563.816701677231,13015.097958500586,12768.932197248132,12810.188063835696,12746.8473585213,14020.160382654763,15141.590897989112,12952.094869101971,13365.946761328823,13274.799654116216,0.8961,0.8596,0.9859,0.9584,0.9602,Soybean oil,1 kg soybean oil,2.1,1.8818100000000002,1.80516,2.07039,2.01264,2.01642
FRA,SOYB,12563.816701677231,13015.097958500586,12768.932197248132,12810.188063835696,12746.8473585213,14020.160382654763,15141.590897989112,12952.094869101971,13365.946761328823,13274.799654116216,0.8961,0.8596,0.9859,0.9584,0.9602,Soybean,1 kg soybean,1,0.8961,0.8596,0.9859,0.9584,0.9602
FRA,SOYB,12563.816701677231,13015.097958500586,12768.932197248132,12810.188063835696,12746.8473585213,14020.160382654763,15141.590897989112,12952.094869101971,13365.946761328823,13274.799654116216,0.8961,0.8596,0.9859,0.9584,0.9602,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,1.7025899999999998,1.63324,1.8732099999999998,1.82096,1.8243800000000001
FRA,SOYB,12563.816701677231,13015.097958500586,12768.932197248132,12810.188063835696,12746.8473585213,14020.160382654763,15141.590897989112,12952.094869101971,13365.946761328823,13274.799654116216,0.8961,0.8596,0.9859,0.9584,0.9602,Soy lecithin,1 kg soy lecithin,1.4,1.25454,1.20344,1.3802599999999998,1.34176,1.34428
FRA,SOYB,12563.816701677231,13015.097958500586,12768.932197248132,12810.188063835696,12746.8473585213,14020.160382654763,15141.590897989112,12952.094869101971,13365.946761328823,13274.799654116216,0.8961,0.8596,0.9859,0.9584,0.9602,Ground soybeans,1 kg ground soybean,0.8,0.7168800000000001,0.6876800000000001,0.7887200000000001,0.7667200000000001,0.7681600000000001
GAB,SOYB,106948.57645146144,104026.71462673425,103531.94651348663,100314.70910543692,101079.82107696935,1688.710343495972,1699.467593300304,1703.9441338684846,1697.375435267493,1699.8300956781643,63.33,61.21,60.76,59.1,59.46,Soybean oil,1 kg soybean oil,2.1,132.993,128.541,127.596,124.11000000000001,124.86600000000001
GAB,SOYB,106948.57645146144,104026.71462673425,103531.94651348663,100314.70910543692,101079.82107696935,1688.710343495972,1699.467593300304,1703.9441338684846,1697.375435267493,1699.8300956781643,63.33,61.21,60.76,59.1,59.46,Soybean,1 kg soybean,1,63.33,61.21,60.76,59.1,59.46
GAB,SOYB,106948.57645146144,104026.71462673425,103531.94651348663,100314.70910543692,101079.82107696935,1688.710343495972,1699.467593300304,1703.9441338684846,1697.375435267493,1699.8300956781643,63.33,61.21,60.76,59.1,59.46,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,120.327,116.29899999999999,115.44399999999999,112.28999999999999,112.97399999999999
GAB,SOYB,106948.57645146144,104026.71462673425,103531.94651348663,100314.70910543692,101079.82107696935,1688.710343495972,1699.467593300304,1703.9441338684846,1697.375435267493,1699.8300956781643,63.33,61.21,60.76,59.1,59.46,Soy lecithin,1 kg soy lecithin,1.4,88.66199999999999,85.694,85.064,82.74,83.244
GAB,SOYB,106948.57645146144,104026.71462673425,103531.94651348663,100314.70910543692,101079.82107696935,1688.710343495972,1699.467593300304,1703.9441338684846,1697.375435267493,1699.8300956781643,63.33,61.21,60.76,59.1,59.46,Ground soybeans,1 kg ground soybean,0.8,50.664,48.968,48.608000000000004,47.28,47.568000000000005
GEO,SOYB,48.74573999128456,39.44076975384482,33.9884137399229,35.76964242307499,38.35372353203443,44.50465420610632,33.37864915690634,33.37865229763937,33.37864894752414,33.42315403689626,1.095,1.182,1.018,1.072,1.148,Soybean oil,1 kg soybean oil,2.1,2.2995,2.4822,2.1378,2.2512000000000003,2.4108
GEO,SOYB,48.74573999128456,39.44076975384482,33.9884137399229,35.76964242307499,38.35372353203443,44.50465420610632,33.37864915690634,33.37865229763937,33.37864894752414,33.42315403689626,1.095,1.182,1.018,1.072,1.148,Soybean,1 kg soybean,1,1.095,1.182,1.018,1.072,1.148
GEO,SOYB,48.74573999128456,39.44076975384482,33.9884137399229,35.76964242307499,38.35372353203443,44.50465420610632,33.37864915690634,33.37865229763937,33.37864894752414,33.42315403689626,1.095,1.182,1.018,1.072,1.148,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,2.0805,2.2457999999999996,1.9342,2.0368,2.1811999999999996
GEO,SOYB,48.74573999128456,39.44076975384482,33.9884137399229,35.76964242307499,38.35372353203443,44.50465420610632,33.37864915690634,33.37865229763937,33.37864894752414,33.42315403689626,1.095,1.182,1.018,1.072,1.148,Soy lecithin,1 kg soy lecithin,1.4,1.533,1.6547999999999998,1.4252,1.5008,1.6071999999999997
GEO,SOYB,48.74573999128456,39.44076975384482,33.9884137399229,35.76964242307499,38.35372353203443,44.50465420610632,33.37864915690634,33.37865229763937,33.37864894752414,33.42315403689626,1.095,1.182,1.018,1.072,1.148,Ground soybeans,1 kg ground soybean,0.8,0.876,0.9456,0.8144,0.8576000000000001,0.9184
GHA,SOYB,28436.31100334037,28451.09053895985,28540.94369735772,31408.757018686752,33734.6245408165,52517.85619278865,54781.09576469439,64088.20911836585,65335.97552562458,64298.16533363291,0.5415,0.5194,0.4453,0.4807,0.5247,Soybean oil,1 kg soybean oil,2.1,1.13715,1.09074,0.93513,1.00947,1.1018700000000001
GHA,SOYB,28436.31100334037,28451.09053895985,28540.94369735772,31408.757018686752,33734.6245408165,52517.85619278865,54781.09576469439,64088.20911836585,65335.97552562458,64298.16533363291,0.5415,0.5194,0.4453,0.4807,0.5247,Soybean,1 kg soybean,1,0.5415,0.5194,0.4453,0.4807,0.5247
GHA,SOYB,28436.31100334037,28451.09053895985,28540.94369735772,31408.757018686752,33734.6245408165,52517.85619278865,54781.09576469439,64088.20911836585,65335.97552562458,64298.16533363291,0.5415,0.5194,0.4453,0.4807,0.5247,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,1.0288499999999998,0.9868599999999998,0.8460699999999999,0.91333,0.9969300000000001
GHA,SOYB,28436.31100334037,28451.09053895985,28540.94369735772,31408.757018686752,33734.6245408165,52517.85619278865,54781.09576469439,64088.20911836585,65335.97552562458,64298.16533363291,0.5415,0.5194,0.4453,0.4807,0.5247,Soy lecithin,1 kg soy lecithin,1.4,0.7580999999999999,0.7271599999999999,0.62342,0.67298,0.73458
GHA,SOYB,28436.31100334037,28451.09053895985,28540.94369735772,31408.757018686752,33734.6245408165,52517.85619278865,54781.09576469439,64088.20911836585,65335.97552562458,64298.16533363291,0.5415,0.5194,0.4453,0.4807,0.5247,Ground soybeans,1 kg ground soybean,0.8,0.43320000000000003,0.41552,0.35624,0.38456,0.4197600000000001
GIN,SOYB,1354.324875207014,1403.977621728824,1395.6879844382338,1366.9407912638069,1412.0652013835092,1.9574800600329656,2.0575335683818508,2.3814738637241755,2.6677684118210183,2.5009264859628573,691.9,682.4,586.1,512.4,564.6,Soybean oil,1 kg soybean oil,2.1,1452.99,1433.04,1230.8100000000002,1076.04,1185.66
GIN,SOYB,1354.324875207014,1403.977621728824,1395.6879844382338,1366.9407912638069,1412.0652013835092,1.9574800600329656,2.0575335683818508,2.3814738637241755,2.6677684118210183,2.5009264859628573,691.9,682.4,586.1,512.4,564.6,Soybean,1 kg soybean,1,691.9,682.4,586.1,512.4,564.6
GIN,SOYB,1354.324875207014,1403.977621728824,1395.6879844382338,1366.9407912638069,1412.0652013835092,1.9574800600329656,2.0575335683818508,2.3814738637241755,2.6677684118210183,2.5009264859628573,691.9,682.4,586.1,512.4,564.6,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,1314.61,1296.56,1113.59,973.56,1072.74
GIN,SOYB,1354.324875207014,1403.977621728824,1395.6879844382338,1366.9407912638069,1412.0652013835092,1.9574800600329656,2.0575335683818508,2.3814738637241755,2.6677684118210183,2.5009264859628573,691.9,682.4,586.1,512.4,564.6,Soy lecithin,1 kg soy lecithin,1.4,968.6599999999999,955.3599999999999,820.54,717.3599999999999,790.4399999999999
GIN,SOYB,1354.324875207014,1403.977621728824,1395.6879844382338,1366.9407912638069,1412.0652013835092,1.9574800600329656,2.0575335683818508,2.3814738637241755,2.6677684118210183,2.5009264859628573,691.9,682.4,586.1,512.4,564.6,Ground soybeans,1 kg ground soybean,0.8,553.52,545.92,468.88000000000005,409.92,451.68000000000006
GNQ,SOYB,16.098006839690186,18.416360600287927,16.34015574471796,14.973630964237826,13.2080610615106,0.33537086513293024,0.33750721029551234,0.33839623267222463,0.3370917163938133,0.33757920176316925,48,54.57,48.29,44.42,39.13,Soybean oil,1 kg soybean oil,2.1,100.80000000000001,114.59700000000001,101.409,93.28200000000001,82.173
GNQ,SOYB,16.098006839690186,18.416360600287927,16.34015574471796,14.973630964237826,13.2080610615106,0.33537086513293024,0.33750721029551234,0.33839623267222463,0.3370917163938133,0.33757920176316925,48,54.57,48.29,44.42,39.13,Soybean,1 kg soybean,1,48,54.57,48.29,44.42,39.13
GNQ,SOYB,16.098006839690186,18.416360600287927,16.34015574471796,14.973630964237826,13.2080610615106,0.33537086513293024,0.33750721029551234,0.33839623267222463,0.3370917163938133,0.33757920176316925,48,54.57,48.29,44.42,39.13,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,91.19999999999999,103.68299999999999,91.75099999999999,84.398,74.34700000000001
GNQ,SOYB,16.098006839690186,18.416360600287927,16.34015574471796,14.973630964237826,13.2080610615106,0.33537086513293024,0.33750721029551234,0.33839623267222463,0.3370917163938133,0.33757920176316925,48,54.57,48.29,44.42,39.13,Soy lecithin,1 kg soy lecithin,1.4,67.19999999999999,76.398,67.606,62.187999999999995,54.782000000000004
GNQ,SOYB,16.098006839690186,18.416360600287927,16.34015574471796,14.973630964237826,13.2080610615106,0.33537086513293024,0.33750721029551234,0.33839623267222463,0.3370917163938133,0.33757920176316925,48,54.57,48.29,44.42,39.13,Ground soybeans,1 kg ground soybean,0.8,38.400000000000006,43.656000000000006,38.632000000000005,35.536,31.304000000000002
GRC,SOYB,35.429101726353544,30.208810029934916,25.39633031908193,22.075866170104412,19.272929468151094,120.67829019718953,80.6714261458738,44.64598674196827,49.87451359467045,54.47232055209805,0.2936,0.3745,0.5688,0.4426,0.3538,Soybean oil,1 kg soybean oil,2.1,0.6165600000000001,0.78645,1.19448,0.9294600000000001,0.7429800000000001
GRC,SOYB,35.429101726353544,30.208810029934916,25.39633031908193,22.075866170104412,19.272929468151094,120.67829019718953,80.6714261458738,44.64598674196827,49.87451359467045,54.47232055209805,0.2936,0.3745,0.5688,0.4426,0.3538,Soybean,1 kg soybean,1,0.2936,0.3745,0.5688,0.4426,0.3538
GRC,SOYB,35.429101726353544,30.208810029934916,25.39633031908193,22.075866170104412,19.272929468151094,120.67829019718953,80.6714261458738,44.64598674196827,49.87451359467045,54.47232055209805,0.2936,0.3745,0.5688,0.4426,0.3538,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,0.55784,0.71155,1.08072,0.8409399999999999,0.6722199999999999
GRC,SOYB,35.429101726353544,30.208810029934916,25.39633031908193,22.075866170104412,19.272929468151094,120.67829019718953,80.6714261458738,44.64598674196827,49.87451359467045,54.47232055209805,0.2936,0.3745,0.5688,0.4426,0.3538,Soy lecithin,1 kg soy lecithin,1.4,0.41104,0.5243,0.7963199999999999,0.61964,0.49532
GRC,SOYB,35.429101726353544,30.208810029934916,25.39633031908193,22.075866170104412,19.272929468151094,120.67829019718953,80.6714261458738,44.64598674196827,49.87451359467045,54.47232055209805,0.2936,0.3745,0.5688,0.4426,0.3538,Ground soybeans,1 kg ground soybean,0.8,0.23488000000000003,0.29960000000000003,0.45504,0.35408,0.28304
GTM,SOYB,235333.60076292584,216550.0779429965,199466.8637954272,193329.1148824081,195844.43014216135,34494.76321816003,35345.2254764611,36212.48888231672,36218.65334943896,36123.71386057925,6.822,6.127,5.508,5.338,5.421,Soybean oil,1 kg soybean oil,2.1,14.3262,12.8667,11.5668,11.209800000000001,11.384100000000002
GTM,SOYB,235333.60076292584,216550.0779429965,199466.8637954272,193329.1148824081,195844.43014216135,34494.76321816003,35345.2254764611,36212.48888231672,36218.65334943896,36123.71386057925,6.822,6.127,5.508,5.338,5.421,Soybean,1 kg soybean,1,6.822,6.127,5.508,5.338,5.421
GTM,SOYB,235333.60076292584,216550.0779429965,199466.8637954272,193329.1148824081,195844.43014216135,34494.76321816003,35345.2254764611,36212.48888231672,36218.65334943896,36123.71386057925,6.822,6.127,5.508,5.338,5.421,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,12.9618,11.6413,10.4652,10.142199999999999,10.2999
GTM,SOYB,235333.60076292584,216550.0779429965,199466.8637954272,193329.1148824081,195844.43014216135,34494.76321816003,35345.2254764611,36212.48888231672,36218.65334943896,36123.71386057925,6.822,6.127,5.508,5.338,5.421,Soy lecithin,1 kg soy lecithin,1.4,9.550799999999999,8.5778,7.7112,7.473199999999999,7.5893999999999995
GTM,SOYB,235333.60076292584,216550.0779429965,199466.8637954272,193329.1148824081,195844.43014216135,34494.76321816003,35345.2254764611,36212.48888231672,36218.65334943896,36123.71386057925,6.822,6.127,5.508,5.338,5.421,Ground soybeans,1 kg ground soybean,0.8,5.4576,4.9016,4.4064000000000005,4.2704,4.3368
GUY,SOYB,4.710574158288414,4.38429522160164,4.061134026932055,3.761515656465231,3.447577858794384,17.886889385725123,19.792304495639684,17.808742154559155,22.33824810656026,21.070051380360592,0.2634,0.2215,0.228,0.1684,0.1636,Soybean oil,1 kg soybean oil,2.1,0.5531400000000001,0.46515,0.47880000000000006,0.35364,0.34356000000000003
GUY,SOYB,4.710574158288414,4.38429522160164,4.061134026932055,3.761515656465231,3.447577858794384,17.886889385725123,19.792304495639684,17.808742154559155,22.33824810656026,21.070051380360592,0.2634,0.2215,0.228,0.1684,0.1636,Soybean,1 kg soybean,1,0.2634,0.2215,0.228,0.1684,0.1636
