GID_0,GID_1,GID_2,crop_type,COCO_LD_2020,COCO_LD_2021,COCO_LD_2022,COCO_LD_2023,COCO_LD_2024,COCO_production_2020,COCO_production_2021,COCO_production_2022,COCO_production_2023,COCO_production_2024,COCO_EF_2020,COCO_EF_2021,COCO_EF_2022,COCO_EF_2023,COCO_EF_2024,co_product,functional_unit,allocation_ratio,co_product_EF_2020,co_product_EF_2021,co_product_EF_2022,co_product_EF_2023,co_product_EF_2024
AGO,AGO.10_1,AGO.10.8_1,COCO,0.270806714137808,0.2862300770333513,0.26351842503530126,0.3331955360064741,0.36295649557486465,0.02330042418034082,0.02344446836700463,0.02347460527130663,0.02340666953788008,0.02343291350331217,11.62,12.21,11.23,14.24,15.49,Cocoa liquor,1 kg cocoa liquor,1.2,13.943999999999999,14.652000000000001,13.476,17.088,18.588
AGO,AGO.10_1,AGO.10.8_1,COCO,0.270806714137808,0.2862300770333513,0.26351842503530126,0.3331955360064741,0.36295649557486465,0.02330042418034082,0.02344446836700463,0.02347460527130663,0.02340666953788008,0.02343291350331217,11.62,12.21,11.23,14.24,15.49,Cocoa butter,1 kg cocoa butter,1.6,18.592,19.536,17.968,22.784000000000002,24.784000000000002
AGO,AGO.10_1,AGO.10.8_1,COCO,0.270806714137808,0.2862300770333513,0.26351842503530126,0.3331955360064741,0.36295649557486465,0.02330042418034082,0.02344446836700463,0.02347460527130663,0.02340666953788008,0.02343291350331217,11.62,12.21,11.23,14.24,15.49,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,9.296,9.768,8.984,11.392000000000001,12.392000000000001
AGO,AGO.10_1,AGO.10.8_1,COCO,0.270806714137808,0.2862300770333513,0.26351842503530126,0.3331955360064741,0.36295649557486465,0.02330042418034082,0.02344446836700463,0.02347460527130663,0.02340666953788008,0.02343291350331217,11.62,12.21,11.23,14.24,15.49,Cocoa powder,1 kg cocoa powder,0.8,9.296,9.768,8.984,11.392000000000001,12.392000000000001
AGO,AGO.10_1,AGO.10.8_1,COCO,0.270806714137808,0.2862300770333513,0.26351842503530126,0.3331955360064741,0.36295649557486465,0.02330042418034082,0.02344446836700463,0.02347460527130663,0.02340666953788008,0.02343291350331217,11.62,12.21,11.23,14.24,15.49,Cocoa beans,1 kg cocoa bean,1,11.62,12.21,11.23,14.24,15.49
AGO,AGO.11_1,AGO.11.9_1,COCO,0.01600958441877507,0.01482368927664358,0.01363779413451209,0.01245189899238061,0.01126600385024912,0.0066861428038241,0.00672747681537001,0.00673612471140266,0.00671663030170193,0.00672416110454309,2.394,2.203,2.025,1.854,1.675,Cocoa liquor,1 kg cocoa liquor,1.2,2.8728000000000002,2.6435999999999997,2.4299999999999997,2.2248,2.01
AGO,AGO.11_1,AGO.11.9_1,COCO,0.01600958441877507,0.01482368927664358,0.01363779413451209,0.01245189899238061,0.01126600385024912,0.0066861428038241,0.00672747681537001,0.00673612471140266,0.00671663030170193,0.00672416110454309,2.394,2.203,2.025,1.854,1.675,Cocoa butter,1 kg cocoa butter,1.6,3.8304000000000005,3.5248,3.24,2.9664,2.68
AGO,AGO.11_1,AGO.11.9_1,COCO,0.01600958441877507,0.01482368927664358,0.01363779413451209,0.01245189899238061,0.01126600385024912,0.0066861428038241,0.00672747681537001,0.00673612471140266,0.00671663030170193,0.00672416110454309,2.394,2.203,2.025,1.854,1.675,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,1.9152000000000002,1.7624,1.62,1.4832,1.34
AGO,AGO.11_1,AGO.11.9_1,COCO,0.01600958441877507,0.01482368927664358,0.01363779413451209,0.01245189899238061,0.01126600385024912,0.0066861428038241,0.00672747681537001,0.00673612471140266,0.00671663030170193,0.00672416110454309,2.394,2.203,2.025,1.854,1.675,Cocoa powder,1 kg cocoa powder,0.8,1.9152000000000002,1.7624,1.62,1.4832,1.34
AGO,AGO.11_1,AGO.11.9_1,COCO,0.01600958441877507,0.01482368927664358,0.01363779413451209,0.01245189899238061,0.01126600385024912,0.0066861428038241,0.00672747681537001,0.00673612471140266,0.00671663030170193,0.00672416110454309,2.394,2.203,2.025,1.854,1.675,Cocoa beans,1 kg cocoa bean,1,2.394,2.203,2.025,1.854,1.675
AGO,AGO.12_1,AGO.12.4_1,COCO,5.767987787733133,3.992271640808928,2.577650044012793,1.336128860714464,0.362702369505753,0.00230520902012532,0.00188183900720258,0.00350109582735365,0.00306345884893444,0.00319618019845727,2502,2121,736.2,436.2,113.5,Cocoa liquor,1 kg cocoa liquor,1.2,3002.4,2545.2,883.44,523.4399999999999,136.2
AGO,AGO.12_1,AGO.12.4_1,COCO,5.767987787733133,3.992271640808928,2.577650044012793,1.336128860714464,0.362702369505753,0.00230520902012532,0.00188183900720258,0.00350109582735365,0.00306345884893444,0.00319618019845727,2502,2121,736.2,436.2,113.5,Cocoa butter,1 kg cocoa butter,1.6,4003.2000000000003,3393.6000000000004,1177.92,697.9200000000001,181.60000000000002
AGO,AGO.12_1,AGO.12.4_1,COCO,5.767987787733133,3.992271640808928,2.577650044012793,1.336128860714464,0.362702369505753,0.00230520902012532,0.00188183900720258,0.00350109582735365,0.00306345884893444,0.00319618019845727,2502,2121,736.2,436.2,113.5,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,2001.6000000000001,1696.8000000000002,588.96,348.96000000000004,90.80000000000001
AGO,AGO.12_1,AGO.12.4_1,COCO,5.767987787733133,3.992271640808928,2.577650044012793,1.336128860714464,0.362702369505753,0.00230520902012532,0.00188183900720258,0.00350109582735365,0.00306345884893444,0.00319618019845727,2502,2121,736.2,436.2,113.5,Cocoa powder,1 kg cocoa powder,0.8,2001.6000000000001,1696.8000000000002,588.96,348.96000000000004,90.80000000000001
AGO,AGO.12_1,AGO.12.4_1,COCO,5.767987787733133,3.992271640808928,2.577650044012793,1.336128860714464,0.362702369505753,0.00230520902012532,0.00188183900720258,0.00350109582735365,0.00306345884893444,0.00319618019845727,2502,2121,736.2,436.2,113.5,Cocoa beans,1 kg cocoa bean,1,2502,2121,736.2,436.2,113.5
AGO,AGO.17_1,AGO.17.16_1,COCO,1566.8321692630802,2020.3091372787455,2175.6328254823784,2247.131908338878,2222.2670010481897,0.03806565760425316,0.03830098107506164,0.03835021541824497,0.03823922952598423,0.03828210401593273,41160,52750,56730,58770,58050,Cocoa liquor,1 kg cocoa liquor,1.2,49392,63300,68076,70524,69660
AGO,AGO.17_1,AGO.17.16_1,COCO,1566.8321692630802,2020.3091372787455,2175.6328254823784,2247.131908338878,2222.2670010481897,0.03806565760425316,0.03830098107506164,0.03835021541824497,0.03823922952598423,0.03828210401593273,41160,52750,56730,58770,58050,Cocoa butter,1 kg cocoa butter,1.6,65856,84400,90768,94032,92880
AGO,AGO.17_1,AGO.17.16_1,COCO,1566.8321692630802,2020.3091372787455,2175.6328254823784,2247.131908338878,2222.2670010481897,0.03806565760425316,0.03830098107506164,0.03835021541824497,0.03823922952598423,0.03828210401593273,41160,52750,56730,58770,58050,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,32928,42200,45384,47016,46440
AGO,AGO.17_1,AGO.17.16_1,COCO,1566.8321692630802,2020.3091372787455,2175.6328254823784,2247.131908338878,2222.2670010481897,0.03806565760425316,0.03830098107506164,0.03835021541824497,0.03823922952598423,0.03828210401593273,41160,52750,56730,58770,58050,Cocoa powder,1 kg cocoa powder,0.8,32928,42200,45384,47016,46440
AGO,AGO.17_1,AGO.17.16_1,COCO,1566.8321692630802,2020.3091372787455,2175.6328254823784,2247.131908338878,2222.2670010481897,0.03806565760425316,0.03830098107506164,0.03835021541824497,0.03823922952598423,0.03828210401593273,41160,52750,56730,58770,58050,Cocoa beans,1 kg cocoa bean,1,41160,52750,56730,58770,58050
AGO,AGO.17_1,AGO.17.7_1,COCO,32581.448687241984,39908.14777861946,42699.33485570288,46737.14840166824,48555.50611733117,1.7728915490582726,1.4686644586004909,2.6350454960441416,2.3195184028195315,2.4152349800775217,18380,27170,16200,20150,20100,Cocoa liquor,1 kg cocoa liquor,1.2,22056,32604,19440,24180,24120
AGO,AGO.17_1,AGO.17.7_1,COCO,32581.448687241984,39908.14777861946,42699.33485570288,46737.14840166824,48555.50611733117,1.7728915490582726,1.4686644586004909,2.6350454960441416,2.3195184028195315,2.4152349800775217,18380,27170,16200,20150,20100,Cocoa butter,1 kg cocoa butter,1.6,29408,43472,25920,32240,32160
AGO,AGO.17_1,AGO.17.7_1,COCO,32581.448687241984,39908.14777861946,42699.33485570288,46737.14840166824,48555.50611733117,1.7728915490582726,1.4686644586004909,2.6350454960441416,2.3195184028195315,2.4152349800775217,18380,27170,16200,20150,20100,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,14704,21736,12960,16120,16080
AGO,AGO.17_1,AGO.17.7_1,COCO,32581.448687241984,39908.14777861946,42699.33485570288,46737.14840166824,48555.50611733117,1.7728915490582726,1.4686644586004909,2.6350454960441416,2.3195184028195315,2.4152349800775217,18380,27170,16200,20150,20100,Cocoa powder,1 kg cocoa powder,0.8,14704,21736,12960,16120,16080
AGO,AGO.17_1,AGO.17.7_1,COCO,32581.448687241984,39908.14777861946,42699.33485570288,46737.14840166824,48555.50611733117,1.7728915490582726,1.4686644586004909,2.6350454960441416,2.3195184028195315,2.4152349800775217,18380,27170,16200,20150,20100,Cocoa beans,1 kg cocoa bean,1,18380,27170,16200,20150,20100
AGO,AGO.18_1,AGO.18.1_1,COCO,21.36274699627204,24.295417189543524,23.360452256450863,27.30110883114551,25.694321297531957,1.1037919487348502,0.9010926346369758,1.6763563467740876,1.466825331577556,1.5303694380558337,19.35,26.96,13.94,18.61,16.79,Cocoa liquor,1 kg cocoa liquor,1.2,23.220000000000002,32.352,16.727999999999998,22.331999999999997,20.148
AGO,AGO.18_1,AGO.18.1_1,COCO,21.36274699627204,24.295417189543524,23.360452256450863,27.30110883114551,25.694321297531957,1.1037919487348502,0.9010926346369758,1.6763563467740876,1.466825331577556,1.5303694380558337,19.35,26.96,13.94,18.61,16.79,Cocoa butter,1 kg cocoa butter,1.6,30.960000000000004,43.136,22.304000000000002,29.776,26.864
AGO,AGO.18_1,AGO.18.1_1,COCO,21.36274699627204,24.295417189543524,23.360452256450863,27.30110883114551,25.694321297531957,1.1037919487348502,0.9010926346369758,1.6763563467740876,1.466825331577556,1.5303694380558337,19.35,26.96,13.94,18.61,16.79,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,15.480000000000002,21.568,11.152000000000001,14.888,13.432
AGO,AGO.18_1,AGO.18.1_1,COCO,21.36274699627204,24.295417189543524,23.360452256450863,27.30110883114551,25.694321297531957,1.1037919487348502,0.9010926346369758,1.6763563467740876,1.466825331577556,1.5303694380558337,19.35,26.96,13.94,18.61,16.79,Cocoa powder,1 kg cocoa powder,0.8,15.480000000000002,21.568,11.152000000000001,14.888,13.432
AGO,AGO.18_1,AGO.18.1_1,COCO,21.36274699627204,24.295417189543524,23.360452256450863,27.30110883114551,25.694321297531957,1.1037919487348502,0.9010926346369758,1.6763563467740876,1.466825331577556,1.5303694380558337,19.35,26.96,13.94,18.61,16.79,Cocoa beans,1 kg cocoa bean,1,19.35,26.96,13.94,18.61,16.79
AGO,AGO.1_1,AGO.1.1_1,COCO,7.306237921428834,6.279932437132222,5.391379647130037,4.630698187758635,3.901780828436795,0.3391787789319469,0.3412755961815701,0.3417142919891153,0.34072536754159805,0.3411073947562398,21.54,18.4,15.78,13.59,11.44,Cocoa liquor,1 kg cocoa liquor,1.2,25.848,22.08,18.936,16.308,13.728
AGO,AGO.1_1,AGO.1.1_1,COCO,7.306237921428834,6.279932437132222,5.391379647130037,4.630698187758635,3.901780828436795,0.3391787789319469,0.3412755961815701,0.3417142919891153,0.34072536754159805,0.3411073947562398,21.54,18.4,15.78,13.59,11.44,Cocoa butter,1 kg cocoa butter,1.6,34.464,29.439999999999998,25.248,21.744,18.304
AGO,AGO.1_1,AGO.1.1_1,COCO,7.306237921428834,6.279932437132222,5.391379647130037,4.630698187758635,3.901780828436795,0.3391787789319469,0.3412755961815701,0.3417142919891153,0.34072536754159805,0.3411073947562398,21.54,18.4,15.78,13.59,11.44,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,17.232,14.719999999999999,12.624,10.872,9.152
AGO,AGO.1_1,AGO.1.1_1,COCO,7.306237921428834,6.279932437132222,5.391379647130037,4.630698187758635,3.901780828436795,0.3391787789319469,0.3412755961815701,0.3417142919891153,0.34072536754159805,0.3411073947562398,21.54,18.4,15.78,13.59,11.44,Cocoa powder,1 kg cocoa powder,0.8,17.232,14.719999999999999,12.624,10.872,9.152
AGO,AGO.1_1,AGO.1.1_1,COCO,7.306237921428834,6.279932437132222,5.391379647130037,4.630698187758635,3.901780828436795,0.3391787789319469,0.3412755961815701,0.3417142919891153,0.34072536754159805,0.3411073947562398,21.54,18.4,15.78,13.59,11.44,Cocoa beans,1 kg cocoa bean,1,21.54,18.4,15.78,13.59,11.44
AGO,AGO.1_1,AGO.1.2_1,COCO,144.57591863663785,140.62828196936212,132.39883285331382,129.55476767761536,141.18960800508415,12.639329202527426,12.717466058786474,12.733813840769749,12.696962061044736,12.711198115981272,11.44,11.06,10.4,10.2,11.11,Cocoa liquor,1 kg cocoa liquor,1.2,13.728,13.272,12.48,12.239999999999998,13.331999999999999
AGO,AGO.1_1,AGO.1.2_1,COCO,144.57591863663785,140.62828196936212,132.39883285331382,129.55476767761536,141.18960800508415,12.639329202527426,12.717466058786474,12.733813840769749,12.696962061044736,12.711198115981272,11.44,11.06,10.4,10.2,11.11,Cocoa butter,1 kg cocoa butter,1.6,18.304,17.696,16.64,16.32,17.776
AGO,AGO.1_1,AGO.1.2_1,COCO,144.57591863663785,140.62828196936212,132.39883285331382,129.55476767761536,141.18960800508415,12.639329202527426,12.717466058786474,12.733813840769749,12.696962061044736,12.711198115981272,11.44,11.06,10.4,10.2,11.11,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,9.152,8.848,8.32,8.16,8.888
AGO,AGO.1_1,AGO.1.2_1,COCO,144.57591863663785,140.62828196936212,132.39883285331382,129.55476767761536,141.18960800508415,12.639329202527426,12.717466058786474,12.733813840769749,12.696962061044736,12.711198115981272,11.44,11.06,10.4,10.2,11.11,Cocoa powder,1 kg cocoa powder,0.8,9.152,8.848,8.32,8.16,8.888
AGO,AGO.1_1,AGO.1.2_1,COCO,144.57591863663785,140.62828196936212,132.39883285331382,129.55476767761536,141.18960800508415,12.639329202527426,12.717466058786474,12.733813840769749,12.696962061044736,12.711198115981272,11.44,11.06,10.4,10.2,11.11,Cocoa beans,1 kg cocoa bean,1,11.44,11.06,10.4,10.2,11.11
AGO,AGO.1_1,AGO.1.3_1,COCO,644.434186245783,624.3695856260327,598.1922545070869,599.0068186570664,682.5132882626983,49.236310975818014,49.540691888111525,49.604374419406966,49.460818882757906,49.51627521407839,13.09,12.6,12.06,12.11,13.78,Cocoa liquor,1 kg cocoa liquor,1.2,15.707999999999998,15.12,14.472,14.531999999999998,16.535999999999998
AGO,AGO.1_1,AGO.1.3_1,COCO,644.434186245783,624.3695856260327,598.1922545070869,599.0068186570664,682.5132882626983,49.236310975818014,49.540691888111525,49.604374419406966,49.460818882757906,49.51627521407839,13.09,12.6,12.06,12.11,13.78,Cocoa butter,1 kg cocoa butter,1.6,20.944000000000003,20.16,19.296000000000003,19.376,22.048000000000002
AGO,AGO.1_1,AGO.1.3_1,COCO,644.434186245783,624.3695856260327,598.1922545070869,599.0068186570664,682.5132882626983,49.236310975818014,49.540691888111525,49.604374419406966,49.460818882757906,49.51627521407839,13.09,12.6,12.06,12.11,13.78,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,10.472000000000001,10.08,9.648000000000001,9.688,11.024000000000001
AGO,AGO.1_1,AGO.1.3_1,COCO,644.434186245783,624.3695856260327,598.1922545070869,599.0068186570664,682.5132882626983,49.236310975818014,49.540691888111525,49.604374419406966,49.460818882757906,49.51627521407839,13.09,12.6,12.06,12.11,13.78,Cocoa powder,1 kg cocoa powder,0.8,10.472000000000001,10.08,9.648000000000001,9.688,11.024000000000001
AGO,AGO.1_1,AGO.1.3_1,COCO,644.434186245783,624.3695856260327,598.1922545070869,599.0068186570664,682.5132882626983,49.236310975818014,49.540691888111525,49.604374419406966,49.460818882757906,49.51627521407839,13.09,12.6,12.06,12.11,13.78,Cocoa beans,1 kg cocoa bean,1,13.09,12.6,12.06,12.11,13.78
AGO,AGO.1_1,AGO.1.4_1,COCO,761.9058503332528,782.8941224852481,771.5753654579352,800.4166008959751,820.9829685824764,40.239986168217655,40.488751428201816,40.54079806060984,40.423472601113765,40.46879610242914,18.93,19.34,19.03,19.8,20.29,Cocoa liquor,1 kg cocoa liquor,1.2,22.715999999999998,23.208,22.836000000000002,23.76,24.348
AGO,AGO.1_1,AGO.1.4_1,COCO,761.9058503332528,782.8941224852481,771.5753654579352,800.4166008959751,820.9829685824764,40.239986168217655,40.488751428201816,40.54079806060984,40.423472601113765,40.46879610242914,18.93,19.34,19.03,19.8,20.29,Cocoa butter,1 kg cocoa butter,1.6,30.288,30.944000000000003,30.448000000000004,31.680000000000003,32.464
AGO,AGO.1_1,AGO.1.4_1,COCO,761.9058503332528,782.8941224852481,771.5753654579352,800.4166008959751,820.9829685824764,40.239986168217655,40.488751428201816,40.54079806060984,40.423472601113765,40.46879610242914,18.93,19.34,19.03,19.8,20.29,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,15.144,15.472000000000001,15.224000000000002,15.840000000000002,16.232
AGO,AGO.1_1,AGO.1.4_1,COCO,761.9058503332528,782.8941224852481,771.5753654579352,800.4166008959751,820.9829685824764,40.239986168217655,40.488751428201816,40.54079806060984,40.423472601113765,40.46879610242914,18.93,19.34,19.03,19.8,20.29,Cocoa powder,1 kg cocoa powder,0.8,15.144,15.472000000000001,15.224000000000002,15.840000000000002,16.232
AGO,AGO.1_1,AGO.1.4_1,COCO,761.9058503332528,782.8941224852481,771.5753654579352,800.4166008959751,820.9829685824764,40.239986168217655,40.488751428201816,40.54079806060984,40.423472601113765,40.46879610242914,18.93,19.34,19.03,19.8,20.29,Cocoa beans,1 kg cocoa bean,1,18.93,19.34,19.03,19.8,20.29
AGO,AGO.1_1,AGO.1.5_1,COCO,1714.778940580681,1763.1294016922757,1824.9663302043416,2116.8652610692343,2154.7045259859246,0.00760129742110203,0.00764828895636928,0.00765812051871242,0.00763595784427787,0.00764451941316668,225600,230500,238300,277200,281900,Cocoa liquor,1 kg cocoa liquor,1.2,270720,276600,285960,332640,338280
AGO,AGO.1_1,AGO.1.5_1,COCO,1714.778940580681,1763.1294016922757,1824.9663302043416,2116.8652610692343,2154.7045259859246,0.00760129742110203,0.00764828895636928,0.00765812051871242,0.00763595784427787,0.00764451941316668,225600,230500,238300,277200,281900,Cocoa butter,1 kg cocoa butter,1.6,360960,368800,381280,443520,451040
AGO,AGO.1_1,AGO.1.5_1,COCO,1714.778940580681,1763.1294016922757,1824.9663302043416,2116.8652610692343,2154.7045259859246,0.00760129742110203,0.00764828895636928,0.00765812051871242,0.00763595784427787,0.00764451941316668,225600,230500,238300,277200,281900,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,180480,184400,190640,221760,225520
AGO,AGO.1_1,AGO.1.5_1,COCO,1714.778940580681,1763.1294016922757,1824.9663302043416,2116.8652610692343,2154.7045259859246,0.00760129742110203,0.00764828895636928,0.00765812051871242,0.00763595784427787,0.00764451941316668,225600,230500,238300,277200,281900,Cocoa powder,1 kg cocoa powder,0.8,180480,184400,190640,221760,225520
AGO,AGO.1_1,AGO.1.5_1,COCO,1714.778940580681,1763.1294016922757,1824.9663302043416,2116.8652610692343,2154.7045259859246,0.00760129742110203,0.00764828895636928,0.00765812051871242,0.00763595784427787,0.00764451941316668,225600,230500,238300,277200,281900,Cocoa beans,1 kg cocoa bean,1,225600,230500,238300,277200,281900
AGO,AGO.4_1,AGO.4.1_1,COCO,1002.8094302188302,988.5340840994792,992.6404449867129,1242.8146937610975,1228.7647936073529,3.9439115006701577,8.200658206216515,5.196964976694004,5.196413950912926,5.860997696593027,254.3,120.5,191,239.2,209.7,Cocoa liquor,1 kg cocoa liquor,1.2,305.16,144.6,229.2,287.03999999999996,251.64
AGO,AGO.4_1,AGO.4.1_1,COCO,1002.8094302188302,988.5340840994792,992.6404449867129,1242.8146937610975,1228.7647936073529,3.9439115006701577,8.200658206216515,5.196964976694004,5.196413950912926,5.860997696593027,254.3,120.5,191,239.2,209.7,Cocoa butter,1 kg cocoa butter,1.6,406.88000000000005,192.8,305.6,382.72,335.52
AGO,AGO.4_1,AGO.4.1_1,COCO,1002.8094302188302,988.5340840994792,992.6404449867129,1242.8146937610975,1228.7647936073529,3.9439115006701577,8.200658206216515,5.196964976694004,5.196413950912926,5.860997696593027,254.3,120.5,191,239.2,209.7,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,203.44000000000003,96.4,152.8,191.36,167.76
AGO,AGO.4_1,AGO.4.1_1,COCO,1002.8094302188302,988.5340840994792,992.6404449867129,1242.8146937610975,1228.7647936073529,3.9439115006701577,8.200658206216515,5.196964976694004,5.196413950912926,5.860997696593027,254.3,120.5,191,239.2,209.7,Cocoa powder,1 kg cocoa powder,0.8,203.44000000000003,96.4,152.8,191.36,167.76
AGO,AGO.4_1,AGO.4.1_1,COCO,1002.8094302188302,988.5340840994792,992.6404449867129,1242.8146937610975,1228.7647936073529,3.9439115006701577,8.200658206216515,5.196964976694004,5.196413950912926,5.860997696593027,254.3,120.5,191,239.2,209.7,Cocoa beans,1 kg cocoa bean,1,254.3,120.5,191,239.2,209.7
AGO,AGO.4_1,AGO.4.2_1,COCO,111.11630053929215,101.48466337175232,92.21332480847008,92.38018832190194,85.59092661443877,5.358585566156065,5.391712563912466,5.398643389684195,5.383019663791992,5.38905519916571,20.74,18.82,17.08,17.16,15.88,Cocoa liquor,1 kg cocoa liquor,1.2,24.887999999999998,22.584,20.496,20.592,19.056
AGO,AGO.4_1,AGO.4.2_1,COCO,111.11630053929215,101.48466337175232,92.21332480847008,92.38018832190194,85.59092661443877,5.358585566156065,5.391712563912466,5.398643389684195,5.383019663791992,5.38905519916571,20.74,18.82,17.08,17.16,15.88,Cocoa butter,1 kg cocoa butter,1.6,33.184,30.112000000000002,27.328,27.456000000000003,25.408
AGO,AGO.4_1,AGO.4.2_1,COCO,111.11630053929215,101.48466337175232,92.21332480847008,92.38018832190194,85.59092661443877,5.358585566156065,5.391712563912466,5.398643389684195,5.383019663791992,5.38905519916571,20.74,18.82,17.08,17.16,15.88,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,16.592,15.056000000000001,13.664,13.728000000000002,12.704
AGO,AGO.4_1,AGO.4.2_1,COCO,111.11630053929215,101.48466337175232,92.21332480847008,92.38018832190194,85.59092661443877,5.358585566156065,5.391712563912466,5.398643389684195,5.383019663791992,5.38905519916571,20.74,18.82,17.08,17.16,15.88,Cocoa powder,1 kg cocoa powder,0.8,16.592,15.056000000000001,13.664,13.728000000000002,12.704
AGO,AGO.4_1,AGO.4.2_1,COCO,111.11630053929215,101.48466337175232,92.21332480847008,92.38018832190194,85.59092661443877,5.358585566156065,5.391712563912466,5.398643389684195,5.383019663791992,5.38905519916571,20.74,18.82,17.08,17.16,15.88,Cocoa beans,1 kg cocoa bean,1,20.74,18.82,17.08,17.16,15.88
